rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Diego Abella,mx MEX,"FW,MF",Puebla,20,1998,10.1,252,9,33,108,117,26,252,20,12,60.0,8,40.0,125,800,318,13,14,4,23,18,165,40,Matches
2,José Abella,mx MEX,DF,Santos,25,1994,2.0,90,14,56,33,3,0,90,0,0,,0,,45,237,181,0,0,0,0,0,49,0,Matches
3,José Abella,mx MEX,DF,Atlas,25,1994,6.6,414,13,105,219,94,3,414,3,1,33.3,2,66.7,203,1111,690,20,11,0,5,2,231,16,Matches
4,Clifford Aboagye,gh GHA,MF,Querétaro,24,1995,25.3,1445,18,290,884,296,10,1445,34,24,70.6,10,29.4,823,4604,2387,43,58,3,34,28,968,61,Matches
5,Carlos Acevedo,mx MEX,GK,Santos,23,1996,3.0,78,74,78,0,0,0,78,0,0,,0,,34,188,147,0,0,0,0,0,19,0,Matches
6,Gabriel Achilier,ec ECU,DF,Morelia,34,1985,18.8,937,121,474,447,26,10,937,9,9,100.0,0,0.0,530,3090,1905,12,11,0,7,2,554,1,Matches
7,Alan Acosta,mx MEX,"FW,MF",Puebla,22,1996,10.9,472,17,99,197,188,14,472,35,22,62.9,13,37.1,274,2245,984,36,15,6,20,13,298,71,Matches
8,Luciano Acosta,ar ARG,"MF,FW",Atlas,25,1994,9.0,402,0,17,208,189,21,402,31,19,61.3,12,38.7,287,1554,808,24,23,2,28,17,286,50,Matches
9,Francisco Acuña,mx MEX,"FW,MF",Puebla,31,1988,0.8,32,1,7,13,12,1,32,1,1,100.0,0,0.0,19,94,24,0,0,0,4,0,17,4,Matches
10,Daniel Aguilar,mx MEX,"MF,DF",Atlas,21,1998,0.3,14,3,5,8,1,0,14,0,0,,0,,9,51,4,0,0,0,1,1,7,0,Matches
11,Jorge Aguilar,py PAR,DF,Querétaro,26,1993,7.1,325,43,162,155,12,9,325,0,0,,0,,147,667,386,3,1,0,1,0,169,2,Matches
12,Paul Aguilar,mx MEX,DF,América,33,1986,26.9,1343,60,355,748,252,37,1343,24,12,50.0,12,50.0,611,2756,1414,22,19,2,23,5,711,54,Matches
13,Emanuel Aguilera,ar ARG,DF,América,30,1989,26.4,1058,101,526,517,30,8,1056,7,5,71.4,2,28.6,497,2915,1797,18,6,1,4,1,505,1,Matches
14,Eduardo Aguirre,mx MEX,"FW,MF",Santos,20,1998,6.5,181,1,6,76,101,23,181,9,1,11.1,8,88.9,113,495,145,5,6,3,19,17,132,40,Matches
15,Érick Aguirre,mx MEX,"DF,MF",Pachuca,22,1997,24.3,1379,34,338,613,441,45,1379,53,31,58.5,22,41.5,719,4289,2567,72,54,15,32,13,850,132,Matches
16,Arnaud Ake,ci CIV,FW,Querétaro,21,1998,12.9,362,9,25,132,210,54,362,38,16,42.1,22,57.9,251,1483,666,30,14,13,42,26,277,89,Matches
17,Arnaud Ake,ci CIV,FW,Monterrey,21,1998,1.3,27,0,1,8,18,5,27,2,1,50.0,1,50.0,21,100,53,2,2,2,6,2,19,5,Matches
18,Oswaldo Alanís,mx MEX,DF,Guadalajara,30,1989,9.9,481,58,262,209,14,8,479,4,3,75.0,1,25.0,296,1411,905,3,2,0,4,0,296,1,Matches
19,Jesús Alberto Angulo,mx MEX,DF,Atlas,21,1998,14.5,744,45,251,401,99,4,744,19,10,52.6,9,47.4,347,1998,864,13,11,2,16,8,401,14,Matches
20,Carlos Alberto Gutiérrez,mx MEX,DF,Veracruz,29,1990,10.9,520,40,216,232,75,1,520,9,6,66.7,3,33.3,239,936,396,5,5,0,7,5,253,18,Matches
21,Gil Alcalá,mx MEX,GK,Querétaro,27,1992,28.0,742,643,736,6,0,0,742,0,0,,0,,302,1740,1373,0,0,0,2,0,208,0,Matches
22,Adrián Aldrete,mx MEX,DF,Cruz Azul,31,1988,23.2,1169,63,348,553,272,4,1169,12,3,25.0,9,75.0,521,2107,1017,16,18,0,13,4,599,72,Matches
23,Daniel Alexis Parra,mx MEX,DF,Monterrey,20,1999,1.4,79,3,26,38,15,4,79,1,0,0.0,1,100.0,34,167,58,0,0,0,2,0,37,2,Matches
24,Luis Alfonso Rodríguez,mx MEX,DF,UANL,28,1991,23.1,1672,38,361,918,419,11,1672,76,42,55.3,34,44.7,1014,5509,2904,63,59,7,34,29,1102,113,Matches
25,Carlos Alonso Vargas,mx MEX,DF,América,20,1999,5.1,212,20,112,77,25,2,212,0,0,,0,,80,484,287,5,3,0,2,1,102,4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
26,Carlos Alonso Vargas,mx MEX,DF,Morelia,20,1999,2.2,127,5,25,69,34,2,127,1,0,0.0,1,100.0,71,281,119,0,3,0,1,3,76,5,Matches
27,Ángel Alonzo,mx MEX,GK,Necaxa,19,2000,1.0,24,18,24,0,0,0,24,0,0,,0,,12,33,27,0,0,0,0,0,10,0,Matches
28,Matías Alustiza,mx MEX,"FW,MF",Puebla,35,1984,3.7,126,0,4,58,64,9,125,8,7,87.5,1,12.5,86,345,84,0,4,1,10,4,99,18,Matches
29,Alfonso Alvarado,mx MEX,"MF,FW",Monterrey,19,2000,0.5,12,0,0,6,6,0,12,1,0,0.0,1,100.0,12,83,20,0,2,0,2,1,11,3,Matches
30,Roberto Alvarado,mx MEX,"MF,FW",Cruz Azul,20,1998,22.1,1010,26,143,530,355,48,1010,80,47,58.8,33,41.3,664,4377,2054,58,45,15,48,29,716,98,Matches
31,Ventura Alvarado,us USA,DF,Necaxa,26,1992,21.0,855,101,500,339,20,12,855,2,2,100.0,0,0.0,409,1650,685,2,2,0,6,4,421,0,Matches
32,Daniel Álvarez,mx MEX,"MF,FW",Necaxa,25,1994,8.3,271,7,35,110,134,14,271,36,20,55.6,16,44.4,185,1338,754,29,25,4,14,12,196,43,Matches
33,Fabio Álvarez,ar ARG,"FW,MF",UNAM,26,1993,7.3,365,2,28,233,112,18,365,19,11,57.9,8,42.1,224,1194,570,15,9,2,14,11,271,25,Matches
34,Kevin Álvarez,mx MEX,DF,Pachuca,20,1999,9.6,493,19,152,191,155,16,493,34,18,52.9,16,47.1,218,1332,695,28,16,9,16,13,216,31,Matches
35,Ricky Álvarez,ar ARG,MF,Atlas,31,1988,1.6,106,3,16,51,41,1,106,6,1,16.7,5,83.3,60,441,208,7,4,1,7,2,72,4,Matches
36,Fidel Ambríz,mx MEX,MF,León,16,2003,0.4,28,0,8,14,6,0,28,0,0,,0,,14,55,22,0,1,0,0,0,24,0,Matches
