rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
15,Cristian Ansaldi,ar ARG,"DF,FW",Torino,33,1986,21.6,48,33,25,14,9,24,38,14,21,7,14,16,64,38,0,Matches
16,Valentin Antov,bg BUL,DF,Bologna,19,2000,2.6,4,2,3,1,0,3,10,7,6,5,1,4,8,13,0,Matches
17,Nicolò Armini,it ITA,DF,Lazio,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
18,Tolgay Arslan,de GER,MF,Udinese,29,1990,20.2,52,32,24,24,4,25,54,29,22,2,20,22,74,15,1,Matches
19,Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,31,1988,2.5,4,3,2,2,0,2,3,1,5,1,4,4,8,2,1,Matches
20,Kristoffer Askildsen,no NOR,MF,Sampdoria,19,2001,1.1,0,0,0,0,0,0,0,0,2,0,2,3,3,3,0,Matches
21,Emil Audero,id IDN,GK,Sampdoria,23,1997,37.0,1,1,1,0,0,1,2,1,0,0,0,1,2,16,0,Matches
22,Tommaso Augello,it ITA,DF,Sampdoria,25,1994,35.7,42,30,27,10,5,23,39,16,22,2,20,32,74,76,1,Matches
23,Kaan Ayhan,tr TUR,DF,Sassuolo,25,1994,8.8,15,9,8,5,2,8,13,5,9,5,4,16,31,33,0,Matches
24,Milan Badelj,hr CRO,MF,Genoa,31,1989,26.8,56,27,27,22,7,26,84,58,51,10,41,87,143,45,1,Matches
25,Tiemoué Bakayoko,fr FRA,MF,Napoli,25,1994,21.8,69,41,21,41,7,23,40,17,24,2,22,36,105,13,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Keita Baldé,sn SEN,FW,Sampdoria,25,1995,13.3,9,6,2,6,1,4,10,6,10,1,9,0,9,3,0,Matches
27,Botond Balogh,hu HUN,DF,Parma,18,2002,1.8,9,7,9,0,0,2,5,3,4,3,1,2,11,8,0,Matches
28,Mattia Bani,it ITA,DF,Genoa,26,1993,10.2,10,5,5,5,0,5,12,7,16,11,5,27,37,44,0,Matches
29,Mattia Bani,it ITA,DF,Parma,26,1993,12.7,20,11,15,4,1,4,8,4,10,6,4,33,53,50,0,Matches
30,Antonín Barák,cz CZE,MF,Hellas Verona,25,1994,30.7,30,19,8,16,6,14,47,33,26,7,19,12,42,38,1,Matches
31,Federico Barba,it ITA,DF,Benevento,26,1993,29.5,31,16,22,8,1,21,35,14,39,18,21,48,79,94,4,Matches
32,Nicolò Barella,it ITA,MF,Inter,23,1997,32.2,58,31,23,29,6,23,72,49,29,4,25,26,84,14,0,Matches
33,Antonio Barreca,it ITA,DF,Fiorentina,25,1995,0.9,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,Matches
34,Musa Barrow,gm GAM,"FW,MF",Bologna,21,1998,32.5,26,10,8,10,8,10,25,15,37,2,35,11,37,15,0,Matches
35,Paolo Bartolomei,it ITA,MF,Spezia,30,1989,3.6,6,2,3,1,2,4,7,3,1,0,1,1,7,2,0,Matches
36,Daniele Baselli,it ITA,MF,Torino,28,1992,4.4,12,7,3,6,3,6,10,4,2,0,2,9,21,5,0,Matches
37,Alessandro Bastoni,it ITA,DF,Inter,21,1999,32.5,36,22,13,21,2,17,27,10,34,16,18,40,76,75,0,Matches
38,Simone Bastoni,it ITA,DF,Spezia,23,1996,16.9,50,29,26,22,2,27,52,25,19,1,18,16,66,31,0,Matches
39,Bastos,ao ANG,DF,Lazio,29,1991,0.7,3,1,2,0,1,3,5,2,1,0,1,0,3,3,0,Matches
40,Rodrigo Becão,br BRA,DF,Udinese,24,1996,30.9,59,33,36,20,3,27,49,22,48,27,21,68,127,94,2,Matches
41,Valon Behrami,ch SUI,MF,Genoa,35,1985,9.9,21,9,9,10,2,9,26,17,13,5,8,9,30,13,0,Matches
42,Andrea Belotti,it ITA,FW,Torino,26,1993,32.1,30,18,4,16,10,11,35,24,27,4,23,12,42,21,0,Matches
43,Ahmad Benali,ly LBY,MF,Crotone,28,1992,13.5,19,11,10,9,0,11,38,27,15,2,13,6,25,15,0,Matches
44,Ismaël Bennacer,dz ALG,MF,Milan,22,1997,14.7,39,18,17,21,1,15,32,17,10,1,9,20,59,12,0,Matches
45,Rodrigo Bentancur,uy URU,MF,Juventus,23,1997,25.8,63,33,21,37,5,20,59,39,35,12,23,47,110,46,1,Matches
46,Alessandro Berardi,it ITA,GK,Hellas Verona,29,1991,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
47,Domenico Berardi,it ITA,FW,Sassuolo,25,1994,27.5,42,22,17,11,14,21,62,41,23,1,22,26,68,34,0,Matches
48,Álex Berenguer,es ESP,MF,Torino,25,1995,1.5,2,0,0,0,2,2,5,3,2,0,2,0,2,1,0,Matches
49,Bartosz Bereszyński,pl POL,DF,Sampdoria,28,1992,29.0,66,44,37,22,7,41,73,32,40,20,20,42,108,88,0,Matches
50,Federico Bernardeschi,it ITA,"MF,DF",Juventus,26,1994,10.8,9,4,3,5,1,4,20,16,6,2,4,14,23,7,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
51,Marco Bertini,it ITA,MF,Lazio,17,2002,0.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Matches
52,Daniel Bessa,it ITA,MF,Hellas Verona,27,1993,6.8,15,8,3,11,1,6,14,8,5,1,4,2,17,0,0,Matches
53,Cristiano Biraghi,it ITA,DF,Fiorentina,27,1992,31.1,42,23,19,15,8,27,45,18,23,9,14,27,69,56,3,Matches
54,Davide Biraschi,it ITA,DF,Genoa,26,1994,10.2,17,9,12,5,0,5,10,5,12,6,6,21,38,26,0,Matches
55,Jeremie Boga,ci CIV,"FW,MF",Sassuolo,23,1997,19.8,11,9,5,0,6,3,11,8,10,0,10,8,19,7,0,Matches
56,Giacomo Bonaventura,it ITA,MF,Fiorentina,30,1989,25.1,34,19,16,13,5,16,53,37,26,2,24,39,73,12,0,Matches
57,Federico Bonazzoli,it ITA,FW,Torino,23,1997,6.3,6,4,0,4,2,2,13,11,3,0,3,2,8,3,0,Matches
58,Federico Bonazzoli,it ITA,FW,Sampdoria,23,1997,1.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Matches
59,Kevin Bonifazi,it ITA,DF,Udinese,24,1996,27.4,32,21,24,6,2,8,23,15,33,20,13,50,82,85,1,Matches
60,Leonardo Bonucci,it ITA,DF,Juventus,33,1987,22.5,19,14,10,8,1,6,14,8,24,13,11,33,52,67,0,Matches
61,Mehdi Bourabia,ma MAR,MF,Sassuolo,28,1991,5.9,6,5,1,4,1,2,7,5,14,6,8,12,18,8,0,Matches
62,Edoardo Bove,it ITA,MF,Roma,18,2002,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches
63,Jayden Braaf,nl NED,FW,Udinese,17,2002,1.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches
64,Gleison Bremer,br BRA,DF,Torino,23,1997,32.6,51,34,36,14,1,21,36,15,54,21,33,70,121,142,1,Matches
65,Marcelo Brozović,hr CRO,MF,Inter,27,1992,28.7,54,29,23,24,7,20,61,41,43,17,26,40,94,38,0,Matches
66,Gastón Brugman,uy URU,MF,Parma,27,1992,18.0,35,19,18,15,2,11,44,33,33,4,29,45,80,34,0,Matches
67,Juan Brunetta,ar ARG,"FW,MF",Parma,23,1997,5.3,2,2,0,2,0,1,6,5,5,0,5,1,3,2,0,Matches
68,Gianluigi Buffon,it ITA,GK,Juventus,42,1978,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Matches
69,Alessandro Buongiorno,it ITA,DF,Torino,21,1999,9.5,12,5,8,4,0,7,12,5,15,9,6,11,23,44,1,Matches
70,Maxime Busi,be BEL,DF,Parma,20,1999,13.3,23,13,19,3,1,11,28,17,14,1,13,16,39,32,0,Matches
71,Martín Cáceres,uy URU,DF,Fiorentina,33,1987,24.9,28,12,16,11,1,15,35,20,20,14,6,14,42,52,1,Matches
72,Felipe Caicedo,ec ECU,FW,Lazio,31,1988,10.3,10,7,4,4,2,1,8,7,7,0,7,4,14,2,0,Matches
73,Arturo Calabresi,it ITA,"DF,FW",Bologna,24,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches
74,Arturo Calabresi,it ITA,DF,Cagliari,24,1996,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches
75,Davide Calabria,it ITA,DF,Milan,23,1996,29.4,101,64,61,32,8,54,90,36,42,9,33,37,138,82,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
76,Riccardo Calafiori,it ITA,DF,Roma,18,2002,0.7,1,0,1,0,0,1,4,3,1,0,1,0,1,0,0,Matches
77,Mattia Caldara,it ITA,DF,Atalanta,26,1994,1.2,1,0,0,1,0,1,1,0,3,2,1,4,5,3,0,Matches
78,Luca Caldirola,it ITA,DF,Benevento,29,1991,17.5,21,13,13,6,2,10,22,12,20,15,5,20,41,56,0,Matches
79,Hakan Çalhanoğlu,tr TUR,"MF,FW",Milan,26,1994,29.0,26,7,3,17,6,7,28,21,21,6,15,15,41,24,1,Matches
80,Fabrizio Caligara,it ITA,"MF,FW",Cagliari,20,2000,2.0,6,4,2,2,2,6,9,3,9,2,7,3,9,3,0,Matches
81,José Callejón,es ESP,"FW,MF",Fiorentina,33,1987,7.4,10,7,0,6,4,5,9,4,4,1,3,4,14,5,0,Matches
82,Drissa Camara,ci CIV,MF,Parma,18,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
83,Antonio Candreva,it ITA,MF,Sampdoria,33,1987,27.8,28,19,17,9,2,21,53,32,24,3,21,9,37,27,1,Matches
84,Elio Capradossi,ug UGA,DF,Spezia,24,1996,1.0,2,1,2,0,0,2,2,0,0,0,0,1,3,5,0,Matches
85,Gianluca Caprari,it ITA,"MF,FW",Benevento,27,1993,20.7,16,11,5,5,6,6,31,25,19,1,18,18,34,8,0,Matches
86,Francesco Caputo,it ITA,FW,Sassuolo,32,1987,18.9,0,0,0,0,0,0,2,2,4,0,4,1,1,3,0,Matches
87,Andrea Carboni,it ITA,DF,Cagliari,19,2001,12.1,34,23,23,11,0,15,28,13,15,4,11,14,48,52,0,Matches
88,Giuseppe Caso,it ITA,"DF,FW",Genoa,21,1998,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
89,Francesco Cassata,it ITA,"DF,FW",Genoa,23,1997,2.5,7,6,7,0,0,4,7,3,0,0,0,3,10,1,0,Matches
90,Samu Castillejo,es ESP,FW,Milan,25,1995,13.1,24,12,9,14,1,14,40,26,21,0,21,6,30,9,0,Matches
91,Gaetano Castrovilli,it ITA,MF,Fiorentina,23,1997,25.9,33,19,15,11,7,11,42,31,25,2,23,34,67,14,0,Matches
92,Danilo Cataldi,it ITA,MF,Lazio,25,1994,6.3,7,2,1,5,1,4,18,14,3,1,2,9,16,7,0,Matches
93,Federico Ceccherini,it ITA,DF,Hellas Verona,28,1992,19.3,16,12,10,6,0,2,7,5,15,8,7,40,56,60,0,Matches
94,Federico Ceccherini,it ITA,DF,Fiorentina,28,1992,3.0,4,1,1,3,0,1,1,0,6,5,1,7,11,15,0,Matches
95,Luca Ceppitelli,it ITA,DF,Cagliari,30,1989,16.3,25,19,13,10,2,14,26,12,23,12,11,25,50,58,1,Matches
96,Alberto Cerri,it ITA,FW,Cagliari,24,1996,4.1,3,2,0,2,1,0,5,5,4,2,2,2,5,6,0,Matches
97,Julian Chabot,de GER,DF,Spezia,22,1998,18.4,48,34,28,16,4,23,37,14,25,13,12,37,85,43,1,Matches
98,Giorgio Chiellini,it ITA,DF,Juventus,35,1984,15.4,12,9,9,3,0,5,11,6,18,13,5,27,39,56,0,Matches
99,Federico Chiesa,it ITA,DF,Fiorentina,22,1997,2.7,6,2,2,2,2,3,8,5,3,1,2,1,7,3,0,Matches
100,Federico Chiesa,it ITA,"MF,DF",Juventus,22,1997,24.6,47,26,21,14,12,19,50,31,23,1,22,12,59,16,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
101,Vlad Chiricheș,ro ROU,DF,Sassuolo,30,1989,20.4,38,23,34,3,1,21,35,14,31,21,10,50,88,59,2,Matches
102,Luca Cigarini,it ITA,MF,Crotone,34,1986,10.3,26,14,11,12,3,12,28,16,10,1,9,12,38,9,0,Matches
103,Antonio Cioffi,it ITA,FW,Napoli,17,2002,0.1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,Matches
104,Ebrima Colley,gm GAM,"MF,FW",Hellas Verona,20,2000,8.2,11,4,2,6,3,3,11,8,6,0,6,6,17,1,0,Matches
105,Omar Colley,gm GAM,DF,Sampdoria,27,1992,28.8,28,16,19,8,1,13,23,10,43,29,14,68,96,133,1,Matches
106,Simone Colombi,it ITA,GK,Parma,29,1991,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches
107,Lorenzo Colombo,it ITA,FW,Milan,18,2002,1.0,2,1,1,1,0,0,3,3,0,0,0,0,2,3,0,Matches
108,Andrea Consigli,it ITA,GK,Sassuolo,33,1987,37.0,2,2,2,0,0,2,2,0,0,0,0,0,2,14,4,Matches
109,Andrea Conti,it ITA,DF,Milan,26,1994,0.3,1,1,1,0,0,0,1,1,0,0,0,1,2,0,0,Matches
110,Andrea Conti,it ITA,DF,Parma,26,1994,9.0,21,10,16,4,1,13,26,13,13,4,9,16,37,23,0,Matches
111,Alex Cordaz,it ITA,GK,Crotone,37,1983,36.0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,Matches
112,Andreas Cornelius,dk DEN,FW,Parma,27,1993,21.1,11,4,1,5,5,2,12,10,9,2,7,1,12,25,1,Matches
113,Joaquín Correa,ar ARG,FW,Lazio,25,1994,21.5,21,12,6,11,4,7,25,18,14,0,14,7,28,12,0,Matches
114,Félix Correia,pt POR,MF,Juventus,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
115,Douglas Costa,br BRA,"MF,FW",Juventus,29,1990,0.5,1,0,1,0,0,1,3,2,0,0,0,0,1,0,0,Matches
116,Angelo da Costa Júnior,br BRA,GK,Bologna,36,1983,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,Matches
117,Mamadou Coulibaly,sn SEN,MF,Udinese,21,1999,2.0,10,8,5,5,0,0,0,0,2,0,2,1,11,0,0,Matches
118,Alessio Cragno,it ITA,GK,Cagliari,26,1994,34.0,0,0,0,0,0,0,1,1,0,0,0,1,1,10,0,Matches
119,Gian Crespi,it ITA,GK,Crotone,19,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
120,Domenico Criscito,it ITA,DF,Genoa,33,1986,19.2,43,22,29,11,3,22,39,17,27,14,13,44,87,51,0,Matches
121,Bryan Cristante,it ITA,"DF,MF",Roma,25,1995,23.9,27,20,10,14,3,10,28,18,21,7,14,40,67,61,1,Matches
122,Giovanni Crociata,it ITA,DF,Crotone,22,1997,0.3,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,Matches
123,Juan Cuadrado,co COL,"DF,MF",Juventus,32,1988,24.2,43,25,22,15,6,29,60,31,16,2,14,43,86,22,2,Matches
124,Giuseppe Cuomo,it ITA,DF,Crotone,22,1998,8.9,26,19,17,9,0,9,14,5,10,2,8,18,44,19,1,Matches
125,Patrick Cutrone,it ITA,FW,Fiorentina,22,1998,2.2,4,3,1,2,1,1,2,1,1,0,1,1,5,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
126,Wylan Cyprien,fr FRA,MF,Parma,25,1995,4.6,9,4,5,3,1,2,4,2,13,8,5,5,14,6,1,Matches
127,Lennart-Marten Czyborra,de GER,DF,Genoa,21,1999,13.0,19,10,7,7,5,11,19,8,6,1,5,17,36,27,0,Matches
128,Danilo D'Ambrosio,it ITA,DF,Inter,31,1988,7.8,15,9,6,7,2,6,15,9,9,7,2,4,19,15,0,Matches
129,Bryan Dabo,bf BFA,MF,Benevento,28,1992,12.4,11,8,5,3,3,5,16,11,7,1,6,13,24,16,0,Matches
130,Diogo Dalot,pt POR,DF,Milan,21,1999,12.1,32,17,23,6,3,17,34,17,18,5,13,25,57,42,0,Matches
131,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,20,2000,19.7,42,21,14,20,8,22,70,48,40,4,36,24,66,17,0,Matches
132,Danilo,br BRA,"DF,MF",Juventus,29,1991,32.4,62,31,37,16,9,35,66,31,32,12,20,66,128,68,2,Matches
133,Andrea Danzi,it ITA,DF,Hellas Verona,21,1999,1.2,0,0,0,0,0,0,1,1,0,0,0,3,3,1,0,Matches
134,Ebrima Darboe,gm GAM,MF,Roma,19,2001,3.6,5,2,3,1,1,3,10,7,3,0,3,8,13,0,1,Matches
135,Matteo Darmian,it ITA,DF,Parma,30,1989,2.3,6,5,3,3,0,4,7,3,2,0,2,6,12,7,0,Matches
136,Matteo Darmian,it ITA,DF,Inter,30,1989,12.9,30,16,12,7,11,16,28,12,9,2,7,17,47,35,0,Matches
137,Paweł Dawidowicz,pl POL,DF,Hellas Verona,25,1995,20.7,42,28,30,10,2,14,24,10,28,19,9,27,69,62,1,Matches
138,Sebastien De Maio,fr FRA,DF,Udinese,33,1987,9.5,15,10,6,9,0,4,5,1,16,9,7,18,33,41,0,Matches
139,Rodrigo De Paul,ar ARG,MF,Udinese,26,1994,35.6,41,24,17,22,2,15,60,45,32,1,31,17,58,20,1,Matches
140,Mattia De Sciglio,it ITA,DF,Juventus,27,1992,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
141,Lorenzo De Silvestri,it ITA,DF,Bologna,32,1988,23.8,34,24,18,13,3,16,37,21,37,10,27,30,64,62,3,Matches
142,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,29,1991,14.8,13,8,5,5,3,5,12,7,9,0,9,7,20,5,0,Matches
143,Alessandro Deiola,it ITA,MF,Spezia,24,1995,4.0,6,3,2,3,1,5,13,8,3,1,2,3,9,1,0,Matches
144,Alessandro Deiola,it ITA,MF,Cagliari,24,1995,6.8,13,5,5,4,4,8,23,15,7,2,5,11,24,11,0,Matches
145,Lorenzo Del Pinto,it ITA,MF,Benevento,30,1990,0.1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Matches
146,Cristian Dell'Orco,it ITA,DF,Spezia,26,1994,2.9,1,0,1,0,0,1,3,2,8,5,3,7,8,9,1,Matches
147,Merih Demiral,tr TUR,DF,Juventus,22,1998,10.4,12,9,8,4,0,5,13,8,16,9,7,21,33,40,0,Matches
148,Diego Demme,de GER,MF,Napoli,28,1991,17.7,56,32,26,22,8,23,63,40,14,1,13,11,67,15,1,Matches
149,Stefano Denswil,sr SUR,DF,Bologna,27,1993,1.3,2,1,1,1,0,0,1,1,1,0,1,1,3,1,0,Matches
150,Fabio Depaoli,it ITA,DF,Benevento,23,1997,12.4,25,13,15,6,4,15,32,17,16,4,12,12,37,38,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Fabio Depaoli,it ITA,MF,Sampdoria,23,1997,0.9,1,0,0,1,0,0,2,2,0,0,0,1,2,1,0,Matches
152,Fabio Depaoli,it ITA,DF,Atalanta,23,1997,2.1,3,2,0,1,2,1,2,1,4,0,4,3,6,2,0,Matches
153,Kastriot Dermaku,al ALB,DF,Parma,28,1992,1.1,1,1,1,0,0,0,0,0,2,1,1,2,3,8,0,Matches
154,Kiril Despodov,bg BUL,FW,Cagliari,23,1996,0.1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Matches
155,Mattia Destro,it ITA,FW,Genoa,29,1991,17.8,6,3,0,3,3,2,9,7,11,0,11,4,10,8,0,Matches
156,Gerard Deulofeu,es ESP,"FW,MF",Udinese,26,1994,6.6,2,2,1,1,0,2,12,10,2,0,2,3,5,0,0,Matches
157,Jacopo Dezi,it ITA,"FW,MF",Parma,28,1992,0.9,4,3,0,2,2,3,6,3,2,0,2,0,4,0,0,Matches
158,Samuel Di Carmine,it ITA,FW,Hellas Verona,31,1988,5.6,1,2,0,1,0,0,3,3,1,0,1,0,1,5,0,Matches
159,Samuel Di Carmine,it ITA,FW,Crotone,31,1988,5.3,2,2,1,0,1,1,3,2,2,0,2,0,2,5,0,Matches
160,Giovanni Di Lorenzo,it ITA,DF,Napoli,26,1993,36.0,79,50,54,21,4,43,75,32,37,13,24,35,114,64,1,Matches
161,Alessandro Di Pardo,it ITA,"FW,DF",Juventus,21,1999,0.2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
162,Giuseppe Di Serio,it ITA,"FW,MF",Benevento,19,2001,3.2,2,2,1,1,0,0,4,4,5,0,5,0,2,4,0,Matches
163,Amad Diallo,ci CIV,MF,Atalanta,18,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
164,Amadou Diambo,gh GHA,FW,Benevento,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Amadou Diawara,gn GUI,MF,Roma,23,1997,7.3,10,8,4,6,0,2,8,6,11,2,9,12,22,4,0,Matches
166,Brahim Díaz,ma MAR,"MF,FW",Milan,20,1999,13.6,18,10,7,7,4,10,23,13,10,0,10,2,20,2,0,Matches
167,Daan Dierckx,be BEL,DF,Parma,17,2003,5.2,5,4,5,0,0,3,5,2,10,6,4,13,18,21,0,Matches
168,Mitchell Dijks,nl NED,DF,Bologna,27,1993,16.5,21,14,15,5,1,12,21,9,17,2,15,17,38,35,0,Matches
169,Federico Dimarco,it ITA,DF,Hellas Verona,22,1997,29.0,32,19,23,7,2,13,28,15,18,9,9,47,79,50,1,Matches
170,Koffi Djidji,ci CIV,DF,Crotone,27,1992,16.9,39,28,30,8,1,10,20,10,35,20,15,28,67,73,0,Matches
171,Berat Djimsiti,al ALB,DF,Atalanta,27,1993,29.2,41,29,27,12,2,17,34,17,34,20,14,62,103,89,1,Matches
172,Nicolás Domínguez,ar ARG,MF,Bologna,22,1998,13.9,48,28,26,17,5,15,37,22,26,7,19,24,72,20,0,Matches
173,Gianluigi Donnarumma,it ITA,GK,Milan,21,1999,37.0,0,0,0,0,0,0,1,1,1,0,1,1,1,23,2,Matches
174,Bartłomiej Drągowski,pl POL,GK,Fiorentina,22,1997,35.0,1,0,1,0,0,1,1,0,0,0,0,1,2,13,1,Matches
175,Denis Drăguș,ro ROU,"FW,MF",Crotone,21,1999,2.0,3,1,0,0,3,0,4,4,4,0,4,1,4,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Radu Drăgușin,ro ROU,DF,Juventus,18,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
177,Léo Duarte,br BRA,DF,Milan,24,1996,0.2,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,Matches
178,Alfred Duncan,gh GHA,MF,Fiorentina,27,1993,1.8,3,0,1,1,1,0,2,2,2,0,2,2,5,0,0,Matches
179,Alfred Duncan,gh GHA,MF,Cagliari,27,1993,11.9,18,10,8,9,1,4,21,17,8,0,8,16,34,8,1,Matches
180,Paulo Dybala,ar ARG,FW,Juventus,26,1993,12.6,14,8,3,4,7,2,14,12,15,0,15,1,15,1,0,Matches
181,Edin Džeko,ba BIH,FW,Roma,34,1986,20.3,8,6,2,3,3,3,9,6,9,4,5,1,9,11,0,Matches
182,Steeve-Mike Ebongue,fr FRA,MF,Genoa,19,2001,0.6,2,1,1,0,1,0,3,3,1,0,1,0,2,0,0,Matches
183,Simone Edera,it ITA,"DF,MF",Torino,23,1997,0.6,3,1,2,1,0,3,4,1,0,0,0,1,4,1,0,Matches
184,Albin Ekdal,se SWE,MF,Sampdoria,31,1989,25.5,56,29,21,32,3,23,65,42,31,12,19,49,105,35,0,Matches
185,Elif Elmas,mk MKD,"MF,FW",Napoli,20,1999,8.2,15,4,3,6,6,7,12,5,11,1,10,2,17,10,0,Matches
186,Alan Empereur,br BRA,DF,Hellas Verona,26,1994,2.4,0,0,0,0,0,0,0,0,1,1,0,6,6,7,1,Matches
187,Christian Eriksen,dk DEN,MF,Inter,28,1992,15.4,12,6,6,4,2,7,20,13,16,1,15,9,21,13,1,Matches
188,Martin Erlic,hr CRO,DF,Spezia,22,1998,20.0,23,14,16,6,1,11,20,9,22,16,6,41,64,71,2,Matches
189,Gonzalo Escalante,ar ARG,MF,Lazio,27,1993,8.1,26,13,11,14,1,8,28,20,10,3,7,19,45,13,0,Matches
