rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Yunis Abdelhamid,ma MAR,DF,Reims,33,1987,34,34,2983,33.1,2,0,2,2,0,0,5,1,1.2,1.2,0.8,2.0,23,119,14,0.06,0.00,0.06,0.06,0.06,0.04,0.02,0.06,0.04,0.06,Matches
2,Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,31,29,2462,27.4,1,0,1,1,0,0,12,3,0.7,0.7,0.9,1.6,24,108,47,0.04,0.00,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06,Matches
3,Laurent Abergel,fr FRA,MF,Lorient,28,1993,34,34,2956,32.8,0,2,2,0,0,0,9,0,1.5,1.5,3.7,5.1,30,171,73,0.00,0.06,0.06,0.00,0.06,0.04,0.11,0.16,0.04,0.16,Matches
4,Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
5,Matthis Abline,fr FRA,FW,Rennes,18,2003,7,1,103,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,2,6,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24,Matches
6,Mohamed Achi,fr FRA,MF,Nantes,19,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
7,Martin Adeline,fr FRA,"MF,FW",Reims,17,2003,8,2,352,3.9,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.8,5,16,13,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,Matches
8,Yacine Adli,fr FRA,"MF,FW",Bordeaux,21,2000,36,25,2260,25.1,1,7,8,1,0,0,5,0,2.0,2.0,5.7,7.7,66,164,99,0.04,0.28,0.32,0.04,0.32,0.08,0.23,0.31,0.08,0.31,Matches
9,Lucien Agoume,fr FRA,MF,Brest,19,2002,27,21,1868,20.8,0,0,0,0,0,0,6,0,1.2,1.1,0.7,1.7,16,116,28,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.05,0.08,Matches
10,Nayef Aguerd,ma MAR,DF,Rennes,25,1996,31,31,2735,30.4,2,2,4,2,0,0,3,1,2.1,2.1,0.3,2.4,11,101,1,0.07,0.07,0.13,0.07,0.13,0.07,0.01,0.08,0.07,0.08,Matches
