rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Yunis Abdelhamid,ma MAR,DF,Reims,33,1987,33.1,1284,1578,81.4,25516,9586,415,469,715,787,145,266,0,0.8,0.6,-0.8,9,95,7,0,119,Matches
2,Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,27.4,1535,1701,90.2,25518,5456,748,805,655,699,108,129,0,0.9,0.8,-0.9,17,87,13,1,108,Matches
3,Laurent Abergel,fr FRA,MF,Lorient,28,1993,32.8,1342,1660,80.8,23767,6837,606,679,535,620,152,236,2,3.7,2.6,-1.7,35,147,23,9,171,Matches
4,Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,0.5,3,7,42.9,46,0,2,3,1,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
5,Matthis Abline,fr FRA,FW,Rennes,18,2003,1.1,7,9,77.8,72,15,5,7,1,1,0,0,0,0.0,0.0,0.0,0,0,1,0,2,Matches
6,Mohamed Achi,fr FRA,MF,Nantes,19,2002,0.1,6,9,66.7,102,10,1,1,3,6,1,1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
7,Martin Adeline,fr FRA,"MF,FW",Reims,17,2003,3.9,107,147,72.8,1681,608,51,63,39,47,9,14,0,0.5,0.2,-0.5,3,8,3,0,16,Matches
8,Yacine Adli,fr FRA,"MF,FW",Bordeaux,21,2000,25.1,906,1251,72.4,17505,6047,410,480,310,407,157,279,7,5.7,4.3,+1.3,59,122,36,4,164,Matches
9,Lucien Agoume,fr FRA,MF,Brest,19,2002,20.8,836,996,83.9,15009,4513,371,417,328,377,112,141,0,0.7,0.6,-0.7,13,86,8,0,116,Matches
10,Nayef Aguerd,ma MAR,DF,Rennes,25,1996,30.4,1959,2204,88.9,40414,15329,613,660,1050,1106,277,398,2,0.3,0.3,+1.7,4,118,2,0,101,Matches
11,Ruben Aguilar,fr FRA,DF,Monaco,28,1993,23.8,1435,1728,83.0,23194,8766,745,806,559,658,93,178,2,0.9,2.9,+1.1,12,124,32,5,157,Matches
12,Anel Ahmedhodžić,ba BIH,DF,Bordeaux,22,1999,15.0,766,858,89.3,14146,4562,310,333,353,381,89,120,1,0.9,0.4,+0.1,11,39,5,1,63,Matches
13,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,27,1994,11.2,339,412,82.3,5149,1077,164,191,131,147,21,37,1,0.8,1.0,+0.2,6,23,9,1,38,Matches
14,Ludovic Ajorque,fr FRA,FW,Strasbourg,27,1994,30.4,653,906,72.1,9171,1389,386,506,172,239,43,61,8,7.0,4.0,+1.0,46,30,23,4,69,Matches
15,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,19,2002,0.6,20,22,90.9,254,86,15,15,4,6,1,1,0,0.0,0.1,0.0,1,3,3,0,5,Matches
16,Sofiane Alakouch,ma MAR,"DF,MF",Metz,23,1998,1.8,83,103,80.6,1154,309,52,56,27,33,2,5,0,0.0,0.0,0.0,1,6,0,0,5,Matches
17,Josué Albert,gf GUF,DF,Clermont Foot,29,1992,0.2,5,6,83.3,62,35,3,3,2,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
18,Doğan Alemdar,tr TUR,GK,Rennes,18,2002,12.0,287,391,73.4,7942,5718,48,48,149,151,89,191,0,0.0,0.0,0.0,0,2,0,0,1,Matches
19,Mohamed Ali Cho,fr FRA,FW,Angers,17,2004,20.4,220,314,70.1,2951,510,132,159,63,92,9,21,1,2.7,2.4,-1.7,14,17,10,2,22,Matches
