rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Abner,br BRA,"DF,MF",Ath Paranaense,20,2000,21.6,31,22,15,9,7,13,18,5,20,3,17,18,49,41,0,Matches
2,Luiz Adriano,br BRA,FW,Palmeiras,33,1987,10.4,3,3,0,3,0,1,6,5,4,0,4,3,6,11,0,Matches
3,Adson,br BRA,"FW,MF",Corinthians,20,2000,6.2,14,7,7,5,2,3,8,5,6,0,6,3,17,3,0,Matches
4,Airton,br BRA,FW,Ceará,21,1999,1.7,4,3,1,2,1,2,5,3,1,0,1,1,5,2,0,Matches
5,Marcelo Ajul,br BRA,DF,Sport Recife,18,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
6,Carlos Alberto,br BRA,"FW,MF",América (MG),18,2002,2.3,1,1,0,0,1,1,2,1,3,0,3,2,3,0,0,Matches
7,Yuri Alberto,br BRA,FW,Internacional,19,2001,29.9,12,8,2,5,5,4,20,16,25,5,20,7,19,30,0,Matches
8,Ale,br BRA,MF,América (MG),30,1990,22.3,48,25,19,25,4,23,44,21,19,0,19,23,71,24,1,Matches
9,Alerrandro,br BRA,FW,RB Bragantino,21,2000,8.6,8,6,1,5,2,4,12,8,4,1,3,4,12,10,0,Matches
10,Alesson,br BRA,MF,Bahia,21,1999,0.2,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,Matches
11,Alison,br BRA,"MF,DF",Santos,27,1993,4.7,7,5,4,3,0,3,9,6,4,0,4,13,20,4,0,Matches
12,Alisson,br BRA,"FW,MF",Grêmio,27,1993,20.8,19,11,6,9,4,8,36,28,15,3,12,14,33,12,0,Matches
13,Allan,br BRA,MF,Atlético Mineiro,23,1997,29.8,42,32,21,14,7,22,56,34,19,5,14,41,83,36,0,Matches
14,Henrique Almeida,br BRA,FW,Chapecoense,29,1991,6.0,6,3,2,3,1,1,5,4,4,2,2,3,9,3,0,Matches
15,Júnior Alonso,py PAR,DF,Atlético Mineiro,27,1993,22.0,24,14,18,6,0,18,32,14,26,14,12,22,46,66,0,Matches
16,Jaime Alvarado,co COL,MF,Ath Paranaense,21,1999,0.8,1,1,1,0,0,0,2,2,0,0,0,0,1,0,0,Matches
17,Dani Alves,br BRA,"DF,FW",São Paulo,37,1983,5.5,10,5,4,4,2,8,15,7,2,2,0,5,15,7,0,Matches
18,Diego Alves,br BRA,GK,Flamengo,35,1985,25.3,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,Matches
19,Felipe Alves Raymundo,br BRA,GK,Fortaleza,32,1988,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,Matches
20,Thonny Anderson,br BRA,"MF,FW",Bahia,23,1997,5.2,8,6,5,3,0,3,12,9,12,2,10,2,10,11,0,Matches
21,Yago Andrade,br BRA,FW,Palmeiras,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
22,André,br BRA,MF,Fluminense,19,2001,21.2,42,26,23,18,1,11,44,33,24,7,17,21,63,10,0,Matches
23,André,br BRA,FW,Sport Recife,30,1990,15.1,5,3,0,2,3,2,20,18,6,1,5,8,13,14,0,Matches
