rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,Abner,br BRA,"DF,MF",Ath Paranaense,20,2000,21.6,1231,1010,217,16,3,17,83,200,1,0,1,0,945,4,33,Matches
2,Luiz Adriano,br BRA,FW,Palmeiras,33,1987,10.4,159,135,20,2,2,0,2,1,0,0,0,0,120,4,5,Matches
3,Adson,br BRA,"FW,MF",Corinthians,20,2000,6.2,319,302,14,1,1,0,25,0,13,3,9,0,264,3,8,Matches
4,Airton,br BRA,FW,Ceará,21,1999,1.7,25,24,0,0,0,0,0,0,0,0,0,0,15,1,2,Matches
5,Marcelo Ajul,br BRA,DF,Sport Recife,18,2002,0.2,8,7,1,1,0,0,0,0,0,0,0,0,7,0,0,Matches
6,Carlos Alberto,br BRA,"FW,MF",América (MG),18,2002,2.3,26,23,3,0,0,0,0,0,0,0,0,0,22,0,0,Matches
7,Yuri Alberto,br BRA,FW,Internacional,19,2001,29.9,673,614,57,0,1,1,21,0,0,0,0,0,466,2,33,Matches
8,Ale,br BRA,MF,América (MG),30,1990,22.3,1164,1100,62,42,2,8,19,11,2,0,1,0,994,2,20,Matches
9,Alerrandro,br BRA,FW,RB Bragantino,21,2000,8.6,150,137,13,0,1,1,2,0,0,0,0,0,115,0,7,Matches
10,Alesson,br BRA,MF,Bahia,21,1999,0.2,4,2,2,1,0,0,2,0,1,1,0,0,2,0,1,Matches
11,Alison,br BRA,"MF,DF",Santos,27,1993,4.7,403,395,8,7,0,2,0,1,0,0,0,0,375,0,2,Matches
12,Alisson,br BRA,"FW,MF",Grêmio,27,1993,20.8,946,870,73,12,1,9,96,17,41,10,18,0,740,3,22,Matches
13,Allan,br BRA,MF,Atlético Mineiro,23,1997,29.8,2038,1979,50,40,3,17,9,7,0,0,0,0,1788,9,11,Matches
14,Henrique Almeida,br BRA,FW,Chapecoense,29,1991,6.0,148,125,23,2,1,3,2,2,0,0,0,0,118,0,4,Matches
15,Júnior Alonso,py PAR,DF,Atlético Mineiro,27,1993,22.0,1450,1346,104,43,0,7,8,21,0,0,0,0,1275,0,7,Matches
16,Jaime Alvarado,co COL,MF,Ath Paranaense,21,1999,0.8,33,33,0,0,0,0,0,0,0,0,0,0,32,0,0,Matches
17,Dani Alves,br BRA,"DF,FW",São Paulo,37,1983,5.5,403,329,71,14,1,1,39,43,14,4,10,0,321,3,12,Matches
18,Diego Alves,br BRA,GK,Flamengo,35,1985,25.3,604,399,205,48,0,0,0,0,0,0,0,0,500,0,0,Matches
