wk,day,date,time,home,xg,score,xg_1,away,attendance,venue,referee,match_report,notes
1,Sat,2023-04-15,16:00 (21:00),Palmeiras,3.0,2–1,1.0,Cuiabá,35835,Allianz Parque,Paulo Cesar Zanovelli da Silva,Match Report,
1,Sat,2023-04-15,16:00 (21:00),América (MG),1.1,0–3,3.1,Fluminense,6653,Estádio Raimundo Sampaio,Braulio da Silva Machado,Match Report,
1,Sat,2023-04-15,18:30 (23:30),Fortaleza,1.5,1–1,0.9,Internacional,30191,Estádio Castelão,Edina Alves Batista,Match Report,
1,Sat,2023-04-15,18:30 (23:30),Botafogo (RJ),0.9,2–1,2.0,São Paulo,11708,Estádio Nilton Santos,Ramon Abatti Abel,Match Report,
1,Sat,2023-04-15,18:30 (23:30),RB Bragantino,2.0,2–1,0.7,Bahia,3368,Estádio Nabi Abi Chedid,Maguielson Lima Barbosa,Match Report,
1,Sat,2023-04-15,18:30 (23:30),Ath Paranaense,0.8,2–0,1.0,Goiás,15329,Estádio Joaquim Américo Guimarães,Rafael Rodrigo Klein,Match Report,
1,Sun,2023-04-16,16:00 (21:00),Corinthians,1.5,2–1,0.5,Cruzeiro,41304,Neo Química Arena,Anderson Daronco,Match Report,
1,Sun,2023-04-16,16:00 (21:00),Flamengo,1.4,3–0,0.4,Coritiba,42848,Estadio Jornalista Mário Filho,Rodrigo José Pereira de Lima,Match Report,
1,Sun,2023-04-16,18:30 (23:30),Grêmio,1.6,1–0,1.2,Santos,13997,Estádio Alfredo Jaconi,Wilton Sampaio,Match Report,
1,Sat,2023-04-15,21:00 (02:00),Atlético Mineiro,1.5,1–2,1.5,Vasco da Gama,34980,Estádio Governador Magalhães Pinto,Raphael Claus,Match Report,
2,Sat,2023-04-22,16:00 (21:00),Fluminense,0.8,2–0,0.6,Ath Paranaense,38598,Estadio Jornalista Mário Filho,Paulo Cesar Zanovelli da Silva,Match Report,
2,Sat,2023-04-22,17:30 (23:30),Cuiabá,1.2,1–1,0.9,RB Bragantino,9267,Arena Pantanal,Caio Max Augusto Vieira,Match Report,
2,Sat,2023-04-22,18:30 (23:30),São Paulo,2.4,3–0,1.1,América (MG),41006,Estádio do Morumbi,Wagner do Nascimento Magalhães,Match Report,
2,Sun,2023-04-23,11:00 (16:00),Internacional,1.1,2–1,1.5,Flamengo,45751,Estádio José Pinheiro Borba,Ramon Abatti Abel,Match Report,
