rk,player,nation,pos,squad,age,born,mp,starts,min,90s,ga,ga90,sota,saves,save,w,d,l,cs,cs_perf,pkatt,pka,pksv,pkm,save_penalt,matches
1,Waleed Abdullah,sa KSA,GK,Al-Nassr,37,1986,4,3,335,3.7,9,2.42,23,15,65.2,1,1,1,0,0.0,1,1,0,0,0.0,Matches
2,Mohammed Al Absi,sa KSA,GK,Al-Shabab,20,2002,6,6,540,6.0,10,1.67,18,11,61.1,2,1,3,2,33.3,3,3,0,0,0.0,Matches
3,Paulo Vítor Fagundes dos Anjos,br BRA,GK,Al Okhdood SC,34,1988,31,31,2789,31.0,46,1.48,125,85,65.6,8,6,17,4,12.9,8,3,4,1,57.1,Matches
4,Nawaf Al Aqidi,sa KSA,GK,Al-Nassr,23,2000,16,16,1440,16.0,20,1.25,62,46,72.6,13,1,2,2,12.5,4,3,1,0,25.0,Matches
5,Abdulquddus Atiah,sa KSA,GK,Al-Wehda,26,1997,7,7,630,7.0,13,1.86,31,20,58.1,3,0,4,0,0.0,2,0,2,0,100.0,Matches
6,Abdulaziz Al Awardi,sa KSA,GK,Al Okhdood SC,21,2002,3,3,270,3.0,6,2.00,18,12,66.7,1,0,2,0,0.0,0,0,0,0,,Matches
7,Muataz Al Bagawi,sa KSA,GK,Al-Ta'ee,25,1998,14,14,1260,14.0,26,1.86,70,47,67.1,5,3,6,1,7.1,3,3,0,0,0.0,Matches
8,Yassine Bounou,ma MAR,GK,Al-Hilal,32,1991,31,31,2781,30.9,20,0.65,81,59,75.3,29,2,0,8,25.8,0,0,0,0,,Matches
9,Victor Braga,br BRA,GK,Al-Ta'ee,31,1992,20,20,1800,20.0,37,1.85,111,77,70.3,3,4,13,3,15.0,4,4,0,0,0.0,Matches
10,Martín Campaña,uy URU,GK,Al-Riyadh SC,34,1989,33,33,2921,32.5,53,1.63,160,115,70.6,7,11,15,3,9.1,8,6,2,0,25.0,Matches
11,Aymen Dahmen,tn TUN,GK,Al-Hazem,26,1997,24,24,2160,24.0,52,2.17,129,81,62.8,2,10,12,2,8.3,5,4,0,1,0.0,Matches
12,Abdulraouf Al Duqayl,sa KSA,GK,Al-Fayha,27,1995,6,4,475,5.3,6,1.14,26,20,76.9,2,2,0,1,25.0,0,0,0,0,,Matches
13,Devis Epassy,cm CMR,GK,Abha,30,1993,1,1,90,1.0,3,3.00,8,5,62.5,0,0,1,0,0.0,0,0,0,0,,Matches
14,Marcelo Grohe,br BRA,GK,Al-Ittihad,36,1987,17,17,1530,17.0,18,1.06,55,39,70.9,9,4,4,7,41.2,3,2,1,0,33.3,Matches
15,Marwan Al Haidari,sa KSA,GK,Al-Khaleej,27,1996,8,7,655,7.3,13,1.79,27,17,63.0,2,1,4,0,0.0,3,3,0,0,0.0,Matches
16,Abdulbasit Hawsawi,sa KSA,GK,Damac,26,1996,6,5,515,5.7,11,1.92,17,8,47.1,1,1,3,1,20.0,2,2,0,0,0.0,Matches
17,Ahmed Al-Kassar,sa KSA,GK,Al-Fayha,32,1991,1,0,45,0.5,2,4.00,3,2,66.7,0,0,0,0,,1,1,0,0,0.0,Matches
18,Mohammed Al-Mahasneh,sa KSA,GK,Al-Ittihad,,,5,5,450,5.0,12,2.40,18,8,44.4,2,1,2,0,0.0,2,2,0,0,0.0,Matches
19,Mohammed Al-Mahasneh,sa KSA,GK,Damac,,,8,8,720,8.0,8,1.00,27,20,74.1,5,2,1,2,25.0,1,1,0,0,0.0,Matches
20,Mailson,br BRA,GK,Al-Taawoun,26,1996,34,34,3060,34.0,35,1.03,111,81,73.0,16,11,7,8,23.5,6,5,1,0,16.7,Matches
21,Mustafa Malayekah,sa KSA,GK,Al-Fateh,37,1986,1,1,90,1.0,0,0.00,2,2,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
22,Mustafa Malayekah,sa KSA,GK,Al-Shabab,37,1986,9,9,810,9.0,7,0.78,17,11,64.7,5,1,3,2,22.2,1,1,0,0,0.0,Matches
23,Abdullah Al-Mayouf,sa KSA,GK,Al-Hilal,36,1987,2,2,180,2.0,2,1.00,6,4,66.7,1,1,0,0,0.0,0,0,0,0,,Matches
24,Abdullah Al-Mayouf,sa KSA,GK,Al-Ittihad,36,1987,12,12,1080,12.0,24,2.00,49,29,59.2,5,1,6,0,0.0,4,4,0,0,0.0,Matches
