rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,1_3,cpa,mis,dis,rec,matches
198,Nawaf Al Harthi,sa KSA,"MF,FW",Al-Fayha,24,1998,10.3,,,,,,,,,,,,,,,,,,,,,Matches
199,Saleh Al Harthi,sa KSA,"FW,DF",Al Okhdood SC,27,1995,9.8,,,,,,,,,,,,,,,,,,,,,Matches
200,Abbas Al Hassan,sa KSA,"MF,FW",Al-Fateh,19,2004,12.8,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
201,Ali Al Hassan,sa KSA,MF,Al-Nassr,26,1997,6.2,,,,,,,,,,,,,,,,,,,,,Matches
202,Rayan Hatan,,MF,Al Okhdood SC,,,0.2,,,,,,,,,,,,,,,,,,,,,Matches
203,Abdulbasit Hawsawi,sa KSA,GK,Damac,26,1996,5.7,,,,,,,,,,,,,,,,,,,,,Matches
204,Abduleallah Hawsawi,sa KSA,MF,Al-Khaleej,22,2001,16.4,,,,,,,,,,,,,,,,,,,,,Matches
205,Abdullah Hawsawi,sa KSA,"MF,DF",Damac,27,1996,4.3,,,,,,,,,,,,,,,,,,,,,Matches
206,Islam Hawsawi,sa KSA,DF,Al-Wehda,21,2001,26.0,,,,,,,,,,,,,,,,,,,,,Matches
207,Omar Hawsawi,sa KSA,DF,Al-Ittihad,37,1985,9.1,,,,,,,,,,,,,,,,,,,,,Matches
208,Sanousi Al Hawsawi,sa KSA,DF,Al-Ettifaq,24,1998,2.9,,,,,,,,,,,,,,,,,,,,,Matches
209,Sanousi Al Hawsawi,sa KSA,DF,Damac,24,1998,22.0,,,,,,,,,,,,,,,,,,,,,Matches
210,Moaiad Al Hawti,sa KSA,MF,Al-Riyadh SC,17,2005,0.4,,,,,,,,,,,,,,,,,,,,,Matches
211,Arif Al Haydar,sa KSA,DF,Al-Khaleej,26,1997,5.6,,,,,,,,,,,,,,,,,,,,,Matches
212,Hazaa Al-Hazaa,sa KSA,FW,Al-Ta'ee,31,1991,2.6,,,,,,,,,,,,,,,,,,,,,Matches
213,Ali Hazazi,sa KSA,MF,Al-Ettifaq,29,1994,19.4,,,,,,,,,,,,,,,,,,,,,Matches
214,Naif Hazazi,sa KSA,MF,Al-Raed,30,1992,4.4,,,,,,,,,,,,,,,,,,,,,Matches
215,Ahmed Hegazi,eg EGY,DF,Al-Ittihad,32,1991,10.0,,,,,,,,,,,,,,,,,,,,,Matches
216,Alaa Al Hejji,sa KSA,MF,Al-Wehda,27,1995,16.2,,,,,,,,,,,,,,,,,,,,,Matches
217,Jordan Henderson,eng ENG,MF,Al-Ettifaq,33,1990,17.0,,,,,,,,,,,,,,,,,,,,,Matches
218,Jack Hendry,sct SCO,DF,Al-Ettifaq,28,1995,34.0,,,,,,,,,,,,,,,,,,,,,Matches
219,Abdulaziz Hetalh,sa KSA,MF,Al Okhdood SC,24,1999,3.1,,,,,,,,,,,,,,,,,,,,,Matches
220,Abdulbasit Hindi,sa KSA,DF,Al-Ahli,26,1997,21.9,,,,,,,,,,,,,,,,,,,,,Matches
221,Zakaria Al Hosawi,sa KSA,"DF,MF",Al-Ittihad,22,2001,6.7,,,,,,,,,,,,,,,,,,,,,Matches
222,Bassam Al Hurayji,sa KSA,DF,Al-Ahli,23,2000,9.8,,,,,,,,,,,,,,,,,,,,,Matches
223,Mohammed Hurbush,sa KSA,DF,Al-Shabab,20,2003,3.0,,,,,,,,,,,,,,,,,,,,,Matches
224,Roger Ibanez,br BRA,DF,Al-Ahli,24,1998,29.1,,,,,,,,,,,,,,,,,,,,,Matches
225,Didier Ibrahim Ndong,ga GAB,MF,Al-Riyadh SC,29,1994,28.1,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
226,Riyadh Al-Ibrahim,sa KSA,MF,Al-Khaleej,29,1993,1.0,,,,,,,,,,,,,,,,,,,,,Matches
227,Odion Ighalo,ng NGA,FW,Al-Wehda,34,1989,29.2,,,,,,,,,,,,,,,,,,,,,Matches
228,Turki Al Jaadi,sa KSA,DF,Al-Ittihad,20,2003,2.3,,,,,,,,,,,,,,,,,,,,,Matches
229,Mohammed Jahfali,sa KSA,DF,Al-Hilal,32,1990,3.0,,,,,,,,,,,,,,,,,,,,,Matches
230,Ziyad Al Jari,sa KSA,DF,Al-Fateh,21,2001,0.0,,,,,,,,,,,,,,,,,,,,,Matches
231,Ahmed Al Jaweed,sa KSA,MF,Al-Hazem,28,1995,4.4,,,,,,,,,,,,,,,,,,,,,Matches
232,Hamad Al-Jizani,sa KSA,"DF,MF",Al-Raed,30,1993,24.0,,,,,,,,,,,,,,,,,,,,,Matches
233,Fahad Al-Johani,sa KSA,FW,Damac,31,1991,4.7,,,,,,,,,,,,,,,,,,,,,Matches
234,Safwan Al Johani,sa KSA,"DF,MF",Al-Ta'ee,20,2003,11.1,,,,,,,,,,,,,,,,,,,,,Matches
235,Ziyad Al Johani,sa KSA,MF,Al-Ahli,21,2001,10.3,,,,,,,,,,,,,,,,,,,,,Matches
236,Jota,pt POR,"FW,MF",Al-Ittihad,24,1999,10.9,,,,,,,,,,,,,,,,,,,,,Matches
237,Abdullah Al-Jouei,sa KSA,FW,Al-Shabab,28,1995,1.7,,,,,,,,,,,,,,,,,,,,,Matches
238,Juanmi,es ESP,"MF,FW",Al-Riyadh SC,30,1993,11.7,,,,,,,,,,,,,,,,,,,,,Matches
239,Ali Al Jubaya,sa KSA,FW,Al-Fayha,20,2003,0.1,,,,,,,,,,,,,,,,,,,,,Matches
240,Ahmed Al Julaydan,sa KSA,DF,Al-Fateh,19,2004,1.5,,,,,,,,,,,,,,,,,,,,,Matches
241,Musab Al Juwayr,sa KSA,"MF,FW",Al-Shabab,20,2003,9.2,,,,,,,,,,,,,,,,,,,,,Matches
242,Musab Al Juwayr,sa KSA,MF,Al-Hilal,20,2003,1.0,,,,,,,,,,,,,,,,,,,,,Matches
243,Khalid Kaabi,sa KSA,MF,Al-Fayha,31,1992,0.8,,,,,,,,,,,,,,,,,,,,,Matches
244,Hassan Kadesh,sa KSA,DF,Al-Taawoun,30,1992,4.0,,,,,,,,,,,,,,,,,,,,,Matches
245,Hassan Kadesh,sa KSA,DF,Al-Ittihad,30,1992,22.8,,,,,,,,,,,,,,,,,,,,,Matches
246,François Kamano,gn GUI,"MF,FW",Abha,27,1996,23.2,,,,,,,,,,,,,,,,,,,,,Matches
247,Majed Kanabah,sa KSA,MF,Al-Shabab,30,1993,6.9,,,,,,,,,,,,,,,,,,,,,Matches
248,Mohamed Kanno,sa KSA,MF,Al-Hilal,28,1994,11.0,,,,,,,,,,,,,,,,,,,,,Matches
249,N'Golo Kanté,fr FRA,MF,Al-Ittihad,32,1991,29.3,,,,,,,,,,,,,,,,,,,,,Matches
250,Ahmed Al-Kassar,sa KSA,GK,Al-Fayha,32,1991,0.5,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
251,Franck Kessié,ci CIV,MF,Al-Ahli,26,1996,29.9,,,,,,,,,,,,,,,,,,,,,Matches
252,Mohammed Al-Khabrani,sa KSA,DF,Al-Khaleej,29,1993,26.9,,,,,,,,,,,,,,,,,,,,,Matches
253,Abdulelah Al Khaibari,sa KSA,"DF,MF",Al-Riyadh SC,27,1996,25.9,,,,,,,,,,,,,,,,,,,,,Matches
254,Abdullah Al-Khaibari,sa KSA,MF,Al-Nassr,26,1996,20.6,,,,,,,,,,,,,,,,,,,,,Matches
255,Sami Al-Khaibari,sa KSA,DF,Al-Fayha,33,1989,19.9,,,,,,,,,,,,,,,,,,,,,Matches
256,Thamer Al Khaibari,sa KSA,FW,Al-Ettifaq,17,2005,0.3,,,,,,,,,,,,,,,,,,,,,Matches
257,Osama Al-Khalaf,sa KSA,"MF,DF",Al-Fayha,26,1996,7.2,,,,,,,,,,,,,,,,,,,,,Matches
258,Amer Khalil,,FW,Al-Ta'ee,,,0.6,,,,,,,,,,,,,,,,,,,,,Matches
259,Awadh Khames,sa KSA,"DF,MF",Al Okhdood SC,35,1988,18.7,,,,,,,,,,,,,,,,,,,,,Matches
260,Abdullah Khateeb,sa KSA,DF,Al-Ettifaq,28,1995,21.4,,,,,,,,,,,,,,,,,,,,,Matches
261,Murad Khudhri,sa KSA,FW,Al Okhdood SC,20,2003,0.3,,,,,,,,,,,,,,,,,,,,,Matches
262,Naif Kireiri,sa KSA,MF,Al-Wehda,25,1998,0.4,,,,,,,,,,,,,,,,,,,,,Matches
263,Ghislain Konan,ci CIV,DF,Al-Nassr,27,1995,4.8,,,,,,,,,,,,,,,,,,,,,Matches
264,Ghislain Konan,ci CIV,"DF,MF",Al-Fayha,27,1995,25.0,,,,,,,,,,,,,,,,,,,,,Matches
265,Kalidou Koulibaly,sn SEN,DF,Al-Hilal,32,1991,29.4,,,,,,,,,,,,,,,,,,,,,Matches
266,Grzegorz Krychowiak,pl POL,MF,Abha,33,1990,29.2,,,,,,,,,,,,,,,,,,,,,Matches
267,Mohammed Al Kunaydiri,sa KSA,"MF,DF",Abha,22,2000,9.5,,,,,,,,,,,,,,,,,,,,,Matches
268,Amiri Kurdi,sa KSA,DF,Al-Riyadh SC,31,1991,3.3,,,,,,,,,,,,,,,,,,,,,Matches
269,Saba Kvirkvelia,ge GEO,DF,Al Okhdood SC,31,1992,30.9,,,,,,,,,,,,,,,,,,,,,Matches
270,Mohammed Al-Kwikbi,sa KSA,FW,Al-Ettifaq,28,1994,8.8,,,,,,,,,,,,,,,,,,,,,Matches
271,Mohammed Al-Kwikbi,sa KSA,"FW,MF",Al-Taawoun,28,1994,12.7,,,,,,,,,,,,,,,,,,,,,Matches
272,Ali Lajami,sa KSA,DF,Al-Nassr,27,1996,16.2,,,,,,,,,,,,,,,,,,,,,Matches
273,Qassem Lajami,sa KSA,DF,Al-Fateh,27,1996,17.5,,,,,,,,,,,,,,,,,,,,,Matches
274,Aymeric Laporte,es ESP,DF,Al-Nassr,29,1994,26.6,,,,,,,,,,,,,,,,,,,,,Matches
275,Satam Al Lehiyani,sa KSA,FW,Al-Fayha,19,2004,0.1,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
276,Renan Lodi,br BRA,"DF,MF",Al-Hilal,25,1998,8.6,,,,,,,,,,,,,,,,,,,,,Matches
277,Lisandro López,ar ARG,DF,Al-Khaleej,33,1989,29.7,,,,,,,,,,,,,,,,,,,,,Matches
278,Mamadou Loum,sn SEN,"DF,MF",Al-Raed,26,1996,27.1,,,,,,,,,,,,,,,,,,,,,Matches
279,Iyad Madani,sa KSA,MF,Al-Taawoun,22,2001,0.1,,,,,,,,,,,,,,,,,,,,,Matches
280,Abdullah Madu,sa KSA,DF,Al-Ettifaq,30,1993,11.7,,,,,,,,,,,,,,,,,,,,,Matches
281,Abdullah Madu,sa KSA,DF,Al-Nassr,30,1993,1.0,,,,,,,,,,,,,,,,,,,,,Matches
282,Abdullah Magrashi,sa KSA,DF,Al-Raed,25,1997,0.1,,,,,,,,,,,,,,,,,,,,,Matches
283,Mohammed Al-Mahasneh,sa KSA,GK,Al-Ittihad,,,5.0,,,,,,,,,,,,,,,,,,,,,Matches
284,Mohammed Al-Mahasneh,sa KSA,GK,Damac,,,8.0,,,,,,,,,,,,,,,,,,,,,Matches
285,Aschraf El Mahdioui,nl NED,MF,Al-Taawoun,27,1996,31.6,,,,,,,,,,,,,,,,,,,,,Matches
286,Adam Maher,nl NED,MF,Damac,30,1993,1.8,,,,,,,,,,,,,,,,,,,,,Matches
287,Riyad Mahrez,dz ALG,MF,Al-Ahli,32,1991,30.7,,,,,,,,,,,,,,,,,,,,,Matches
288,Mohammed Mahzari,sa KSA,MF,Al-Ettifaq,21,2002,2.4,,,,,,,,,,,,,,,,,,,,,Matches
289,Mohammed Mahzari,sa KSA,"MF,DF",Al-Taawoun,21,2002,2.6,,,,,,,,,,,,,,,,,,,,,Matches
290,Mailson,br BRA,GK,Al-Taawoun,26,1996,34.0,,,,,,,,,,,,,,,,,,,,,Matches
291,Mohammed Al Majhad,sa KSA,MF,Al-Ahli,25,1998,18.0,,,,,,,,,,,,,,,,,,,,,Matches
292,Abdulaziz Majrashi,sa KSA,DF,Al-Ta'ee,32,1991,11.1,,,,,,,,,,,,,,,,,,,,,Matches
293,Abdulaziz Majrashi,sa KSA,MF,Damac,32,1991,4.5,,,,,,,,,,,,,,,,,,,,,Matches
294,Ali Majrashi,sa KSA,DF,Al-Ahli,23,1999,18.2,,,,,,,,,,,,,,,,,,,,,Matches
295,Hussam Majrashi,sa KSA,DF,Al-Fayha,19,2003,0.0,,,,,,,,,,,,,,,,,,,,,Matches
296,Mohammed Majrashi,sa KSA,FW,Al-Fayha,32,1991,2.0,,,,,,,,,,,,,,,,,,,,,Matches
297,Ali Makki,sa KSA,DF,Al-Wehda,24,1999,10.8,,,,,,,,,,,,,,,,,,,,,Matches
298,Mustafa Malayekah,sa KSA,GK,Al-Fateh,37,1986,1.0,,,,,,,,,,,,,,,,,,,,,Matches
299,Mustafa Malayekah,sa KSA,GK,Al-Shabab,37,1986,9.0,,,,,,,,,,,,,,,,,,,,,Matches
300,Malcom,br BRA,MF,Al-Hilal,26,1997,29.4,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
301,Abdulellah Al-Malki,sa KSA,MF,Al-Hilal,28,1994,0.2,,,,,,,,,,,,,,,,,,,,,Matches
302,Sadio Mané,sn SEN,"MF,FW",Al-Nassr,31,1992,29.6,,,,,,,,,,,,,,,,,,,,,Matches
303,Suwailem Al Manhali,sa KSA,DF,Al-Ittihad,19,2004,2.8,,,,,,,,,,,,,,,,,,,,,Matches
304,Hamad Al Mansour,sa KSA,"DF,MF",Al Okhdood SC,30,1993,14.9,,,,,,,,,,,,,,,,,,,,,Matches
305,Mohammed Marran,sa KSA,FW,Al-Nassr,22,2001,0.5,,,,,,,,,,,,,,,,,,,,,Matches
306,Fábio Martins,pt POR,"MF,FW",Al-Khaleej,30,1993,27.7,,,,,,,,,,,,,,,,,,,,,Matches
307,Ali Al Masoud,sa KSA,FW,Al-Fateh,19,2004,3.0,,,,,,,,,,,,,,,,,,,,,Matches
308,Naif Masoud,sa KSA,"DF,MF",Al-Khaleej,22,2001,8.6,,,,,,,,,,,,,,,,,,,,,Matches
309,Mateus,br BRA,FW,Al-Taawoun,28,1994,18.4,,,,,,,,,,,,,,,,,,,,,Matches
310,Uroš Matić,mk MKD,MF,Abha,33,1990,25.4,,,,,,,,,,,,,,,,,,,,,Matches
311,Abdullah Matuq,sa KSA,FW,Al-Shabab,20,2003,0.1,,,,,,,,,,,,,,,,,,,,,Matches
312,Abdullah Al-Mayouf,sa KSA,GK,Al-Hilal,36,1987,2.0,,,,,,,,,,,,,,,,,,,,,Matches
313,Abdullah Al-Mayouf,sa KSA,GK,Al-Ittihad,36,1987,12.0,,,,,,,,,,,,,,,,,,,,,Matches
314,Álvaro Medrán,es ESP,MF,Al-Ettifaq,29,1994,14.8,,,,,,,,,,,,,,,,,,,,,Matches
315,Álvaro Medrán,es ESP,MF,Al-Taawoun,29,1994,16.6,,,,,,,,,,,,,,,,,,,,,Matches
316,Sultan Mendash,sa KSA,"FW,MF",Al-Fayha,28,1994,17.6,,,,,,,,,,,,,,,,,,,,,Matches
317,Edouard Mendy,sn SEN,GK,Al-Ahli,31,1992,33.0,,,,,,,,,,,,,,,,,,,,,Matches
318,Jacob Mendy,sa KSA,MF,Al-Fayha,26,1996,5.9,,,,,,,,,,,,,,,,,,,,,Matches
319,Bernard Mensah,gh GHA,MF,Al-Ta'ee,28,1994,29.0,,,,,,,,,,,,,,,,,,,,,Matches
320,Ahmad Al Mhemaid,sa KSA,"DF,MF",Al-Hazem,,,20.3,,,,,,,,,,,,,,,,,,,,,Matches
321,Michael,br BRA,MF,Al-Hilal,27,1996,27.1,,,,,,,,,,,,,,,,,,,,,Matches
322,Sergej Milinković-Savić,rs SRB,MF,Al-Hilal,28,1995,27.1,,,,,,,,,,,,,,,,,,,,,Matches
323,Virgil Misidjan,sr SUR,"MF,FW",Al-Ta'ee,30,1993,23.4,,,,,,,,,,,,,,,,,,,,,Matches
324,Aleksandar Mitrović,rs SRB,FW,Al-Hilal,28,1994,25.9,,,,,,,,,,,,,,,,,,,,,Matches
325,Salman Al-Moasher,sa KSA,"MF,FW",Al-Ta'ee,34,1988,10.6,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
326,Majed Mohammed,sa KSA,DF,Al-Hazem,21,2001,22.8,,,,,,,,,,,,,,,,,,,,,Matches
327,Tariq Mohammed,sa KSA,"MF,DF",Al-Ta'ee,27,1995,16.0,,,,,,,,,,,,,,,,,,,,,Matches
328,Hassan Al Mohammedsaleh,sa KSA,MF,Al-Fateh,24,1998,0.2,,,,,,,,,,,,,,,,,,,,,Matches
329,Hassan Al Mojhed,sa KSA,FW,Al-Khaleej,31,1992,0.0,,,,,,,,,,,,,,,,,,,,,Matches
330,Bader Monshi,sa KSA,MF,Damac,24,1999,11.6,,,,,,,,,,,,,,,,,,,,,Matches
331,Anselmo de Moraes,br BRA,MF,Al-Wehda,34,1989,29.5,,,,,,,,,,,,,,,,,,,,,Matches
332,André Moreira,pt POR,GK,Al-Raed,27,1995,29.0,,,,,,,,,,,,,,,,,,,,,Matches
333,Junior Moreno,ve VEN,MF,Al-Hazem,30,1993,13.1,,,,,,,,,,,,,,,,,,,,,Matches
334,Saad Al Mosa,sa KSA,DF,Al-Ettifaq,20,2002,0.0,,,,,,,,,,,,,,,,,,,,,Matches
335,Saad Al Mosa,sa KSA,DF,Al-Ittihad,20,2002,7.8,,,,,,,,,,,,,,,,,,,,,Matches
336,Ahmed Mostafa,eg EGY,FW,Al Okhdood SC,25,1997,3.2,,,,,,,,,,,,,,,,,,,,,Matches
337,Nooh Al-Mousa,sa KSA,MF,Al-Fateh,32,1991,1.2,,,,,,,,,,,,,,,,,,,,,Matches
338,Ryan Al-Mousa,sa KSA,MF,Al-Hazem,29,1994,7.3,,,,,,,,,,,,,,,,,,,,,Matches
339,Ryan Al-Mousa,sa KSA,MF,Damac,29,1994,0.0,,,,,,,,,,,,,,,,,,,,,Matches
340,Saeed Al Mowalad,sa KSA,DF,Al-Wehda,32,1991,23.9,,,,,,,,,,,,,,,,,,,,,Matches
341,Muteb Al Mufarrij,sa KSA,DF,Al-Hilal,26,1996,0.0,,,,,,,,,,,,,,,,,,,,,Matches
342,Abdullah Al Mugren,sa KSA,FW,Al-Fateh,26,1996,4.1,,,,,,,,,,,,,,,,,,,,,Matches
343,Abdullah Al Mugren,sa KSA,MF,Al-Ahli,26,1996,0.1,,,,,,,,,,,,,,,,,,,,,Matches
344,Munir,ma MAR,GK,Al-Wehda,34,1989,27.0,,,,,,,,,,,,,,,,,,,,,Matches
345,Knowledge Musona,zw ZIM,"FW,MF",Al-Riyadh SC,33,1990,19.2,,,,,,,,,,,,,,,,,,,,,Matches
346,Meshal Al Mutairi,,"MF,FW",Abha,,,8.9,,,,,,,,,,,,,,,,,,,,,Matches
347,Turki Al Mutairi,sa KSA,MF,Al-Hazem,22,2001,2.7,,,,,,,,,,,,,,,,,,,,,Matches
348,Eid Al Muwallad,sa KSA,MF,Al Okhdood SC,21,2001,21.6,,,,,,,,,,,,,,,,,,,,,Matches
349,Fahad Al Muwallad,sa KSA,"FW,MF",Al-Shabab,28,1994,8.4,,,,,,,,,,,,,,,,,,,,,Matches
350,Saad Al Muwallad,sa KSA,FW,Al-Shabab,21,2002,0.1,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
351,Georges-Kévin N'Koudou,cm CMR,"MF,FW",Damac,28,1995,28.8,,,,,,,,,,,,,,,,,,,,,Matches
352,Sumaihan Al-Nabet,sa KSA,MF,Al-Ahli,27,1996,11.0,,,,,,,,,,,,,,,,,,,,,Matches
353,Ammar Al-Najar,sa KSA,MF,Al-Hazem,26,1997,1.0,,,,,,,,,,,,,,,,,,,,,Matches
354,Salem Al Najdi,sa KSA,DF,Al-Fateh,20,2003,14.5,,,,,,,,,,,,,,,,,,,,,Matches
355,Sami Al-Najei,sa KSA,MF,Al-Nassr,26,1997,7.3,,,,,,,,,,,,,,,,,,,,,Matches
356,Mohammed Naji,sa KSA,"DF,MF",Abha,29,1993,13.7,,,,,,,,,,,,,,,,,,,,,Matches
357,Yahya Naji,sa KSA,FW,Al-Wehda,24,1999,3.7,,,,,,,,,,,,,,,,,,,,,Matches
358,Raghid Najjar,sa KSA,GK,Al-Nassr,26,1996,3.3,,,,,,,,,,,,,,,,,,,,,Matches
359,Rakan Najjar,sa KSA,GK,Al-Riyadh SC,28,1995,0.4,,,,,,,,,,,,,,,,,,,,,Matches
360,Ahmed Al Nakhli,sa KSA,DF,Al-Ahli,21,2002,0.5,,,,,,,,,,,,,,,,,,,,,Matches
361,Ibrahim Al Nakhli,sa KSA,DF,Al-Ta'ee,26,1997,28.9,,,,,,,,,,,,,,,,,,,,,Matches
362,Khaled Narey,tg TOG,"FW,MF",Al-Khaleej,29,1994,26.6,,,,,,,,,,,,,,,,,,,,,Matches
363,Awad Al Nashri,sa KSA,MF,Al-Ittihad,21,2002,4.7,,,,,,,,,,,,,,,,,,,,,Matches
364,Bander Nasser,sa KSA,"DF,MF",Al-Khaleej,33,1990,3.6,,,,,,,,,,,,,,,,,,,,,Matches
365,Saad Al Nasser,sa KSA,"FW,MF",Al-Taawoun,22,2001,6.8,,,,,,,,,,,,,,,,,,,,,Matches
366,Saad Natiq,iq IRQ,DF,Abha,29,1994,6.3,,,,,,,,,,,,,,,,,,,,,Matches
367,Mohamed Nayef,sa KSA,"MF,FW",Al Okhdood SC,24,1998,4.4,,,,,,,,,,,,,,,,,,,,,Matches
368,Rúben Neves,pt POR,MF,Al-Hilal,26,1997,29.8,,,,,,,,,,,,,,,,,,,,,Matches
369,Neymar,br BRA,MF,Al-Hilal,31,1992,2.3,,,,,,,,,,,,,,,,,,,,,Matches
370,Meshari Al Nimr,sa KSA,FW,Al-Nassr,,,2.2,,,,,,,,,,,,,,,,,,,,,Matches
371,Fabián Noguera,ar ARG,DF,Abha,30,1993,29.1,,,,,,,,,,,,,,,,,,,,,Matches
372,Abdulaziz Noor,sa KSA,"MF,FW",Al-Wehda,24,1999,22.4,,,,,,,,,,,,,,,,,,,,,Matches
373,Mathias Normann,no NOR,MF,Al-Raed,27,1996,20.0,,,,,,,,,,,,,,,,,,,,,Matches
374,Hussain Al Nuweqi,sa KSA,"DF,MF",Al-Riyadh SC,27,1995,16.7,,,,,,,,,,,,,,,,,,,,,Matches
375,Anthony Nwakaeme,ng NGA,FW,Al-Fayha,34,1989,15.9,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
376,Abdurahman Al-Obaid,sa KSA,DF,Damac,30,1993,1.7,,,,,,,,,,,,,,,,,,,,,Matches
377,Fahad Al Obaid,,DF,Al-Hazem,,,2.3,,,,,,,,,,,,,,,,,,,,,Matches
378,Madallah Al-Olayan,sa KSA,"DF,MF",Al-Ittihad,28,1994,12.4,,,,,,,,,,,,,,,,,,,,,Matches
379,Nasser Al Omran,sa KSA,MF,Abha,26,1997,0.5,,,,,,,,,,,,,,,,,,,,,Matches
380,Henry Onyekuru,ng NGA,"FW,MF",Al-Fayha,26,1997,24.2,,,,,,,,,,,,,,,,,,,,,Matches
381,David Ospina,co COL,GK,Al-Nassr,34,1988,11.0,,,,,,,,,,,,,,,,,,,,,Matches
382,Radi Al Otaibi,sa KSA,"DF,MF",Al-Ettifaq,23,2000,20.0,,,,,,,,,,,,,,,,,,,,,Matches
383,Radi Al Otaibi,sa KSA,"MF,DF",Al-Hazem,23,2000,5.0,,,,,,,,,,,,,,,,,,,,,Matches
384,Otávio,pt POR,MF,Al-Nassr,28,1995,26.8,,,,,,,,,,,,,,,,,,,,,Matches
385,Abdullah Otayf,sa KSA,MF,Al-Ahli,30,1992,0.0,,,,,,,,,,,,,,,,,,,,,Matches
386,Othman Al Othman,sa KSA,MF,Al-Fateh,20,2003,4.6,,,,,,,,,,,,,,,,,,,,,Matches
387,Omar Al Oudah,sa KSA,DF,Al-Khaleej,24,1998,2.9,,,,,,,,,,,,,,,,,,,,,Matches
388,Mohammed Al Oufi,sa KSA,"MF,DF",Abha,20,2002,3.9,,,,,,,,,,,,,,,,,,,,,Matches
389,Mohammed Al-Owais,sa KSA,GK,Al-Hilal,31,1991,1.1,,,,,,,,,,,,,,,,,,,,,Matches
390,Berat Özdemir,tr TUR,MF,Al-Ettifaq,25,1998,2.2,,,,,,,,,,,,,,,,,,,,,Matches
391,Milan Pavkov,rs SRB,FW,Al-Fayha,29,1994,0.8,,,,,,,,,,,,,,,,,,,,,Matches
392,Juan Pedroza,co COL,MF,Al Okhdood SC,24,1999,24.6,,,,,,,,,,,,,,,,,,,,,Matches
393,Petros,br BRA,MF,Al-Fateh,34,1989,4.3,,,,,,,,,,,,,,,,,,,,,Matches
394,Abdulkareem Al-Qahtani,sa KSA,MF,Al-Wehda,30,1993,1.7,,,,,,,,,,,,,,,,,,,,,Matches
395,Abdullah Al Qahtani,sa KSA,"FW,MF",Damac,24,1999,5.9,,,,,,,,,,,,,,,,,,,,,Matches
396,Husain Al Qahtani,sa KSA,MF,Al-Shabab,28,1994,19.6,,,,,,,,,,,,,,,,,,,,,Matches
397,Mohammed Al Qahtani,sa KSA,MF,Al-Hilal,21,2002,2.8,,,,,,,,,,,,,,,,,,,,,Matches
398,Mohammed Saad Al Qahtani,sa KSA,MF,Abha,21,2002,3.2,,,,,,,,,,,,,,,,,,,,,Matches
399,Muhannad Al Qaidhi,sa KSA,"DF,MF",Al-Fayha,25,1998,13.3,,,,,,,,,,,,,,,,,,,,,Matches
