rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,matches
1,Malek Al Abadalmanam,sa KSA,MF,Al-Fayha,25,1998,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches
2,Saleh Al Abbas,sa KSA,"FW,MF",Al-Riyadh SC,29,1993,17.5,2,0,0,29,27,20,4,3,15,,,0,Matches
3,Hamad Al Abdan,sa KSA,MF,Al-Khaleej,23,2000,1.2,0,0,0,1,5,0,1,1,1,,,0,Matches
4,Ahmed Abdu,sa KSA,FW,Al-Shabab,26,1996,1.0,0,0,0,1,0,0,0,0,0,,,0,Matches
5,Ahmed Abdu,sa KSA,FW,Abha,26,1996,10.7,2,0,0,15,21,8,1,2,8,,,0,Matches
6,Saud Abdulhamid,sa KSA,DF,Al-Hilal,24,1999,28.6,5,0,0,53,37,2,125,20,38,,,0,Matches
7,Waleed Abdullah,sa KSA,GK,Al-Nassr,37,1986,3.7,0,0,0,0,2,0,0,0,0,,,0,Matches
8,Mohamed Abdulrahman,sa KSA,"DF,MF",Al-Ettifaq,20,2003,15.2,5,1,0,25,20,0,52,25,29,,,0,Matches
9,Fahad Al Abdulraziq,sa KSA,"DF,MF",Al-Taawoun,,,9.7,5,0,0,17,6,0,32,9,22,,,0,Matches
10,Hassan Abo Shararah,sa KSA,MF,Damac,26,1997,1.4,1,0,0,2,5,0,3,1,4,,,0,Matches
11,Abdulrahman Al-Aboud,sa KSA,FW,Al-Ettifaq,28,1995,1.9,1,0,0,5,0,1,6,2,4,,,0,Matches
12,Abdulrahman Al-Aboud,sa KSA,MF,Al-Ittihad,28,1995,0.8,0,0,0,2,2,0,1,1,1,,,0,Matches
13,Mohammed Abousaban,sa KSA,MF,Al-Hazem,33,1990,8.3,2,0,0,13,8,0,0,10,12,,,0,Matches
14,Khalil Al Absi,sa KSA,FW,Al-Hazem,22,2001,0.5,0,0,0,2,0,0,3,0,0,,,0,Matches
15,Mohammed Al Absi,sa KSA,GK,Al-Shabab,20,2002,6.0,0,0,0,1,2,0,0,0,0,,,0,Matches
16,Talal Al-Absi,sa KSA,DF,Al-Hazem,30,1993,11.3,1,0,0,10,9,0,0,17,9,,,0,Matches
17,Abdulfattah Adam,sa KSA,FW,Al-Nassr,28,1995,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches
18,Abdulfattah Adam,sa KSA,"FW,MF",Al-Taawoun,28,1995,8.4,1,1,0,6,11,10,7,0,1,,,0,Matches
19,Mo Adams,eng ENG,MF,Al-Khaleej,26,1996,2.3,1,0,0,4,3,0,0,4,7,,,0,Matches
20,Waleed Al Ahmad,sa KSA,DF,Al-Taawoun,24,1999,19.2,3,0,0,20,18,1,0,19,21,,,2,Matches
21,Sultan Al Akouz,sa KSA,MF,Al-Wehda,22,2001,1.4,1,0,0,3,1,0,8,2,4,,,0,Matches
22,Mishal Al Alaeli,sa KSA,DF,Al-Ettifaq,19,2004,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
23,Hassan Al Ali,sa KSA,"FW,MF",Abha,21,2002,14.2,5,0,0,20,15,9,36,6,12,,,0,Matches
24,Hassan Al Ali,sa KSA,FW,Al-Ahli,21,2002,0.2,1,0,0,2,2,0,1,0,0,,,0,Matches
25,Mukhtar Ali,sa KSA,DF,Al-Nassr,25,1997,1.2,1,0,0,2,1,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
26,Mukhtar Ali,sa KSA,MF,Al-Fateh,25,1997,25.6,5,1,1,27,12,0,18,26,26,,,0,Matches
27,Ezgjan Alioski,mk MKD,DF,Al-Ahli,31,1992,4.0,0,0,0,8,12,4,18,4,5,,,0,Matches
28,Awad Aman,sa KSA,DF,Al-Nassr,18,2005,0.5,0,0,0,1,0,0,0,1,0,,,0,Matches
29,Abdullah Al-Ammar,sa KSA,DF,Al-Ahli,29,1994,11.6,0,0,0,14,6,1,26,11,22,,,0,Matches
30,Abdullah Al-Ammar,sa KSA,"DF,MF",Damac,29,1994,5.0,2,0,0,9,4,1,14,0,4,,,0,Matches
31,Turki Al Ammar,sa KSA,FW,Al-Shabab,23,1999,2.7,0,0,0,3,4,5,0,0,6,,,0,Matches
32,Abdulelah Al-Amri,sa KSA,DF,Al-Nassr,26,1997,12.8,5,0,0,17,8,0,1,18,10,,,0,Matches
33,Hassan Al-Amri,sa KSA,MF,Al-Taawoun,29,1994,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
34,Hassan Al-Amri,sa KSA,MF,Al-Ta'ee,29,1994,1.4,2,0,0,6,1,0,7,2,3,,,0,Matches
35,Saleh Al-Amri,sa KSA,"MF,FW",Al-Ittihad,29,1993,10.6,3,0,0,14,30,4,55,7,7,,,0,Matches
36,Rakan Al Anaze,sa KSA,"MF,FW",Al-Ta'ee,25,1998,14.8,5,0,0,25,33,6,15,7,13,,,0,Matches
37,Dhari Al Anazi,sa KSA,DF,Damac,23,2000,24.7,4,1,0,40,38,2,38,28,39,,,0,Matches
38,Paulo Vítor Fagundes dos Anjos,br BRA,GK,Al Okhdood SC,34,1988,31.0,3,1,0,3,11,0,0,0,0,,,0,Matches
39,Domagoj Antolić,hr CRO,MF,Damac,33,1990,29.1,5,0,0,36,20,7,31,30,16,,,0,Matches
40,Abdulrahman Al Anzi,sa KSA,MF,Al-Fayha,,,0.5,2,0,0,3,1,0,0,1,0,,,0,Matches
41,Mohammed Al Aqeel,sa KSA,MF,Al-Riyadh SC,26,1997,0.9,2,0,0,3,1,0,1,1,3,,,0,Matches
42,Nawaf Al Aqidi,sa KSA,GK,Al-Nassr,23,2000,16.0,0,0,0,0,2,0,0,0,0,,,0,Matches
43,Dino Arslanagic,be BEL,DF,Al-Riyadh SC,30,1993,19.3,3,0,0,16,6,0,0,17,10,,,0,Matches
44,Abdulfattah Asiri,sa KSA,"FW,MF",Al-Ta'ee,29,1994,6.9,2,0,0,5,26,0,25,2,5,,,0,Matches
45,Jaber Asiri,sa KSA,FW,Al-Wehda,25,1997,1.4,0,0,0,2,5,0,0,0,0,,,0,Matches
46,Khalid Al Asiri,sa KSA,DF,Al-Shabab,18,2004,0.3,0,0,0,1,1,0,0,0,0,,,0,Matches
47,Naif Asiri,sa KSA,DF,Al Okhdood SC,22,2001,2.6,2,0,0,5,2,0,0,1,2,,,0,Matches
48,Sulaiman Asiri,sa KSA,FW,Abha,22,2001,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
49,Ali Al Asmari,sa KSA,MF,Al-Ahli,26,1997,5.1,4,0,0,10,6,0,7,10,7,,,0,Matches
50,Ahmed Assiri,sa KSA,DF,Al-Riyadh SC,31,1991,19.4,5,0,0,17,12,0,0,24,9,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Abdulquddus Atiah,sa KSA,GK,Al-Wehda,26,1997,7.0,0,0,0,1,1,0,0,0,0,,,0,Matches
52,Abdulaziz Al Awardi,sa KSA,GK,Al Okhdood SC,21,2002,3.0,0,0,0,0,1,0,0,0,0,,,0,Matches
53,Abdulmalek Al Ayiri,sa KSA,DF,Al-Taawoun,19,2003,21.0,7,0,0,37,34,6,34,17,49,,,0,Matches
54,Nawaf Al-Azizi,sa KSA,FW,Al-Wehda,23,1999,1.2,0,0,0,0,5,0,3,0,3,,,0,Matches
55,Farhan Al Azmi,sa KSA,DF,Al-Hazem,29,1994,7.4,3,0,0,10,5,0,19,10,11,,,0,Matches
56,Saeed Ba Atiyah,,"DF,MF",Al-Fateh,,,23.0,8,1,0,38,36,1,36,25,44,,,0,Matches
57,Muhammed Badamosi,gm GAM,FW,Al-Hazem,24,1998,23.0,3,0,0,57,37,18,4,4,4,,,0,Matches
58,Muataz Al Bagawi,sa KSA,GK,Al-Ta'ee,25,1998,14.0,0,0,0,0,3,0,0,1,0,,,0,Matches
59,Hattan Bahebri,sa KSA,"FW,MF",Al-Shabab,31,1992,12.3,4,0,0,24,13,4,30,5,14,,,0,Matches
60,Ahmed Bahusayn,sa KSA,"FW,MF",Al-Taawoun,22,2001,11.8,2,0,0,17,19,0,27,5,12,,,0,Matches
61,Jamal Bajandouh,sa KSA,MF,Al-Ta'ee,30,1992,4.8,1,0,0,4,2,0,2,5,9,,,0,Matches
62,Mohammed Bakr,sa KSA,DF,Al-Taawoun,21,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
63,Yazeid Al Bakr,sa KSA,DF,Al-Hazem,27,1995,10.8,1,0,0,25,13,1,22,17,18,,,0,Matches
64,Waleed Bakshween,sa KSA,"MF,DF",Al-Wehda,33,1989,22.2,6,1,0,36,20,0,8,20,20,,,0,Matches
65,Ahmed Bamasud,sa KSA,"DF,MF",Al-Ittihad,27,1995,11.1,1,0,0,12,12,1,23,13,13,,,0,Matches
66,Éver Banega,ar ARG,MF,Al-Shabab,35,1988,14.7,2,2,0,21,46,0,79,4,12,,,0,Matches
67,Mohammed Al Baqawi,sa KSA,"DF,MF",Al-Fayha,28,1995,28.2,4,1,0,18,34,1,37,20,33,,,0,Matches
68,Musa Barrow,gm GAM,"FW,MF",Al-Taawoun,24,1998,17.5,0,0,0,11,13,4,51,5,7,,,0,Matches
69,Mourad Batna,ma MAR,"MF,FW",Al-Fateh,33,1990,20.8,3,0,0,46,72,21,135,9,18,,,0,Matches
70,Robert Bauer,de GER,"DF,MF",Al-Ta'ee,28,1995,32.5,5,0,0,20,13,2,8,44,20,,,0,Matches
71,Abdelkader Bedrane,dz ALG,DF,Damac,31,1992,26.3,2,0,0,17,26,9,1,45,25,,,0,Matches
72,Sofiane Bendebka,dz ALG,MF,Al-Fateh,30,1992,26.1,3,0,0,62,43,4,12,23,30,,,0,Matches
73,Karim Benzema,fr FRA,FW,Al-Ittihad,35,1987,19.3,1,0,0,7,12,16,8,1,6,,,1,Matches
74,Karim El Berkaoui,ma MAR,"FW,MF",Al-Raed,27,1995,25.1,5,0,0,27,45,15,8,10,6,,,0,Matches
75,Mansor Al Beshe,sa KSA,MF,Al-Raed,23,2000,25.3,6,1,1,36,23,0,8,31,39,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Saad Bguir,tn TUN,"FW,MF",Abha,29,1994,19.3,2,0,0,15,28,3,120,11,14,,,0,Matches
77,Fahad bin Jumayah,sa KSA,"DF,MF",Abha,28,1995,21.5,8,0,0,43,57,5,58,12,43,,,0,Matches
78,Khalid bin Shuwayyi,sa KSA,DF,Al-Riyadh SC,27,1996,21.9,8,1,0,32,14,1,29,17,31,,,2,Matches
79,Saud bin Zaydan,sa KSA,MF,Al-Fayha,23,1999,10.8,2,0,0,15,15,0,1,10,25,,,0,Matches
80,Abdulaziz Al-Bishi,sa KSA,"MF,FW",Damac,29,1994,10.3,1,0,0,15,27,3,20,3,18,,,0,Matches
81,Azzam Al Bishi,sa KSA,MF,Al-Wehda,21,2002,0.0,1,0,0,2,0,0,0,0,0,,,0,Matches
82,Abdulelah Bokhari,sa KSA,DF,Al-Wehda,29,1994,7.6,3,0,0,11,19,2,18,9,12,,,1,Matches
83,Ryad Boudebouz,dz ALG,MF,Al-Ahli,33,1990,1.6,0,0,0,2,3,0,5,1,3,,,0,Matches
84,Yassine Bounou,ma MAR,GK,Al-Hilal,32,1991,30.9,1,0,0,0,0,0,0,0,1,,,0,Matches
85,Nawaf Boushal,sa KSA,DF,Al-Nassr,23,1999,8.4,3,0,0,13,15,1,27,21,16,,,0,Matches
86,Victor Braga,br BRA,GK,Al-Ta'ee,31,1992,20.0,3,0,0,0,3,0,0,0,0,,,0,Matches
87,Mohammed Al-Breik,sa KSA,DF,Al-Hilal,30,1992,11.5,0,0,0,21,7,1,37,17,17,,,0,Matches
88,Marcelo Brozović,hr CRO,MF,Al-Nassr,30,1992,27.7,4,0,0,35,25,0,127,20,32,,,0,Matches
89,Tawfiq Bu Haymid,sa KSA,"DF,MF",Al-Fateh,35,1987,13.6,0,0,0,28,12,1,30,17,29,,,0,Matches
90,Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,33,1989,30.8,7,1,0,22,18,1,1,43,22,,,1,Matches
91,Firas Al-Buraikan,sa KSA,FW,Al-Fateh,23,2000,4.7,0,0,0,0,2,3,1,0,3,,,0,Matches
92,Firas Al-Buraikan,sa KSA,FW,Al-Ahli,23,2000,23.1,0,0,0,18,19,12,7,9,16,,,1,Matches
93,Andrei Burcă,ro ROU,DF,Al Okhdood SC,30,1993,26.4,3,1,0,15,12,1,27,28,18,,,0,Matches
94,Haroune Camara,sa KSA,FW,Al-Ettifaq,25,1998,4.1,0,0,0,14,3,3,3,1,9,,,0,Matches
95,Haroune Camara,sa KSA,FW,Al-Ittihad,25,1998,2.5,1,0,0,6,0,1,3,0,4,,,0,Matches
96,Martín Campaña,uy URU,GK,Al-Riyadh SC,34,1989,32.5,3,0,0,0,8,0,0,2,3,,,0,Matches
97,Carlos,br BRA,"FW,MF",Al-Shabab,27,1995,15.1,2,0,0,11,16,7,7,15,10,,,0,Matches
98,Yannick Carrasco,be BEL,"FW,MF",Al-Shabab,29,1993,23.2,3,0,0,32,31,11,113,3,6,,,0,Matches
99,Assan Ceesay,gm GAM,FW,Damac,29,1994,12.4,3,0,0,18,12,19,1,3,1,,,0,Matches
100,Farouk Chafaï,dz ALG,DF,Damac,33,1990,27.8,2,1,0,32,23,6,2,30,18,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Gojko Cimirot,ba BIH,MF,Al-Fayha,30,1992,24.1,7,0,0,42,14,3,19,16,12,,,0,Matches
102,Álex Collado,es ESP,"MF,FW",Al Okhdood SC,24,1999,30.6,3,1,1,30,49,3,162,20,28,,,0,Matches
103,Andrei Cordea,ro ROU,"MF,FW",Al-Ta'ee,24,1999,24.3,4,0,0,33,51,1,168,9,18,,,0,Matches
104,Igor Coronado,br BRA,"MF,FW",Al-Ittihad,30,1992,13.4,2,0,0,11,33,1,113,15,13,,,0,Matches
105,Vito van Crooij,nl NED,"FW,MF",Al-Wehda,27,1996,11.9,3,0,0,17,10,1,35,2,12,,,0,Matches
106,Gustavo Cuellar,co COL,MF,Al-Shabab,30,1992,28.6,7,1,0,37,31,0,5,51,58,,,0,Matches
107,Ammar Al-Daheem,sa KSA,DF,Al-Fateh,29,1993,4.7,1,0,0,6,2,0,0,8,6,,,0,Matches
108,Aymen Dahmen,tn TUN,GK,Al-Hazem,26,1997,24.0,1,0,0,1,2,0,0,1,1,,,1,Matches
109,Abdurahman Al Dakheel,sa KSA,DF,Al-Hazem,,,6.7,2,0,0,5,3,0,0,11,6,,,0,Matches
110,Abdulkarim Darisi,sa KSA,FW,Al-Ahli,20,2003,1.2,0,0,0,2,2,0,4,1,3,,,0,Matches
111,Khalifah Al Dawsari,sa KSA,DF,Al-Hilal,24,1999,0.1,1,0,0,1,1,0,0,0,0,,,0,Matches
112,Nasser Al-Dawsari,sa KSA,"DF,MF",Al-Hilal,24,1998,6.5,2,0,0,19,6,2,25,7,19,,,0,Matches
113,Salem Al-Dawsari,sa KSA,MF,Al-Hilal,31,1991,25.4,0,0,0,25,39,3,89,8,36,,,0,Matches
114,Moussa Dembélé,fr FRA,FW,Al-Ettifaq,27,1996,21.5,3,0,0,38,11,18,4,4,6,,,0,Matches
115,Merih Demiral,tr TUR,DF,Al-Ahli,25,1998,17.7,4,1,0,11,6,1,4,15,15,,,0,Matches
116,Jason Denayer,be BEL,DF,Al-Fateh,28,1995,18.6,2,0,0,7,6,0,1,13,3,,,0,Matches
117,Habib Diallo,sn SEN,FW,Al-Shabab,28,1995,22.5,2,0,0,27,28,20,7,2,2,,,0,Matches
118,Djaniny,cv CPV,FW,Al-Fateh,32,1991,11.9,0,0,0,8,16,5,3,1,6,,,0,Matches
119,Mohammed Al Dosari,sa KSA,DF,Al-Ettifaq,20,2003,1.3,0,0,0,0,0,0,1,2,0,,,0,Matches
120,Rakan Al Dosari,sa KSA,FW,Al-Raed,21,2002,0.6,0,0,0,1,1,0,1,0,0,,,0,Matches
121,Saud Al Dosari,,FW,Al-Raed,,,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
122,Abdullah Ibrahim Al Dossary,sa KSA,"MF,DF",Al-Riyadh SC,24,1998,9.2,2,0,0,11,9,3,26,5,8,,,0,Matches
123,Mohammed Al Dossary,sa KSA,"DF,MF",Al-Raed,24,1999,27.3,6,0,0,33,42,3,56,40,55,,,0,Matches
124,Óscar Duarte,cr CRC,DF,Al-Wehda,34,1989,16.5,2,0,0,19,5,4,0,16,12,,,0,Matches
125,Hisham Al Dubais,sa KSA,FW,Al-Khaleej,21,2001,0.3,0,0,0,2,0,0,1,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Marko Dugandžić,hr CRO,FW,Al-Ta'ee,29,1994,17.9,4,0,0,31,12,4,2,2,3,,,0,Matches
127,Abdulraouf Al Duqayl,sa KSA,GK,Al-Fayha,27,1995,5.3,1,0,0,0,1,0,0,0,1,,,1,Matches
128,Majid Duran,,MF,Al-Ettifaq,,,1.4,0,0,0,4,2,0,2,1,3,,,0,Matches
129,Abdulaziz Al Elewai,sa KSA,"MF,FW",Al-Nassr,19,2004,3.1,0,0,0,6,2,1,16,1,0,,,0,Matches
130,Devis Epassy,cm CMR,GK,Abha,30,1993,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
131,Hussain Al Essa,sa KSA,"MF,FW",Al-Wehda,22,2000,10.5,1,0,0,17,31,3,12,11,13,,,0,Matches
132,Mohammed Essa,sa KSA,DF,Al-Shabab,21,2002,0.5,0,0,0,1,1,0,0,0,2,,,0,Matches
133,Fabinho,br BRA,"MF,DF",Al-Ittihad,29,1993,17.4,4,1,1,36,11,0,12,22,27,,,0,Matches
134,Muath Fagihy,sa KSA,"DF,MF",Al-Taawoun,21,2002,19.3,4,0,0,36,36,4,61,21,30,,,0,Matches
135,Abdullah Al-Fahad,sa KSA,DF,Al-Raed,29,1994,15.0,5,0,0,17,13,0,2,24,21,,,1,Matches
136,Sultan Fahran,sa KSA,MF,Al-Ittihad,26,1996,5.4,2,0,0,9,10,0,0,6,7,,,0,Matches
137,Fayçal Fajr,ma MAR,MF,Al-Wehda,34,1988,32.8,2,0,0,19,33,1,237,21,23,,,0,Matches
138,Sultan Faqihi,sa KSA,DF,Damac,28,1995,7.7,1,0,0,12,15,0,5,13,14,,,0,Matches
139,Abdulaziz Al Faraj,sa KSA,DF,Al-Nassr,20,2003,0.0,0,0,0,0,0,0,0,2,1,,,0,Matches
140,Salman Al-Faraj,sa KSA,MF,Al-Hilal,33,1989,6.9,1,0,0,10,2,0,16,13,4,,,0,Matches
