rk,player,nation,pos,squad,age,born,mp,starts,min,90s,ga,ga90,sota,saves,save,w,d,l,cs,cs_perf,pkatt,pka,pksv,pkm,save_penalt,matches
1,Anthoni,br BRA,GK,Internacional,23-278,2002,17,16,1485,16.5,26,1.58,54,30,53.7,3,6,7,3,18.8,1,1,0,0,0.0,Matches
2,Léo Aragão,br BRA,GK,Cruzeiro,23-192,2002,3,2,244,2.7,1,0.37,9,8,88.9,2,0,0,2,100.0,0,0,0,0,,Matches
3,Lucas Arcanjo,br BRA,GK,Vitória,27-081,1998,29,29,2545,28.3,41,1.45,144,103,74.3,7,10,12,7,24.1,4,4,0,0,0.0,Matches
4,Gabriel Brazão,br BRA,GK,Santos,25-023,2000,29,29,2587,28.7,42,1.46,129,88,71.3,8,8,13,6,20.7,5,5,0,0,0.0,Matches
5,Brenno,br BRA,GK,Fortaleza,26-210,1999,6,6,540,6.0,7,1.17,23,15,69.6,2,0,4,1,16.7,1,0,1,0,100.0,Matches
6,Ruan Carneiro,br BRA,GK,Juventude,35-214,1990,3,3,270,3.0,4,1.33,12,8,75.0,2,0,1,1,33.3,1,1,0,0,0.0,Matches
7,Cássio,br BRA,GK,Cruzeiro,38-144,1987,28,28,2456,27.3,20,0.73,104,83,80.8,14,9,5,12,42.9,1,0,1,0,100.0,Matches
8,Gabriel Chapecó,br BRA,GK,Grêmio,25-213,2000,5,5,450,5.0,7,1.40,27,20,77.8,2,1,2,1,20.0,1,1,0,0,0.0,Matches
9,Gabriel Delfim,br BRA,GK,Atlético Mineiro,23-110,2002,2,2,180,2.0,2,1.00,7,5,71.4,0,1,1,1,50.0,0,0,0,0,,Matches
10,Diogenes,br BRA,GK,Santos,24-295,2001,1,0,23,0.3,0,0.00,3,3,100.0,0,0,0,0,,0,0,0,0,,Matches
11,Matheus Donelli,br BRA,GK,Corinthians,23-164,2002,5,5,450,5.0,6,1.20,19,13,73.7,2,1,2,1,20.0,1,1,0,0,0.0,Matches
12,Éverson,br BRA,GK,Atlético Mineiro,35-098,1990,27,27,2430,27.0,30,1.11,108,79,75.0,9,8,10,9,33.3,3,3,0,0,0.0,Matches
13,Fábio,br BRA,GK,Fluminense,45-028,1980,29,29,2610,29.0,35,1.21,99,64,64.6,13,5,11,10,34.5,1,0,1,0,100.0,Matches
14,Marcos Felipe,br BRA,GK,Bahia,29-198,1996,11,10,972,10.8,9,0.83,37,28,81.1,7,1,2,4,40.0,2,2,0,0,0.0,Matches
15,Bruno Ferreira,br BRA,GK,Ceará,31-226,1994,22,22,1953,21.7,21,0.97,77,56,74.0,7,6,9,6,27.3,1,1,0,0,0.0,Matches
16,Caíque França,br BRA,GK,Sport Recife,30-147,1995,12,12,1080,12.0,20,1.67,59,40,71.2,0,4,8,2,16.7,4,3,0,1,0.0,Matches
17,Daniel Fuzato,br BRA,GK,Vasco da Gama,28-116,1997,2,1,92,1.0,4,3.91,6,2,33.3,0,0,1,0,0.0,0,0,0,0,,Matches
18,Gabriel,br BRA,GK,Vitória,33-031,1992,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
19,Gabriel,br BRA,GK,Sport Recife,33-031,1992,17,17,1530,17.0,26,1.53,94,68,75.5,2,7,8,3,17.6,3,3,0,0,0.0,Matches
20,Gustavo,br BRA,GK,Juventude,32-232,1993,10,10,855,9.5,22,2.32,56,33,64.3,2,2,6,1,10.0,3,2,1,0,33.3,Matches
21,Ivan,br BRA,GK,Internacional,28-118,1997,3,3,270,3.0,2,0.67,16,13,87.5,1,0,2,1,33.3,1,0,1,0,100.0,Matches
22,Jandrei,br BRA,GK,Juventude,32-241,1993,12,12,1080,12.0,20,1.67,51,31,64.7,2,3,7,3,25.0,2,2,0,0,0.0,Matches
23,Léo Jardim,br BRA,GK,Vasco da Gama,30-222,1995,29,29,2605,28.9,37,1.28,114,80,69.3,12,6,11,7,24.1,2,2,0,0,0.0,Matches
24,John,br BRA,GK,Botafogo (RJ),29-257,1996,17,17,1530,17.0,11,0.65,59,47,81.4,7,5,5,9,52.9,0,0,0,0,,Matches
25,Helton Leite,br BRA,GK,Fortaleza,34-360,1990,4,4,360,4.0,9,2.25,22,13,68.2,0,0,4,0,0.0,2,2,0,0,0.0,Matches
