rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Abner,br BRA,DF,Juventude,21-192,2004,14.2,18,10,12,4,2,10,28,18,23,13,10,18,36,93,1,Matches
2,Nicolás Acevedo,uy URU,MF,Bahia,26-197,1999,13.2,39,26,14,17,8,16,43,27,20,5,15,21,60,18,0,Matches
3,Luciano Acosta,ar ARG,"MF,FW",Fluminense,31-150,1994,7.4,10,8,2,5,3,6,14,8,11,0,11,0,10,4,0,Matches
4,Adson,br BRA,"FW,MF",Vasco da Gama,25-022,2000,2.3,6,4,4,1,1,0,0,0,2,0,2,0,6,5,0,Matches
5,Braian Aguirre,ar ARG,DF,Internacional,25-092,2000,23.4,58,36,25,25,8,38,58,20,25,9,16,29,87,86,2,Matches
6,Carlos Alberto,br BRA,"FW,MF",Sport Recife,23-197,2002,3.7,4,3,2,1,1,2,4,2,2,0,2,9,13,7,0,Matches
7,Yuri Alberto,br BRA,FW,Corinthians,24-224,2001,16.4,6,3,0,2,4,4,9,5,2,0,2,3,9,9,0,Matches
8,José Aldo,br BRA,MF,Mirassol,27-095,1998,11.9,26,18,16,8,2,14,22,8,14,1,13,20,46,25,0,Matches
9,Alesson,br BRA,FW,Mirassol,26-254,1999,11.0,20,11,4,12,4,10,31,21,20,0,20,4,24,9,0,Matches
10,Caio Alexandre,br BRA,MF,Bahia,26-246,1999,13.1,25,13,10,14,1,13,36,23,15,6,9,10,35,21,1,Matches
11,Matheus Alexandre,br BRA,DF,Sport Recife,26-204,1999,14.4,37,25,17,14,6,20,31,11,15,5,10,25,62,44,0,Matches
12,Alexsander,br BRA,MF,Atlético Mineiro,22-020,2003,4.0,13,10,5,5,3,7,11,4,4,0,4,6,19,1,0,Matches
13,Alisson,br BRA,MF,São Paulo,32-125,1993,19.2,25,15,9,15,1,18,42,24,16,7,9,12,37,27,2,Matches
14,Allan,br BRA,MF,Flamengo,28-239,1997,7.6,6,4,2,4,0,2,2,0,8,4,4,9,15,9,0,Matches
15,Allan,br BRA,"MF,FW",Palmeiras,21-192,2004,6.3,20,15,12,6,2,12,26,14,7,3,4,8,28,15,1,Matches
16,Allan,br BRA,"MF,FW",Botafogo (RJ),34-293,1991,8.2,24,16,14,9,1,15,28,13,14,2,12,4,28,18,0,Matches
17,Allanzinho,br BRA,"MF,FW",Fortaleza,25-207,2000,2.8,3,2,2,1,0,1,1,0,4,1,3,2,5,2,0,Matches
18,Júnior Alonso,py PAR,DF,Atlético Mineiro,32-261,1993,22.6,28,16,16,10,2,17,25,8,15,11,4,28,56,107,0,Matches
19,Matheus Alves,br BRA,"MF,FW",São Paulo,20-237,2005,4.1,9,4,6,3,0,4,7,3,2,0,2,3,12,3,0,Matches
20,Francis Amuzu,be BEL,FW,Grêmio,26-066,1999,7.9,7,5,4,1,2,2,2,0,3,0,3,0,7,3,0,Matches
21,Felipe Anderson,br BRA,"MF,FW",Palmeiras,32-196,1993,15.8,45,27,24,15,6,27,52,25,26,1,25,15,60,19,1,Matches
22,Kervin Andrade,ve VEN,"FW,MF",Fortaleza,20-198,2005,1.8,4,4,2,1,1,1,1,0,2,0,2,1,5,0,0,Matches
23,André,br BRA,"MF,FW",Corinthians,19-130,2006,1.4,7,6,2,4,1,2,4,2,1,0,1,0,7,0,0,Matches
24,José Andrés Martínez,ve VEN,MF,Corinthians,31-082,1994,13.0,23,18,9,10,4,18,33,15,9,2,7,12,35,17,2,Matches
25,Wilker Ángel,ve VEN,DF,Juventude,32-224,1993,13.7,10,5,5,4,1,6,9,3,34,32,2,10,20,97,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Fabrizio Angileri,ar ARG,DF,Corinthians,31-227,1994,13.8,30,21,22,6,2,18,28,10,18,8,10,9,39,61,0,Matches
27,Anthoni,br BRA,GK,Internacional,23-278,2002,16.5,1,1,1,0,0,1,3,2,0,0,0,0,1,11,4,Matches
28,Marcos Antônio,br BRA,MF,São Paulo,25-137,2000,16.8,14,9,8,6,0,8,24,16,16,6,10,7,21,25,0,Matches
29,Léo Aragão,br BRA,GK,Cruzeiro,23-192,2002,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
30,Guilherme Arana,br BRA,DF,Atlético Mineiro,28-197,1997,12.0,15,10,7,8,0,6,12,6,14,6,8,10,25,23,0,Matches
31,Willian Arão,br BRA,MF,Santos,32-329,1992,1.0,4,4,2,1,1,1,1,0,0,0,0,3,7,4,0,Matches
32,Luiz Araújo,br BRA,"FW,MF",Flamengo,29-148,1996,15.5,43,31,12,24,7,17,29,12,15,0,15,7,50,11,0,Matches
33,Matheus Araújo,br BRA,"MF,FW",Ceará,23-159,2002,3.0,3,1,1,2,0,0,2,2,3,0,3,0,3,1,0,Matches
34,Michel Araujo,uy URU,"MF,FW",Bahia,29-030,1996,7.5,25,16,9,12,4,14,26,12,4,1,3,5,30,16,1,Matches
35,Alexander Aravena,cl CHI,"FW,MF",Grêmio,23-052,2002,5.8,7,4,3,3,1,2,4,2,6,1,5,0,7,5,0,Matches
36,Robert Arboleda,ec ECU,DF,São Paulo,34-006,1991,18.2,28,19,21,7,0,14,20,6,36,24,12,17,45,116,0,Matches
37,Lucas Arcanjo,br BRA,GK,Vitória,27-081,1998,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,Matches
38,Matias Arezo,uy URU,FW,Grêmio,22-341,2002,3.0,2,1,1,0,1,0,2,2,4,1,3,0,2,2,0,Matches
39,Jhon Arias,co COL,FW,Fluminense,28-037,1997,12.0,13,10,3,3,7,7,16,9,17,0,17,4,17,2,0,Matches
40,Santiago Arias,co COL,DF,Bahia,33-288,1992,9.8,14,10,7,7,0,9,15,6,6,3,3,13,27,32,1,Matches
41,Keny Arroyo,ec ECU,FW,Cruzeiro,19-256,2006,3.2,2,2,1,0,1,1,4,3,4,1,3,2,4,1,0,Matches
42,Arthur,br BRA,FW,Sport Recife,22-230,2003,2.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Matches
43,Artur,br BRA,"FW,MF",Botafogo (RJ),27-255,1998,15.4,11,9,3,4,4,5,16,11,9,0,9,7,18,9,0,Matches
44,Rodrigo Atencio,ar ARG,"MF,FW",Sport Recife,23-120,2002,6.0,8,3,5,2,1,5,12,7,2,0,2,4,12,3,1,Matches
45,Loide Augusto,ao ANG,"FW,MF",Vasco da Gama,25-244,2000,2.1,2,2,1,1,0,0,0,0,2,0,2,1,3,1,0,Matches
46,Leo Augusto Pereira,br BRA,"FW,MF",Vitória,25-121,2000,1.8,3,3,0,3,0,1,3,2,0,0,0,1,4,0,0,Matches
47,Leo Augusto Pereira,br BRA,FW,Sport Recife,25-121,2000,6.0,12,9,4,6,2,4,9,5,2,0,2,2,14,6,0,Matches
48,Renato Augusto,br BRA,"MF,FW",Fluminense,37-262,1988,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
49,Gastón Ávila,ar ARG,DF,Fortaleza,24-028,2001,16.8,51,34,28,20,3,36,58,22,14,10,4,19,70,69,0,Matches
50,Aylon,br BRA,"FW,MF",Ceará,33-204,1992,7.5,16,10,5,10,1,9,20,11,14,1,13,2,18,7,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
51,Matheus Babi,br BRA,FW,Juventude,28-102,1997,4.6,5,2,1,4,0,0,4,4,5,0,5,1,6,5,0,Matches
52,Bahia,br BRA,MF,Corinthians,19-299,2006,0.5,3,2,1,2,0,2,2,0,2,0,2,2,5,1,0,Matches
53,Gabriel Bahia,br BRA,DF,Botafogo (RJ),26-338,1998,1.6,4,2,2,2,0,4,4,0,2,2,0,2,6,10,1,Matches
54,Matheus Bahia,br BRA,DF,Ceará,26-078,1999,19.5,36,20,23,9,4,15,30,15,13,5,8,15,51,69,0,Matches
55,Fabián Balbuena,py PAR,DF,Grêmio,34-066,1991,2.5,3,2,3,0,0,1,3,2,0,0,0,4,7,24,0,Matches
56,Gabriel Baralhas,br BRA,MF,Vitória,27-018,1998,19.5,42,29,16,22,4,21,37,16,34,9,25,28,70,43,0,Matches
57,Danilo Barbosa,br BRA,"DF,MF",Botafogo (RJ),29-242,1996,0.4,1,1,1,0,0,1,1,0,1,1,0,1,2,2,0,Matches
58,Diogo Barbosa,br BRA,DF,Fortaleza,33-072,1992,8.7,19,10,11,8,0,12,25,13,9,1,8,5,24,38,0,Matches
59,Gabriel Barbosa,br BRA,"FW,MF",Cruzeiro,29-059,1996,8.6,6,2,2,2,2,1,4,3,7,0,7,0,6,1,0,Matches
60,Lucas Barbosa,br BRA,"FW,MF",RB Bragantino,24-248,2001,18.6,34,24,12,13,9,11,27,16,44,5,39,15,49,40,0,Matches
61,Alexander Barboza,ar ARG,DF,Botafogo (RJ),30-226,1995,18.9,38,29,30,7,1,25,36,11,22,10,12,20,58,128,2,Matches
62,Adam Bareiro,py PAR,FW,Fortaleza,29-094,1996,3.5,4,4,1,3,0,1,3,2,3,1,2,0,4,2,0,Matches
63,Chrystian Barletta,br BRA,"FW,MF",Sport Recife,24-115,2001,15.3,13,5,1,7,5,5,18,13,15,1,14,10,23,11,0,Matches
64,Álvaro Barreal,ar ARG,"FW,MF",Santos,25-072,2000,18.5,30,15,8,15,7,16,44,28,36,5,31,22,52,20,1,Matches
65,Jordan Barrera,co COL,FW,Botafogo (RJ),19-200,2006,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,Matches
66,Cauan Barros,br BRA,MF,Vasco da Gama,21-175,2004,8.8,19,14,7,10,2,12,22,10,13,5,8,12,31,44,1,Matches
67,Enmerson Batalla,co COL,"FW,MF",Juventude,24-120,2001,14.6,22,16,7,11,4,8,20,12,8,2,6,2,24,6,1,Matches
68,Paulo Baya,br BRA,FW,Ceará,26-094,1999,3.3,3,2,1,1,1,2,6,4,3,0,3,0,3,0,1,Matches
69,Paulo Baya,br BRA,"MF,FW",Fluminense,26-094,1999,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Matches
70,José Luis Rodríguez Bebanz,uy URU,DF,Vasco da Gama,28-228,1997,13.2,18,10,8,7,3,11,16,5,13,5,8,9,27,46,0,Matches
71,Erick Belé,br BRA,MF,Palmeiras,18-280,2007,0.1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,Matches
72,Luis Benedetti,br BRA,DF,Palmeiras,19-143,2006,2.0,2,1,2,0,0,2,2,0,1,1,0,2,4,8,0,Matches
73,Alan Benítez,py PAR,"DF,FW",Internacional,31-276,1994,6.1,11,4,6,5,0,8,15,7,6,1,5,2,13,24,0,Matches
74,Alexandro Bernabei,ar ARG,DF,Internacional,25-034,2000,20.7,60,35,25,23,12,33,71,38,26,5,21,32,92,47,1,Matches
75,Facundo Bernal,uy URU,MF,Fluminense,22-068,2003,10.1,25,18,7,14,4,17,28,11,11,3,8,8,33,15,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
76,Bernard,br BRA,"MF,FW",Atlético Mineiro,33-050,1992,7.3,18,11,5,9,4,10,16,6,3,0,3,5,23,3,0,Matches
77,Matheus Bianqui,br BRA,"MF,FW",Mirassol,27-270,1998,1.6,6,6,0,5,1,2,2,0,3,0,3,0,6,7,0,Matches
78,Matheus Bidu,br BRA,DF,Corinthians,26-177,1999,16.4,30,22,16,9,5,16,25,9,19,3,16,18,48,37,1,Matches
79,Biel,br BRA,"FW,MF",Atlético Mineiro,24-210,2001,5.5,6,2,1,2,3,4,8,4,3,0,3,4,10,2,1,Matches
80,Rafael Bilu,br BRA,"MF,FW",Juventude,26-190,1999,4.3,4,3,1,2,1,2,7,5,4,0,4,0,4,8,0,Matches
81,Damián Bobadilla,py PAR,MF,São Paulo,24-109,2001,17.7,40,27,8,22,10,13,31,18,20,4,16,11,51,19,0,Matches
82,Yannick Bolasie,cd COD,"FW,MF",Cruzeiro,36-157,1989,1.6,4,1,2,1,1,3,4,1,1,0,1,1,5,8,0,Matches
83,Gabriel Bontempo,br BRA,"MF,FW",Santos,20-285,2005,10.2,27,14,16,9,2,10,23,13,10,1,9,19,46,14,0,Matches
84,Thiago Borbas,uy URU,"FW,MF",RB Bragantino,23-204,2002,6.2,8,5,3,3,2,5,11,6,9,1,8,2,10,8,0,Matches
85,Daniel Borges,br BRA,DF,Mirassol,32-219,1993,8.5,11,6,7,3,1,5,14,9,11,3,8,9,20,30,1,Matches
86,Marllon Borges,br BRA,DF,Ceará,33-195,1992,22.0,24,10,17,6,1,9,18,9,18,17,1,11,35,141,2,Matches
87,Pedro Borges,br BRA,MF,Fortaleza,28-239,1997,0.4,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Matches
88,Pedro Borges,br BRA,MF,Sport Recife,28-239,1997,3.9,13,7,4,9,0,6,10,4,5,2,3,5,18,11,0,Matches
89,Rafael Borré,co COL,FW,Internacional,30-043,1995,15.0,24,16,4,8,12,4,17,13,11,1,10,4,28,10,0,Matches
90,Lucas Braga,br BRA,"FW,DF",Vitória,28-352,1996,9.6,18,11,9,8,1,6,11,5,14,1,13,4,22,11,0,Matches
91,Bilal Brahimi,dz ALG,FW,Santos,25-228,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
92,Martin Braithwaite,dk DEN,FW,Grêmio,34-145,1991,16.2,9,5,3,3,3,4,7,3,5,1,4,3,12,10,0,Matches
93,Gabriel Brazão,br BRA,GK,Santos,25-023,2000,28.7,1,1,1,0,0,1,2,1,0,0,0,1,2,23,3,Matches
94,Brenno,br BRA,GK,Fortaleza,26-210,1999,6.0,1,0,1,0,0,1,1,0,0,0,0,0,1,7,0,Matches
95,Breno,br BRA,"FW,MF",Fortaleza,29-277,1996,17.7,10,8,6,3,1,3,9,6,10,0,10,3,13,5,0,Matches
96,Breno,br BRA,MF,Corinthians,20-250,2005,23.4,47,29,17,24,6,20,48,28,31,5,26,17,64,22,0,Matches
97,Emanuel Brítez,ar ARG,DF,Fortaleza,33-216,1992,11.7,19,12,13,5,1,12,18,6,8,5,3,10,29,54,0,Matches
98,Bruninho,br BRA,MF,Fortaleza,20-139,2005,0.8,2,2,0,1,1,2,3,1,5,1,4,2,4,0,0,Matches
99,Fabrício Bruno,br BRA,DF,Cruzeiro,29-258,1996,26.8,40,31,24,14,2,23,32,9,39,23,16,16,56,188,1,Matches
100,Gustavo Caballero,py PAR,"FW,DF",Santos,24-037,2001,3.4,6,5,3,1,2,4,5,1,2,1,1,7,13,4,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
101,Arthur Cabral,br BRA,FW,Botafogo (RJ),27-186,1998,11.4,11,4,1,6,4,3,4,1,5,1,4,0,11,14,0,Matches
102,Cacá,br BRA,DF,Corinthians,26-186,1999,14.9,24,20,14,9,1,20,25,5,15,9,6,9,33,59,0,Matches
103,Raúl Cáceres,py PAR,DF,Vitória,34-040,1991,14.0,24,16,18,4,2,15,30,15,10,3,7,7,31,74,0,Matches
104,Calebe,br BRA,MF,Fortaleza,25-181,2000,2.5,4,2,0,2,2,1,3,2,3,1,2,2,6,2,0,Matches
105,Jonathan Calleri,ar ARG,FW,São Paulo,32-035,1993,1.3,2,1,0,1,1,0,0,0,0,0,0,0,2,0,0,Matches
106,Camilo,br BRA,"MF,DF",Grêmio,26-247,1999,7.8,22,11,11,9,2,9,18,9,10,3,7,16,38,31,0,Matches
107,Camutanga,br BRA,DF,Vitória,32-031,1993,7.8,7,5,5,2,0,4,4,0,3,1,2,4,11,48,0,Matches
108,Luan Cândido,br BRA,DF,Sport Recife,24-268,2001,7.6,9,4,2,5,2,5,10,5,17,8,9,11,20,35,0,Matches
109,Germán Cano,ar ARG,FW,Fluminense,37-268,1988,16.4,6,4,1,5,0,2,9,7,6,1,5,2,8,8,1,Matches
110,Agustín Canobbio,uy URU,"FW,MF",Fluminense,27-027,1998,15.9,40,22,18,21,1,18,41,23,17,3,14,9,49,17,1,Matches
111,Aitor Cantalapiedra,es ESP,"MF,FW",Vitória,29-260,1996,8.3,6,5,1,3,2,1,2,1,7,1,6,2,8,8,0,Matches
112,Juninho Capixaba,br BRA,DF,RB Bragantino,28-114,1997,15.3,38,28,18,15,5,15,33,18,26,7,19,18,56,66,2,Matches
113,Johan Carbonero,co COL,"FW,MF",Internacional,26-100,1999,12.5,11,6,1,7,3,5,10,5,11,1,10,1,12,4,0,Matches
114,Felipe Cardoso,br BRA,FW,Vitória,22-238,2003,0.9,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,Matches
115,Edson Carioca,br BRA,FW,Mirassol,28-116,1997,13.0,27,17,8,15,4,6,18,12,20,2,18,5,32,10,0,Matches
116,Igor Cariús,br BRA,DF,Sport Recife,32-180,1993,14.9,38,25,23,13,2,22,35,13,18,2,16,21,59,65,0,Matches
117,Carlinhos,br BRA,FW,Vitória,28-258,1997,1.8,3,1,0,0,3,0,0,0,0,0,0,1,4,3,0,Matches
118,Antonio Carlos,br BRA,DF,Sport Recife,32-235,1993,3.0,3,2,3,0,0,0,3,3,0,0,0,1,4,21,0,Matches
119,Jean Carlos Vicente,br BRA,"MF,FW",Juventude,33-255,1992,2.3,3,3,1,2,0,1,3,2,3,1,2,0,3,1,0,Matches
120,Ruan Carneiro,br BRA,GK,Juventude,35-214,1990,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
121,Jorge Carrascal,co COL,"FW,MF",Flamengo,27-156,1998,4.4,17,7,3,5,9,7,13,6,4,0,4,2,19,4,0,Matches
122,André Carrillo,pe PER,MF,Corinthians,34-136,1991,10.9,14,9,11,2,1,3,17,14,9,2,7,9,23,10,1,Matches
123,Gabriel Carvalho,br BRA,FW,Internacional,18-072,2007,0.8,2,1,0,2,0,1,1,0,1,1,0,0,2,1,0,Matches
124,Cássio,br BRA,GK,Cruzeiro,38-144,1987,27.3,0,0,0,0,0,0,2,2,0,0,0,0,0,6,2,Matches
125,Iury de Castilho,br BRA,FW,Mirassol,30-052,1995,5.5,7,7,2,5,0,0,4,4,3,0,3,2,9,4,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
126,Caue,br BRA,DF,RB Bragantino,18-319,2006,0.5,2,2,2,0,0,1,2,1,0,0,0,1,3,1,0,Matches
127,Murilo Cerqueira,br BRA,DF,Palmeiras,28-215,1997,12.9,20,12,5,14,1,9,19,10,20,8,12,13,33,53,1,Matches
128,Julio Cesar,br BRA,DF,Fluminense,18-356,2006,2.0,3,2,2,1,0,2,2,0,0,0,0,4,7,5,0,Matches
129,Kayky Chagas,br BRA,"FW,MF",Bahia,22-139,2003,9.4,21,9,11,7,3,6,17,11,12,1,11,5,26,5,0,Matches
130,Gabriel Chapecó,br BRA,GK,Grêmio,25-213,2000,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Matches
131,Chico,br BRA,"MF,FW",Mirassol,34-164,1991,3.1,10,7,1,6,3,4,11,7,3,0,3,5,15,1,0,Matches
132,Chico,br BRA,DF,Sport Recife,27-044,1998,11.8,19,11,12,7,0,14,20,6,13,10,3,12,31,93,2,Matches
133,Christian,br BRA,FW,Cruzeiro,24-313,2000,20.9,30,14,7,18,5,16,27,11,21,2,19,17,47,18,0,Matches
134,Cipriano,br BRA,DF,Juventude,22-354,2002,2.1,2,1,1,1,0,1,3,2,3,1,2,4,6,8,0,Matches
135,Claudinho,br BRA,DF,Vitória,25-034,2000,10.0,21,10,14,7,0,14,25,11,13,5,8,10,31,26,1,Matches
136,Clayson,br BRA,FW,Mirassol,30-223,1995,2.8,2,1,1,1,0,1,5,4,3,0,3,1,3,0,0,Matches
137,Clayton,br BRA,DF,Internacional,25-207,2000,7.6,9,5,5,4,0,3,6,3,15,10,5,10,19,41,1,Matches
138,Cleiton,br BRA,DF,Flamengo,22-186,2003,0.9,3,2,1,2,0,1,1,0,2,2,0,2,5,7,0,Matches
139,Mateus Cocão,br BRA,MF,Vasco da Gama,23-224,2002,5.4,16,8,7,9,0,8,16,8,1,1,0,8,24,11,2,Matches
140,Igor Coronado,br BRA,MF,Corinthians,33-071,1992,3.8,7,1,1,3,3,4,8,4,3,1,2,2,9,2,0,Matches
141,Joaquín Correa,ar ARG,"MF,FW",Botafogo (RJ),31-076,1994,7.2,9,6,1,7,1,3,13,10,4,0,4,0,9,0,0,Matches
142,Francisco da Costa,br BRA,FW,Mirassol,30-176,1995,9.7,2,1,0,1,1,0,3,3,3,2,1,1,3,10,0,Matches
143,Philippe Coutinho,br BRA,MF,Vasco da Gama,33-138,1992,21.0,18,7,6,7,5,9,20,11,12,2,10,7,25,6,0,Matches
144,Lucas Crispim,br BRA,MF,Fortaleza,31-131,1994,2.4,1,0,0,0,1,1,1,0,3,0,3,0,1,1,0,Matches
145,Franco Cristaldo,ar ARG,"MF,FW",Grêmio,29-074,1996,10.4,16,10,5,7,4,9,20,11,9,2,7,2,18,12,1,Matches
146,Gustavo Cuellar,co COL,MF,Grêmio,33-014,1992,6.3,22,14,12,7,3,10,22,12,7,0,7,7,29,13,2,Matches
147,Tomás Cuello,ar ARG,"FW,MF",Atlético Mineiro,25-237,2000,13.2,25,15,8,9,8,9,16,7,5,2,3,7,32,7,0,Matches
148,Carlos Cuesta,co COL,DF,Vasco da Gama,26-233,1999,6.3,11,7,10,1,0,6,8,2,4,3,1,11,22,38,1,Matches
149,Cuiabano,br BRA,"DF,MF",Botafogo (RJ),22-254,2003,13.1,22,17,12,7,3,9,18,9,17,4,13,17,39,26,1,Matches
150,Jair Cunha,br BRA,DF,Botafogo (RJ),20-235,2005,11.0,14,11,10,4,0,8,12,4,9,6,3,11,25,63,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Lucas Cunha,br BRA,DF,Sport Recife,28-278,1997,4.8,5,2,3,2,0,5,10,5,6,5,1,7,12,20,0,Matches
152,Danielzinho,br BRA,MF,Mirassol,30-358,1994,28.7,51,35,21,27,3,15,30,15,25,11,14,20,71,46,3,Matches
153,Danilo,br BRA,DF,Flamengo,34-105,1991,9.2,8,7,5,3,0,4,9,5,6,3,3,9,17,36,0,Matches
154,Danilo,br BRA,"MF,FW",Botafogo (RJ),24-182,2001,5.1,13,6,7,3,3,7,18,11,8,2,6,3,16,2,0,Matches
155,David,br BRA,FW,Vasco da Gama,30-011,1995,6.7,7,4,2,2,3,4,7,3,5,0,5,3,10,5,0,Matches
156,Matheus Davó,br BRA,"FW,MF",Mirassol,26-073,1999,0.4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Matches
157,Giorgian De Arrascaeta,uy URU,"MF,FW",Flamengo,31-149,1994,22.0,32,14,9,16,7,10,21,11,10,2,8,5,37,8,0,Matches
158,Nicolás De La Cruz,uy URU,MF,Flamengo,28-149,1997,9.3,16,10,11,5,0,10,17,7,3,2,1,7,23,8,1,Matches
159,Gabriel Delfim,br BRA,GK,Atlético Mineiro,23-110,2002,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Matches
