rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Abner,br BRA,DF,Juventude,21-192,2004,18,13,1281,14.2,0,1,1,0,0,0,3,0,0.2,0.2,0.4,0.5,6,21,1,0.00,0.07,0.07,0.00,0.07,0.01,0.03,0.04,0.01,0.04,Matches
2,Nicolás Acevedo,uy URU,MF,Bahia,26-197,1999,24,12,1185,13.2,0,1,1,0,0,0,4,0,0.3,0.3,1.0,1.3,20,78,10,0.00,0.08,0.08,0.00,0.08,0.02,0.08,0.10,0.02,0.10,Matches
3,Luciano Acosta,ar ARG,"MF,FW",Fluminense,31-150,1994,9,8,662,7.4,2,0,2,2,0,0,2,0,1.7,1.7,1.4,3.0,16,48,32,0.27,0.00,0.27,0.27,0.27,0.23,0.18,0.41,0.23,0.41,Matches
4,Adson,br BRA,"FW,MF",Vasco da Gama,25-022,2000,10,0,210,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,6,12,17,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.15,0.05,0.15,Matches
5,Braian Aguirre,ar ARG,DF,Internacional,25-092,2000,25,24,2103,23.4,1,0,1,1,0,0,4,0,0.5,0.5,1.0,1.5,32,107,126,0.04,0.00,0.04,0.04,0.04,0.02,0.04,0.07,0.02,0.07,Matches
6,Carlos Alberto,br BRA,"FW,MF",Sport Recife,23-197,2002,9,4,330,3.7,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,5,9,20,0.00,0.00,0.00,0.00,0.00,0.14,0.02,0.15,0.14,0.15,Matches
7,Yuri Alberto,br BRA,FW,Corinthians,24-224,2001,20,15,1479,16.4,7,2,9,6,1,2,3,0,8.2,7.0,1.3,8.3,21,18,92,0.43,0.12,0.55,0.37,0.49,0.50,0.08,0.58,0.42,0.50,Matches
8,José Aldo,br BRA,MF,Mirassol,27-095,1998,24,11,1074,11.9,0,1,1,0,0,0,3,0,0.9,0.9,2.0,2.8,12,78,37,0.00,0.08,0.08,0.00,0.08,0.07,0.17,0.24,0.07,0.24,Matches
9,Alesson,br BRA,FW,Mirassol,26-254,1999,18,10,987,11.0,4,5,9,4,0,0,1,0,4.0,4.0,1.9,6.0,34,23,91,0.36,0.46,0.82,0.36,0.82,0.37,0.18,0.54,0.37,0.54,Matches
10,Caio Alexandre,br BRA,MF,Bahia,26-246,1999,16,16,1180,13.1,0,1,1,0,0,0,4,0,0.3,0.3,1.2,1.4,11,91,16,0.00,0.08,0.08,0.00,0.08,0.02,0.09,0.11,0.02,0.11,Matches
11,Matheus Alexandre,br BRA,DF,Sport Recife,26-204,1999,19,14,1292,14.4,0,1,1,0,0,0,6,0,0.4,0.4,0.8,1.2,37,49,58,0.00,0.07,0.07,0.00,0.07,0.03,0.06,0.08,0.03,0.08,Matches
12,Alexsander,br BRA,MF,Atlético Mineiro,22-020,2003,6,3,357,4.0,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.1,10,31,7,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
13,Alisson,br BRA,MF,São Paulo,32-125,1993,24,19,1728,19.2,0,1,1,0,0,0,4,0,1.0,1.0,0.6,1.6,25,109,31,0.00,0.05,0.05,0.00,0.05,0.05,0.03,0.08,0.05,0.08,Matches
14,Allan,br BRA,MF,Flamengo,28-239,1997,13,9,683,7.6,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,7,52,7,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
15,Allan,br BRA,"MF,FW",Palmeiras,21-192,2004,21,4,567,6.3,1,2,3,1,0,0,0,1,0.7,0.7,0.6,1.3,14,17,29,0.16,0.32,0.48,0.16,0.48,0.12,0.09,0.20,0.12,0.20,Matches
16,Allan,br BRA,"MF,FW",Botafogo (RJ),34-293,1991,17,9,736,8.2,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.3,5,45,16,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
17,Allanzinho,br BRA,"MF,FW",Fortaleza,25-207,2000,7,2,248,2.8,0,2,2,0,0,0,1,0,0.3,0.3,1.4,1.7,13,2,24,0.00,0.73,0.73,0.00,0.73,0.11,0.52,0.63,0.11,0.63,Matches
18,Júnior Alonso,py PAR,DF,Atlético Mineiro,32-261,1993,24,24,2038,22.6,0,1,1,0,0,0,4,2,0.4,0.4,0.2,0.6,23,127,16,0.00,0.04,0.04,0.00,0.04,0.02,0.01,0.03,0.02,0.03,Matches
19,Matheus Alves,br BRA,"MF,FW",São Paulo,20-237,2005,8,4,371,4.1,0,1,1,0,0,0,3,0,0.3,0.3,0.7,1.0,10,12,17,0.00,0.24,0.24,0.00,0.24,0.08,0.17,0.25,0.08,0.25,Matches
20,Francis Amuzu,be BEL,FW,Grêmio,26-066,1999,16,7,708,7.9,2,2,4,2,0,0,2,0,1.3,1.3,1.8,3.1,31,17,58,0.25,0.25,0.51,0.25,0.51,0.16,0.23,0.39,0.16,0.39,Matches
21,Felipe Anderson,br BRA,"MF,FW",Palmeiras,32-196,1993,24,20,1419,15.8,3,2,5,3,0,0,0,0,1.8,1.8,1.5,3.3,44,82,88,0.19,0.13,0.32,0.19,0.32,0.11,0.10,0.21,0.11,0.21,Matches
22,Kervin Andrade,ve VEN,"FW,MF",Fortaleza,20-198,2005,7,1,163,1.8,0,1,1,0,0,0,3,0,0.3,0.3,0.4,0.8,9,10,20,0.00,0.55,0.55,0.00,0.55,0.19,0.23,0.42,0.19,0.42,Matches
23,André,br BRA,"MF,FW",Corinthians,19-130,2006,4,0,128,1.4,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,1,3,2,0.70,0.00,0.70,0.70,0.70,0.26,0.00,0.26,0.26,0.26,Matches
24,José Andrés Martínez,ve VEN,MF,Corinthians,31-082,1994,19,14,1171,13.0,0,1,1,0,0,0,9,0,0.4,0.4,0.9,1.3,16,57,50,0.00,0.08,0.08,0.00,0.08,0.03,0.07,0.10,0.03,0.10,Matches
25,Wilker Ángel,ve VEN,DF,Juventude,32-224,1993,15,13,1236,13.7,1,0,1,1,0,0,4,0,0.5,0.5,0.0,0.5,2,23,0,0.07,0.00,0.07,0.07,0.07,0.04,0.00,0.04,0.04,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,Fabrizio Angileri,ar ARG,DF,Corinthians,31-227,1994,22,13,1241,13.8,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.7,28,60,54,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
27,Anthoni,br BRA,GK,Internacional,23-278,2002,17,16,1485,16.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
28,Marcos Antônio,br BRA,MF,São Paulo,25-137,2000,22,19,1512,16.8,0,3,3,0,0,0,4,0,0.4,0.4,2.5,2.8,26,96,81,0.00,0.18,0.18,0.00,0.18,0.02,0.15,0.17,0.02,0.17,Matches
29,Léo Aragão,br BRA,GK,Cruzeiro,23-192,2002,3,2,244,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
30,Guilherme Arana,br BRA,DF,Atlético Mineiro,28-197,1997,17,13,1080,12.0,1,1,2,1,0,0,6,0,1.1,1.1,1.5,2.5,37,72,97,0.08,0.08,0.17,0.08,0.17,0.09,0.12,0.21,0.09,0.21,Matches
31,Willian Arão,br BRA,MF,Santos,32-329,1992,4,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
32,Luiz Araújo,br BRA,"FW,MF",Flamengo,29-148,1996,27,12,1394,15.5,6,2,8,6,0,0,2,0,3.2,3.2,3.4,6.6,28,77,113,0.39,0.13,0.52,0.39,0.52,0.21,0.22,0.43,0.21,0.43,Matches
33,Matheus Araújo,br BRA,"MF,FW",Ceará,23-159,2002,10,2,269,3.0,1,1,2,1,0,0,0,0,0.5,0.5,0.6,1.2,7,15,18,0.33,0.33,0.67,0.33,0.67,0.17,0.22,0.39,0.17,0.39,Matches
34,Michel Araujo,uy URU,"MF,FW",Bahia,29-030,1996,20,6,675,7.5,4,1,5,4,0,0,1,0,1.1,1.1,0.5,1.6,23,34,36,0.53,0.13,0.67,0.53,0.67,0.15,0.06,0.21,0.15,0.21,Matches
35,Alexander Aravena,cl CHI,"FW,MF",Grêmio,23-052,2002,19,3,521,5.8,3,0,3,3,0,0,1,0,3.2,3.2,0.8,4.0,16,10,29,0.52,0.00,0.52,0.52,0.52,0.55,0.14,0.69,0.55,0.69,Matches
36,Robert Arboleda,ec ECU,DF,São Paulo,34-006,1991,19,18,1639,18.2,3,0,3,3,0,0,4,0,1.6,1.6,0.0,1.6,1,15,1,0.16,0.00,0.16,0.16,0.16,0.09,0.00,0.09,0.09,0.09,Matches
37,Lucas Arcanjo,br BRA,GK,Vitória,27-081,1998,29,29,2545,28.3,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
38,Matias Arezo,uy URU,FW,Grêmio,22-341,2002,8,3,268,3.0,1,1,2,1,0,0,1,0,0.9,0.9,0.8,1.7,4,5,17,0.34,0.34,0.67,0.34,0.67,0.32,0.26,0.58,0.32,0.58,Matches
