rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,fk,pk,pkatt,xg,npxg,npxg_sh,g_xg,np_g_xg,matches
1,Abner,br BRA,DF,Juventude,21-192,2004,14.2,0,2,0,0.0,0.14,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
2,Nicolás Acevedo,uy URU,MF,Bahia,26-197,1999,13.2,0,10,5,50.0,0.76,0.38,0.00,0.00,26.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
3,Luciano Acosta,ar ARG,"MF,FW",Fluminense,31-150,1994,7.4,2,12,4,33.3,1.63,0.54,0.17,0.50,16.7,0,0,0,1.7,1.7,0.14,+0.3,+0.3,Matches
4,Adson,br BRA,"FW,MF",Vasco da Gama,25-022,2000,2.3,0,3,2,66.7,1.29,0.86,0.00,0.00,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
5,Braian Aguirre,ar ARG,DF,Internacional,25-092,2000,23.4,1,16,4,25.0,0.68,0.17,0.06,0.25,28.0,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
6,Carlos Alberto,br BRA,"FW,MF",Sport Recife,23-197,2002,3.7,0,3,2,66.7,0.82,0.55,0.00,0.00,17.9,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
7,Yuri Alberto,br BRA,FW,Corinthians,24-224,2001,16.4,7,51,16,31.4,3.10,0.97,0.12,0.38,15.5,0,1,2,8.2,7.0,0.14,-1.2,-1.0,Matches
8,José Aldo,br BRA,MF,Mirassol,27-095,1998,11.9,0,17,7,41.2,1.42,0.59,0.00,0.00,21.5,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
9,Alesson,br BRA,FW,Mirassol,26-254,1999,11.0,4,17,7,41.2,1.55,0.64,0.24,0.57,11.0,0,0,0,4.0,4.0,0.24,0.0,0.0,Matches
10,Caio Alexandre,br BRA,MF,Bahia,26-246,1999,13.1,0,7,1,14.3,0.53,0.08,0.00,0.00,27.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
11,Matheus Alexandre,br BRA,DF,Sport Recife,26-204,1999,14.4,0,7,1,14.3,0.49,0.07,0.00,0.00,20.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
12,Alexsander,br BRA,MF,Atlético Mineiro,22-020,2003,4.0,0,2,1,50.0,0.50,0.25,0.00,0.00,19.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
13,Alisson,br BRA,MF,São Paulo,32-125,1993,19.2,0,16,7,43.8,0.83,0.36,0.00,0.00,22.8,2,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
14,Allan,br BRA,MF,Flamengo,28-239,1997,7.6,0,6,2,33.3,0.79,0.26,0.00,0.00,30.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
15,Allan,br BRA,"MF,FW",Palmeiras,21-192,2004,6.3,1,13,4,30.8,2.06,0.63,0.08,0.25,16.0,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
16,Allan,br BRA,"MF,FW",Botafogo (RJ),34-293,1991,8.2,0,3,1,33.3,0.37,0.12,0.00,0.00,19.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
17,Allanzinho,br BRA,"MF,FW",Fortaleza,25-207,2000,2.8,0,6,0,0.0,2.18,0.00,0.00,,23.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
18,Júnior Alonso,py PAR,DF,Atlético Mineiro,32-261,1993,22.6,0,11,3,27.3,0.49,0.13,0.00,0.00,17.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
19,Matheus Alves,br BRA,"MF,FW",São Paulo,20-237,2005,4.1,0,7,0,0.0,1.70,0.00,0.00,,21.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
20,Francis Amuzu,be BEL,FW,Grêmio,26-066,1999,7.9,2,25,8,32.0,3.18,1.02,0.08,0.25,22.4,1,0,0,1.3,1.3,0.05,+0.7,+0.7,Matches
21,Felipe Anderson,br BRA,"MF,FW",Palmeiras,32-196,1993,15.8,3,23,9,39.1,1.46,0.57,0.13,0.33,21.7,1,0,0,1.8,1.8,0.08,+1.2,+1.2,Matches
22,Kervin Andrade,ve VEN,"FW,MF",Fortaleza,20-198,2005,1.8,0,4,2,50.0,2.21,1.10,0.00,0.00,20.0,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
23,André,br BRA,"MF,FW",Corinthians,19-130,2006,1.4,1,2,1,50.0,1.41,0.70,0.50,1.00,20.2,0,0,0,0.4,0.4,0.19,+0.6,+0.6,Matches
24,José Andrés Martínez,ve VEN,MF,Corinthians,31-082,1994,13.0,0,11,3,27.3,0.85,0.23,0.00,0.00,26.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
25,Wilker Ángel,ve VEN,DF,Juventude,32-224,1993,13.7,1,10,5,50.0,0.73,0.36,0.10,0.20,11.3,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
26,Fabrizio Angileri,ar ARG,DF,Corinthians,31-227,1994,13.8,0,6,1,16.7,0.44,0.07,0.00,0.00,28.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
27,Anthoni,br BRA,GK,Internacional,23-278,2002,16.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
28,Marcos Antônio,br BRA,MF,São Paulo,25-137,2000,16.8,0,13,1,7.7,0.77,0.06,0.00,0.00,26.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
29,Léo Aragão,br BRA,GK,Cruzeiro,23-192,2002,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
30,Guilherme Arana,br BRA,DF,Atlético Mineiro,28-197,1997,12.0,1,19,5,26.3,1.58,0.42,0.05,0.20,18.0,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
31,Willian Arão,br BRA,MF,Santos,32-329,1992,1.0,0,1,0,0.0,1.03,0.00,0.00,,12.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
32,Luiz Araújo,br BRA,"FW,MF",Flamengo,29-148,1996,15.5,6,37,16,43.2,2.39,1.03,0.16,0.38,19.8,2,0,0,3.2,3.2,0.09,+2.8,+2.8,Matches
33,Matheus Araújo,br BRA,"MF,FW",Ceará,23-159,2002,3.0,1,4,2,50.0,1.34,0.67,0.25,0.50,19.2,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches
34,Michel Araujo,uy URU,"MF,FW",Bahia,29-030,1996,7.5,4,16,6,37.5,2.13,0.80,0.25,0.67,20.6,0,0,0,1.1,1.1,0.07,+2.9,+2.9,Matches
35,Alexander Aravena,cl CHI,"FW,MF",Grêmio,23-052,2002,5.8,3,15,5,33.3,2.59,0.86,0.20,0.60,14.1,1,0,0,3.2,3.2,0.22,-0.2,-0.2,Matches
36,Robert Arboleda,ec ECU,DF,São Paulo,34-006,1991,18.2,3,14,4,28.6,0.77,0.22,0.21,0.75,9.8,0,0,0,1.6,1.6,0.11,+1.4,+1.4,Matches
37,Lucas Arcanjo,br BRA,GK,Vitória,27-081,1998,28.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
38,Matias Arezo,uy URU,FW,Grêmio,22-341,2002,3.0,1,9,4,44.4,3.02,1.34,0.11,0.25,18.4,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches
39,Jhon Arias,co COL,FW,Fluminense,28-037,1997,12.0,1,17,4,23.5,1.42,0.33,0.00,0.00,22.6,3,1,1,2.2,1.4,0.08,-1.2,-1.4,Matches
40,Santiago Arias,co COL,DF,Bahia,33-288,1992,9.8,0,6,2,33.3,0.61,0.20,0.00,0.00,26.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
41,Keny Arroyo,ec ECU,FW,Cruzeiro,19-256,2006,3.2,0,9,5,55.6,2.83,1.57,0.00,0.00,19.9,1,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
