rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,won_aerial,matches
1,Brenden Aaronson,us USA,MF,Philadelphia Union,19,2000,21.2,0,0,0,17,28,4,25,9,16,0,0,0,98,13,22,37.1,Matches
2,Saad Abdul-Salaam,us USA,DF,FC Cincinnati,28,1991,4.7,0,0,0,4,5,1,2,6,5,0,0,0,22,10,5,66.7,Matches
3,Mohammed Abu,gh GHA,MF,D.C. United,28,1991,3.7,2,0,0,7,4,0,2,13,5,0,0,0,31,3,6,33.3,Matches
4,Lalas Abubakar,gh GHA,DF,Colorado Rapids,25,1994,16.8,5,0,0,21,4,1,0,26,17,0,0,1,104,45,34,57.0,Matches
5,David Accam,gh GHA,"FW,MF",Nashville SC,29,1990,2.3,0,0,0,7,4,0,8,1,0,0,0,0,9,2,1,66.7,Matches
6,Nicolás Acevedo,uy URU,MF,NYCFC,20,1999,1.5,1,0,0,5,2,0,0,2,4,0,1,0,13,4,1,80.0,Matches
7,Ifunanyachi Achara,us USA,MF,Toronto FC,22,1997,1.0,0,0,0,1,1,1,1,0,2,0,0,0,12,0,1,0.0,Matches
8,Bryan Acosta,hn HON,MF,FC Dallas,26,1993,8.4,3,1,1,23,9,1,13,10,7,0,0,0,53,14,4,77.8,Matches
9,Kellyn Acosta,us USA,MF,Colorado Rapids,24,1995,12.7,5,0,0,14,12,0,5,8,8,0,0,0,60,6,11,35.3,Matches
10,Mo Adams,eng ENG,MF,Atlanta Utd,23,1996,8.7,3,0,0,25,6,0,1,10,12,0,0,0,54,2,6,25.0,Matches
11,Fanendo Adi,ng NGA,FW,Columbus Crew,29,1990,2.0,0,0,0,4,6,1,1,0,2,0,0,0,6,6,8,42.9,Matches
12,Ali Adnan Kadhim,iq IRQ,"DF,MF",Vancouver W'caps,26,1993,19.6,2,0,0,18,30,3,78,40,26,0,0,0,100,37,11,77.1,Matches
13,Harrison Afful,gh GHA,DF,Columbus Crew,33,1986,20.0,5,0,0,30,14,3,75,57,21,0,2,0,124,17,10,63.0,Matches
14,Juan Agudelo,us USA,FW,Inter Miami,27,1992,9.4,4,1,1,19,14,6,2,3,8,0,0,0,30,19,18,51.4,Matches
15,Matheus Aiás,br BRA,"FW,MF",Orlando City,23,1996,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
16,José Aja,uy URU,DF,Minnesota Utd,26,1993,11.9,6,0,0,23,4,1,1,20,20,0,0,0,47,36,22,62.1,Matches
17,Jacob Akanyirige,us USA,DF,SJ Earthquakes,18,2001,0.8,0,0,0,0,0,0,0,4,1,0,0,0,8,2,2,50.0,Matches
