rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Brenden Aaronson,us USA,MF,Philadelphia Union,19,2000,21.2,828,11,119,299,421,88,828,73,36,49.3,37,50.7,469,2834,1371,52,29,21,48,42,533,130,Matches
2,Saad Abdul-Salaam,us USA,DF,FC Cincinnati,28,1991,4.7,265,20,91,114,61,2,265,5,2,40.0,3,60.0,118,662,304,8,6,2,6,2,126,18,Matches
3,Mohammed Abu,gh GHA,MF,D.C. United,28,1991,3.7,258,11,79,152,28,3,258,5,5,100.0,0,0.0,126,603,317,6,4,0,2,0,174,6,Matches
4,Lalas Abubakar,gh GHA,DF,Colorado Rapids,25,1994,16.8,1125,131,655,462,16,8,1125,3,3,100.0,0,0.0,583,2239,1129,4,1,1,9,1,720,1,Matches
5,David Accam,gh GHA,"FW,MF",Nashville SC,29,1990,2.3,83,3,8,27,50,9,83,11,7,63.6,4,36.4,54,488,290,11,8,5,6,5,63,24,Matches
6,Nicolás Acevedo,uy URU,MF,NYCFC,20,1999,1.5,118,8,39,63,16,0,118,1,1,100.0,0,0.0,70,341,133,0,1,0,5,1,73,4,Matches
7,Ifunanyachi Achara,us USA,MF,Toronto FC,22,1997,1.0,49,3,10,18,24,2,49,7,2,28.6,5,71.4,36,212,109,1,2,0,6,2,24,7,Matches
8,Bryan Acosta,hn HON,MF,FC Dallas,26,1993,8.4,553,14,110,350,99,10,553,9,3,33.3,6,66.7,315,1631,840,16,12,0,16,6,402,17,Matches
9,Kellyn Acosta,us USA,MF,Colorado Rapids,24,1995,12.7,591,14,100,315,184,25,591,17,9,52.9,8,47.1,321,2012,969,22,20,5,12,13,432,47,Matches
10,Mo Adams,eng ENG,MF,Atlanta Utd,23,1996,8.7,524,9,150,312,72,4,524,15,12,80.0,3,20.0,354,1925,747,11,3,2,18,6,358,6,Matches
11,Fanendo Adi,ng NGA,FW,Columbus Crew,29,1990,2.0,77,2,3,34,40,9,77,2,1,50.0,1,50.0,49,146,46,0,2,0,7,3,64,13,Matches
12,Ali Adnan Kadhim,iq IRQ,"DF,MF",Vancouver W'caps,26,1993,19.6,1201,102,369,563,287,9,1201,41,28,68.3,13,31.7,615,3066,1630,39,31,4,31,10,694,91,Matches
13,Harrison Afful,gh GHA,DF,Columbus Crew,33,1986,20.0,1564,71,426,733,420,16,1564,19,15,78.9,4,21.1,922,3744,1971,38,32,1,27,6,1013,118,Matches
14,Juan Agudelo,us USA,FW,Inter Miami,27,1992,9.4,357,12,28,159,172,47,357,14,7,50.0,7,50.0,203,896,399,13,10,8,21,20,262,46,Matches
15,Matheus Aiás,br BRA,"FW,MF",Orlando City,23,1996,0.2,11,1,2,4,5,3,11,0,0,,0,,5,14,0,0,0,0,2,1,5,1,Matches
16,José Aja,uy URU,DF,Minnesota Utd,26,1993,11.9,594,83,368,200,29,21,594,2,2,100.0,0,0.0,263,911,444,1,4,1,6,0,310,1,Matches
17,Jacob Akanyirige,us USA,DF,SJ Earthquakes,18,2001,0.8,41,4,19,20,3,0,41,1,1,100.0,0,0.0,29,248,189,3,1,0,1,0,23,1,Matches
18,Tesho Akindele,ca CAN,FW,Orlando City,27,1992,9.1,335,10,38,139,161,31,335,8,7,87.5,1,12.5,185,902,338,11,10,3,22,13,255,51,Matches
19,Ayo Akinola,ca CAN,"FW,MF",Toronto FC,20,2000,11.8,281,7,10,116,155,54,281,18,8,44.4,10,55.6,171,820,359,16,9,12,31,17,225,71,Matches
20,Oswaldo Alanís,mx MEX,DF,SJ Earthquakes,30,1989,13.2,949,95,491,427,42,8,949,11,9,81.8,2,18.2,617,3602,2300,17,8,0,8,5,662,1,Matches
21,Fatai Alashe,us USA,MF,Columbus Crew,26,1993,4.8,265,3,41,170,55,8,265,1,0,0.0,1,100.0,174,720,281,4,8,0,5,3,210,10,Matches
22,Fatai Alashe,us USA,MF,FC Cincinnati,26,1993,0.3,9,1,5,2,2,0,9,0,0,,0,,3,4,2,0,0,0,1,0,6,1,Matches
23,Ignacio Aliseda,ar ARG,"FW,MF",Chicago Fire,19,2000,15.5,547,7,61,244,262,41,547,70,46,65.7,24,34.3,381,2952,1250,43,34,11,54,23,413,103,Matches
24,Osvaldo Alonso,cu CUB,MF,Minnesota Utd,34,1985,8.3,566,36,155,342,78,4,566,11,8,72.7,3,27.3,350,1997,939,13,12,2,7,6,390,4,Matches
25,Jozy Altidore,us USA,FW,Toronto FC,30,1989,8.3,316,5,9,135,173,44,316,5,1,20.0,4,80.0,200,529,170,7,4,5,22,9,279,67,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
26,Alexander Alvarado,ec ECU,"FW,MF",Orlando City,20,1999,0.3,20,3,9,2,9,1,20,2,0,0.0,2,100.0,12,102,27,2,1,1,1,1,12,2,Matches
27,Efrain Alvarez,mx MEX,"FW,MF",LA Galaxy,17,2002,8.0,467,3,44,224,204,30,467,18,9,50.0,9,50.0,263,1253,617,19,14,6,17,13,311,38,Matches
28,Luis Amarilla,py PAR,FW,Minnesota Utd,24,1995,4.7,174,1,5,74,95,24,173,8,3,37.5,5,62.5,116,424,145,5,6,5,17,3,140,35,Matches
29,Frankie Amaya,us USA,MF,FC Cincinnati,19,2000,19.3,1123,34,325,664,147,13,1123,27,21,77.8,6,22.2,726,3772,1903,23,26,6,35,12,809,25,Matches
30,Mikey Ambrose,us USA,DF,Inter Miami,26,1993,3.4,154,7,50,70,36,3,154,2,2,100.0,0,0.0,72,302,130,2,3,0,2,0,79,6,Matches
31,José Andrés Martínez,ve VEN,MF,Philadelphia Union,25,1994,12.7,785,46,261,428,104,2,785,38,30,78.9,8,21.1,449,2036,840,10,13,0,19,14,457,9,Matches
32,Jalil Anibaba,us USA,DF,Nashville SC,31,1988,6.5,313,23,123,149,41,6,313,2,1,50.0,1,50.0,150,677,346,6,6,0,3,0,160,4,Matches
33,Brian Anunga,cm CMR,MF,Nashville SC,23,1996,8.7,466,12,130,274,68,1,466,14,8,57.1,6,42.9,289,1356,492,8,9,1,10,7,292,18,Matches
34,Julian Araujo,mx MEX,"DF,FW",LA Galaxy,18,2001,14.3,766,40,213,291,276,27,766,24,17,70.8,7,29.2,373,1781,894,20,20,5,29,17,419,73,Matches
35,Luis Argudo,us USA,MF,Inter Miami,24,1995,0.1,12,0,0,3,9,2,12,2,2,100.0,0,0.0,10,43,18,1,0,1,1,1,11,1,Matches
36,Daniel Armando Ríos,mx MEX,FW,Nashville SC,24,1995,7.8,250,2,8,111,133,43,250,14,9,64.3,5,35.7,159,816,239,10,10,5,28,11,196,51,Matches
37,Xavier Arreaga,ec ECU,DF,Seattle Sounders,25,1994,12.7,838,74,447,385,10,2,838,6,5,83.3,1,16.7,582,2695,1551,6,6,0,8,2,596,0,Matches
38,Paul Arriola,us USA,"DF,MF",D.C. United,24,1995,0.2,23,2,7,8,8,2,23,1,1,100.0,0,0.0,19,155,85,3,2,0,1,1,19,3,Matches
39,Artur,br BRA,MF,Columbus Crew,23,1996,20.3,1386,50,308,885,202,22,1386,24,15,62.5,9,37.5,907,3895,1636,17,19,3,14,10,1005,40,Matches
40,Yamil Asad,ar ARG,"MF,FW",D.C. United,25,1994,17.5,1014,25,205,544,279,24,1012,34,14,41.2,20,58.8,621,3137,1468,29,32,1,43,23,716,57,Matches
41,Dairon Asprilla,co COL,"FW,MF",Portland Timbers,27,1992,0.5,34,1,5,10,20,1,34,6,2,33.3,4,66.7,17,154,94,3,5,0,2,0,17,7,Matches
42,Joshua Atencio,us USA,"MF,DF",Seattle Sounders,18,2002,0.2,37,2,17,18,2,0,37,0,0,,0,,30,112,47,0,1,0,1,0,32,0,Matches
43,Jeff Attinella,us USA,GK,Portland Timbers,31,1988,1.0,37,31,36,1,0,0,37,0,0,,0,,17,65,41,0,0,0,0,0,20,0,Matches
44,Eduard Atuesta,co COL,MF,LAFC,22,1997,14.7,1437,27,249,846,363,17,1436,46,28,60.9,18,39.1,932,4175,1974,33,35,3,29,31,1046,42,Matches
45,Auro,br BRA,DF,Toronto FC,24,1996,16.6,1369,45,351,659,372,26,1369,22,11,50.0,11,50.0,819,3261,1674,22,25,5,12,12,892,86,Matches
46,Micheal Azira,ug UGA,"MF,DF",Chicago Fire,32,1987,1.4,91,7,28,49,16,2,91,1,1,100.0,0,0.0,60,323,141,1,0,0,2,0,56,2,Matches
