rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Brenden Aaronson,us USA,MF,Philadelphia Union,19,2000,23,23,1904,21.2,4,4,8,4,0,0,0,0,4.6,4.6,3.6,8.2,52,62,130,0.19,0.19,0.38,0.19,0.38,0.22,0.17,0.39,0.22,0.39,Matches
2,Saad Abdul-Salaam,us USA,DF,FC Cincinnati,28,1991,8,5,424,4.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,10,18,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches
3,Mohammed Abu,gh GHA,MF,D.C. United,28,1991,6,4,333,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,17,6,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
4,Lalas Abubakar,gh GHA,DF,Colorado Rapids,25,1994,17,17,1514,16.8,1,0,1,1,0,0,5,0,0.7,0.7,0.2,0.9,4,39,1,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Matches
5,David Accam,gh GHA,"FW,MF",Nashville SC,29,1990,7,2,207,2.3,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.1,11,2,24,0.43,0.00,0.43,0.43,0.43,0.34,0.11,0.46,0.34,0.46,Matches
6,Nicolás Acevedo,uy URU,MF,NYCFC,20,1999,12,1,134,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
7,Ifunanyachi Achara,us USA,MF,Toronto FC,22,1997,1,1,89,1.0,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1.0,1,2,7,1.01,0.00,1.01,1.01,1.01,0.92,0.10,1.02,0.92,1.02,Matches
8,Bryan Acosta,hn HON,MF,FC Dallas,26,1993,11,10,752,8.4,0,2,2,0,0,0,3,1,0.9,0.9,1.3,2.2,16,75,17,0.00,0.24,0.24,0.00,0.24,0.11,0.15,0.26,0.11,0.26,Matches
9,Kellyn Acosta,us USA,MF,Colorado Rapids,24,1995,15,14,1146,12.7,2,1,3,2,0,0,5,0,2.3,2.3,1.0,3.2,22,49,47,0.16,0.08,0.24,0.16,0.24,0.18,0.08,0.25,0.18,0.25,Matches
10,Mo Adams,eng ENG,MF,Atlanta Utd,23,1996,13,9,779,8.7,0,1,1,0,0,0,3,0,0.0,0.0,0.7,0.7,11,40,6,0.00,0.12,0.12,0.00,0.12,0.00,0.08,0.09,0.00,0.09,Matches
