rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Saminu Abdullahi,ng NGA,MF,FC Juárez,23,2001,3,0,48,0.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,1,4,4,0.00,1.87,1.87,0.00,1.87,0.00,0.18,0.18,0.00,0.18,Matches
2,José Abella,mx MEX,DF,Santos,30,1994,17,17,1510,16.8,0,2,2,0,0,0,2,0,0.1,0.1,1.7,1.8,9,70,55,0.00,0.12,0.12,0.00,0.12,0.01,0.10,0.11,0.01,0.11,Matches
3,José Abella,mx MEX,DF,FC Juárez,30,1994,17,11,1014,11.3,0,1,1,0,0,0,3,0,0.2,0.2,0.3,0.5,5,34,10,0.00,0.09,0.09,0.00,0.09,0.02,0.03,0.05,0.02,0.05,Matches
4,Diego Abitia,mx MEX,FW,Atlético,21,2003,11,3,320,3.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,7,2,15,0.00,0.00,0.00,0.00,0.00,0.11,0.12,0.23,0.11,0.23,Matches
5,Carlos Acevedo,mx MEX,GK,Santos,28,1996,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
6,Alonso Aceves,mx MEX,DF,Pachuca,23,2001,17,14,1334,14.8,0,0,0,0,0,0,2,0,0.4,0.4,0.6,1.0,11,51,22,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches
7,Gilberto Adame,mx MEX,"DF,MF",Mazatlán,19,2004,12,3,417,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,17,13,33,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches
8,Sergio Aguayo,us USA,FW,Pachuca,21,2002,6,0,162,1.8,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,2,3,10,0.56,0.00,0.56,0.56,0.56,0.36,0.25,0.61,0.36,0.61,Matches
9,Eduardo Águila,mx MEX,DF,Atlético,22,2002,31,30,2701,30.0,0,0,0,0,0,0,4,0,1.1,1.1,0.1,1.2,14,64,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
10,Eduardo Aguirre,mx MEX,"FW,MF",Atlas,25,1998,30,25,2195,24.4,8,3,11,8,0,0,4,0,6.7,6.7,2.3,9.0,19,47,113,0.33,0.12,0.45,0.33,0.45,0.27,0.09,0.37,0.27,0.37,Matches
11,Érick Aguirre,mx MEX,DF,Monterrey,27,1997,15,13,938,10.4,0,2,2,0,0,0,3,0,0.3,0.3,1.2,1.5,21,48,67,0.00,0.19,0.19,0.00,0.19,0.03,0.11,0.15,0.03,0.15,Matches
12,Gaddi Aguirre,mx MEX,DF,Atlas,28,1996,22,12,1056,11.7,0,0,0,0,0,0,7,1,0.2,0.2,0.1,0.3,6,26,8,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
13,Rodrigo Aguirre,uy URU,"FW,MF",América,29,1994,19,8,881,9.8,8,1,9,8,0,0,7,0,4.3,4.3,0.6,4.9,15,16,51,0.82,0.10,0.92,0.82,0.92,0.44,0.06,0.50,0.44,0.50,Matches
14,Jorge Agustín Rodríguez,ar ARG,"MF,DF",Monterrey,28,1995,29,28,2386,26.5,1,0,1,1,0,0,5,0,0.5,0.5,1.1,1.6,3,153,22,0.04,0.00,0.04,0.04,0.04,0.02,0.04,0.06,0.02,0.06,Matches
15,Arnaud Ake,ci CIV,FW,Querétaro,26,1998,5,3,234,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,3,21,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12,Matches
16,Jesús Alberto Angulo,mx MEX,DF,UANL,26,1998,31,26,2366,26.3,0,4,4,0,0,0,6,0,0.2,0.2,1.4,1.6,27,127,27,0.00,0.15,0.15,0.00,0.15,0.01,0.05,0.06,0.01,0.06,Matches
17,Gil Alcalá,mx MEX,GK,UNAM,32,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
