rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Carlos Acevedo,mx MEX,GK,Santos,28,1996,33.0,65,2,0,6,4,55.3,0.29,-5.7,-0.17,164,429,38.2,823,151,34.9,34.0,309,46.0,38.3,522,16,3.1,28,0.85,14.3,Matches
2,Gil Alcalá,mx MEX,GK,UNAM,32,1992,4.0,2,0,0,1,0,1.8,0.26,-0.2,-0.04,19,40,47.5,129,31,28.7,30.4,18,16.7,25.6,43,1,2.3,6,1.50,15.5,Matches
3,Guillermo Allison,mx MEX,GK,Querétaro,33,1990,25.0,42,5,3,7,0,39.8,0.26,-2.2,-0.09,145,423,34.3,477,84,48.2,39.6,263,73.4,54.4,414,23,5.6,26,1.04,14.2,Matches
4,Esteban Andrada,ar ARG,GK,Monterrey,33,1991,24.0,29,4,0,4,0,27.7,0.26,-1.3,-0.05,117,296,39.5,794,138,29.5,31.9,148,41.9,37.6,297,30,10.1,27,1.13,14.1,Matches
5,Luis Ángel Malagón,mx MEX,GK,América,27,1997,28.5,27,2,0,3,0,23.7,0.23,-3.3,-0.11,114,289,39.4,707,80,26.9,32.9,224,44.2,38.8,309,12,3.9,23,0.81,12.8,Matches
6,José Antonio Rodríguez,mx MEX,GK,Tijuana,32,1992,20.9,36,3,0,4,2,33.9,0.28,-0.1,0.00,118,298,39.6,870,87,25.6,30.3,122,61.5,49.1,275,16,5.8,23,1.10,14.4,Matches
7,Alfonso Blanco Antúnez,mx MEX,GK,León,37,1987,26.0,33,3,0,6,2,35.3,0.25,+4.3,+0.16,128,329,38.9,695,128,31.1,33.5,241,46.9,40.4,365,11,3.0,20,0.77,14.4,Matches
8,Luis Cárdenas,mx MEX,GK,Monterrey,30,1993,10.0,13,1,0,4,0,12.0,0.28,-1.0,-0.10,38,75,50.7,263,64,16.7,28.5,73,42.5,38.5,123,5,4.1,15,1.50,13.9,Matches
9,José Corona,mx MEX,GK,Tijuana,43,1981,10.1,18,2,0,3,0,20.0,0.33,+2.0,+0.20,27,70,38.6,338,42,16.0,25.8,44,36.4,33.5,109,2,1.8,8,0.79,14.3,Matches
10,Rodolfo Cota,mx MEX,GK,América,37,1987,5.5,4,0,0,0,0,3.5,0.21,-0.5,-0.09,14,37,37.8,171,18,18.1,27.9,30,20.0,21.8,37,2,5.4,6,1.09,15.8,Matches
11,Arturo Delgado,mx MEX,GK,FC Juárez,22,2002,2.0,1,0,1,0,0,2.0,0.19,+1.0,+0.52,11,32,34.4,60,8,41.7,36.6,19,36.8,36.1,16,2,12.5,0,0.00,6.4,Matches
