rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Max Anchor,ca CAN,GK,Vancouver W'caps,17,2004,1.0,2,0,0,0,0,2.5,0.41,+0.5,+0.46,2,6,33.3,13,6,23.1,26.8,5,60.0,41.6,18,1,5.6,0,0.00,3.5,Matches
2,Matt Bersano,us USA,GK,SJ Earthquakes,29,1992,1.5,3,0,0,1,0,3.8,0.43,+0.8,+0.55,4,8,50.0,28,2,14.3,28.5,12,33.3,37.3,15,0,0.0,0,0.00,11.7,Matches
3,David Bingham,us USA,GK,Portland Timbers,32,1989,2.0,3,0,0,1,0,2.7,0.21,-0.3,-0.14,11,50,22.0,55,6,65.5,46.7,16,87.5,61.6,35,3,8.6,0,0.00,10.0,Matches
4,Andre Blake,jm JAM,GK,Philadelphia Union,31,1990,34.0,26,4,0,2,0,36.0,0.25,+10.0,+0.30,168,473,35.5,669,128,40.8,35.5,284,70.4,49.5,539,32,5.9,25,0.74,13.1,Matches
5,Isaac Boehmer,us USA,GK,Vancouver W'caps,20,2001,2.5,4,1,0,1,0,3.1,0.18,-0.9,-0.36,21,44,47.7,47,19,40.4,36.1,29,86.2,55.5,48,3,6.3,0,0.00,7.8,Matches
6,Jonathan Bond,eng ENG,GK,LA Galaxy,28,1993,34.0,51,6,1,5,0,45.2,0.28,-5.8,-0.17,129,349,37.0,967,181,22.9,28.2,234,54.7,41.4,428,22,5.1,83,2.44,19.4,Matches
7,Alex Bono,us USA,GK,Toronto FC,27,1994,24.0,42,2,1,4,1,41.1,0.33,+0.1,0.00,95,336,28.3,644,160,36.3,33.1,225,45.3,39.6,366,26,7.1,49,2.04,18.3,Matches
8,Chris Brady,us USA,GK,Chicago Fire,17,2004,1.0,1,0,0,0,0,2.0,0.41,+1.0,+1.04,4,13,30.8,24,4,29.2,31.4,11,54.5,39.4,8,0,0.0,0,0.00,12.0,Matches
9,Sebastian Breza,ca CAN,GK,CF Montréal,23,1998,23.0,38,5,1,6,1,30.0,0.29,-7.0,-0.31,55,133,41.4,451,109,18.6,26.7,162,30.2,27.7,263,18,6.8,14,0.61,13.2,Matches
10,Drake Callender,us USA,GK,Inter Miami,24,1997,24.0,37,2,1,1,1,37.7,0.32,+1.7,+0.07,103,286,36.0,598,137,32.4,32.8,198,46.5,38.3,342,22,6.4,16,0.67,11.6,Matches
