rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Paxten Aaronson,us USA,"FW,MF",Philadelphia Union,18,2003,4.8,97,121,80.2,1392,370,61,69,28,33,5,6,0,0.6,1.5,-0.6,5,5,5,1,19,Matches
2,Lalas Abubakar,gh GHA,DF,Colorado Rapids,27,1994,28.0,1099,1271,86.5,20584,7113,383,417,619,673,87,153,1,0.5,1.1,+0.5,6,45,3,0,56,Matches
3,Nicolás Acevedo,uy URU,"MF,DF",NYCFC,22,1999,25.2,1374,1628,84.4,23515,7865,663,732,552,627,132,206,0,0.6,1.5,-0.6,10,125,18,4,142,Matches
4,Ifunanyachi Achara,us USA,"FW,MF",Toronto FC,24,1997,4.2,117,152,77.0,1518,296,77,92,29,36,5,8,1,0.4,0.5,+0.6,3,8,2,1,8,Matches
5,Bryan Acosta,hn HON,MF,Colorado Rapids,28,1993,21.1,777,975,79.7,17101,5484,245,274,345,397,173,267,2,3.7,3.3,-1.7,41,80,12,1,90,Matches
6,George Acosta,us USA,MF,Inter Miami,22,2000,0.1,6,8,75.0,107,34,1,2,5,5,0,1,0,0.0,0.0,0.0,0,0,0,0,1,Matches
7,Kellyn Acosta,us USA,"MF,DF",LAFC,26,1995,28.3,1184,1477,80.2,19324,6138,635,706,408,492,105,204,4,4.4,4.0,-0.4,51,123,34,1,164,Matches
8,Luciano Acosta,ar ARG,MF,FC Cincinnati,27,1994,27.7,944,1384,68.2,14843,5675,520,638,293,414,83,200,12,12.3,9.6,-0.3,93,119,70,8,176,Matches
9,Mo Adams,eng ENG,MF,Inter Miami,25,1996,3.9,96,110,87.3,1372,316,52,56,37,40,2,4,0,0.0,0.1,0.0,0,5,0,0,9,Matches
10,Samuel Adeniran,us USA,FW,Seattle Sounders,23,1998,0.8,9,16,56.3,126,8,5,8,4,7,0,1,0,0.0,0.0,0.0,0,0,0,0,2,Matches
11,Harrison Afful,gh GHA,DF,Charlotte,35,1986,14.5,891,1037,85.9,15754,5582,387,411,399,441,84,144,0,0.4,1.1,-0.4,7,91,20,5,98,Matches
12,Samuel Afriyie Owusu,gh GHA,"DF,MF",NYCFC,21,2000,0.1,11,11,100.0,138,70,9,9,2,2,0,0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
13,William Agada,ng NGA,FW,Sporting KC,22,1999,10.2,118,151,78.1,1832,259,68,80,41,50,7,12,2,0.5,0.3,+1.5,10,7,4,1,13,Matches
14,Oskar Ågren,se SWE,DF,SJ Earthquakes,23,1998,2.8,159,173,91.9,3379,884,37,42,99,102,22,28,0,0.0,0.0,0.0,0,7,0,0,4,Matches
15,Daniel Aguirre,us USA,"MF,DF",LA Galaxy,22,1999,4.2,175,205,85.4,2848,838,90,97,65,73,12,19,1,0.7,0.5,+0.3,2,22,1,0,27,Matches
16,Ali Ahmed,ca CAN,DF,Vancouver W'caps,21,2000,0.6,25,29,86.2,447,68,11,12,10,11,4,5,0,0.0,0.0,0.0,1,0,0,0,0,Matches
17,Arnaud Ake,ci CIV,"FW,MF",Nashville SC,23,1998,3.5,41,62,66.1,640,132,22,26,16,25,2,3,0,0.8,0.2,-0.8,6,3,4,0,9,Matches
18,Tesho Akindele,ca CAN,FW,Orlando City,29,1992,6.8,129,186,69.4,1801,320,81,103,36,51,6,13,0,0.6,0.3,-0.6,6,7,3,0,12,Matches
19,Matai Akinmboni,us USA,DF,D.C. United,15,2006,1.3,51,63,81.0,894,189,18,20,31,35,2,8,0,0.0,0.0,0.0,0,0,0,0,1,Matches
20,Ayo Akinola,ca CAN,FW,Toronto FC,22,2000,13.8,157,219,71.7,2036,195,107,125,35,55,7,12,0,0.6,0.9,-0.6,7,8,3,0,11,Matches
21,Jordy Alcivar,ec ECU,MF,Charlotte,22,1999,11.3,411,527,78.0,7545,1967,179,193,173,211,52,96,1,1.7,1.8,-0.7,22,46,6,3,36,Matches
22,Caio Alexandre,br BRA,"MF,DF",Vancouver W'caps,22,1999,0.9,40,44,90.9,514,130,25,25,11,11,1,1,0,0.1,0.0,-0.1,2,7,0,0,5,Matches
