rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Paxten Aaronson,us USA,"FW,MF",Philadelphia Union,18,2003,4.8,200,1,21,73,113,22,200,15,7,46.7,8,53.3,127,1082,553,21,18,7,20,4,124,26,Matches
2,Lalas Abubakar,gh GHA,DF,Colorado Rapids,27,1994,28.0,1567,225,868,646,61,37,1567,8,5,62.5,2,25.0,898,3960,2198,6,12,2,12,4,1028,4,Matches
3,Nicolás Acevedo,uy URU,"MF,DF",NYCFC,22,1999,25.2,1905,65,534,1100,292,18,1905,27,16,59.3,8,29.6,1151,5083,2522,29,38,4,36,18,1270,51,Matches
4,Ifunanyachi Achara,us USA,"FW,MF",Toronto FC,24,1997,4.2,221,4,30,79,112,24,221,7,1,14.3,5,71.4,117,473,171,3,5,2,19,4,147,51,Matches
5,Bryan Acosta,hn HON,MF,Colorado Rapids,28,1993,21.1,1148,54,273,676,217,12,1148,23,12,52.2,10,43.5,560,2621,1113,13,13,1,19,9,642,30,Matches
6,George Acosta,us USA,MF,Inter Miami,22,2000,0.1,11,0,1,9,2,0,11,1,0,0.0,1,100.0,7,30,17,0,1,0,0,0,7,0,Matches
7,Kellyn Acosta,us USA,"MF,DF",LAFC,26,1995,28.3,1692,35,254,851,602,33,1692,21,13,61.9,8,38.1,882,3813,1844,34,34,7,39,26,1122,84,Matches
8,Luciano Acosta,ar ARG,MF,FC Cincinnati,27,1994,27.7,1761,15,131,800,857,101,1757,136,64,47.1,66,48.5,1075,5206,2800,76,70,23,92,61,1242,220,Matches
9,Mo Adams,eng ENG,MF,Inter Miami,25,1996,3.9,160,7,55,76,30,3,160,5,3,60.0,2,40.0,75,389,159,3,6,2,8,2,82,3,Matches
10,Samuel Adeniran,us USA,FW,Seattle Sounders,23,1998,0.8,27,1,3,9,17,1,27,0,0,,0,,11,80,5,0,1,0,3,1,15,9,Matches
11,Harrison Afful,gh GHA,DF,Charlotte,35,1986,14.5,1152,48,318,643,202,3,1152,12,7,58.3,4,33.3,669,2688,1292,20,11,0,15,7,775,27,Matches
12,Samuel Afriyie Owusu,gh GHA,"DF,MF",NYCFC,21,2000,0.1,14,0,2,11,1,1,14,1,0,0.0,1,100.0,9,43,25,0,0,0,0,0,8,0,Matches
13,William Agada,ng NGA,FW,Sporting KC,22,1999,10.2,252,4,13,116,125,58,252,8,3,37.5,4,50.0,150,716,331,9,5,4,22,9,186,34,Matches
14,Oskar Ågren,se SWE,DF,SJ Earthquakes,23,1998,2.8,199,23,95,102,4,1,199,1,0,0.0,1,100.0,104,554,349,4,1,0,1,0,138,0,Matches
