rk,player,nation,pos,squad,age,born,mp,starts,min,90s,ga,ga90,sota,saves,save,w,d,l,cs,cs_perf,pkatt,pka,pksv,pkm,save_penalt,matches
54,Pablo Sisniega,mx MEX,GK,Charlotte,26,1995,2,2,180,2.0,2,1.00,9,7,77.8,1,0,1,1,50.0,0,0,0,0,,Matches
55,Gaga Slonina,us USA,GK,Chicago Fire,17,2004,32,32,2880,32.0,45,1.41,124,80,67.7,9,8,15,12,37.5,5,5,0,0,0.0,Matches
56,Dayne St. Clair,ca CAN,GK,Minnesota Utd,24,1997,32,32,2835,31.5,48,1.52,153,108,71.2,14,4,14,5,15.6,5,4,1,0,20.0,Matches
57,Mason Stajduhar,us USA,GK,Orlando City,24,1997,2,2,180,2.0,6,3.00,14,9,71.4,0,1,1,0,0.0,2,2,0,0,0.0,Matches
58,Brad Stuver,us USA,GK,Austin,30,1991,31,31,2708,30.1,42,1.40,139,96,73.4,16,8,7,8,25.8,7,5,2,0,28.6,Matches
59,Andrew Tarbell,us USA,GK,Austin,28,1993,4,3,352,3.9,7,1.79,22,15,68.2,0,0,3,0,0.0,0,0,0,0,,Matches
60,Matt Turner,us USA,GK,NE Revolution,27,1994,5,5,450,5.0,7,1.40,15,8,53.3,2,3,0,1,20.0,0,0,0,0,,Matches
61,Quentin Westberg,us USA,GK,Toronto FC,35,1986,10,10,900,10.0,24,2.40,59,35,61.0,2,1,7,0,0.0,2,1,1,0,50.0,Matches
62,Joe Willis,us USA,GK,Nashville SC,33,1988,32,32,2880,32.0,38,1.19,136,96,76.5,12,10,10,9,28.1,8,6,2,0,25.0,Matches
63,William Yarbrough,us USA,GK,Colorado Rapids,32,1989,34,34,3014,33.5,54,1.61,153,98,70.6,11,10,13,9,26.5,10,9,1,0,10.0,Matches
