rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Rúnar Alex Rúnarsson,is ISL,GK,Cardiff City,28,1995,6.0,8,0,0,1,0,9.0,0.38,+1.0,+0.17,20,60,33.3,179,33,22.9,29.0,42,45.2,38.0,67,5,7.5,5,0.83,15.2,Matches
2,Ryan Allsop,eng ENG,GK,Hull City,31,1992,36.9,46,3,1,6,0,35.3,0.23,-10.7,-0.29,111,481,23.1,1850,94,22.5,27.1,123,52.0,42.5,498,32,6.4,42,1.14,15.2,Matches
3,Jak Alnwick,eng ENG,GK,Cardiff City,30,1993,24.0,33,0,1,4,1,30.5,0.33,-1.5,-0.06,169,481,35.1,707,74,52.8,40.6,172,62.8,49.7,333,10,3.0,17,0.71,13.5,Matches
4,Daniel Bachmann,at AUT,GK,Watford,29,1994,27.0,32,1,2,6,2,32.9,0.29,+2.9,+0.11,80,319,25.1,1042,143,26.2,30.4,78,59.0,46.5,321,17,5.3,56,2.07,17.1,Matches
5,Gavin Bazunu,ie IRL,GK,Southampton,21,2002,41.0,54,2,0,5,0,42.1,0.28,-11.9,-0.29,163,360,45.3,1771,234,18.8,25.7,166,16.3,24.4,487,16,3.3,61,1.49,19.3,Matches
6,James Beadle,eng ENG,GK,Sheffield Weds,19,2004,19.0,24,0,0,4,1,22.7,0.31,-0.3,-0.02,92,333,27.6,599,78,41.1,35.3,134,64.9,49.4,262,14,5.3,23,1.21,16.2,Matches
7,Asmir Begović,ba BIH,GK,QPR,36,1987,45.0,57,1,0,9,1,48.3,0.27,-7.7,-0.17,199,600,33.2,1148,242,37.8,35.2,315,52.7,43.0,629,49,7.8,24,0.53,12.2,Matches
8,Bartosz Białkowski,pl POL,GK,Millwall,36,1987,14.0,21,2,0,1,0,21.4,0.33,+0.4,+0.03,88,227,38.8,231,47,60.2,41.8,99,88.9,58.8,176,7,4.0,15,1.07,16.4,Matches
9,Nathan Bishop,eng ENG,GK,Sunderland,23,1999,1.0,2,0,0,0,0,1.1,0.56,-0.9,-0.88,1,7,14.3,28,3,21.4,31.7,8,12.5,25.1,9,0,0.0,0,0.00,10.0,Matches
10,Jack Bonham,ie IRL,GK,Stoke City,29,1993,14.0,19,3,0,3,1,20.5,0.30,+2.5,+0.18,77,241,32.0,423,84,42.1,37.4,104,60.6,48.0,239,16,6.7,10,0.71,12.7,Matches
11,Jacob Chapman,au AUS,GK,Huddersfield,22,2000,1.5,2,0,0,1,0,1.6,0.16,-0.4,-0.23,4,29,13.8,45,7,42.2,35.7,15,66.7,46.5,15,0,0.0,2,1.29,15.0,Matches
12,Bradley Collins,eng ENG,GK,Coventry City,26,1997,28.0,33,2,1,3,3,30.9,0.23,+0.9,+0.03,118,310,38.1,766,125,26.6,29.8,242,43.8,37.4,392,18,4.6,37,1.32,15.6,Matches
13,Michael Cooper,eng ENG,GK,Plymouth Argyle,23,1999,19.0,24,1,0,2,2,25.2,0.29,+3.2,+0.17,86,351,24.5,649,149,39.0,36.3,183,53.6,43.6,317,35,11.0,10,0.53,10.5,Matches
14,David Cornell,wls WAL,GK,Preston,32,1991,2.0,4,1,0,0,0,4.3,0.37,+0.3,+0.15,18,54,33.3,48,3,68.8,46.8,22,95.5,61.7,32,1,3.1,4,2.00,17.4,Matches
15,Karl Darlow,wls WAL,GK,Leeds United,32,1990,1.4,3,0,0,0,0,1.8,0.37,-1.2,-0.83,5,11,45.5,51,6,19.6,29.1,8,12.5,31.6,24,0,0.0,0,0.00,12.8,Matches
