rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
55,Sam Bell,eng ENG,"MF,FW",Bristol City,18,2002,0.4,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Matches
56,Steven Benda,de GER,GK,Swansea City,21,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches
57,Filip Benković,hr CRO,DF,Cardiff City,23,1997,0.8,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,Matches
58,Elliott Bennett,eng ENG,"DF,FW",Blackburn,31,1988,2.8,4,1,3,0,1,2,3,1,3,0,3,6,10,5,0,Matches
59,Joe Bennett,eng ENG,DF,Cardiff City,30,1990,26.5,38,24,22,13,3,21,36,15,20,7,13,32,70,53,0,Matches
60,Mason Bennett,eng ENG,"FW,MF",Millwall,24,1996,25.5,24,16,10,11,3,4,21,17,22,4,18,9,33,13,0,Matches
61,Ryan Bennett,eng ENG,DF,Swansea City,30,1990,26.9,29,16,20,9,0,15,29,14,38,25,13,54,83,118,0,Matches
62,Saïd Benrahma,dz ALG,"MF,FW",Brentford,24,1995,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
63,Daniel Bentley,eng ENG,GK,Bristol City,27,1993,43.0,0,0,0,0,0,0,1,1,2,0,2,0,0,24,3,Matches
64,Luke Berry,eng ENG,MF,Luton Town,28,1992,20.8,14,13,4,7,3,5,23,18,12,0,12,17,31,12,2,Matches
65,Faysal Bettache,eng ENG,MF,QPR,20,2000,0.8,2,1,2,0,0,0,0,0,1,0,1,0,2,0,0,Matches
66,Marcus Bettinelli,eng ENG,GK,Middlesbrough,28,1992,41.0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,3,Matches
67,Maxime Biamou,fr FRA,FW,Coventry City,29,1990,22.4,26,16,4,12,10,7,24,17,18,2,16,9,35,17,0,Matches
68,Bartosz Białkowski,pl POL,GK,Millwall,33,1987,46.0,1,0,1,0,0,1,2,1,0,0,0,1,2,9,1,Matches
69,Mads Bidstrup,dk DEN,"MF,FW",Brentford,19,2001,1.3,4,3,0,4,0,1,3,2,1,0,1,1,5,2,0,Matches
70,Jake Bidwell,eng ENG,DF,Swansea City,27,1993,34.9,23,11,11,9,3,9,19,10,30,11,19,24,47,85,0,Matches
71,Krystian Bielik,pl POL,MF,Derby County,22,1998,12.1,27,19,12,14,1,5,15,10,15,4,11,26,53,29,0,Matches
72,Philip Billing,dk DEN,MF,Bournemouth,24,1996,23.0,42,24,23,17,2,10,34,24,43,5,38,21,63,34,0,Matches
73,Max Bird,eng ENG,MF,Derby County,19,2000,23.0,55,33,22,28,5,24,51,27,27,9,18,29,84,20,0,Matches
74,Tyler Blackett,eng ENG,DF,Nott'ham Forest,26,1994,9.4,12,8,5,6,1,4,14,10,6,0,6,15,27,18,0,Matches
75,Jamal Blackman,eng ENG,GK,Rotherham Utd,26,1993,25.9,1,1,1,0,0,1,3,2,1,0,1,0,1,22,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
76,Matt Bloomfield,eng ENG,"MF,FW",Wycombe,36,1984,7.7,13,6,3,8,2,6,13,7,10,1,9,6,19,11,0,Matches
77,Billy Bodin,wls WAL,"FW,MF",Preston,28,1992,1.0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,Matches
78,Marc Bola,eng ENG,"DF,FW",Middlesbrough,22,1997,40.1,62,40,32,25,5,20,28,8,50,12,38,69,131,83,1,Matches
79,Yannick Bolasie,cd COD,"FW,MF",Middlesbrough,31,1989,10.3,11,6,4,3,4,4,6,2,6,1,5,1,12,13,0,Matches
80,Gaëtan Bong,cm CMR,DF,Nott'ham Forest,32,1988,8.7,10,5,6,4,0,4,8,4,5,2,3,15,25,20,0,Matches
81,Macauley Bonne,zw ZIM,FW,QPR,24,1995,12.2,4,1,3,0,1,2,5,3,11,2,9,6,10,8,0,Matches
82,Julian Börner,de GER,DF,Sheffield Weds,29,1991,23.3,35,22,28,5,2,16,28,12,25,13,12,39,74,105,1,Matches
83,Caolan Boyd-Munce,nir NIR,DF,Birmingham City,20,2000,1.0,4,2,3,1,0,2,3,1,0,0,0,2,6,2,0,Matches
84,Sonny Bradley,eng ENG,DF,Luton Town,28,1991,36.5,37,28,26,9,2,20,35,15,40,26,14,53,90,179,1,Matches
85,Tom Bradshaw,wls WAL,"FW,MF",Millwall,28,1992,11.7,9,3,3,5,1,2,4,2,14,1,13,5,14,11,0,Matches
86,Jarrad Branthwaite,eng ENG,DF,Blackburn,18,2002,10.0,23,11,19,3,1,10,18,8,11,6,5,23,46,28,1,Matches
87,James Bree,eng ENG,DF,Luton Town,22,1997,17.8,18,11,13,4,1,7,18,11,16,5,11,13,31,41,0,Matches
88,Luke Brennan,eng ENG,FW,Blackburn,18,2001,0.1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,Matches
89,Ben Brereton,cl CHI,FW,Blackburn,21,1999,27.0,34,19,11,18,5,15,31,16,9,1,8,17,51,9,0,Matches
90,Callum Brittain,eng ENG,"DF,MF",Barnsley,22,1998,39.4,65,45,34,19,12,32,62,30,59,7,52,33,98,96,1,Matches
91,Louis Britton,eng ENG,FW,Bristol City,19,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
92,David Brooks,wls WAL,"FW,MF",Bournemouth,23,1997,23.8,26,13,8,13,5,11,27,16,18,3,15,14,40,5,0,Matches
93,Ciaron Brown,nir NIR,DF,Cardiff City,22,1998,11.6,18,9,12,5,1,7,10,3,13,7,6,14,32,34,0,Matches
94,Izzy Brown,eng ENG,MF,Sheffield Weds,23,1997,6.0,18,8,5,11,2,5,11,6,11,0,11,14,32,6,0,Matches
95,Jacob Brown,sct SCO,FW,Stoke City,22,1998,26.9,20,11,4,11,5,8,25,17,38,3,35,6,26,26,0,Matches
96,Jaden Brown,eng ENG,"DF,FW",Huddersfield,21,1999,2.7,7,6,2,4,1,2,6,4,4,0,4,1,8,2,0,Matches
97,Alan Browne,ie IRL,"MF,DF",Preston,25,1995,36.0,76,42,38,25,13,29,78,49,55,14,41,58,134,55,0,Matches
98,Marcus Browne,eng ENG,FW,Middlesbrough,22,1997,1.6,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,Matches
99,Chris Brunt,nir NIR,MF,Bristol City,35,1984,5.7,14,10,7,7,0,5,17,12,9,4,5,10,24,13,0,Matches
100,Lee Buchanan,eng ENG,"DF,MF",Derby County,19,2001,28.7,55,29,36,14,5,28,39,11,37,8,29,33,88,100,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
101,John Buckley,eng ENG,"MF,FW",Blackburn,20,1999,11.1,31,20,13,15,3,13,35,22,14,1,13,8,39,7,0,Matches
102,Emi Buendía,ar ARG,FW,Norwich City,23,1996,36.8,93,53,40,41,12,40,110,70,65,3,62,41,134,56,0,Matches
103,Ajani Burchall,bm BER,FW,Bournemouth,15,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
104,Tyler Burey,eng ENG,"FW,MF",Millwall,18,2001,1.6,3,0,1,2,0,0,2,2,1,0,1,0,3,2,0,Matches
105,Jack Burroughs,sct SCO,DF,Coventry City,19,2001,1.0,3,2,2,0,1,3,4,1,1,0,1,0,3,4,0,Matches
106,Josef Bursik,eng ENG,GK,Stoke City,20,2000,15.0,0,0,0,0,0,0,2,2,0,0,0,1,1,14,0,Matches
107,Daniel Butterworth,eng ENG,FW,Blackburn,20,1999,0.3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Matches
108,Nathan Byrne,eng ENG,"DF,MF",Derby County,28,1992,38.5,66,36,32,31,3,39,70,31,32,8,24,44,110,72,1,Matches
109,Ben Cabango,wls WAL,DF,Swansea City,20,2000,28.2,41,22,20,21,0,18,34,16,26,18,8,49,90,148,0,Matches
110,Rafael Cabral,br BRA,GK,Reading,30,1990,45.0,1,1,1,0,0,1,3,2,0,0,0,0,1,15,5,Matches
111,Cafú,pt POR,MF,Nott'ham Forest,27,1993,26.0,12,7,5,6,1,7,30,23,11,4,7,22,34,16,2,Matches
112,Mamadi Camará,gw GNB,MF,Reading,16,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
113,Geoff Cameron,us USA,"MF,DF",QPR,35,1985,30.9,49,35,25,19,5,23,55,32,41,18,23,49,98,89,1,Matches
114,Fraizer Campbell,eng ENG,FW,Huddersfield,32,1987,33.1,29,20,8,14,7,10,25,15,24,1,23,20,49,46,1,Matches
115,Tyrese Campbell,eng ENG,"FW,MF",Stoke City,20,1999,12.1,4,4,0,2,2,0,13,13,9,0,9,4,8,5,0,Matches
116,Sergi Canós,es ESP,"FW,DF",Brentford,23,1997,31.9,61,34,24,23,14,23,62,39,28,0,28,29,90,16,0,Matches
117,Todd Cantwell,eng ENG,FW,Norwich City,22,1998,29.0,44,31,14,19,11,20,60,40,27,0,27,16,60,24,0,Matches
118,Étienne Capoue,fr FRA,MF,Watford,32,1988,7.8,22,12,11,8,3,7,14,7,9,5,4,31,53,12,0,Matches
119,Tom Carroll,eng ENG,MF,QPR,28,1992,18.3,29,13,12,14,3,7,26,19,9,3,6,14,43,19,0,Matches
120,Hayden Carter,eng ENG,DF,Blackburn,20,1999,0.2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,Matches
121,Cameron Carter-Vickers,us USA,DF,Bournemouth,22,1997,20.5,21,14,14,6,1,10,12,2,25,14,11,24,45,76,0,Matches
122,Joel Castro Pereira,pt POR,GK,Huddersfield,24,1996,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Matches
123,Craig Cathcart,nir NIR,DF,Watford,31,1989,21.3,32,19,25,6,1,15,19,4,19,11,8,22,54,80,0,Matches
124,Ilias Chair,ma MAR,"MF,FW",QPR,22,1997,38.9,37,22,12,8,17,11,41,30,29,3,26,12,49,8,0,Matches
125,Nathaniel Chalobah,eng ENG,MF,Watford,25,1994,29.2,59,31,23,31,5,28,66,38,26,8,18,52,111,54,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
126,Conor Chaplin,eng ENG,"FW,MF",Barnsley,23,1997,23.5,26,19,9,11,6,11,45,34,39,2,37,20,46,11,0,Matches
127,Harry Chapman,eng ENG,"FW,MF",Blackburn,22,1997,1.0,1,0,0,1,0,0,5,5,2,0,2,1,2,0,0,Matches
128,Darius Charles,eng ENG,DF,Wycombe,32,1987,4.6,1,1,1,0,0,1,3,2,8,6,2,4,5,17,0,Matches
129,James Chester,wls WAL,DF,Stoke City,31,1989,31.0,46,34,29,17,0,23,36,13,23,16,7,38,84,119,0,Matches
130,Cyrus Christie,ie IRL,DF,Nott'ham Forest,27,1992,43.9,77,46,50,17,10,47,75,28,56,25,31,69,146,114,2,Matches
131,Jordan Clark,eng ENG,"DF,MF",Luton Town,26,1993,24.3,38,24,17,17,4,20,54,34,33,8,25,29,67,46,0,Matches
132,Jack Clarke,eng ENG,"FW,DF",Stoke City,19,2000,6.5,11,6,5,5,1,6,10,4,7,1,6,2,13,4,0,Matches
133,Matthew Clarke,eng ENG,DF,Derby County,23,1996,41.0,60,38,36,22,2,27,40,13,32,19,13,58,118,181,1,Matches
134,Trevor Clarke,ie IRL,"DF,MF",Rotherham Utd,22,1998,2.2,9,5,6,3,0,5,6,1,0,0,0,7,16,4,0,Matches
135,Jake Clarke-Salter,eng ENG,DF,Birmingham City,22,1997,8.8,20,10,13,7,0,6,10,4,8,5,3,14,34,21,1,Matches
136,Adam Clayton,eng ENG,MF,Birmingham City,31,1989,9.7,14,8,6,6,2,5,23,18,12,6,6,15,29,16,1,Matches
137,Tom Cleverley,eng ENG,MF,Watford,30,1989,28.9,76,36,32,40,4,27,66,39,39,6,33,24,100,28,1,Matches
138,Sam Clucas,eng ENG,MF,Stoke City,29,1990,17.9,22,16,9,10,3,8,25,17,12,4,8,27,49,25,1,Matches
139,Josh Coburn,eng ENG,"FW,MF",Middlesbrough,17,2002,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
140,Josh Cogley,eng ENG,"DF,FW",Birmingham City,24,1996,4.3,7,3,4,3,0,1,4,3,8,3,5,6,13,15,0,Matches
141,Jack Colback,eng ENG,MF,Nott'ham Forest,30,1989,12.2,34,21,15,16,3,11,26,15,15,7,8,30,64,7,0,Matches
142,Maxime Colin,fr FRA,DF,Birmingham City,28,1991,39.0,72,44,36,27,9,33,59,26,45,14,31,57,129,78,0,Matches
143,Bradley Collins,eng ENG,GK,Barnsley,23,1997,22.0,1,0,1,0,0,0,1,1,0,0,0,0,1,36,2,Matches
144,James Collins,ie IRL,FW,Luton Town,29,1990,29.5,22,15,3,13,6,8,31,23,25,8,17,10,32,51,0,Matches
145,Nathan Collins,ie IRL,DF,Stoke City,19,2001,19.6,25,17,12,10,3,8,14,6,22,13,9,27,52,63,1,Matches
146,Rubin Colwill,wls WAL,MF,Cardiff City,18,2002,2.1,1,1,0,1,0,0,3,3,2,0,2,0,1,3,0,Matches
147,Tommy Conway,sct SCO,"FW,MF",Bristol City,17,2002,3.0,1,1,1,0,0,1,3,2,5,1,4,0,1,1,0,Matches
148,Lewis Cook,eng ENG,MF,Bournemouth,23,1997,27.8,39,22,16,18,5,20,53,33,36,6,30,47,86,12,1,Matches
149,Steve Cook,eng ENG,DF,Bournemouth,29,1991,40.6,26,14,19,7,0,9,16,7,37,32,5,58,84,177,5,Matches
150,Brandon Cooper,wls WAL,FW,Swansea City,20,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Jake Cooper,eng ENG,DF,Millwall,25,1995,41.2,45,25,31,13,1,21,36,15,43,32,11,63,108,186,2,Matches
152,Oliver Cooper,wls WAL,FW,Swansea City,20,1999,0.6,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,Matches
153,Harry Cornick,eng ENG,"FW,MF",Luton Town,25,1995,28.4,28,23,10,9,9,10,34,24,30,0,30,7,35,7,0,Matches
154,Sam Cosgrove,eng ENG,FW,Birmingham City,23,1996,2.6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,Matches
155,Nuno da Costa,cv CPV,FW,Nott'ham Forest,29,1991,1.1,2,2,0,2,0,0,4,4,1,0,1,1,3,1,0,Matches
156,Hayden Coulson,eng ENG,"FW,MF",Middlesbrough,22,1998,7.0,9,3,7,2,0,3,11,8,9,0,9,5,14,3,0,Matches
157,Jordan Cousins,eng ENG,MF,Stoke City,26,1994,9.4,17,10,9,5,3,5,12,7,7,2,5,8,25,9,0,Matches
158,Martin Cranie,eng ENG,DF,Luton Town,33,1986,19.3,36,21,16,14,6,21,36,15,22,9,13,32,68,50,1,Matches
159,Cameron Cresswell,eng ENG,"FW,DF",Derby County,20,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
160,Romoney Crichlow-Noble,eng ENG,DF,Huddersfield,21,1999,2.7,3,2,2,1,0,3,6,3,3,2,1,5,8,21,0,Matches
161,Matt Crooks,eng ENG,"MF,FW",Rotherham Utd,26,1994,34.3,52,28,17,28,7,18,64,46,39,6,33,22,74,47,0,Matches
162,Daniel Crowley,eng ENG,"MF,FW",Birmingham City,22,1997,1.2,1,1,0,1,0,0,2,2,0,0,0,1,2,0,0,Matches
163,Liam Cullen,wls WAL,FW,Swansea City,21,1999,5.6,3,2,0,2,1,0,7,7,6,0,6,1,4,5,0,Matches
164,Greg Cunningham,ie IRL,DF,Preston,29,1991,10.1,17,13,8,9,0,14,23,9,6,2,4,9,26,21,0,Matches
165,Greg Cunningham,ie IRL,DF,Cardiff City,29,1991,3.2,9,6,6,1,2,8,10,2,0,0,0,5,14,3,1,Matches
166,Fankaty Dabo,eng ENG,"DF,MF",Coventry City,24,1995,22.1,41,27,17,20,4,24,38,14,19,2,17,19,60,25,0,Matches
167,Bradley Dack,eng ENG,"MF,FW",Blackburn,26,1993,9.0,5,2,2,1,2,2,8,6,5,2,3,3,8,6,0,Matches
168,Julien Dacosta,fr FRA,DF,Coventry City,24,1996,10.3,24,12,15,5,4,16,30,14,10,1,9,15,39,24,1,Matches
169,Henrik Dalsgaard,dk DEN,DF,Brentford,31,1989,33.5,55,32,38,14,3,31,59,28,14,4,10,39,94,80,1,Matches
170,Matty Daly,eng ENG,"FW,MF",Huddersfield,19,2001,0.8,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,Matches
171,Luke Daniels,eng ENG,GK,Brentford,32,1988,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
172,Arnaut Danjuma,nl NED,FW,Bournemouth,23,1997,27.7,9,7,4,4,1,3,11,8,10,0,10,6,15,2,0,Matches
173,Jay Dasilva,wls WAL,DF,Bristol City,22,1998,9.0,11,9,5,5,1,6,16,10,9,1,8,9,20,15,0,Matches
174,Josh Dasilva,eng ENG,MF,Brentford,21,1998,23.7,20,10,7,10,3,8,22,14,15,2,13,6,26,19,0,Matches
175,Jacob Davenport,eng ENG,MF,Blackburn,21,1998,6.8,18,13,6,10,2,9,15,6,7,2,5,17,35,12,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Adam Davies,wls WAL,GK,Stoke City,28,1992,16.5,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,Matches
177,Ben Davies,eng ENG,DF,Preston,24,1995,18.8,22,8,13,8,1,9,12,3,19,10,9,26,48,83,1,Matches
178,Curtis Davies,sl SLE,DF,Derby County,35,1985,10.8,15,10,12,3,0,7,12,5,10,8,2,19,34,59,0,Matches
179,Cameron Dawson,eng ENG,GK,Sheffield Weds,25,1995,8.0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,1,Matches
180,Jón Daði Böðvarsson,is ISL,FW,Millwall,28,1992,15.4,14,9,1,13,0,2,8,6,11,1,10,6,20,8,0,Matches
181,Harlee Dean,eng ENG,DF,Birmingham City,29,1991,41.9,29,19,14,14,1,18,31,13,48,31,17,57,86,158,2,Matches
182,Troy Deeney,eng ENG,FW,Watford,32,1988,14.2,14,8,6,8,0,5,16,11,9,1,8,5,19,23,0,Matches
183,Fisayo Dele-Bashiru,ng NGA,MF,Sheffield Weds,19,2001,3.2,4,0,4,0,0,0,1,1,3,1,2,3,7,0,0,Matches
184,Tom Dele-Bashiru,ng NGA,MF,Watford,20,1999,0.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches
