rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,matches
31,André Almeida Pinto,pt POR,DF,Al-Fateh,29,1989,12,11,996,11.1,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches
32,Haider Al-Amer,sa KSA,DF,Al-Adalah,29,1989,1,0,32,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
33,Cédric Amissi,bi BDI,MF,Al-Taawoun,29,1990,25,25,2167,24.1,6,3,9,6,0,0,9,2,0.25,0.12,0.37,0.25,0.37,Matches
34,Abdullah Al-Ammar,sa KSA,DF,Al-Ittihad,25,1994,3,2,199,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
35,Turki Al Ammar,sa KSA,MF,Al-Shabab,19,1999,16,3,431,4.8,1,0,1,1,0,0,3,0,0.21,0.00,0.21,0.21,0.21,Matches
36,Najib Ammari,dz ALG,MF,Damac,27,1992,2,2,161,1.8,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
37,Sari Amr,sa KSA,DF,Al-Wehda,29,1989,2,2,179,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
38,Sari Amr,sa KSA,DF,Abha,29,1989,5,4,410,4.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
39,Nordin Amrabat,ma MAR,MF,Al-Nassr,32,1987,29,28,2440,27.1,4,11,15,4,0,0,3,0,0.15,0.41,0.55,0.15,0.55,Matches
40,Abdulelah Al-Amri,sa KSA,DF,Al-Nassr,22,1997,10,9,831,9.2,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches
41,Mohammed Al-Amri,sa KSA,DF,Al-Raed,27,1991,29,29,2502,27.8,1,2,3,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11,Matches
42,Saleh Al-Amri,sa KSA,MF,Al-Ettifaq,25,1993,18,9,717,8.0,3,1,4,3,0,0,2,0,0.38,0.13,0.50,0.38,0.50,Matches
43,Rakan Al Anaze,sa KSA,MF,Al-Wehda,21,1998,8,1,279,3.1,1,0,1,1,0,0,3,0,0.32,0.00,0.32,0.32,0.32,Matches
44,Carolus Andriamatsinoro,mg MAD,"FW,MF",Al-Adalah,30,1989,30,29,2606,29.0,10,1,11,8,2,4,3,0,0.35,0.03,0.38,0.28,0.31,Matches
45,Ghalab Al Anzi,sa KSA,MF,Al-Hazem,20,1999,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Karim Aouadhi,tn TUN,MF,Abha,33,1986,27,27,2430,27.0,4,1,5,3,1,1,8,0,0.15,0.04,0.19,0.11,0.15,Matches
47,Ahmed Al-Aoufi,sa KSA,MF,Al-Ittihad,27,1992,3,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
48,Abdulaziz Al-Aryani,sa KSA,FW,Al-Ittihad,23,1996,7,1,129,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Ernest Asante,gh GHA,MF,Al-Hazem,30,1988,9,6,524,5.8,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches
50,Abdulfattah Asiri,sa KSA,MF,Al-Ahli,25,1994,19,16,1463,16.3,3,4,7,3,0,0,5,0,0.18,0.25,0.43,0.18,0.43,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Jaber Asiri,sa KSA,FW,Al-Wehda,21,1997,5,0,34,0.4,0,1,1,0,0,0,0,0,0.00,2.65,2.65,0.00,2.65,Matches
52,Ali Al Asmari,sa KSA,MF,Al-Ahli,22,1997,19,13,1149,12.8,2,1,3,2,0,0,3,0,0.16,0.08,0.23,0.16,0.23,Matches
53,Malik Asselah,dz ALG,GK,Al-Hazem,33,1986,29,29,2610,29.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
54,Ahmed Assiri,sa KSA,DF,Al-Taawoun,27,1991,25,20,1928,21.4,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
55,Muhannad Assiri,sa KSA,"FW,MF",Al-Ahli,32,1986,2,0,28,0.3,0,1,1,0,0,0,0,0,0.00,3.21,3.21,0.00,3.21,Matches
56,Rafael Assis,br BRA,MF,Al-Fayha,28,1990,8,8,720,8.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
57,Abdulquddus Atiah,sa KSA,GK,Al-Wehda,22,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
58,Amine Atouchi,ma MAR,DF,Abha,27,1992,29,29,2610,29.0,3,1,4,3,0,0,4,0,0.10,0.03,0.14,0.10,0.14,Matches
59,Mohammed Attiah,sa KSA,MF,Al-Shabab,27,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
60,Ghazi Ayadi,tn TUN,"MF,FW",Damac,23,1996,10,7,606,6.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
61,Fares Al-Ayyaf,sa KSA,"MF,DF",Al-Hazem,27,1992,10,8,671,7.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
62,Walid Azaro,ma MAR,FW,Al-Ettifaq,23,1995,7,5,498,5.5,3,1,4,3,0,0,2,0,0.54,0.18,0.72,0.54,0.72,Matches
63,Bander Ba Ajaj,sa KSA,DF,Damac,24,1995,2,2,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
64,Anice Badri,tn TUN,"MF,FW",Al-Ittihad,28,1990,11,4,429,4.8,0,1,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matches
65,Hattan Bahebri,sa KSA,MF,Al-Hilal,27,1992,10,6,521,5.8,0,2,2,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,Matches
66,Masood Bakheet,sa KSA,DF,Al-Hazem,27,1992,2,2,151,1.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
67,Yazeid Al Bakr,sa KSA,DF,Al-Ahli,23,1995,5,3,254,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
68,Waleed Bakshween,sa KSA,MF,Al-Wehda,29,1989,28,27,2293,25.5,0,2,2,0,0,0,9,0,0.00,0.08,0.08,0.00,0.08,Matches
69,Ageel Balghaith,sa KSA,DF,Al-Faisaly,32,1987,12,2,249,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
70,Ahmed Bamasud,sa KSA,"MF,DF",Al-Fayha,23,1995,25,7,885,9.8,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
71,Mohammed Al Baqawi,sa KSA,DF,Al-Shabab,24,1995,7,4,297,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
72,Mohammed Al Baqawi,sa KSA,DF,Al-Fayha,24,1995,13,12,975,10.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
73,Basim Al Baqi,sa KSA,GK,Al-Ahli,29,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
74,Abdulrahman Al-Barakah,sa KSA,MF,Al-Fayha,28,1990,27,24,1931,21.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
75,Khaled Al-Barakah,sa KSA,DF,Al-Ettifaq,28,1990,1,1,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Karam Barnawi,sa KSA,DF,Abha,32,1987,22,21,1882,20.9,0,1,1,0,0,0,8,3,0.00,0.05,0.05,0.00,0.05,Matches
77,Yassin Barnawi,sa KSA,"DF,MF",Al-Taawoun,25,1993,15,12,1082,12.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
78,Mohammad Al Bassas,sa KSA,DF,Al-Ahli,20,1998,3,1,146,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Mustafa Bassas,sa KSA,"FW,MF",Al-Ahli,26,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Mustafa Bassas,sa KSA,"MF,FW",Al-Faisaly,26,1993,7,2,166,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
81,Zaid Al Bawardi,sa KSA,GK,Al-Nassr,22,1997,2,1,113,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
82,Youcef Belaïli,dz ALG,MF,Al-Ahli,27,1992,13,12,956,10.6,2,3,5,0,2,2,4,0,0.19,0.28,0.47,0.00,0.28,Matches
83,Hatim Belal,sa KSA,DF,Al-Wehda,25,1994,3,0,52,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
84,Farouk Ben Mustapha,tn TUN,GK,Al-Shabab,30,1989,25,25,2191,24.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
85,Sofiane Bendebka,dz ALG,MF,Al-Fateh,26,1992,14,13,1191,13.2,5,3,8,5,0,0,4,0,0.38,0.23,0.60,0.38,0.60,Matches
86,Djamel Benlamri,dz ALG,DF,Al-Shabab,29,1989,9,8,737,8.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
87,Saad Bguir,tn TUN,"MF,FW",Abha,25,1994,29,29,2532,28.1,12,8,20,8,4,4,3,0,0.43,0.28,0.71,0.28,0.57,Matches
88,Fahad bin Jumayah,sa KSA,"MF,DF",Al-Nassr,24,1995,14,4,466,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
89,Mohammed bin Nukhaylan,sa KSA,DF,Al-Faisaly,17,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
90,Abdulaziz Al-Bishi,sa KSA,MF,Al-Ittihad,25,1994,24,15,1302,14.5,1,4,5,1,0,0,4,1,0.07,0.28,0.35,0.07,0.35,Matches
91,Medwine Biteghe,ga GAB,MF,Al-Adalah,22,1996,30,28,2453,27.3,2,3,5,2,0,1,3,0,0.07,0.11,0.18,0.07,0.18,Matches
92,Roly Bonevacia,cw CUW,MF,Al-Faisaly,27,1991,22,20,1706,19.0,2,0,2,2,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches
93,Wilfried Bony,ci CIV,FW,Al-Ittihad,30,1988,10,7,624,6.9,5,0,5,2,3,3,2,0,0.72,0.00,0.72,0.29,0.29,Matches
94,Alberto Botía,es ESP,DF,Al-Wehda,30,1989,24,24,2112,23.5,1,1,2,1,0,0,12,0,0.04,0.04,0.09,0.04,0.09,Matches
95,Salim Boukhanchouche,dz ALG,MF,Abha,27,1991,6,3,209,2.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
96,Nawaf Boushal,sa KSA,DF,Al-Fateh,19,1999,17,13,1215,13.5,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches
97,Mohammed Al-Breik,sa KSA,DF,Al-Hilal,26,1992,20,18,1616,18.0,1,5,6,1,0,0,4,0,0.06,0.28,0.33,0.06,0.33,Matches
98,Tawfiq Bu Haymid,sa KSA,"DF,MF",Al-Fateh,31,1987,25,18,1679,18.7,1,2,3,1,0,0,7,1,0.05,0.11,0.16,0.05,0.16,Matches
99,Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,29,1989,14,12,1109,12.3,2,1,3,2,0,0,2,1,0.16,0.08,0.24,0.16,0.24,Matches
100,Firas Al-Buraikan,sa KSA,FW,Al-Nassr,19,2000,9,1,215,2.4,1,0,1,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Murtadah Al Burayh,sa KSA,DF,Al-Adalah,29,1990,17,15,1255,13.9,0,1,1,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,Matches
102,Jonathan Cafu,br BRA,MF,Al-Hazem,28,1991,15,13,1160,12.9,2,2,4,2,0,0,4,0,0.16,0.16,0.31,0.16,0.31,Matches
103,Haroune Camara,sa KSA,FW,Al-Ittihad,21,1998,17,6,622,6.9,1,1,2,1,0,0,1,0,0.14,0.14,0.29,0.14,0.29,Matches
104,André Carrillo,pe PER,MF,Al-Hilal,28,1991,27,18,1727,19.2,4,4,8,4,0,0,3,0,0.21,0.21,0.42,0.21,0.42,Matches
105,Cássio,pt POR,GK,Al-Taawoun,38,1980,29,29,2610,29.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
106,Farouk Chafaï,dz ALG,DF,Damac,29,1990,17,17,1530,17.0,3,0,3,3,0,0,3,0,0.18,0.00,0.18,0.18,0.18,Matches
107,Firas Chaouat,tn TUN,FW,Abha,23,1996,13,7,744,8.3,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches
108,Renato Chaves,br BRA,DF,Al-Wehda,29,1990,25,25,2234,24.8,3,0,3,3,0,0,5,1,0.12,0.00,0.12,0.12,0.12,Matches
109,Ibrahim Chenihi,dz ALG,MF,Damac,29,1990,17,14,1207,13.4,2,6,8,2,0,0,0,0,0.15,0.45,0.60,0.15,0.60,Matches
110,Aliou Cissé,sn SEN,"MF,FW",Al-Adalah,29,1990,26,22,1977,22.0,6,1,7,6,0,0,5,0,0.27,0.05,0.32,0.27,0.32,Matches
111,Emre Çolak,tr TUR,MF,Al-Wehda,28,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
112,Manuel da Costa,ma MAR,DF,Al-Ittihad,33,1986,7,7,630,7.0,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
113,Rafael Costa,br BRA,MF,Damac,28,1991,3,3,270,3.0,1,1,2,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67,Matches
114,Gustavo Cuellar,co COL,MF,Al-Hilal,26,1992,26,24,2092,23.2,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches
115,Ammar Al-Daheem,sa KSA,DF,Al-Ittihad,25,1993,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
116,Nasser Al Dajani,sa KSA,MF,Al-Taawoun,22,1997,8,2,160,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
117,Jalal Daoudi,ma MAR,MF,Al-Raed,30,1988,24,19,1543,17.1,7,0,7,6,1,1,9,1,0.41,0.00,0.41,0.35,0.35,Matches
118,Faisal Darisi,sa KSA,DF,Al-Raed,22,1997,3,1,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
119,Faisel Darwish,sa KSA,"MF,DF",Al-Taawoun,28,1991,11,6,533,5.9,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches
120,Faisel Darwish,sa KSA,MF,Al-Wehda,28,1991,7,2,165,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Abdullaziz Al-Dawsari,sa KSA,MF,Al-Nassr,30,1988,7,0,85,0.9,1,0,1,1,0,0,1,0,1.06,0.00,1.06,1.06,1.06,Matches
122,Abdullaziz Al-Dawsari,sa KSA,MF,Al-Faisaly,30,1988,10,3,407,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
123,Nasser Al-Dawsari,sa KSA,MF,Al-Hilal,20,1998,9,2,235,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Salem Al-Dawsari,sa KSA,MF,Al-Hilal,27,1991,20,16,1503,16.7,4,7,11,4,0,0,2,0,0.24,0.42,0.66,0.24,0.66,Matches
125,Mohammed Sayed Al-Dhaw,sa KSA,MF,Al-Fateh,25,1993,6,2,212,2.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Abdulaziz Al-Dhiyabi,sa KSA,MF,Damac,27,1992,6,0,51,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
127,Makhete Diop,sn SEN,FW,Al-Shabab,32,1987,13,11,947,10.5,6,1,7,5,1,1,2,1,0.57,0.10,0.67,0.48,0.57,Matches
128,Djaniny,cv CPV,"FW,MF",Al-Ahli,28,1991,22,20,1754,19.5,8,2,10,8,0,0,3,0,0.41,0.10,0.51,0.41,0.51,Matches
129,Arnaud Djoum,cm CMR,MF,Al-Raed,30,1989,29,29,2544,28.3,4,3,7,4,0,0,4,0,0.14,0.11,0.25,0.14,0.25,Matches
130,Jumaan Al Dosari,sa KSA,DF,Damac,32,1987,8,6,596,6.6,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
131,Abdurahman Al-Dossari,sa KSA,MF,Al-Nassr,21,1997,17,4,418,4.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
132,Saeed Al-Dossari,sa KSA,MF,Al-Fateh,29,1990,13,2,219,2.4,0,2,2,0,0,0,1,0,0.00,0.82,0.82,0.00,0.82,Matches
133,Hamad Al Dossary,sa KSA,"DF,MF",Al-Adalah,25,1994,4,3,276,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Marzouq Al Dossary,sa KSA,MF,Al-Shabab,17,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Mohammed Al Dossary,sa KSA,DF,Al-Raed,20,1999,25,23,1938,21.5,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches
136,Souleymane Doukara,mr MTN,"FW,MF",Al-Ettifaq,27,1991,29,25,2173,24.1,6,2,8,5,1,1,2,1,0.25,0.08,0.33,0.21,0.29,Matches
137,Azzedine Doukha,dz ALG,GK,Al-Raed,32,1986,29,29,2610,29.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
138,Khalid Dubaysh,sa KSA,"DF,MF",Al-Adalah,20,1998,6,4,314,3.5,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
139,Carlos Eduardo,br BRA,MF,Al-Hilal,29,1989,22,19,1691,18.8,12,0,12,10,2,3,1,0,0.64,0.00,0.64,0.53,0.53,Matches
140,Hussain Al Essa,sa KSA,"MF,FW",Al-Adalah,18,2000,20,9,852,9.5,2,1,3,2,0,0,1,0,0.21,0.11,0.32,0.21,0.32,Matches
141,Jaber Essa,sa KSA,MF,Al-Wehda,22,1997,12,5,477,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Abdullah Al-Fahad,sa KSA,DF,Al-Raed,25,1994,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Sultan Fahran,sa KSA,MF,Al-Raed,22,1996,26,26,2171,24.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Abdulmohsen Fallatah,sa KSA,DF,Al-Ittihad,25,1994,7,6,489,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
145,Muhannad Fallatah,sa KSA,MF,Al-Fayha,23,1996,7,5,468,5.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
146,Sultan Faqihi,sa KSA,DF,Al-Hazem,24,1995,3,3,209,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Salman Al-Faraj,sa KSA,MF,Al-Hilal,29,1989,19,15,1322,14.7,2,2,4,2,0,0,5,0,0.14,0.14,0.27,0.14,0.27,Matches
148,Mohammed Al Fatil,sa KSA,DF,Al-Ahli,27,1992,15,14,1254,13.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
149,Jorge Fellipe,br BRA,DF,Damac,30,1988,13,13,1170,13.0,2,1,3,2,0,0,1,0,0.15,0.08,0.23,0.15,0.23,Matches
150,Ronnie Fernández,cl CHI,FW,Al-Fayha,28,1991,15,15,1348,15.0,7,2,9,4,3,3,4,0,0.47,0.13,0.60,0.27,0.40,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Driss Fettouhi,ma MAR,MF,Al-Hazem,29,1989,30,29,2642,29.4,3,10,13,2,1,2,3,0,0.10,0.34,0.44,0.07,0.41,Matches
152,Ahmed Al Fiqi,sa KSA,MF,Al-Faisaly,26,1992,19,11,882,9.8,2,1,3,2,0,0,1,1,0.20,0.10,0.31,0.20,0.31,Matches
153,Youssef Fouzai,tn TUN,"FW,MF",Al-Adalah,31,1987,11,9,778,8.6,0,1,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,Matches
