wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
23,Tue,2020-08-04,21:15 (20:15),Al-Ahli,4–2,Al-Hazem,,King Abdullah Sports City,Shukri Al Hunfush,Match Report,
23,Wed,2020-08-05,19:30 (18:30),Al-Wehda,0–3,Al-Shabab,,King Abdul Aziz Stadium,Mohammed Al Hoish,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
23,Wed,2020-08-05,20:30 (19:30),Al-Adalah,0–1,Al-Ettifaq,,Prince Abdullah bin Jalawi Stadium,Georgi Kabakov,Match Report,
23,Wed,2020-08-05,21:00 (20:00),Al-Nassr,1–4,Al-Hilal,,Prince Faisal bin Fahd Stadium,Benoît Bastien,Match Report,
24,Sun,2020-08-09,19:00 (18:00),Al-Ettifaq,3–2,Al-Fayha,,Prince Mohamed bin Fahd Stadium,Mattias Gestranius,Match Report,
24,Sun,2020-08-09,19:15 (18:15),Damac,2–1,Al-Faisaly,,Prince Sultan bin Abdul Aziz Stadium,Sultan Al Harbi,Match Report,
24,Sun,2020-08-09,19:30 (18:30),Al-Wehda,0–0,Al-Raed,,King Abdul Aziz Stadium,Irfan Peljto,Match Report,
24,Sun,2020-08-09,21:00 (20:00),Al-Ittihad,1–2,Al-Ahli,,King Abdullah Sports City,Srđan Jovanović,Match Report,
24,Mon,2020-08-10,19:05 (18:05),Al-Shabab,1–0,Al-Taawoun,,Prince Faisal bin Fahd Stadium,Tamás Bognár,Match Report,
24,Mon,2020-08-10,19:15 (18:15),Abha,0–2,Al-Nassr,,Prince Sultan bin Abdul Aziz Stadium,Nikola Dabanović,Match Report,
24,Mon,2020-08-10,19:20 (18:20),Al-Hazem,1–2,Al-Adalah,35,Ar-Rass Stadium,Kristo Tohver,Match Report,
24,Mon,2020-08-10,21:00 (20:00),Al-Hilal,2–1,Al-Fateh,,King Saud University Stadium,Georgi Kabakov,Match Report,
25,Fri,2020-08-14,18:55 (17:55),Al-Fateh,2–1,Abha,133,Prince Abdullah bin Jalawi Stadium,Kristo Tohver,Match Report,
25,Fri,2020-08-14,19:10 (18:10),Al-Fayha,1–1,Al-Shabab,,Al Majma'ah Sport City,Nikola Dabanović,Match Report,
25,Fri,2020-08-14,19:15 (18:15),Al-Raed,3–1,Al-Hazem,,Prince Abdullah bin Abdul Aziz Stadium,Tamás Bognár,Match Report,
25,Fri,2020-08-14,20:50 (19:50),Al-Ittihad,1–0,Al-Ettifaq,,King Abdullah Sports City,Daniel Stefański,Match Report,
25,Sat,2020-08-15,18:55 (17:55),Al-Adalah,0–4,Al-Hilal,70,Prince Abdullah bin Jalawi Stadium,Mattias Gestranius,Match Report,
25,Sat,2020-08-15,19:10 (18:10),Al-Faisaly,2–0,Al-Ahli,,Al Majma'ah Sport City,Gediminas Mažeika,Match Report,
25,Sat,2020-08-15,19:15 (18:15),Al-Taawoun,0–2,Damac,37,Prince Abdullah bin Abdul Aziz Stadium,Georgi Kabakov,Match Report,
25,Sat,2020-08-15,20:50 (19:50),Al-Nassr,1–0,Al-Wehda,,Prince Faisal bin Fahd Stadium,Pavel Královec,Match Report,
26,Wed,2020-08-19,18:50 (17:50),Al-Fateh,1–1,Al-Ettifaq,167,Prince Abdullah bin Jalawi Stadium,Faisal Alblwi,Match Report,
26,Wed,2020-08-19,19:05 (18:05),Al-Faisaly,1–1,Al-Ittihad,25,Al Majma'ah Sport City,Aliaksei Kulbakou,Match Report,
26,Wed,2020-08-19,19:10 (18:10),Abha,0–2,Al-Hazem,47,Prince Sultan bin Abdul Aziz Stadium,Gediminas Mažeika,Match Report,
26,Wed,2020-08-19,20:55 (19:55),Al-Raed,2–1,Al-Shabab,,Prince Abdullah bin Abdul Aziz Stadium,Andris Treimanis,Match Report,
26,Thu,2020-08-20,18:50 (17:50),Al-Adalah,2–4,Al-Wehda,,Prince Abdullah bin Jalawi Stadium,Matt Conger,Match Report,
26,Thu,2020-08-20,19:05 (18:05),Al-Fayha,0–0,Damac,,Al Majma'ah Sport City,Bobby Madden,Match Report,
26,Thu,2020-08-20,19:10 (18:10),Al-Taawoun,1–4,Al-Nassr,,Prince Abdullah bin Abdul Aziz Stadium,Néstor Pitana,Match Report,
26,Thu,2020-08-20,20:55 (19:55),Al-Ahli,2–1,Al-Hilal,,King Abdullah Sports City,Andrés Cunha,Match Report,
27,Mon,2020-08-24,18:45 (17:45),Al-Ettifaq,4–0,Al-Raed,,Prince Mohamed bin Fahd Stadium,Matt Conger,Match Report,
27,Mon,2020-08-24,19:00 (18:00),Al-Shabab,1–1,Abha,,Prince Faisal bin Fahd Stadium,Turki Al Khudayr,Match Report,
27,Mon,2020-08-24,19:10 (18:10),Al-Hazem,3–4,Al-Fateh,,Ar-Rass Stadium,Aliaksei Kulbakou,Match Report,
27,Mon,2020-08-24,20:50 (19:50),Al-Ittihad,4–1,Al-Fayha,,King Abdullah Sports City,Andrés Cunha,Match Report,
27,Tue,2020-08-25,19:00 (18:00),Al-Hilal,2–0,Al-Faisaly,,King Saud University Stadium,Néstor Pitana,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
27,Tue,2020-08-25,19:05 (18:05),Damac,2–1,Al-Ahli,,Prince Sultan bin Abdul Aziz Stadium,Gediminas Mažeika,Match Report,
27,Tue,2020-08-25,19:20 (18:20),Al-Wehda,2–1,Al-Taawoun,,King Abdul Aziz Stadium,David Roome,Match Report,
27,Tue,2020-08-25,20:50 (19:50),Al-Nassr,6–1,Al-Adalah,,Prince Faisal bin Fahd Stadium,Andris Treimanis,Match Report,
28,Sat,2020-08-29,18:40 (17:40),Al-Adalah,1–1,Al-Raed,,Prince Abdullah bin Jalawi Stadium,Bobby Madden,Match Report,
28,Sat,2020-08-29,19:00 (18:00),Damac,2–2,Abha,,Prince Sultan bin Abdul Aziz Stadium,Andrés Cunha,Match Report,
28,Sat,2020-08-29,20:40 (19:40),Al-Hilal,4–1,Al-Hazem,,King Saud University Stadium,Andris Treimanis,Match Report,
28,Sat,2020-08-29,20:40 (19:40),Al-Nassr,2–1,Al-Fayha,,Prince Faisal bin Fahd Stadium,Gediminas Mažeika,Match Report,
28,Sun,2020-08-30,18:40 (17:40),Al-Fateh,1–1,Al-Ittihad,,Prince Abdullah bin Jalawi Stadium,Néstor Pitana,Match Report,
28,Sun,2020-08-30,18:55 (17:55),Al-Faisaly,2–1,Al-Wehda,,Al Majma'ah Sport City,João Pinheiro,Match Report,
28,Sun,2020-08-30,19:00 (18:00),Al-Taawoun,0–1,Al-Ettifaq,,Prince Abdullah bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
28,Sun,2020-08-30,20:40 (19:40),Al-Ahli,1–1,Al-Shabab,,King Abdullah Sports City,Aliaksei Kulbakou,Match Report,
29,Fri,2020-09-04,20:35 (19:35),Al-Shabab,1–0,Al-Hazem,,Prince Faisal bin Fahd Stadium,João Pinheiro,Match Report,
29,Fri,2020-09-04,20:35 (19:35),Al-Fateh,1–0,Al-Taawoun,,Prince Saud bin Jalawi Stadium,Gediminas Mažeika,Match Report,
29,Fri,2020-09-04,20:35 (19:35),Al-Raed,2–1,Al-Faisaly,,Prince Abdullah bin Abdul Aziz Stadium,Andrés Cunha,Match Report,
29,Fri,2020-09-04,20:35 (19:35),Al-Wehda,1–3,Al-Hilal,,King Abdul Aziz Stadium,Vitor Ferreira Fernandes,Match Report,
29,Fri,2020-09-04,20:35 (19:35),Abha,2–1,Al-Ahli,,Prince Sultan bin Abdul Aziz Stadium,Khalid Al Turais,Match Report,
29,Fri,2020-09-04,20:35 (19:35),Al-Fayha,2–0,Al-Adalah,,Al Majma'ah Sport City,Matt Conger,Match Report,
29,Fri,2020-09-04,20:35 (19:35),Al-Ettifaq,0–2,Damac,,Prince Mohamed bin Fahd Stadium,Majed Mohammed Al Shamrani,Match Report,
29,Fri,2020-09-04,20:35 (19:35),Al-Ittihad,1–1,Al-Nassr,,King Abdullah Sports City,Ivan Bebek,Match Report,
30,Wed,2020-09-09,20:35 (19:35),Al-Ahli,2–0,Al-Raed,,King Abdullah Sports City,Vitor Ferreira Fernandes,Match Report,
30,Wed,2020-09-09,20:35 (19:35),Damac,4–3,Al-Fateh,,Prince Sultan bin Abdul Aziz Stadium,Faisal Alblwi,Match Report,
30,Wed,2020-09-09,20:35 (19:35),Al-Taawoun,1–0,Al-Fayha,,King Saud University Stadium,Andrés Cunha,Match Report,
30,Wed,2020-09-09,20:35 (19:35),Al-Adalah,0–2,Al-Ittihad,,Prince Abdullah bin Jalawi Stadium,Khalid Al Turais,Match Report,
30,Wed,2020-09-09,20:35 (19:35),Al-Faisaly,2–1,Abha,,Al Majma'ah Sport City,Mohammed Al Hoish,Match Report,
30,Wed,2020-09-09,20:35 (19:35),Al-Hazem,0–2,Al-Wehda,,Ar-Rass Stadium,Ivan Bebek,Match Report,
30,Wed,2020-09-09,20:35 (19:35),Al-Hilal,2–1,Al-Shabab,,King Saud University Stadium,Gediminas Mažeika,Match Report,
30,Wed,2020-09-09,20:35 (19:35),Al-Nassr,3–2,Al-Ettifaq,,Prince Faisal bin Fahd Stadium,João Pinheiro,Match Report,
