rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,Abner,br BRA,DF,Ath Paranaense,19,2000,31.5,1806,1429,368,39,1,9,131,293,36,11,25,0,1431,9,46,Matches
2,Pedro Acacio,br BRA,"MF,DF",Palmeiras,17,2002,0.4,20,18,1,0,0,0,0,1,0,0,0,0,16,1,0,Matches
3,Luiz Adriano,br BRA,FW,Palmeiras,32,1987,17.1,315,280,33,1,4,1,9,1,1,0,0,0,237,2,8,Matches
4,Adryelson,br BRA,DF,Sport Recife,21,1998,35.7,1312,1242,65,60,0,5,0,4,0,0,0,0,1078,5,8,Matches
5,Felipe Aguilar,co COL,DF,Ath Paranaense,27,1993,5.9,391,384,7,7,0,1,0,0,0,0,0,0,364,0,1,Matches
6,Yuri Alberto,br BRA,"FW,MF",Internacional,18,2001,14.4,281,254,26,1,0,0,6,1,0,0,0,0,191,1,9,Matches
7,Alerrandro,br BRA,FW,RB Bragantino,20,2000,10.3,175,150,23,0,3,2,4,1,0,0,0,0,125,2,5,Matches
8,Alesson,br BRA,"FW,MF",Bahia,20,1999,4.1,110,110,0,0,2,0,6,0,0,0,0,0,78,0,9,Matches
9,Alex,br BRA,DF,Santos,20,1999,8.1,337,319,18,17,0,0,0,1,0,0,0,0,291,0,2,Matches
10,Caio Alexandre,br BRA,MF,Botafogo (RJ),20,1999,30.3,1522,1443,74,64,7,16,36,8,1,0,0,0,1281,5,19,Matches
11,Alison,br BRA,"MF,DF",Santos,26,1993,16.8,802,753,48,32,0,5,2,4,0,0,0,0,679,1,9,Matches
12,Alisson,br BRA,FW,Grêmio,26,1993,21.6,1071,971,100,20,3,6,97,29,51,10,17,0,824,0,31,Matches
13,Allan,br BRA,MF,Atlético Mineiro,22,1997,26.3,2026,1965,48,25,0,17,6,22,1,1,0,0,1770,13,11,Matches
14,Allanzinho,br BRA,MF,Santos,19,2000,0.2,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0,Matches
