rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Abner,br BRA,DF,Ath Paranaense,19,2000,34,30,2833,31.5,3,3,6,3,0,0,4,0,2.0,2.0,3.9,5.9,64,142,171,0.10,0.10,0.19,0.10,0.19,0.06,0.12,0.19,0.06,0.19,Matches
2,Pedro Acacio,br BRA,"MF,DF",Palmeiras,17,2002,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3,Luiz Adriano,br BRA,FW,Palmeiras,32,1987,24,19,1538,17.1,10,3,13,8,2,3,2,0,7.5,5.0,1.6,6.6,16,35,59,0.59,0.18,0.76,0.47,0.64,0.44,0.09,0.54,0.29,0.39,Matches
4,Adryelson,br BRA,DF,Sport Recife,21,1998,36,36,3216,35.7,0,0,0,0,0,0,7,0,0.7,0.7,0.1,0.9,5,55,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
5,Felipe Aguilar,co COL,DF,Ath Paranaense,27,1993,11,5,532,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,12,0,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
6,Yuri Alberto,br BRA,"FW,MF",Internacional,18,2001,23,14,1299,14.4,10,2,12,10,0,0,3,0,8.1,8.1,2.0,10.1,20,14,112,0.69,0.14,0.83,0.69,0.83,0.56,0.14,0.70,0.56,0.70,Matches
7,Alerrandro,br BRA,FW,RB Bragantino,20,2000,16,11,926,10.3,5,2,7,5,0,1,0,0,5.6,4.8,1.4,6.2,6,17,52,0.49,0.19,0.68,0.49,0.68,0.55,0.14,0.68,0.47,0.61,Matches
8,Alesson,br BRA,"FW,MF",Bahia,20,1999,16,3,370,4.1,2,0,2,2,0,0,1,0,2.3,2.3,1.6,3.9,17,8,41,0.49,0.00,0.49,0.49,0.49,0.56,0.39,0.95,0.56,0.95,Matches
9,Alex,br BRA,DF,Santos,20,1999,11,7,728,8.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,18,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
10,Caio Alexandre,br BRA,MF,Botafogo (RJ),20,1999,34,33,2731,30.3,4,0,4,4,0,0,8,0,4.3,4.3,2.1,6.4,71,192,88,0.13,0.00,0.13,0.13,0.13,0.14,0.07,0.21,0.14,0.21,Matches
11,Alison,br BRA,"MF,DF",Santos,26,1993,20,18,1513,16.8,0,1,1,0,0,0,6,2,0.1,0.1,0.2,0.3,14,56,6,0.00,0.06,0.06,0.00,0.06,0.00,0.01,0.02,0.00,0.02,Matches
12,Alisson,br BRA,FW,Grêmio,26,1993,24,24,1943,21.6,2,5,7,2,0,0,3,0,5.7,5.7,3.5,9.2,94,113,195,0.09,0.23,0.32,0.09,0.32,0.26,0.16,0.43,0.26,0.43,Matches
13,Allan,br BRA,MF,Atlético Mineiro,22,1997,31,26,2364,26.3,0,0,0,0,0,0,8,1,0.9,0.9,0.7,1.5,28,207,44,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
14,Allanzinho,br BRA,MF,Santos,19,2000,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
15,Júnior Alonso,py PAR,DF,Atlético Mineiro,26,1993,32,32,2878,32.0,1,2,3,1,0,0,7,0,2.0,2.0,1.5,3.4,47,302,24,0.03,0.06,0.09,0.03,0.09,0.06,0.05,0.11,0.06,0.11,Matches
16,Jaime Alvarado,co COL,MF,Ath Paranaense,20,1999,14,3,383,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,3,24,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
17,Dani Alves,br BRA,"MF,FW",São Paulo,36,1983,30,30,2688,29.9,1,3,4,1,0,0,10,0,2.8,2.8,4.6,7.4,73,269,112,0.03,0.10,0.13,0.03,0.13,0.09,0.15,0.25,0.09,0.25,Matches
18,Diego Alves,br BRA,GK,Flamengo,34,1985,10,10,836,9.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
19,Marcelo Alves,br BRA,DF,Vasco da Gama,21,1998,14,12,1146,12.7,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,0,18,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
20,Felipe Alves Raymundo,br BRA,GK,Fortaleza,31,1988,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
21,Anderson,br BRA,GK,Bahia,36,1983,8,5,529,5.9,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.17,0.17,0.00,0.17,0.00,0.09,0.09,0.00,0.09,Matches
22,Thonny Anderson,br BRA,"MF,FW",RB Bragantino,22,1997,8,1,160,1.8,1,0,1,1,0,1,0,1,1.2,0.4,0.0,0.5,5,9,14,0.56,0.00,0.56,0.56,0.56,0.68,0.02,0.70,0.24,0.26,Matches
23,Victor Andrade,br BRA,"FW,MF",Goiás,24,1995,9,4,398,4.4,2,0,2,2,0,0,4,0,1.0,1.0,0.2,1.2,24,7,38,0.45,0.00,0.45,0.45,0.45,0.23,0.04,0.27,0.23,0.27,Matches
24,André,br BRA,"MF,FW",Fluminense,18,2001,10,2,281,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,19,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
25,Ângelo,br BRA,"MF,FW",Santos,15,2004,9,1,158,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.6,8,4,19,0.00,0.00,0.00,0.00,0.00,0.03,0.34,0.37,0.03,0.37,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,Angelo,br BRA,DF,Coritiba,18,2001,2,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
27,Iván Angulo,co COL,FW,Botafogo (RJ),20,1999,3,0,63,0.7,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,4,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
28,Marco Antônio Junior,br BRA,"FW,MF",Bahia,22,1997,18,2,421,4.7,1,2,3,1,0,0,2,0,1.1,1.1,1.6,2.7,14,14,35,0.21,0.43,0.64,0.21,0.64,0.24,0.34,0.58,0.24,0.58,Matches
29,Guilherme Arana,br BRA,"DF,MF",Atlético Mineiro,22,1997,37,35,3192,35.5,4,6,10,4,0,0,4,0,4.4,4.4,7.2,11.6,83,319,280,0.11,0.17,0.28,0.11,0.28,0.13,0.20,0.33,0.13,0.33,Matches
30,Willian Arão,br BRA,"MF,DF",Flamengo,27,1992,32,29,2629,29.2,1,1,2,1,0,0,4,0,1.1,1.1,1.7,2.8,10,195,15,0.03,0.03,0.07,0.03,0.07,0.04,0.06,0.10,0.04,0.10,Matches
31,Ángelo Araos,cl CHI,MF,Corinthians,23,1997,15,12,800,8.9,1,4,5,1,0,0,3,0,1.3,1.3,1.7,3.1,21,23,60,0.11,0.45,0.56,0.11,0.56,0.15,0.20,0.34,0.15,0.34,Matches
32,Davi Araújo,br BRA,"FW,MF",Botafogo (RJ),20,1999,13,1,323,3.6,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,11,11,33,0.00,0.00,0.00,0.00,0.00,0.21,0.04,0.25,0.21,0.25,Matches
33,Márcio Araújo,br BRA,MF,Sport Recife,35,1984,10,4,435,4.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,17,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
34,Michel Araujo,uy URU,"MF,FW",Fluminense,23,1996,29,23,1857,20.6,1,0,1,1,0,0,5,0,4.4,4.4,0.7,5.1,50,88,90,0.05,0.00,0.05,0.05,0.05,0.21,0.03,0.25,0.21,0.25,Matches
35,Robert Arboleda,ec ECU,DF,São Paulo,28,1991,21,19,1725,19.2,1,0,1,1,0,0,4,0,1.4,1.4,0.1,1.4,14,61,5,0.05,0.00,0.05,0.05,0.05,0.07,0.00,0.07,0.07,0.07,Matches
36,Arnaldo,br BRA,"DF,FW",Atl Goianiense,27,1992,17,3,445,4.9,0,0,0,0,0,0,1,0,0.0,0.0,1.9,1.9,15,18,34,0.00,0.00,0.00,0.00,0.00,0.01,0.38,0.39,0.01,0.39,Matches
37,Arthur,br BRA,"MF,FW",Santos,21,1998,22,16,1222,13.6,2,0,2,1,1,1,2,1,2.1,1.3,1.0,2.3,39,44,92,0.15,0.00,0.15,0.07,0.07,0.16,0.07,0.23,0.10,0.17,Matches
