rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Abner,br BRA,DF,Ath Paranaense,19,2000,31.5,1431,1806,79.2,24758,7794,683,752,623,733,111,233,3,3.9,2.8,-0.9,49,123,26,11,142,Matches
2,Pedro Acacio,br BRA,"MF,DF",Palmeiras,17,2002,0.4,16,20,80.0,315,22,7,7,6,6,3,5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
3,Luiz Adriano,br BRA,FW,Palmeiras,32,1987,17.1,237,315,75.2,3298,794,134,163,83,106,7,15,3,1.6,1.7,+1.4,19,26,11,1,35,Matches
4,Adryelson,br BRA,DF,Sport Recife,21,1998,35.7,1078,1312,82.2,22230,7973,284,323,647,730,138,229,0,0.1,0.2,-0.1,2,29,0,0,55,Matches
5,Felipe Aguilar,co COL,DF,Ath Paranaense,27,1993,5.9,364,391,93.1,7437,1985,100,110,216,221,46,56,0,0.1,0.0,-0.1,1,8,0,0,12,Matches
6,Yuri Alberto,br BRA,"FW,MF",Internacional,18,2001,14.4,191,281,68.0,2436,383,124,159,56,83,2,6,2,2.0,1.2,0.0,17,8,6,0,14,Matches
7,Alerrandro,br BRA,FW,RB Bragantino,20,2000,10.3,125,175,71.4,1803,307,72,85,45,58,3,7,2,1.4,1.0,+0.6,13,8,8,0,17,Matches
8,Alesson,br BRA,"FW,MF",Bahia,20,1999,4.1,78,110,70.9,1124,325,45,52,25,35,4,7,0,1.6,1.6,-1.6,8,7,1,0,8,Matches
9,Alex,br BRA,DF,Santos,20,1999,8.1,291,337,86.4,5528,1881,94,101,167,178,25,51,0,0.0,0.0,0.0,0,15,0,0,18,Matches
10,Caio Alexandre,br BRA,MF,Botafogo (RJ),20,1999,30.3,1281,1522,84.2,23720,7827,530,577,581,655,152,241,0,2.1,2.9,-2.1,29,175,32,3,192,Matches
