rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Rodrigo Abascal,uy URU,DF,Boavista,30,1994,28.9,55,33,39,15,1,30,57,27,40,26,14,40,95,144,3,Matches
2,Nelson Abbey,eng ENG,DF,Rio Ave,20,2003,7.1,12,7,7,2,3,7,8,1,10,4,6,5,17,46,1,Matches
3,Bilal Abdelrahman Zeeni,eg EGY,MF,Estrela,21,2003,0.1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,Matches
4,Giorgi Aburjania,ge GEO,MF,AVS Futebol,29,1995,3.4,11,6,3,6,2,7,13,6,3,0,3,3,14,5,0,Matches
5,Adriano,br BRA,MF,Santa Clara,24,1999,29.2,38,18,12,23,3,20,36,16,25,7,18,17,55,52,1,Matches
6,Lucas Áfrico,br BRA,DF,Farense,29,1995,19.5,26,16,13,11,2,15,21,6,19,14,5,13,39,99,0,Matches
7,Salvador Agra,pt POR,"MF,DF",Boavista,32,1991,30.3,31,20,14,9,8,14,33,19,9,1,8,15,46,19,3,Matches
8,Brandon Aguilera,cr CRC,"MF,FW",Rio Ave,21,2003,15.3,35,22,17,12,6,13,35,22,10,0,10,12,47,6,0,Matches
9,Jorge Aguirre,cu CUB,FW,Gil Vicente FC,24,2000,15.0,3,2,0,1,2,2,13,11,7,1,6,3,6,10,0,Matches
10,Babatunde Akinsola,ng NGA,"MF,FW",AVS Futebol,21,2003,13.0,16,13,6,9,1,11,20,9,18,2,16,7,23,16,0,Matches
11,Kerem Aktürkoğlu,tr TUR,"FW,MF",Benfica,25,1998,22.3,22,16,9,7,6,7,26,19,21,0,21,17,39,8,0,Matches
12,Léo Alaba,br BRA,DF,AVS Futebol,25,1999,3.7,8,5,4,3,1,3,9,6,5,1,4,7,15,10,0,Matches
13,Alan,br BRA,MF,Moreirense,24,2000,27.9,28,12,8,13,7,9,28,19,14,1,13,8,36,9,0,Matches
14,Gonçalo Almeida,pt POR,"DF,MF",Boavista,21,2003,9.0,14,11,4,8,2,7,20,13,10,1,9,6,20,13,0,Matches
15,Pedro Álvaro,pt POR,DF,Estoril,24,2000,29.1,24,15,14,10,0,10,21,11,25,15,10,46,70,178,3,Matches
16,Pedro Amaral,pt POR,"DF,MF",Estoril,26,1997,26.6,30,19,13,9,8,24,43,19,19,2,17,21,51,72,0,Matches
17,Zeki Amdouni,ch SUI,"MF,FW",Benfica,23,2000,9.5,15,11,3,9,3,10,17,7,15,0,15,3,18,4,0,Matches
18,Artur Jorge Marques Amorim,pt POR,DF,Farense,29,1994,14.2,13,7,12,1,0,9,12,3,13,7,6,17,30,93,1,Matches
19,Andrew,br BRA,GK,Gil Vicente FC,23,2001,33.0,2,2,2,0,0,1,2,1,0,0,0,0,2,12,3,Matches
20,Jeremy Antonisse,cw CUW,"FW,MF",Moreirense,22,2002,9.3,25,10,14,8,3,15,30,15,11,0,11,4,29,19,0,Matches
21,Arvin Appiah,eng ENG,"DF,FW",Nacional,23,2001,15.4,21,15,10,8,3,15,22,7,10,0,10,17,38,31,0,Matches
22,Óscar Aranda,es ESP,FW,Famalicão,22,2002,28.9,26,19,6,16,4,15,35,20,11,0,11,9,35,23,0,Matches
23,Brian Araújo,fr FRA,GK,Gil Vicente FC,24,2000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
24,Henrique Araújo,pt POR,FW,Arouca,22,2002,12.3,5,4,0,3,2,2,8,6,6,1,5,2,7,9,1,Matches
25,Maximiliano Araújo,uy URU,"DF,MF",Sporting CP,24,2000,19.7,50,35,24,16,10,23,37,14,30,1,29,19,69,46,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Tomás Araújo,pt POR,DF,Benfica,22,2002,25.7,70,41,45,18,7,39,52,13,23,11,12,26,96,49,1,Matches
27,Telmo Arcanjo,cv CPV,FW,Vitória,23,2001,14.7,18,13,6,9,3,7,15,8,8,2,6,8,26,8,0,Matches
28,Gboly Ariyibi,us USA,"FW,MF",Boavista,29,1995,3.8,1,0,1,0,0,1,3,2,3,1,2,0,1,0,0,Matches
29,Henrique Arreiol,pt POR,MF,Sporting CP,19,2005,0.3,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,Matches
30,Bright Arrey-Mbi,de GER,DF,Braga,21,2003,12.6,20,11,13,4,3,11,17,6,11,6,5,8,28,37,1,Matches
31,Afonso Assis,pt POR,MF,Moreirense,18,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
32,Gustavo Assuncao,pt POR,MF,AVS Futebol,24,2000,17.5,37,23,19,17,1,23,48,25,20,6,14,13,50,30,1,Matches
33,Otavio Ataide,br BRA,DF,Porto,22,2002,18.1,25,15,16,9,0,19,30,11,18,9,9,25,50,56,3,Matches
34,João Aurélio,pt POR,"DF,FW",Nacional,35,1988,4.5,15,8,7,7,1,9,11,2,11,3,8,3,18,10,0,Matches
35,Fredrik Aursnes,no NOR,"MF,FW",Benfica,28,1995,26.1,47,26,10,25,12,26,55,29,21,5,16,13,60,21,1,Matches
36,Daniel Azevedo,pt POR,GK,Casa Pia,26,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
37,Ibrahima Ba,sn SEN,DF,Famalicão,19,2005,1.1,1,1,0,1,0,0,0,0,0,0,0,1,2,10,0,Matches
38,Felix Bacher,at AUT,DF,Estoril,23,2000,23.0,42,31,27,12,3,23,35,12,29,8,21,35,77,155,2,Matches
39,Miguel Baeza,es ESP,"MF,FW",Nacional,24,2000,2.3,2,2,1,1,0,1,2,1,1,0,1,0,2,1,0,Matches
40,Alexander Bah,dk DEN,DF,Benfica,26,1997,15.7,49,34,19,21,9,33,49,16,19,1,18,20,69,18,0,Matches
41,Ney Bahia,br BRA,MF,Santa Clara,20,2004,0.7,0,0,0,0,0,0,1,1,1,1,0,2,2,5,0,Matches
42,Adrian Bajrami,ch SUI,DF,Benfica,22,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
43,Theofanis Bakoulas,gr GRE,MF,Rio Ave,19,2005,4.3,6,4,3,2,1,3,7,4,4,0,4,7,13,7,0,Matches
44,Elves Baldé,gw GNB,"MF,FW",Farense,24,1999,11.6,14,8,4,8,2,7,16,9,10,0,10,6,20,10,0,Matches
45,Mohamed Bamba,ci CIV,MF,Gil Vicente FC,19,2004,10.6,17,11,9,7,1,10,21,11,8,4,4,17,34,31,2,Matches
46,Robson Bambu,br BRA,DF,Braga,26,1997,11.4,15,5,10,5,0,9,11,2,12,8,4,6,21,60,3,Matches
47,Chico Banza,ao ANG,FW,Estrela,25,1998,7.6,7,5,0,5,2,2,9,7,12,1,11,1,8,13,1,Matches
48,Simon Banza,cd COD,FW,Braga,27,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
49,Rafael Barbosa,pt POR,"MF,FW",Farense,28,1996,4.0,1,1,0,1,0,0,2,2,4,0,4,2,3,1,0,Matches
50,Leandro Barreiro Martins,lu LUX,MF,Benfica,24,2000,13.5,31,17,4,19,8,14,26,12,15,2,13,8,39,10,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
51,Gil Bastião Dias,pt POR,"FW,MF",Famalicão,27,1996,15.6,35,22,14,14,7,12,38,26,25,5,20,12,47,23,1,Matches
52,Gabriel Batista,br BRA,GK,Santa Clara,26,1998,34.0,3,1,3,0,0,2,2,0,0,0,0,0,3,21,0,Matches
53,Gilberto Batista,gw GNB,DF,Moreirense,20,2003,3.5,4,3,4,0,0,3,4,1,2,2,0,3,7,20,0,Matches
54,Ricardo Batista,pt POR,GK,Casa Pia,37,1986,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches
