rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,Rodrigo Abascal,uy URU,DF,Boavista,30,1994,28.9,1286,1072,209,93,2,16,32,104,1,1,0,0,904,5,10,Matches
2,Nelson Abbey,eng ENG,DF,Rio Ave,20,2003,7.1,366,304,59,17,0,2,7,39,0,0,0,0,279,3,12,Matches
3,Bilal Abdelrahman Zeeni,eg EGY,MF,Estrela,21,2003,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
4,Giorgi Aburjania,ge GEO,MF,AVS Futebol,29,1995,3.4,138,129,8,7,0,2,2,0,1,1,0,0,115,1,2,Matches
5,Adriano,br BRA,MF,Santa Clara,24,1999,29.2,1193,1141,47,43,3,5,14,4,0,0,0,0,1004,5,12,Matches
6,Lucas Áfrico,br BRA,DF,Farense,29,1995,19.5,714,660,51,40,0,14,2,8,0,0,0,0,564,3,14,Matches
7,Salvador Agra,pt POR,"MF,DF",Boavista,32,1991,30.3,1014,815,189,65,2,6,164,64,60,46,9,0,688,10,28,Matches
8,Brandon Aguilera,cr CRC,"MF,FW",Rio Ave,21,2003,15.3,683,613,66,30,6,8,64,1,35,20,9,1,495,4,20,Matches
9,Jorge Aguirre,cu CUB,FW,Gil Vicente FC,24,2000,15.0,297,270,26,1,1,5,5,0,0,0,0,0,209,1,7,Matches
10,Babatunde Akinsola,ng NGA,"MF,FW",AVS Futebol,21,2003,13.0,309,273,34,3,1,0,43,28,3,2,1,0,209,2,15,Matches
11,Kerem Aktürkoğlu,tr TUR,"FW,MF",Benfica,25,1998,22.3,671,608,57,6,4,5,55,22,19,4,12,0,468,6,29,Matches
12,Léo Alaba,br BRA,DF,AVS Futebol,25,1999,3.7,189,150,39,1,0,1,13,38,0,0,0,0,126,0,5,Matches
13,Alan,br BRA,MF,Moreirense,24,2000,27.9,1237,1087,142,77,3,7,83,5,45,17,20,1,995,8,32,Matches
14,Gonçalo Almeida,pt POR,"DF,MF",Boavista,21,2003,9.0,304,267,34,6,1,2,18,28,0,0,0,0,217,3,7,Matches
15,Pedro Álvaro,pt POR,DF,Estoril,24,2000,29.1,1328,1276,49,44,1,7,1,2,0,0,0,0,1131,3,11,Matches
16,Pedro Amaral,pt POR,"DF,MF",Estoril,26,1997,26.6,1248,1031,214,26,0,8,68,188,0,0,0,0,960,3,31,Matches
17,Zeki Amdouni,ch SUI,"MF,FW",Benfica,23,2000,9.5,295,292,1,0,1,2,3,0,0,0,0,0,249,2,8,Matches
18,Artur Jorge Marques Amorim,pt POR,DF,Farense,29,1994,14.2,466,425,40,31,0,5,3,9,0,0,0,0,374,1,2,Matches
