rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Rodrigo Abascal,uy URU,DF,Boavista,29,1994,27.5,46,26,33,13,0,26,40,14,59,32,27,34,80,110,3,Matches
2,Antonio Adán,es ESP,GK,Sporting CP,36,1987,22.0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,Matches
3,Dennis Adeniran,eng ENG,MF,Portimonense,24,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,Matches
4,Martin Agirregabiria,es ESP,DF,Famalicão,27,1996,13.4,21,18,15,4,2,17,24,7,12,2,10,11,32,31,1,Matches
5,Salvador Agra,pt POR,"FW,DF",Boavista,31,1991,27.3,21,9,14,5,2,9,31,22,8,1,7,16,37,19,0,Matches
6,Matheus Aiás,br BRA,"FW,MF",Moreirense,26,1996,5.3,4,2,2,0,2,1,10,9,7,4,3,4,8,2,0,Matches
7,Alan,br BRA,MF,Moreirense,23,2000,27.3,44,32,7,25,12,9,29,20,24,2,22,7,51,5,0,Matches
8,Rafael Alcobia,pt POR,DF,Portimonense,20,2003,2.3,3,3,2,1,0,1,1,0,4,1,3,1,4,4,0,Matches
9,Alemão,br BRA,DF,Portimonense,20,2002,26.3,49,34,39,10,0,27,39,12,49,33,16,30,79,137,1,Matches
10,Ali Alipour,ir IRN,FW,Gil Vicente FC,27,1995,8.9,9,4,0,3,6,2,5,3,6,0,6,0,9,4,0,Matches
11,Almeida,br BRA,DF,Estrela,23,2000,5.4,6,5,3,3,0,3,7,4,6,4,2,3,9,19,0,Matches
12,Pedro Álvaro,pt POR,DF,Estoril,23,2000,19.9,11,7,11,0,0,7,12,5,21,15,6,23,34,96,0,Matches
13,Pedro Amador,pt POR,DF,Moreirense,24,1998,12.6,28,19,16,10,2,16,31,15,17,3,14,15,43,32,0,Matches
14,Artur Jorge Marques Amorim,pt POR,DF,Farense,28,1994,5.5,7,4,5,2,0,4,5,1,10,8,2,7,14,37,0,Matches
15,André André,pt POR,MF,Vitória,33,1989,7.3,9,4,3,5,1,6,10,4,9,1,8,4,13,7,0,Matches
16,Andrew,br BRA,GK,Gil Vicente FC,22,2001,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,Matches
17,Jeremy Antonisse,cw CUW,FW,Moreirense,21,2002,6.1,13,8,8,5,0,8,20,12,8,1,7,5,18,9,0,Matches
18,Pedro Aparício,pt POR,"MF,FW",Moreirense,27,1995,3.7,2,1,1,1,0,1,6,5,0,0,0,1,3,3,0,Matches
19,Óscar Aranda,es ESP,"FW,MF",Famalicão,21,2002,8.0,7,4,1,4,2,2,10,8,6,2,4,1,8,1,0,Matches
