rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Rodrigo Abascal,uy URU,DF,Boavista,29,1994,29,29,2479,27.5,2,0,2,2,0,0,8,0,1.4,1.4,0.6,2.0,17,83,19,0.07,0.00,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,Matches
2,Antonio Adán,es ESP,GK,Sporting CP,36,1987,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3,Dennis Adeniran,eng ENG,MF,Portimonense,24,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
4,Martin Agirregabiria,es ESP,DF,Famalicão,27,1996,24,13,1207,13.4,0,0,0,0,0,0,4,0,0.1,0.1,0.6,0.7,18,52,66,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
5,Salvador Agra,pt POR,"FW,DF",Boavista,31,1991,31,31,2459,27.3,3,1,4,3,0,0,7,0,2.3,2.3,3.6,5.9,60,89,174,0.11,0.04,0.15,0.11,0.15,0.08,0.13,0.22,0.08,0.22,Matches
6,Matheus Aiás,br BRA,"FW,MF",Moreirense,26,1996,18,5,477,5.3,2,0,2,2,0,0,0,0,1.9,1.9,0.2,2.1,5,14,28,0.38,0.00,0.38,0.38,0.38,0.36,0.04,0.40,0.36,0.40,Matches
7,Alan,br BRA,MF,Moreirense,23,2000,33,29,2454,27.3,3,4,7,3,0,1,5,0,3.9,3.1,4.0,7.0,63,164,95,0.11,0.15,0.26,0.11,0.26,0.14,0.15,0.29,0.11,0.26,Matches
8,Rafael Alcobia,pt POR,DF,Portimonense,20,2003,3,2,203,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,4,0,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
9,Alemão,br BRA,DF,Portimonense,20,2002,27,27,2367,26.3,2,0,2,2,0,0,7,0,0.7,0.7,0.4,1.1,9,43,3,0.08,0.00,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04,Matches
10,Ali Alipour,ir IRN,FW,Gil Vicente FC,27,1995,19,9,804,8.9,2,0,2,1,1,1,1,0,2.7,1.9,1.0,2.9,8,11,43,0.22,0.00,0.22,0.11,0.11,0.30,0.11,0.41,0.21,0.32,Matches
11,Almeida,br BRA,DF,Estrela,23,2000,7,5,486,5.4,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,2,10,1,0.00,0.19,0.19,0.00,0.19,0.01,0.01,0.02,0.01,0.02,Matches
12,Pedro Álvaro,pt POR,DF,Estoril,23,2000,20,20,1787,19.9,0,1,1,0,0,0,6,1,0.5,0.5,1.1,1.6,2,31,4,0.00,0.05,0.05,0.00,0.05,0.03,0.06,0.08,0.03,0.08,Matches
13,Pedro Amador,pt POR,DF,Moreirense,24,1998,21,14,1130,12.6,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.9,30,27,46,0.00,0.08,0.08,0.00,0.08,0.01,0.06,0.07,0.01,0.07,Matches
14,Artur Jorge Marques Amorim,pt POR,DF,Farense,28,1994,9,5,493,5.5,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,2,6,0,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
15,André André,pt POR,MF,Vitória,33,1989,18,6,653,7.3,0,3,3,0,0,0,9,0,0.4,0.4,2.5,2.9,17,46,27,0.00,0.41,0.41,0.00,0.41,0.05,0.35,0.40,0.05,0.40,Matches
16,Andrew,br BRA,GK,Gil Vicente FC,22,2001,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
17,Jeremy Antonisse,cw CUW,FW,Moreirense,21,2002,24,2,548,6.1,0,1,1,0,0,0,6,1,1.6,1.6,1.5,3.2,21,23,51,0.00,0.16,0.16,0.00,0.16,0.27,0.25,0.52,0.27,0.52,Matches
18,Pedro Aparício,pt POR,"MF,FW",Moreirense,27,1995,15,2,329,3.7,1,0,1,1,0,0,2,0,0.9,0.9,0.5,1.3,7,20,16,0.27,0.00,0.27,0.27,0.27,0.24,0.12,0.37,0.24,0.37,Matches
19,Óscar Aranda,es ESP,"FW,MF",Famalicão,21,2002,21,8,717,8.0,1,0,1,1,0,0,3,0,0.9,0.9,0.8,1.7,27,40,24,0.13,0.00,0.13,0.13,0.13,0.11,0.10,0.21,0.11,0.21,Matches
20,Henrique Araújo,pt POR,FW,Famalicão,21,2002,20,7,680,7.6,0,0,0,0,0,0,1,0,1.4,1.4,0.8,2.1,6,11,32,0.00,0.00,0.00,0.00,0.00,0.18,0.10,0.28,0.18,0.28,Matches
21,Tiago Araújo,pt POR,"DF,MF",Estoril,22,2001,29,27,2253,25.0,2,1,3,2,0,0,4,0,1.6,1.6,3.2,4.8,58,71,157,0.08,0.04,0.12,0.08,0.12,0.06,0.12,0.19,0.06,0.19,Matches
22,Tomás Araújo,pt POR,DF,Benfica,21,2002,13,5,482,5.4,1,0,1,1,0,0,0,0,0.4,0.4,0.3,0.7,6,25,2,0.19,0.00,0.19,0.19,0.19,0.08,0.05,0.13,0.08,0.13,Matches
23,Gustavo Assuncao,pt POR,MF,Famalicão,23,2000,20,5,627,7.0,0,0,0,0,0,0,5,1,0.1,0.1,0.2,0.3,7,23,3,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
24,Otavio Ataide,br BRA,DF,Famalicão,21,2002,17,15,1382,15.4,2,0,2,2,0,0,4,0,0.9,0.9,0.2,1.1,5,45,3,0.13,0.00,0.13,0.13,0.13,0.06,0.02,0.07,0.06,0.07,Matches
25,Otavio Ataide,br BRA,DF,Porto,21,2002,12,12,1080,12.0,0,1,1,0,0,0,3,0,0.9,0.9,0.2,1.1,14,86,4,0.00,0.08,0.08,0.00,0.08,0.08,0.02,0.09,0.08,0.09,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,Fredrik Aursnes,no NOR,DF,Benfica,27,1995,33,31,2791,31.0,2,7,9,2,0,0,3,1,2.6,2.6,7.1,9.7,88,161,254,0.06,0.23,0.29,0.06,0.29,0.08,0.23,0.31,0.08,0.31,Matches
27,Chidozie Awaziem,ng NGA,DF,Boavista,26,1997,24,22,1952,21.7,0,1,1,0,0,0,7,1,1.1,1.1,0.7,1.8,5,58,4,0.00,0.05,0.05,0.00,0.05,0.05,0.03,0.08,0.05,0.08,Matches
28,Abdul Awudu,gh GHA,"FW,MF",Vizela,22,2001,6,2,185,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,2,19,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
29,Amadou Ba-Sy,fr FRA,"FW,MF",Vizela,22,2001,7,0,119,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,3,10,0.00,0.00,0.00,0.00,0.00,0.14,0.02,0.16,0.14,0.16,Matches
30,Alexander Bah,dk DEN,DF,Benfica,25,1997,19,18,1517,16.9,2,3,5,2,0,0,3,0,1.0,1.0,2.2,3.2,27,88,111,0.12,0.18,0.30,0.12,0.30,0.06,0.13,0.19,0.06,0.19,Matches
31,Elves Baldé,gw GNB,"FW,MF",Farense,23,1999,28,9,976,10.8,1,3,4,1,0,0,0,0,2.0,2.0,1.7,3.7,32,27,73,0.09,0.28,0.37,0.09,0.37,0.19,0.16,0.35,0.19,0.35,Matches
32,Robson Bambu,br BRA,DF,Arouca,25,1997,10,10,882,9.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
33,Daniel Bandeira,pt POR,MF,Vitória,23,2000,16,8,705,7.8,1,2,3,1,0,0,1,0,0.3,0.3,0.8,1.1,12,42,8,0.13,0.26,0.38,0.13,0.38,0.04,0.10,0.14,0.04,0.14,Matches
34,Simon Banza,cd COD,FW,Braga,26,1996,28,23,1999,22.2,21,4,25,18,3,3,2,0,16.7,14.4,2.3,16.6,10,32,125,0.95,0.18,1.13,0.81,0.99,0.75,0.10,0.86,0.65,0.75,Matches
