rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Luis Abram,pe PER,DF,Atlanta Utd,26,1996,16.2,796,907,87.8,15646,5884,250,271,459,491,82,133,0,0.0,0.1,0.0,1,20,1,0,29,Matches
2,Lalas Abubakar,gh GHA,DF,Colorado Rapids,28,1994,21.3,952,1109,85.8,16684,5691,395,432,481,526,64,122,0,0.2,0.7,-0.2,3,48,1,1,50,Matches
3,Alonso Aceves,mx MEX,DF,Chicago Fire,21,2001,9.5,321,436,73.6,5241,1827,164,186,136,177,19,49,0,0.4,0.4,-0.4,7,25,7,4,24,Matches
4,Bryan Acosta,hn HON,MF,Colorado Rapids,29,1993,12.4,417,533,78.2,9475,2756,127,144,189,213,96,156,0,2.7,1.7,-2.7,25,57,7,1,53,Matches
5,Bryan Acosta,hn HON,MF,Portland Timbers,29,1993,5.1,192,222,86.5,3719,929,67,73,93,103,29,37,1,0.9,0.7,+0.1,3,27,2,0,19,Matches
6,Kellyn Acosta,us USA,MF,LAFC,27,1995,16.6,584,719,81.2,9606,3093,305,335,203,244,58,111,0,1.1,1.5,-1.1,17,69,2,0,58,Matches
7,Luciano Acosta,ar ARG,MF,FC Cincinnati,28,1994,28.9,1043,1474,70.8,17295,6558,556,660,324,455,117,239,10,10.2,10.2,-0.2,97,135,84,6,218,Matches
8,Sam Adekugbe,ca CAN,"FW,DF",Vancouver W'caps,28,1995,4.5,205,248,82.7,2953,824,130,140,63,77,11,22,1,0.8,0.8,+0.2,6,18,11,5,17,Matches
9,Samuel Adeniran,us USA,FW,St. Louis,24,1998,10.5,91,163,55.8,1426,270,45,80,25,41,11,16,1,1.3,0.6,-0.3,5,6,6,2,12,Matches
10,Harrison Afful,gh GHA,DF,Charlotte,36,1986,10.6,574,678,84.7,9918,3103,265,282,255,286,46,87,1,0.7,0.4,+0.3,6,39,7,2,50,Matches
11,Stephen Afrifa,ca CAN,FW,Sporting KC,21,2001,0.6,5,5,100.0,56,0,4,4,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
12,William Agada,ng NGA,FW,Sporting KC,23,1999,7.6,129,162,79.6,1756,219,86,94,34,48,4,6,0,0.6,0.3,-0.6,9,7,3,0,11,Matches
13,Giovanni Aguilar,us USA,MF,Vancouver W'caps,24,1998,0.1,3,5,60.0,54,22,1,1,2,3,0,1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
14,Daniel Aguirre,us USA,"MF,FW",LA Galaxy,23,1999,6.4,277,329,84.2,3774,1151,166,176,85,103,9,19,1,0.5,0.7,+0.5,10,22,3,1,32,Matches
15,Patrick Agyemang,us USA,FW,Charlotte,22,2000,2.1,25,36,69.4,276,17,18,21,5,6,0,1,0,0.1,0.0,-0.1,1,0,1,0,2,Matches
16,Ali Ahmed,ca CAN,"MF,DF",Vancouver W'caps,22,2000,12.5,465,539,86.3,7345,1834,242,262,178,197,34,48,1,1.2,1.8,-0.2,13,39,26,7,71,Matches
17,Carlos Akapo,gq EQG,DF,SJ Earthquakes,29,1993,23.8,991,1299,76.3,15713,6281,528,596,373,484,66,115,3,1.7,1.8,+1.3,12,62,18,6,99,Matches
18,Matai Akinmboni,us USA,DF,D.C. United,16,2006,2.0,90,107,84.1,1788,668,27,28,53,59,10,15,0,0.0,0.0,0.0,0,3,0,0,4,Matches
19,Ayo Akinola,ca CAN,FW,Toronto FC,23,2000,6.2,125,150,83.3,1623,222,76,87,33,37,4,5,0,0.3,0.4,-0.3,4,1,4,2,8,Matches
20,Ayo Akinola,ca CAN,"FW,MF",SJ Earthquakes,23,2000,0.6,12,14,85.7,154,9,8,9,4,4,0,0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
21,Joey Akpunonu,us USA,DF,FC Cincinnati,21,2001,0.1,3,3,100.0,45,24,2,2,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
22,Jordi Alba,es ESP,DF,Inter Miami,33,1989,4.9,272,342,79.5,4493,1382,134,146,115,143,19,33,0,1.0,0.8,-1.0,5,24,8,1,32,Matches
23,Tony Alfaro,us USA,DF,NYCFC,29,1993,4.2,179,220,81.4,2843,1124,89,101,79,94,7,17,0,0.0,0.1,0.0,1,18,1,1,23,Matches
24,Tony Alfaro,us USA,DF,LA Galaxy,29,1993,4.2,201,233,86.3,3361,1363,88,97,98,107,11,23,0,0.0,0.0,0.0,0,9,0,0,7,Matches
25,Noah Allen,gr GRE,DF,Inter Miami,18,2004,13.9,700,831,84.2,11561,3015,342,366,312,361,38,69,2,0.6,1.0,+1.4,7,32,9,2,47,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
