rk,player,nation,pos,squad,age,born,mp,starts,min,90s,ga,ga90,sota,saves,save,w,d,l,cs,cs_perf,pkatt,pka,pksv,pkm,save_penalt,matches
1,Adrián,es ESP,GK,Betis,37,1987,19,19,1710,19.0,27,1.42,76,49,65.8,10,5,4,3,15.8,1,1,0,0,0.0,Matches
2,Julen Agirrezabala,es ESP,GK,Athletic Club,23,2000,14,14,1206,13.4,9,0.67,34,24,76.5,9,4,1,5,35.7,2,1,1,0,50.0,Matches
3,Augusto Batalla,ar ARG,GK,Rayo Vallecano,28,1996,32,32,2880,32.0,39,1.22,133,93,75.2,10,12,10,8,25.0,8,6,2,0,25.0,Matches
4,Dani Cárdenas,es ESP,GK,Rayo Vallecano,27,1997,6,6,540,6.0,6,1.00,20,14,70.0,3,1,2,2,33.3,0,0,0,0,,Matches
5,Jasper Cillessen,nl NED,GK,Las Palmas,35,1989,27,27,2335,25.9,42,1.62,128,85,70.3,6,8,13,3,11.1,8,4,3,1,42.9,Matches
6,Diego Conde,es ESP,GK,Villarreal,25,1998,22,22,1962,21.8,33,1.51,94,62,68.1,11,6,5,2,9.1,4,3,0,1,0.0,Matches
7,Thibaut Courtois,be BEL,GK,Real Madrid,32,1992,30,30,2700,30.0,29,0.97,104,76,75.0,20,6,4,11,36.7,3,3,0,0,0.0,Matches
8,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,4,360,4.0,6,1.50,12,6,58.3,0,2,2,0,0.0,2,1,0,1,0.0,Matches
9,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,32,2880,32.0,49,1.53,150,103,72.0,8,11,13,10,31.3,8,7,0,1,0.0,Matches
10,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1,1,90,1.0,0,0.00,5,5,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
11,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,9,8,747,8.3,16,1.93,36,20,61.1,2,1,5,3,37.5,2,2,0,0,0.0,Matches
12,André Ferreira,pt POR,GK,Valladolid,28,1996,6,6,540,6.0,20,3.33,39,19,56.4,0,0,6,0,0.0,3,3,0,0,0.0,Matches
13,Fran,es ESP,GK,Real Madrid,19,2005,1,1,90,1.0,2,2.00,2,0,0.0,0,0,1,0,0.0,0,0,0,0,,Matches
