rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Max Aarons,eng ENG,DF,Norwich City,21,2000,32.0,1107,1469,75.4,16588,6133,645,713,383,511,57,160,2,1.7,1.7,+0.3,20,50,37,9,117,Matches
2,Che Adams,sct SCO,FW,Southampton,25,1996,22.7,304,472,64.4,4188,1017,188,256,73,106,18,34,3,3.0,1.7,0.0,26,24,10,0,33,Matches
3,Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,20,2001,20.3,763,1025,74.4,12151,4064,418,472,273,361,54,141,2,1.6,1.1,+0.4,17,28,14,10,49,Matches
4,Kristoffer Ajer,no NOR,DF,Brentford,23,1998,22.2,627,892,70.3,10133,4740,303,372,255,342,47,105,3,1.7,1.8,+1.3,8,41,13,2,82,Matches
5,Nathan Aké,nl NED,DF,Manchester City,26,1995,10.3,796,878,90.7,13200,4534,373,399,384,416,29,42,0,0.6,0.5,-0.6,2,63,3,0,57,Matches
6,Marc Albrighton,eng ENG,"FW,DF",Leicester City,31,1989,12.6,347,558,62.2,5152,2040,220,258,86,145,26,94,2,2.0,1.0,0.0,11,23,8,6,26,Matches
7,Thiago Alcántara,es ESP,MF,Liverpool,30,1991,17.0,1340,1508,88.9,24737,7150,573,624,594,640,150,190,4,2.3,1.7,+1.7,29,211,26,1,214,Matches
8,Trent Alexander-Arnold,eng ENG,DF,Liverpool,22,1998,31.7,2039,2757,74.0,40112,15683,841,964,811,1048,344,636,12,12.0,13.0,0.0,90,245,85,25,267,Matches
9,Alisson,br BRA,GK,Liverpool,28,1992,36.0,1214,1388,87.5,28439,18286,275,276,686,699,249,409,1,0.2,0.0,+0.8,1,16,1,0,1,Matches
10,Allan,br BRA,MF,Everton,30,1991,24.3,778,982,79.2,12868,4192,356,405,337,402,57,102,2,0.8,1.0,+1.2,15,103,20,3,130,Matches
11,Dele Alli,eng ENG,MF,Tottenham,25,1996,7.3,177,228,77.6,2353,563,105,124,45,53,10,20,0,0.3,0.4,-0.3,2,14,4,1,18,Matches
12,Dele Alli,eng ENG,"MF,FW",Everton,25,1996,3.8,114,157,72.6,1696,434,63,81,34,45,9,12,0,0.4,0.4,-0.4,7,10,3,1,13,Matches
13,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,27,1994,19.1,402,511,78.7,5720,1254,229,264,118,149,23,38,0,0.9,0.6,-0.9,16,26,5,0,46,Matches
14,Marcos Alonso,es ESP,DF,Chelsea,30,1990,24.1,1142,1486,76.9,17781,5763,624,709,387,478,84,194,4,4.5,3.4,-0.5,43,67,34,15,93,Matches
15,Steven Alzate,co COL,MF,Brighton,22,1998,4.5,204,233,87.6,3213,865,105,116,72,78,17,24,0,0.2,0.2,-0.2,2,18,1,0,21,Matches
16,Daniel Amartey,gh GHA,DF,Leicester City,26,1994,23.6,1399,1546,90.5,25246,8400,508,550,769,810,103,140,0,0.2,0.4,-0.2,4,71,1,0,62,Matches
17,Joachim Andersen,dk DEN,DF,Crystal Palace,25,1996,32.4,1911,2351,81.3,44144,15836,410,480,1138,1224,349,604,3,1.7,1.9,+1.3,20,151,11,2,100,Matches
18,Michail Antonio,jm JAM,FW,West Ham,31,1990,33.0,438,702,62.4,6545,1294,252,324,121,192,37,63,8,6.0,5.0,+2.0,45,24,27,12,46,Matches
19,Cameron Archer,eng ENG,"FW,MF",Aston Villa,20,2001,0.3,4,4,100.0,62,29,3,3,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
20,Alphonse Areola,fr FRA,GK,West Ham,28,1993,1.0,21,40,52.5,785,656,2,2,8,8,11,30,0,0.0,0.0,0.0,0,0,0,0,0,Matches
21,Adam Armstrong,eng ENG,FW,Southampton,24,1997,15.7,229,324,70.7,3453,610,111,142,93,126,12,22,2,1.6,1.4,+0.4,13,11,13,0,30,Matches
22,Stuart Armstrong,sct SCO,MF,Southampton,29,1992,16.4,590,744,79.3,8618,2144,321,386,217,250,25,42,0,1.5,1.4,-1.5,25,46,23,4,83,Matches
23,Kepa Arrizabalaga,es ESP,GK,Chelsea,26,1994,4.0,115,138,83.3,2398,1340,36,36,55,55,21,44,0,0.0,0.0,0.0,0,1,0,0,0,Matches
24,Harrison Ashby,sct SCO,DF,West Ham,19,2001,0.1,7,7,100.0,110,8,5,5,1,1,1,1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
25,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32,1989,11.5,137,208,65.9,1801,404,90,115,37,64,4,9,1,1.0,0.9,0.0,9,6,8,0,26,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Jordan Ayew,gh GHA,FW,Crystal Palace,29,1991,22.4,576,754,76.4,7894,1509,346,389,180,228,17,54,3,2.8,2.9,+0.2,23,31,16,6,51,Matches
27,Luke Ayling,eng ENG,DF,Leeds United,29,1991,25.2,1224,1592,76.9,22964,10551,535,606,517,619,154,294,2,1.8,1.0,+0.2,12,98,11,4,135,Matches
28,César Azpilicueta,es ESP,DF,Chelsea,31,1989,23.0,1486,1787,83.2,22185,8377,809,904,565,643,65,139,2,1.8,2.3,+0.2,17,104,19,2,138,Matches
29,Daniel Bachmann,at AUT,GK,Watford,27,1994,12.0,216,364,59.3,7080,5483,19,19,104,109,93,234,0,0.0,0.0,0.0,0,9,0,0,0,Matches
30,Leon Bailey,jm JAM,"FW,MF",Aston Villa,23,1997,8.5,150,226,66.4,2354,518,76,95,47,66,15,36,2,0.8,1.1,+1.2,7,6,9,1,24,Matches
31,Eric Bailly,ci CIV,DF,Manchester Utd,27,1994,2.4,68,85,80.0,1229,484,28,31,36,40,4,13,0,0.0,0.0,0.0,0,3,0,0,5,Matches
32,Folarin Balogun,us USA,FW,Arsenal,20,2001,0.8,4,9,44.4,46,7,3,4,1,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
33,Patrick Bamford,eng ENG,FW,Leeds United,27,1993,6.2,88,108,81.5,1103,200,60,68,20,25,3,6,2,1.1,0.4,+0.9,5,5,6,1,12,Matches
34,Shandon Baptiste,gd GRN,MF,Brentford,23,1998,10.1,257,308,83.4,3885,900,140,156,85,99,17,30,0,0.5,0.5,-0.5,9,21,6,1,35,Matches
