rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Adriel,br BRA,GK,Bahia,23,2001,3.7,6,0,2,0,0,4.1,0.34,-1.9,-0.50,10,32,31.3,108,17,25.0,27.6,25,20.0,21.8,43,4,9.3,10,2.69,22.0,Matches
2,Alisson,br BRA,GK,Criciúma,28,1995,4.7,7,0,0,1,0,7.1,0.28,+0.1,+0.02,22,74,29.7,98,22,46.9,38.3,54,51.9,43.4,84,5,6.0,1,0.21,8.9,Matches
3,Anderson,br BRA,GK,Cruzeiro,25,1998,17.0,22,1,0,2,1,22.9,0.31,+1.9,+0.11,32,99,32.3,345,76,20.9,28.6,125,21.6,26.6,239,11,4.6,11,0.65,12.6,Matches
4,Anthoni,br BRA,GK,Internacional,22,2002,2.0,1,0,0,0,0,1.8,0.18,+0.8,+0.41,14,45,31.1,46,5,52.2,38.6,26,80.8,56.2,47,1,2.1,0,0.00,9.4,Matches
5,Lucas Arcanjo,br BRA,GK,Vitória,25,1998,37.0,52,3,1,8,2,44.1,0.26,-5.9,-0.16,126,432,29.2,835,118,35.7,33.6,273,49.1,42.0,647,30,4.6,15,0.41,10.3,Matches
6,Muriel Becker,br BRA,GK,Vitória,36,1987,1.0,0,0,0,0,0,0.6,0.32,+0.6,+0.64,11,21,52.4,20,2,60.0,42.9,10,90.0,60.0,19,1,5.3,0,0.00,12.0,Matches
7,Bento,br BRA,GK,Ath Paranaense,24,1999,7.0,4,0,0,1,0,6.5,0.24,+2.5,+0.36,45,86,52.3,123,18,39.8,34.8,47,78.7,55.7,86,6,7.0,2,0.29,11.3,Matches
8,Rafael Cabral,br BRA,GK,Grêmio,33,1990,5.1,8,1,0,0,0,8.4,0.32,+0.4,+0.08,25,73,34.2,106,20,44.3,36.7,47,55.3,40.7,71,5,7.0,2,0.39,13.2,Matches
9,Caíque,br BRA,GK,Grêmio,26,1997,5.4,10,1,0,1,1,8.9,0.32,-0.1,-0.03,22,76,28.9,84,21,58.3,41.2,47,57.4,43.3,82,3,3.7,3,0.55,14.7,Matches
10,Cássio,br BRA,GK,Cruzeiro,36,1987,21.0,19,1,2,2,0,26.9,0.27,+7.9,+0.38,48,121,39.7,430,103,23.0,30.7,146,15.1,20.9,314,10,3.2,11,0.52,12.9,Matches
11,Cássio,br BRA,GK,Corinthians,36,1987,3.0,3,0,0,0,0,3.7,0.27,+0.7,+0.24,11,25,44.0,68,16,26.5,31.6,19,36.8,38.0,29,3,10.3,1,0.33,12.4,Matches
12,Mateus Claus,br BRA,GK,Juventude,29,1994,4.5,10,0,1,1,0,9.1,0.28,-0.9,-0.20,17,62,27.4,112,22,27.7,29.9,41,75.6,48.5,96,2,2.1,3,0.67,10.8,Matches
13,Matheus Cunha,br BRA,GK,Flamengo,22,2001,3.0,3,0,0,0,0,2.2,0.22,-0.8,-0.27,15,29,51.7,103,10,23.3,29.6,13,38.5,30.2,38,3,7.9,2,0.67,13.7,Matches
14,Gabriel Delfim,br BRA,GK,Atlético Mineiro,21,2002,1.0,1,0,0,0,0,1.1,0.37,+0.1,+0.11,1,5,20.0,21,7,19.0,25.6,9,11.1,23.2,10,2,20.0,0,0.00,13.0,Matches
15,Matheus Donelli,br BRA,GK,Corinthians,21,2002,7.0,12,1,1,2,0,10.2,0.21,-1.8,-0.26,20,66,30.3,145,29,31.7,31.3,53,37.7,33.3,113,1,0.9,1,0.14,12.1,Matches
16,Vitor Eudes,br BRA,GK,Fluminense,25,1998,1.0,2,0,0,0,0,1.6,0.33,-0.4,-0.37,4,15,26.7,27,5,48.1,38.4,11,18.2,26.3,14,0,0.0,3,3.00,19.0,Matches
17,Éverson,br BRA,GK,Atlético Mineiro,33,1990,24.9,31,4,0,3,1,29.8,0.27,-0.2,-0.01,102,241,42.3,622,97,28.8,30.8,176,35.2,34.4,310,11,3.5,22,0.88,15.2,Matches
18,Fábio,br BRA,GK,Fluminense,43,1980,37.0,37,4,0,5,0,51.4,0.29,+14.4,+0.39,84,290,29.0,643,154,31.7,30.3,273,31.5,25.0,531,28,5.3,26,0.70,11.9,Matches
19,Fabrício,br BRA,GK,RB Bragantino,23,2000,1.0,2,0,0,0,0,2.7,0.40,+0.7,+0.69,3,7,42.9,16,7,37.5,33.1,5,20.0,20.2,12,0,0.0,0,0.00,7.0,Matches
20,Fabrício,br BRA,GK,Internacional,38,1986,8.0,8,1,0,3,0,8.1,0.22,+0.1,+0.01,20,77,26.0,150,32,38.0,32.2,50,40.0,35.6,120,5,4.2,7,0.88,14.1,Matches
21,Marcos Felipe,br BRA,GK,Bahia,27,1996,33.3,43,2,2,3,0,42.0,0.27,-1.0,-0.03,133,296,44.9,1069,196,21.8,27.7,204,30.9,27.3,473,48,10.1,71,2.13,17.5,Matches
22,Danilo Fernandes,br BRA,GK,Bahia,35,1988,1.0,0,0,0,0,0,0.3,0.14,+0.3,+0.29,2,7,28.6,16,5,18.8,25.6,9,44.4,29.8,18,0,0.0,1,1.00,16.0,Matches
23,Gatito Fernández,py PAR,GK,Botafogo (RJ),35,1988,4.0,4,0,0,1,0,5.2,0.35,+1.2,+0.30,19,45,42.2,96,13,30.2,32.5,28,57.1,42.2,85,2,2.4,3,0.75,9.8,Matches
