rk,player,nation,pos,squad,age,born,mp,starts,min,90s,ga,ga90,sota,saves,save,w,d,l,cs,cs_perf,pkatt,pka,pksv,pkm,save_penalt,matches
1,Adriel,br BRA,GK,Bahia,23,2001,4,3,334,3.7,6,1.62,12,6,50.0,1,1,1,0,0.0,0,0,0,0,,Matches
2,Alisson,br BRA,GK,Criciúma,28,1995,6,4,421,4.7,7,1.50,25,18,72.0,1,2,1,0,0.0,0,0,0,0,,Matches
3,Anderson,br BRA,GK,Cruzeiro,25,1998,17,17,1530,17.0,22,1.29,72,51,70.8,8,2,7,6,35.3,1,1,0,0,0.0,Matches
4,Anthoni,br BRA,GK,Internacional,22,2002,2,2,180,2.0,1,0.50,5,3,80.0,1,1,0,1,50.0,1,0,1,0,100.0,Matches
5,Lucas Arcanjo,br BRA,GK,Vitória,25,1998,37,37,3330,37.0,52,1.41,162,112,69.8,12,8,17,8,21.6,4,3,0,1,0.0,Matches
6,Muriel Becker,br BRA,GK,Vitória,36,1987,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
7,Bento,br BRA,GK,Ath Paranaense,24,1999,7,7,630,7.0,4,0.57,25,20,84.0,4,1,2,4,57.1,1,0,1,0,100.0,Matches
8,Rafael Cabral,br BRA,GK,Grêmio,33,1990,6,5,457,5.1,8,1.58,23,15,69.6,1,0,4,1,20.0,1,1,0,0,0.0,Matches
9,Caíque,br BRA,GK,Grêmio,26,1997,6,5,488,5.4,10,1.84,27,18,66.7,2,0,3,0,0.0,1,1,0,0,0.0,Matches
10,Cássio,br BRA,GK,Cruzeiro,36,1987,21,21,1890,21.0,19,0.90,101,82,82.2,6,8,7,6,28.6,1,1,0,0,0.0,Matches
11,Cássio,br BRA,GK,Corinthians,36,1987,3,3,270,3.0,3,1.00,14,11,78.6,0,1,2,1,33.3,0,0,0,0,,Matches
12,Mateus Claus,br BRA,GK,Juventude,29,1994,5,4,406,4.5,10,2.22,33,23,69.7,2,1,1,0,0.0,0,0,0,0,,Matches
13,Matheus Cunha,br BRA,GK,Flamengo,22,2001,3,3,270,3.0,3,1.00,10,7,70.0,2,0,1,2,66.7,0,0,0,0,,Matches
14,Gabriel Delfim,br BRA,GK,Atlético Mineiro,21,2002,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,0,0,0,0,,Matches
15,Matheus Donelli,br BRA,GK,Corinthians,21,2002,7,7,630,7.0,12,1.71,40,27,72.5,1,2,4,0,0.0,2,1,1,0,50.0,Matches
16,Vitor Eudes,br BRA,GK,Fluminense,25,1998,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,Matches
17,Éverson,br BRA,GK,Atlético Mineiro,33,1990,25,25,2242,24.9,31,1.24,95,64,71.6,6,12,7,8,32.0,5,4,1,0,20.0,Matches
18,Fábio,br BRA,GK,Fluminense,43,1980,37,37,3330,37.0,37,1.00,168,131,80.4,12,10,15,13,35.1,4,4,0,0,0.0,Matches
19,Fabrício,br BRA,GK,RB Bragantino,23,2000,1,1,90,1.0,2,2.00,7,5,71.4,0,0,1,0,0.0,0,0,0,0,,Matches
20,Fabrício,br BRA,GK,Internacional,38,1986,8,8,720,8.0,8,1.00,34,26,79.4,2,3,3,3,37.5,1,1,0,0,0.0,Matches
21,Marcos Felipe,br BRA,GK,Bahia,27,1996,34,34,2996,33.3,43,1.29,150,106,72.7,13,7,14,9,26.5,3,2,1,0,33.3,Matches
