rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,fk,pk,pkatt,xg,npxg,npxg_sh,g_xg,np_g_xg,matches
1,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,21,2000,16.6,1,26,3,11.5,1.56,0.18,0.04,0.33,16.5,0,0,0,2.7,2.7,0.10,-1.7,-1.7,Matches
2,Jonás Acevedo,ar ARG,"MF,FW",Huracán,23,1997,10.0,1,13,6,46.2,1.30,0.60,0.08,0.17,17.4,1,0,0,1.8,1.8,0.14,-0.8,-0.8,Matches
3,Lucas Acevedo,ar ARG,DF,Platense,29,1991,10.1,1,8,2,25.0,0.79,0.20,0.13,0.50,14.4,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
4,Nelson Acevedo,ar ARG,MF,Godoy Cruz,32,1988,20.3,0,18,6,33.3,0.89,0.30,0.00,0.00,26.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
5,Patricio Acevedo,ar ARG,DF,Newell's OB,18,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,32,1988,15.6,1,20,5,25.0,1.28,0.32,0.05,0.20,22.2,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
7,Lautaro Acosta,ar ARG,MF,Lanús,32,1988,15.0,2,18,5,27.8,1.20,0.33,0.11,0.40,12.2,0,0,0,3.1,3.1,0.17,-1.1,-1.1,Matches
8,Lucas Acosta,ar ARG,GK,Lanús,25,1995,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
9,Luis Advíncula,pe PER,DF,Boca Juniors,30,1990,11.6,0,3,1,33.3,0.26,0.09,0.00,0.00,27.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
10,Alan Aguerre,ar ARG,GK,Newell's OB,30,1990,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
11,Braian Aguirre,ar ARG,DF,Lanús,20,2000,19.9,0,9,3,33.3,0.45,0.15,0.00,0.00,24.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
12,Matías Aguirregaray,uy URU,"DF,MF",Estudiantes–LP,31,1989,11.1,0,5,1,20.0,0.45,0.09,0.00,0.00,12.6,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
