rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,21,2000,16.6,751,16,104,434,225,38,751,30,13,43.3,17,56.7,385,1695,806,21,16,5,43,26,467,73,Matches
2,Jonás Acevedo,ar ARG,"MF,FW",Huracán,23,1997,10.0,484,6,41,214,237,19,484,32,15,46.9,17,53.1,276,1808,767,27,20,4,23,11,313,70,Matches
3,Lucas Acevedo,ar ARG,DF,Platense,29,1991,10.1,419,76,263,146,12,9,419,4,4,100.0,0,0.0,173,866,380,1,1,0,7,1,151,0,Matches
4,Nelson Acevedo,ar ARG,MF,Godoy Cruz,32,1988,20.3,1325,35,321,874,154,6,1325,29,18,62.1,11,37.9,714,3230,1930,23,14,0,32,18,764,13,Matches
5,Patricio Acevedo,ar ARG,DF,Newell's OB,18,2002,0.7,33,0,7,19,7,0,33,1,1,100.0,0,0.0,13,45,36,0,0,0,1,0,10,1,Matches
6,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,32,1988,15.6,989,27,152,628,221,19,989,8,3,37.5,5,62.5,536,2184,1133,27,22,2,26,5,632,48,Matches
7,Lautaro Acosta,ar ARG,MF,Lanús,32,1988,15.0,596,35,105,275,222,57,596,36,18,50.0,18,50.0,314,1783,862,32,22,9,37,7,374,90,Matches
8,Lucas Acosta,ar ARG,GK,Lanús,25,1995,13.0,526,389,520,6,0,0,526,1,1,100.0,0,0.0,272,1815,1269,0,0,0,1,0,197,0,Matches
9,Luis Advíncula,pe PER,DF,Boca Juniors,30,1990,11.6,723,17,187,354,185,9,723,16,9,56.3,7,43.8,324,1598,838,23,18,3,13,12,398,55,Matches
10,Alan Aguerre,ar ARG,GK,Newell's OB,30,1990,17.0,599,448,592,7,0,0,599,0,0,,0,,305,2094,1338,0,0,0,1,0,219,0,Matches
11,Braian Aguirre,ar ARG,DF,Lanús,20,2000,19.9,1243,72,429,584,247,8,1243,42,21,50.0,21,50.0,555,2986,1781,41,32,2,20,8,580,60,Matches
12,Matías Aguirregaray,uy URU,"DF,MF",Estudiantes–LP,31,1989,11.1,599,34,154,288,171,16,599,32,20,62.5,12,37.5,315,2135,1120,29,19,5,22,11,297,39,Matches
13,Jorge Agustín Rodríguez,ar ARG,MF,Estudiantes–LP,25,1995,15.0,896,40,237,601,67,11,896,15,13,86.7,2,13.3,410,1580,781,6,6,0,15,7,473,3,Matches
14,Gabriel Alanís,ar ARG,"DF,MF",Sarmiento,26,1994,21.8,1003,45,239,434,347,38,1002,57,31,54.4,26,45.6,471,2796,1374,54,33,9,54,17,484,102,Matches
15,Nicolás Albarracín,uy URU,"MF,FW",Patronato,27,1993,0.9,49,1,3,22,24,3,49,0,0,,0,,26,98,38,2,2,2,3,1,34,6,Matches
16,Lucas Albertengo,ar ARG,FW,Arsenal,30,1991,15.5,561,15,40,222,303,73,561,37,20,54.1,17,45.9,315,1463,461,21,15,6,75,51,438,106,Matches
17,Camilo Albornoz,ar ARG,DF,Atlé Tucumán,20,2000,4.1,162,21,102,53,7,4,162,0,0,,0,,60,247,135,0,0,0,3,0,70,0,Matches
18,Carlos Alcaraz,ar ARG,"MF,FW",Racing Club,18,2002,9.8,521,12,86,321,124,21,521,44,22,50.0,22,50.0,286,1942,916,27,22,4,41,23,338,25,Matches
19,Brahian Alemán,uy URU,"MF,FW",Gimnasia–LP,31,1989,18.0,1043,50,185,565,312,20,1042,66,37,56.1,29,43.9,617,2897,1458,35,32,4,62,46,681,56,Matches
20,Rodrigo Aliendro,ar ARG,MF,Colón,29,1991,21.8,1338,31,196,846,319,41,1338,75,44,58.7,31,41.3,729,3477,1763,28,21,4,59,34,830,75,Matches
21,Facundo Almada,ar ARG,DF,Rosario Central,22,1998,21.0,1212,164,684,508,26,17,1212,7,5,71.4,2,28.6,655,2869,1785,15,4,1,12,1,736,3,Matches
22,Thiago Almada,ar ARG,MF,Vélez Sarsfield,19,2001,18.2,1094,4,71,592,452,42,1093,66,42,63.6,24,36.4,747,4625,2160,62,53,14,61,34,855,124,Matches
23,Agustín Almendra,ar ARG,MF,Boca Juniors,20,2000,10.6,896,6,89,605,212,12,896,27,17,63.0,10,37.0,560,2286,1105,15,25,1,19,12,672,22,Matches
24,Ezequiel Almirón,ar ARG,FW,Boca Juniors,18,2002,0.3,10,0,0,4,6,0,10,1,0,0.0,1,100.0,7,31,20,1,1,0,2,0,8,2,Matches
25,Facundo Altamira,,FW,Godoy Cruz,,,1.7,58,2,5,20,34,8,58,8,5,62.5,3,37.5,40,177,81,3,2,1,6,4,37,13,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
26,Facundo Altamirano,ar ARG,GK,Banfield,24,1996,17.0,459,408,455,4,0,0,459,0,0,,0,,211,1374,813,0,0,0,0,0,127,0,Matches
27,Juan Álvarez,ar ARG,"FW,MF",Banfield,24,1996,21.2,892,8,91,336,489,67,892,85,43,50.6,42,49.4,524,3717,1719,77,46,16,59,26,601,198,Matches
28,Julián Álvarez,ar ARG,FW,River Plate,21,2000,17.7,991,8,34,317,659,93,990,69,44,63.8,25,36.2,587,3539,1473,65,38,33,63,28,681,183,Matches
29,Ricky Álvarez,ar ARG,MF,Vélez Sarsfield,32,1988,1.8,144,3,21,84,43,1,144,2,0,0.0,2,100.0,75,337,177,3,5,0,1,3,90,4,Matches
30,Iván Alvariño,ar ARG,FW,Boca Juniors,19,2001,0.1,6,1,2,4,1,0,6,0,0,,0,,3,27,15,1,1,0,0,1,3,0,Matches
