rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,21,2000,16.6,22,7,6,10,6,10,35,25,16,2,14,12,34,13,0,Matches
2,Jonás Acevedo,ar ARG,"MF,FW",Huracán,23,1997,10.0,11,3,3,4,4,5,12,7,13,1,12,6,17,7,0,Matches
3,Lucas Acevedo,ar ARG,DF,Platense,29,1991,10.1,16,12,11,5,0,10,15,5,14,10,4,18,34,63,1,Matches
4,Nelson Acevedo,ar ARG,MF,Godoy Cruz,32,1988,20.3,53,35,20,28,5,18,70,52,32,9,23,27,80,14,0,Matches
5,Patricio Acevedo,ar ARG,DF,Newell's OB,18,2002,0.7,2,1,1,1,0,1,4,3,2,0,2,2,4,0,0,Matches
6,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,32,1988,15.6,24,11,9,14,1,10,35,25,18,1,17,17,41,15,0,Matches
7,Lautaro Acosta,ar ARG,MF,Lanús,32,1988,15.0,24,12,11,10,3,8,31,23,23,5,18,11,35,28,0,Matches
8,Lucas Acosta,ar ARG,GK,Lanús,25,1995,13.0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,Matches
9,Luis Advíncula,pe PER,DF,Boca Juniors,30,1990,11.6,18,14,11,6,1,9,14,5,8,0,8,9,27,18,0,Matches
10,Alan Aguerre,ar ARG,GK,Newell's OB,30,1990,17.0,1,0,1,0,0,1,3,2,0,0,0,0,1,6,1,Matches
11,Braian Aguirre,ar ARG,DF,Lanús,20,2000,19.9,68,47,39,22,7,43,65,22,26,11,15,30,98,45,0,Matches
12,Matías Aguirregaray,uy URU,"DF,MF",Estudiantes–LP,31,1989,11.1,18,11,10,7,1,12,25,13,9,2,7,16,34,23,0,Matches
13,Jorge Agustín Rodríguez,ar ARG,MF,Estudiantes–LP,25,1995,15.0,41,26,18,20,3,19,30,11,24,6,18,20,61,22,0,Matches
14,Gabriel Alanís,ar ARG,"DF,MF",Sarmiento,26,1994,21.8,40,24,18,16,6,18,34,16,20,5,15,17,57,25,0,Matches
15,Nicolás Albarracín,uy URU,"MF,FW",Patronato,27,1993,0.9,1,1,1,0,0,1,3,2,0,0,0,0,1,2,0,Matches
16,Lucas Albertengo,ar ARG,FW,Arsenal,30,1991,15.5,12,8,2,7,3,4,12,8,12,1,11,2,14,11,0,Matches
17,Camilo Albornoz,ar ARG,DF,Atlé Tucumán,20,2000,4.1,10,7,10,0,0,4,6,2,3,2,1,4,14,15,0,Matches
18,Carlos Alcaraz,ar ARG,"MF,FW",Racing Club,18,2002,9.8,15,8,6,6,3,12,25,13,15,3,12,6,21,8,0,Matches
19,Brahian Alemán,uy URU,"MF,FW",Gimnasia–LP,31,1989,18.0,27,19,11,11,5,13,43,30,21,7,14,25,52,37,0,Matches
20,Rodrigo Aliendro,ar ARG,MF,Colón,29,1991,21.8,38,22,11,22,5,18,56,38,45,12,33,36,74,19,1,Matches
21,Facundo Almada,ar ARG,DF,Rosario Central,22,1998,21.0,27,15,20,5,2,16,29,13,21,13,8,30,57,101,2,Matches
22,Thiago Almada,ar ARG,MF,Vélez Sarsfield,19,2001,18.2,17,11,6,7,4,10,33,23,5,0,5,8,25,2,0,Matches
23,Agustín Almendra,ar ARG,MF,Boca Juniors,20,2000,10.6,25,15,8,9,8,14,35,21,22,2,20,12,37,6,0,Matches
24,Ezequiel Almirón,ar ARG,FW,Boca Juniors,18,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
25,Facundo Altamira,,FW,Godoy Cruz,,,1.7,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Facundo Altamirano,ar ARG,GK,Banfield,24,1996,17.0,1,0,1,0,0,1,3,2,0,0,0,0,1,2,0,Matches
27,Juan Álvarez,ar ARG,"FW,MF",Banfield,24,1996,21.2,24,15,7,13,4,10,26,16,29,4,25,8,32,3,0,Matches
28,Julián Álvarez,ar ARG,FW,River Plate,21,2000,17.7,22,7,3,10,9,11,27,16,30,2,28,6,28,4,0,Matches
29,Ricky Álvarez,ar ARG,MF,Vélez Sarsfield,32,1988,1.8,1,0,0,1,0,0,5,5,3,1,2,3,4,3,0,Matches
30,Iván Alvariño,ar ARG,FW,Boca Juniors,19,2001,0.1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Matches
31,Lucas Ambrogio,ar ARG,DF,Arg Juniors,21,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
32,Federico Andrada,ar ARG,FW,Aldosivi,26,1994,11.0,10,6,6,2,2,2,6,4,13,1,12,9,19,4,0,Matches
33,Juan Andrada,ar ARG,MF,Arsenal,26,1995,3.6,8,4,2,6,0,4,8,4,5,2,3,11,19,7,1,Matches
34,Fernando Andrés Márquez,ar ARG,FW,Unión,33,1987,9.9,11,6,3,6,2,2,19,17,9,0,9,7,18,13,0,Matches
35,Federico Andueza,uy URU,DF,Cen. Córdoba–SdE,23,1997,10.2,18,9,12,6,0,12,18,6,9,5,4,20,38,44,0,Matches
36,Mariano Andújar,ar ARG,GK,Estudiantes–LP,37,1983,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,Matches
37,Miguel Ángel Torrén,ar ARG,DF,Arg Juniors,32,1988,14.8,15,8,12,3,0,9,16,7,13,9,4,15,30,55,0,Matches
38,Fabrizio Angileri,ar ARG,DF,River Plate,26,1994,9.4,19,12,7,12,0,12,20,8,8,2,6,4,23,29,0,Matches
39,Alejo Antilef,ar ARG,MF,Arsenal,22,1998,6.9,6,4,2,3,1,4,13,9,11,0,11,9,15,3,0,Matches
40,Fermín Antonini,ar ARG,DF,Sarmiento,23,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,Matches
41,Alejandro Aranda,ar ARG,"DF,FW",Aldosivi,25,1995,0.4,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,Matches
42,Gabriel Aranda,ar ARG,DF,Boca Juniors,19,2001,2.0,2,1,1,1,0,2,2,0,5,1,4,3,5,4,0,Matches
43,Pablo Argañaraz,ar ARG,"MF,FW",Cen. Córdoba–SdE,22,1998,6.6,9,4,0,6,3,1,6,5,5,0,5,3,12,2,0,Matches
44,Gabriel Arias,cl CHI,GK,Racing Club,33,1987,20.0,0,0,0,0,0,0,1,1,1,0,1,0,0,5,0,Matches
45,Junior Arias,uy URU,"FW,MF",Patronato,27,1993,16.3,11,6,2,7,2,4,21,17,14,2,12,8,19,14,0,Matches
46,Joaquín Ariel Novillo,ar ARG,DF,Racing Club,22,1998,2.4,3,2,3,0,0,2,3,1,2,1,1,7,10,15,1,Matches
47,Franco Armani,ar ARG,GK,River Plate,34,1986,21.0,1,0,1,0,0,1,2,1,0,0,0,1,2,7,2,Matches
48,Gonzalo Asis,ar ARG,"MF,DF",Independiente,24,1996,0.2,1,1,0,0,1,0,1,1,1,0,1,0,1,2,0,Matches
49,Julián Aude,ar ARG,"MF,DF",Lanús,17,2003,4.7,22,12,6,16,0,12,16,4,8,1,7,13,35,11,0,Matches
50,Carlos Auzqui,ar ARG,"MF,FW",Talleres,29,1991,18.8,27,19,7,11,9,7,33,26,26,0,26,10,37,15,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
51,Gabriel Ávalos,py PAR,FW,Arg Juniors,30,1990,12.6,13,7,2,6,5,3,9,6,8,0,8,1,14,14,0,Matches
52,Gastón Ávila,ar ARG,DF,Rosario Central,19,2001,17.0,43,33,25,18,0,21,35,14,23,9,14,35,78,43,0,Matches
53,David Ayala,ar ARG,MF,Estudiantes–LP,18,2002,4.0,15,10,6,9,0,5,12,7,5,3,2,7,22,7,0,Matches
54,Jaime Ayoví,ec ECU,FW,Estudiantes–LP,32,1988,6.8,5,1,0,2,3,3,6,3,7,0,7,0,5,11,0,Matches
55,Tomás Badaloni,ar ARG,FW,Godoy Cruz,20,2000,17.1,4,1,0,2,2,1,10,9,9,1,8,4,8,10,0,Matches
56,Bruno Báez,ar ARG,FW,Arsenal,20,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
57,Franco Baldassarra,ar ARG,"MF,FW",Platense,22,1998,12.3,29,21,10,11,8,14,30,16,27,1,26,13,42,11,0,Matches
58,Guillermo Balzi,ar ARG,MF,Newell's OB,19,2001,1.6,7,6,2,2,3,3,6,3,6,0,6,1,8,4,0,Matches
59,Neri Bandiera,ar ARG,"MF,DF",Patronato,31,1989,0.4,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,Matches
60,Tiago Banega,ar ARG,MF,Patronato,21,1999,2.6,17,11,5,10,2,10,21,11,8,1,7,4,21,6,0,Matches
61,Nahuel Banegas,ar ARG,DF,Cen. Córdoba–SdE,24,1996,3.5,3,1,2,0,1,0,2,2,5,1,4,8,11,9,1,Matches
62,Valentin Barbero,ar ARG,"MF,FW",Banfield,20,2000,1.5,3,3,2,1,0,1,3,2,4,0,4,0,3,0,0,Matches
63,Valentín Barco,ar ARG,DF,Boca Juniors,16,2004,2.3,5,3,3,1,1,1,2,1,4,0,4,6,11,3,0,Matches
64,Sergio Barreto,ar ARG,DF,Independiente,21,1999,22.6,34,20,22,12,0,16,29,13,27,16,11,39,73,99,0,Matches
65,Lucas Barrios,py PAR,"FW,MF",Defensa y Just,36,1984,3.4,1,1,0,1,0,0,1,1,1,0,1,2,3,4,0,Matches
66,Nahuel Barrios,ar ARG,"MF,FW",San Lorenzo,22,1998,5.0,8,4,3,5,0,3,10,7,8,0,8,6,14,1,0,Matches
67,Jonathan Bay,ar ARG,DF,Cen. Córdoba–SdE,27,1993,21.0,48,31,27,15,6,31,50,19,24,3,21,42,90,60,0,Matches
68,Nicolás Bazzana,ar ARG,DF,Sarmiento,24,1996,21.5,45,25,28,16,1,27,43,16,26,15,11,39,84,73,0,Matches
69,Pablo Becker,ar ARG,MF,Aldosivi,28,1992,1.9,3,2,1,0,2,2,4,2,1,0,1,0,3,3,0,Matches
70,Matías Belloso,ar ARG,"FW,MF",Arsenal,20,2000,2.6,2,1,0,1,1,1,2,1,3,0,3,0,2,1,0,Matches
71,Fernando Belluschi,ar ARG,MF,Newell's OB,37,1983,2.0,2,1,1,1,0,1,7,6,0,0,0,4,6,1,0,Matches
72,Tomás Belmonte,ar ARG,MF,Lanús,22,1998,8.9,33,20,14,15,4,15,26,11,19,9,10,17,50,20,0,Matches
73,Lucas Beltrán,ar ARG,FW,Colón,19,2001,8.8,15,11,2,7,6,5,10,5,12,0,12,2,17,5,0,Matches
74,Carlos Benavídez,uy URU,MF,Independiente,22,1998,3.2,8,3,3,4,1,2,8,6,7,1,6,6,14,7,0,Matches
75,Gastón Benavídez,ar ARG,DF,Arsenal,25,1995,14.8,33,21,17,12,4,22,35,13,18,7,11,13,46,39,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
76,Marcelo Benitez,ar ARG,DF,Defensa y Just,30,1991,6.3,11,9,5,5,1,7,12,5,4,2,2,12,23,11,0,Matches
77,Oscar Benítez,ar ARG,"FW,MF",Atlé Tucumán,28,1993,6.6,14,9,2,10,2,5,15,10,10,3,7,2,16,5,0,Matches
78,Valentín Benítez,ar ARG,FW,Newell's OB,18,2002,0.7,1,1,1,0,0,0,2,2,1,0,1,1,2,0,0,Matches
79,Alexandro Bernabei,ar ARG,DF,Lanús,20,2000,22.2,49,33,25,21,3,27,61,34,25,6,19,30,79,42,0,Matches
80,Balthazar Bernardi,ar ARG,DF,Boca Juniors,19,2001,2.0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,1,Matches
81,Christian Bernardi,ar ARG,"MF,FW",Colón,30,1990,20.0,28,13,11,13,4,17,37,20,18,2,16,10,38,14,0,Matches
82,Nicolás Bertolo,ar ARG,"MF,FW",Platense,35,1986,11.3,17,11,4,11,2,3,11,8,10,0,10,8,25,6,0,Matches
83,Gonzalo Bettini,ar ARG,DF,Cen. Córdoba–SdE,28,1992,20.2,60,24,30,27,3,32,50,18,26,3,23,26,86,59,0,Matches
84,Bruno Bianchi,ar ARG,DF,Colón,31,1989,10.0,21,14,15,6,0,12,17,5,13,8,5,30,51,39,1,Matches
85,Mariano Bíttolo,ar ARG,DF,Newell's OB,30,1990,11.4,34,21,21,11,2,23,48,25,17,3,14,18,52,37,1,Matches
86,Domingo Blanco,ar ARG,MF,Independiente,25,1995,17.5,72,40,29,36,7,19,57,38,23,3,20,36,108,11,0,Matches
87,Lautaro Blanco,ar ARG,DF,Rosario Central,21,1999,22.0,54,35,29,19,6,28,48,20,20,4,16,18,72,36,1,Matches
88,Nicolás Blandi,ar ARG,"FW,MF",Unión,31,1990,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
89,Brian Blasi,ar ARG,DF,Unión,24,1996,4.0,11,7,9,2,0,8,8,0,7,2,5,5,16,8,0,Matches
90,Roberto Bochi,ar ARG,MF,Platense,31,1989,0.9,0,0,0,0,0,0,2,2,2,1,1,0,0,2,0,Matches
91,Érik Bodencer,ar ARG,FW,Boca Juniors,20,2000,1.2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,Matches
92,Mauro Bogado,ar ARG,MF,Platense,35,1985,7.4,17,13,5,11,1,10,18,8,4,0,4,17,34,6,0,Matches
93,Enrique Bologna,ar ARG,GK,River Plate,38,1982,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Matches
94,Benjamín Borasi,ar ARG,"FW,MF",Sarmiento,23,1997,0.6,1,1,0,1,0,0,3,3,0,0,0,1,2,2,0,Matches
95,Marco Borgnino,ar ARG,"FW,MF",Unión,23,1997,4.0,11,10,4,6,1,7,10,3,9,0,9,3,14,1,0,Matches
96,Jonathan Bottinelli,ar ARG,DF,Arsenal,36,1984,3.0,6,4,3,3,0,3,6,3,2,1,1,8,14,18,0,Matches
97,Walter Bou,ar ARG,"FW,MF",Defensa y Just,27,1993,22.6,24,13,5,13,6,12,26,14,21,1,20,16,40,26,0,Matches
98,Agustín Bouzat,ar ARG,"FW,MF",Vélez Sarsfield,26,1994,10.1,22,11,5,9,8,7,28,21,18,3,15,10,32,18,0,Matches
99,Diego Braghieri,ar ARG,DF,Lanús,33,1987,10.3,6,5,4,1,1,2,4,2,11,7,4,9,15,64,1,Matches
100,Malcom Braida,ar ARG,"FW,MF",Aldosivi,23,1997,20.3,33,21,7,16,10,12,34,22,20,3,17,12,45,16,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
101,Federico Bravo,ar ARG,"MF,DF",Sarmiento,27,1993,13.8,47,23,19,23,5,24,48,24,23,6,17,30,77,17,0,Matches
102,Román Bravo,ar ARG,"FW,MF",Newell's OB,19,2001,1.1,4,3,2,1,1,3,6,3,0,0,0,0,4,0,0,Matches
103,Julián Brea,ar ARG,"FW,MF",Sarmiento,21,1999,2.0,2,1,1,1,0,0,2,2,1,0,1,1,3,0,0,Matches
104,Néstor Breitenbruch,ar ARG,DF,Godoy Cruz,25,1995,15.1,32,17,22,9,1,14,23,9,20,7,13,15,47,55,0,Matches
105,Norberto Briasco,am ARM,FW,Boca Juniors,24,1996,9.1,14,9,3,5,6,3,14,11,9,2,7,4,18,4,0,Matches
106,Emanuel Brítez,ar ARG,DF,Unión,28,1992,18.7,19,15,10,9,0,8,15,7,17,8,9,32,51,67,2,Matches
107,Miguel Brizuela,ar ARG,DF,Vélez Sarsfield,24,1997,6.5,8,6,5,2,1,3,7,4,11,6,5,8,16,29,0,Matches
108,Lucas Brochero,ar ARG,MF,Cen. Córdoba–SdE,22,1999,6.1,9,4,3,4,2,7,15,8,9,0,9,2,11,4,0,Matches
109,Jorge Broun,ar ARG,GK,Rosario Central,34,1986,17.4,1,1,1,0,0,1,4,3,1,0,1,2,3,4,1,Matches
110,Ezequiel Bullaude,ar ARG,"MF,FW",Godoy Cruz,20,2000,18.9,38,23,9,21,8,15,36,21,18,0,18,9,47,9,0,Matches
111,Guillermo Burdisso,ar ARG,DF,Lanús,32,1988,20.9,27,14,19,8,0,13,25,12,25,21,4,28,55,104,0,Matches
112,Valentín Burgoa,ar ARG,"FW,MF",Godoy Cruz,21,2000,10.0,18,12,8,8,2,6,15,9,12,0,12,12,30,3,0,Matches
113,Leonardo Burián,uy URU,GK,Colón,37,1984,23.0,0,0,0,0,0,0,2,2,0,0,0,1,1,4,0,Matches
114,Abel Bustos,ar ARG,MF,Atlé Tucumán,21,1999,7.0,19,6,6,11,2,6,23,17,5,1,4,14,33,13,1,Matches
115,Fabricio Bustos,ar ARG,DF,Independiente,24,1996,23.0,34,26,21,8,5,16,24,8,21,6,15,23,57,43,1,Matches
116,Juan Cabaña,ar ARG,MF,Boca Juniors,19,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
117,Rodrigo Cabral,ar ARG,"FW,MF",Huracán,20,2000,15.0,23,15,7,11,5,11,25,14,15,0,15,15,38,4,0,Matches
118,Yonathan Cabral,ar ARG,DF,Atlé Tucumán,28,1992,15.4,21,10,17,4,0,12,32,20,16,7,9,28,49,68,0,Matches
119,Alejandro Cabrera,ar ARG,MF,Banfield,28,1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
120,Javier Cabrera,uy URU,"DF,MF",Arg Juniors,28,1992,14.5,32,24,15,11,6,14,34,20,17,0,17,12,44,9,0,Matches
121,Jerónimo Cacciabue,ar ARG,MF,Newell's OB,23,1998,16.2,29,18,12,17,0,8,42,34,20,4,16,30,59,30,1,Matches
122,Juan Cáceres,py PAR,DF,Racing Club,20,2000,13.9,45,35,25,18,2,29,53,24,26,5,21,21,66,46,1,Matches
