rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Lucas Acosta,ar ARG,GK,Lanús,25,1995,13.0,19,3,0,1,1,18.0,0.27,0.0,0.00,87,231,37.7,367,63,38.7,35.0,134,66.4,50.6,228,12,5.3,3,0.23,8.3,Matches
2,Alan Aguerre,ar ARG,GK,Newell's OB,30,1990,17.0,26,2,0,4,1,18.9,0.26,-6.1,-0.36,132,291,45.4,399,38,44.6,37.7,152,74.3,52.5,267,11,4.1,9,0.53,13.5,Matches
3,Facundo Altamirano,ar ARG,GK,Banfield,24,1996,17.0,19,3,0,1,1,20.6,0.25,+2.6,+0.15,94,234,40.2,268,52,50.7,41.6,161,60.9,46.4,231,8,3.5,4,0.24,11.9,Matches
4,Mariano Andújar,ar ARG,GK,Estudiantes–LP,37,1983,25.0,31,4,1,2,2,28.7,0.28,-0.3,-0.01,177,511,34.6,717,87,53.1,40.3,200,65.0,46.4,346,8,2.3,28,1.12,17.5,Matches
5,Gabriel Arias,cl CHI,GK,Racing Club,33,1987,20.0,19,0,1,4,0,20.9,0.29,+1.9,+0.09,92,228,40.4,478,91,32.4,33.2,188,38.8,34.1,295,16,5.4,9,0.45,11.1,Matches
6,Franco Armani,ar ARG,GK,River Plate,34,1986,21.0,16,2,0,1,0,20.6,0.31,+4.6,+0.22,74,194,38.1,423,122,28.6,31.4,150,48.7,42.4,245,22,9.0,25,1.19,15.9,Matches
7,Enrique Bologna,ar ARG,GK,River Plate,38,1982,4.0,3,0,0,1,0,2.0,0.18,-1.0,-0.26,15,36,41.7,64,20,32.8,32.9,39,38.5,35.5,58,3,5.2,1,0.25,10.8,Matches
8,Jorge Broun,ar ARG,GK,Rosario Central,34,1986,17.4,27,0,0,1,1,32.0,0.31,+6.0,+0.34,101,310,32.6,651,98,37.9,35.4,160,39.4,37.9,270,14,5.2,17,0.98,14.7,Matches
9,Leonardo Burián,uy URU,GK,Colón,37,1984,23.0,26,2,1,3,2,29.3,0.29,+5.3,+0.23,74,224,33.0,428,104,32.9,32.7,221,37.6,36.0,329,18,5.5,23,1.00,15.1,Matches
10,Facundo Cambeses,ar ARG,GK,Banfield,23,1997,8.0,6,0,0,0,2,7.1,0.27,+3.1,+0.39,31,86,36.0,162,28,36.4,33.9,61,44.3,40.7,79,2,2.5,2,0.25,11.9,Matches
