rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,matches
27,Mehmet Albayrak,tr TUR,DF,Sivasspor,17,2004,0.7,0,0,0,1,1,0,1,0,2,,,0,Matches
28,Danijel Aleksić,rs SRB,MF,Başakşehir,30,1991,18.2,2,0,0,20,9,4,37,8,12,,,0,Matches
29,Doğan Alemdar,tr TUR,GK,Kayserispor,18,2002,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
30,Hasan Ali Kaldırım,tr TUR,DF,Başakşehir,31,1989,16.4,3,0,0,12,13,5,42,21,9,,,0,Matches
31,Ömer Ali Şahiner,tr TUR,"DF,MF",Başakşehir,29,1992,12.4,7,1,1,26,4,2,18,10,11,,,0,Matches
32,Kerim Alıcı,tr TUR,"DF,MF",Göztepe,24,1997,19.9,2,0,0,31,13,5,49,25,21,,,0,Matches
33,Barış Alper Yılmaz,tr TUR,"MF,FW",Galatasaray,21,2000,3.5,0,0,0,11,10,2,11,2,6,,,0,Matches
34,Koray Altınay,,"DF,MF",Sivasspor,29,1991,3.5,1,0,0,3,5,0,3,3,4,,,0,Matches
35,Kerem Altunisik,tr TUR,MF,Yeni Mal'spor,17,2004,0.6,0,0,0,1,0,0,0,0,1,,,0,Matches
36,Amilton,br BRA,MF,Konyaspor,31,1989,7.2,2,1,1,14,8,4,29,7,8,,,0,Matches
37,Amilton,br BRA,"MF,FW",Antalyaspor,31,1989,9.2,5,0,0,10,18,4,16,5,8,,,0,Matches
38,Wilker Ángel,ve VEN,DF,Göztepe,28,1993,13.5,3,0,0,19,8,0,1,28,16,,,0,Matches
39,Marin Aničić,ba BIH,DF,Konyaspor,31,1989,1.0,1,0,0,3,0,0,0,1,1,,,0,Matches
40,Taylan Antalyalı,tr TUR,MF,Galatasaray,26,1995,22.7,6,1,0,39,35,0,7,42,16,,,0,Matches
41,Aaron Appindangoyé,ga GAB,DF,Sivasspor,29,1992,2.8,1,0,0,4,0,1,0,3,2,,,0,Matches
42,Efe Arda Koyuncu,tr TUR,DF,Başakşehir,16,2005,1.0,0,0,0,1,0,0,0,2,1,,,0,Matches
43,Firat Arslan,,DF,Göztepe,18,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
44,Hakan Arslan,tr TUR,MF,Sivasspor,33,1988,24.0,2,0,0,33,27,3,1,30,29,,,0,Matches
45,Işık Arslan,tr TUR,DF,Galatasaray,20,2001,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
46,Dino Arslanagic,be BEL,DF,Göztepe,28,1993,29.0,11,1,1,47,16,2,10,54,20,,,0,Matches
47,Vato Arveladze,ge GEO,FW,Fatih Karagümrük,23,1998,1.7,1,0,0,3,2,1,0,0,2,,,0,Matches
48,Serkan Asan,tr TUR,DF,Trabzonspor,22,1999,3.1,0,0,0,1,5,1,5,6,3,,,0,Matches
49,Britt Assombalonga,cd COD,FW,Adana Demirspor,28,1992,19.3,4,0,0,45,23,17,5,4,3,,,0,Matches
50,Gustavo Assuncao,pt POR,MF,Galatasaray,21,2000,1.5,1,0,0,3,1,0,1,2,2,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Kerem Atakan Kesgin,tr TUR,MF,Sivasspor,20,2000,13.4,5,0,0,28,28,1,22,15,12,,,0,Matches
52,Daniel Avramovski,mk MKD,MF,Kayserispor,26,1995,0.5,0,0,0,0,0,0,0,3,0,,,0,Matches
53,Chidozie Awaziem,ng NGA,DF,Alanyaspor,24,1997,16.9,9,0,0,22,6,1,0,28,22,,,1,Matches
54,Philip Awuku,tg TOG,DF,Yeni Mal'spor,21,2000,11.1,3,0,0,15,14,0,0,14,9,,,0,Matches
55,Selim Ay,tr TUR,DF,Rizespor,30,1991,21.9,6,0,0,24,20,1,4,21,14,,,1,Matches
56,Oğuz Aydın,tr TUR,"MF,FW",Alanyaspor,20,2000,6.7,2,0,0,12,5,1,27,1,8,,,0,Matches
57,Emirhan Aydoğan,tr TUR,MF,Alanyaspor,24,1997,0.6,0,0,0,1,4,0,2,0,0,,,0,Matches
58,Soner Aydoğdu,tr TUR,MF,Göztepe,30,1991,26.3,5,0,0,26,29,4,67,22,24,,,0,Matches
59,Sakıb Aytaç,tr TUR,DF,Kasımpaşa,29,1991,3.2,1,0,0,5,5,1,7,6,6,,,0,Matches
60,Serdar Aziz,tr TUR,DF,Fenerbahçe,30,1990,19.9,9,0,0,12,10,1,5,26,24,,,0,Matches
61,Mame Baba Thiam,sn SEN,MF,Kayserispor,28,1992,22.7,1,0,0,35,28,14,22,26,16,,,0,Matches
62,Atalay Babacan,tr TUR,MF,Galatasaray,21,2000,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
63,Volkan Babacan,tr TUR,GK,Başakşehir,32,1988,31.0,1,0,0,1,7,0,0,1,0,,,0,Matches
64,Khouma Babacar,sn SEN,"FW,MF",Alanyaspor,28,1993,5.9,1,0,0,15,12,2,0,5,1,,,0,Matches
65,Ryan Babel,nl NED,"MF,FW",Galatasaray,34,1986,17.5,3,0,0,18,19,4,51,7,9,,,0,Matches
66,Fabrício Baiano,br BRA,"MF,DF",Rizespor,29,1992,23.9,10,4,2,56,33,1,27,24,33,,,0,Matches
67,Anastasios Bakasetas,gr GRE,MF,Trabzonspor,28,1993,25.2,5,0,0,39,47,2,123,14,15,,,0,Matches
68,Makana Baku,de GER,"MF,FW",Göztepe,23,1998,8.9,0,0,0,8,7,1,19,4,4,,,0,Matches
69,Bünyamin Balcı,tr TUR,"DF,MF",Antalyaspor,21,2000,30.4,2,0,0,30,48,5,44,36,36,,,0,Matches
70,Ethem Balcı,,MF,Kayserispor,18,2003,0.2,0,0,0,0,0,0,2,0,0,,,0,Matches
71,Ibrahima Baldé,sn SEN,FW,Giresunspor,32,1989,13.8,1,0,0,28,21,8,3,5,3,,,0,Matches
72,Jure Balkovec,si SVN,DF,Fatih Karagümrük,26,1994,20.5,4,0,0,14,11,0,51,15,12,,,0,Matches
73,Mario Balotelli,it ITA,FW,Adana Demirspor,30,1990,23.2,10,1,0,44,65,19,20,3,9,,,0,Matches
74,Daouda Bamba,ci CIV,"FW,MF",Altay,26,1995,22.1,2,0,0,29,11,10,8,1,11,,,0,Matches
75,Rayyan Baniya,,DF,Fatih Karagümrük,22,1999,0.1,0,0,0,0,0,0,0,1,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Abdülkerim Bardakcı,tr TUR,DF,Konyaspor,26,1994,33.0,10,0,0,42,24,5,6,55,35,,,0,Matches
77,Sadık Baş,,"DF,MF",Hatayspor,27,1994,10.4,1,0,0,9,13,1,47,16,13,,,0,Matches
78,Barış Başdaş,tr TUR,DF,Yeni Mal'spor,31,1990,5.7,1,1,0,7,2,1,2,9,8,,,0,Matches
79,Emrah Başsan,tr TUR,MF,Kayserispor,29,1992,21.6,1,0,0,17,51,16,149,27,24,,,0,Matches
80,Michy Batshuayi,be BEL,FW,Beşiktaş,27,1993,26.8,6,0,0,39,39,39,3,4,2,,,0,Matches
81,Bilal Bayazit,nl NED,GK,Kayserispor,22,1999,5.0,1,0,0,0,0,0,0,0,0,,,0,Matches
82,Altay Bayındır,tr TUR,GK,Fenerbahçe,23,1998,23.8,2,0,0,1,3,0,0,1,0,,,0,Matches
83,Furkan Bayır,tr TUR,DF,Alanyaspor,21,2000,12.4,2,0,0,18,6,0,0,18,8,,,0,Matches
84,Emircan Bayrakdar,,DF,Yeni Mal'spor,18,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
85,Gökdeniz Bayrakdar,tr TUR,"MF,FW",Antalyaspor,19,2001,10.6,2,0,0,17,9,12,6,4,7,,,0,Matches
86,Ömer Bayram,tr TUR,DF,Galatasaray,30,1991,10.5,4,0,0,11,15,0,100,14,8,,,0,Matches
87,Aziz Behich,au AUS,DF,Giresunspor,30,1990,30.9,4,0,0,10,28,3,89,14,18,,,0,Matches
88,Burak Bekaroğlu,,DF,Fatih Karagümrük,24,1997,24.4,6,1,0,20,9,1,0,36,19,,,0,Matches
89,Efkan Bekiroğlu,,MF,Alanyaspor,25,1995,16.7,4,0,0,16,13,4,6,6,10,,,0,Matches
90,Younès Belhanda,ma MAR,MF,Adana Demirspor,31,1990,13.4,2,0,0,13,9,1,32,9,4,,,0,Matches
91,Mortadha Ben Ouanes,tn TUN,"MF,DF",Kasımpaşa,27,1994,16.6,4,0,0,26,24,2,50,26,25,,,0,Matches
92,Medhi Benatia,ma MAR,DF,Fatih Karagümrük,34,1987,3.6,0,0,0,7,2,0,0,7,1,,,0,Matches
93,Yassine Benzia,dz ALG,MF,Hatayspor,26,1994,8.4,1,0,0,16,22,1,59,6,7,,,0,Matches
94,Mergim Berisha,de GER,"FW,MF",Fenerbahçe,23,1998,11.1,2,0,0,32,14,10,17,2,3,,,0,Matches
95,Andrea Bertolacci,it ITA,"MF,FW",Kayserispor,30,1991,6.9,3,0,0,14,19,3,19,1,9,,,0,Matches
96,Andrea Bertolacci,it ITA,MF,Fatih Karagümrük,30,1991,11.2,2,0,0,17,23,0,6,8,18,,,0,Matches
97,Lucas Biglia,ar ARG,MF,Fatih Karagümrük,35,1986,31.1,9,1,1,47,47,0,45,44,56,,,0,Matches
98,Hayrullah Bilazer,,DF,Giresunspor,26,1995,15.4,2,0,0,20,24,0,36,27,27,,,0,Matches
99,Emre Bilgin,tr TUR,GK,Beşiktaş,17,2004,3.0,1,0,0,1,1,0,0,0,0,,,0,Matches
100,Tayfur Bingöl,tr TUR,"DF,MF",Alanyaspor,28,1993,17.6,7,1,1,17,25,5,18,21,23,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Mame Biram Diouf,sn SEN,FW,Hatayspor,33,1987,33.4,8,0,0,54,33,34,19,4,11,,,0,Matches
102,Davide Biraschi,it ITA,DF,Fatih Karagümrük,27,1994,13.0,1,0,0,13,13,0,14,16,10,,,0,Matches
103,Kristijan Bistrović,hr CRO,MF,Fatih Karagümrük,23,1998,12.4,3,0,0,9,15,1,8,15,12,,,0,Matches
104,André Biyogo Poko,ga GAB,MF,Altay,28,1993,26.4,5,0,0,41,41,0,29,33,42,,,0,Matches
105,Birkir Bjarnason,is ISL,"MF,FW",Adana Demirspor,33,1988,20.5,2,0,0,31,29,10,15,8,9,,,0,Matches
106,Eric Björkander,se SWE,DF,Altay,25,1996,21.3,3,0,0,14,8,0,8,33,11,,,0,Matches
107,Sacha Boey,fr FRA,DF,Galatasaray,20,2000,11.9,3,0,0,19,12,1,28,19,20,,,0,Matches
108,Ruud Boffin,be BEL,GK,Antalyaspor,33,1987,37.0,4,0,0,2,1,0,0,1,0,,,0,Matches
109,Yannick Bolasie,cd COD,MF,Rizespor,32,1989,15.0,6,0,0,24,25,4,69,1,13,,,0,Matches
110,Fernando Boldrin,br BRA,MF,Rizespor,32,1989,21.5,4,0,0,19,45,2,128,7,7,,,0,Matches
111,Fabio Borini,it ITA,"MF,FW",Fatih Karagümrük,30,1991,16.3,4,0,0,33,40,2,17,13,14,,,0,Matches
112,Cristian Borja,co COL,"DF,MF",Alanyaspor,28,1993,24.0,1,0,0,21,22,4,51,22,22,,,0,Matches
113,Mehdi Boudjemaa,dz ALG,MF,Hatayspor,23,1998,19.6,9,1,1,36,19,0,11,27,34,,,0,Matches
114,Hijran Boyaci,,MF,Adana Demirspor,16,2005,0.2,0,0,0,1,0,0,0,0,1,,,0,Matches
115,Tyler Boyd,us USA,MF,Rizespor,26,1994,19.7,2,1,0,42,23,3,81,13,17,,,0,Matches
116,Can Bozdogan,de GER,MF,Beşiktaş,20,2001,12.5,3,0,0,22,26,0,22,8,16,,,0,Matches
117,Umut Bozok,tr TUR,"FW,MF",Kasımpaşa,24,1996,28.2,3,0,0,26,75,16,4,10,13,,,0,Matches
118,Tomáš Břečka,cz CZE,DF,Kasımpaşa,27,1994,11.9,1,0,0,12,13,0,0,22,10,,,1,Matches
119,Jeffrey Bruma,nl NED,DF,Kasımpaşa,29,1991,14.7,2,0,0,17,8,0,1,22,13,,,0,Matches
120,Buluthan Bulut,,MF,Alanyaspor,19,2002,0.3,0,0,0,0,0,0,1,0,3,,,0,Matches
121,Onur Bulut,tr TUR,DF,Kayserispor,27,1994,30.4,6,1,1,29,24,1,113,49,43,,,0,Matches
122,Mustafa Burak Bozan,,GK,Gaziantep FK,20,2000,3.1,0,0,0,0,1,0,0,0,2,,,0,Matches
123,Dženan Bureković,ba BIH,MF,Göztepe,26,1995,2.7,1,0,0,3,2,0,24,7,2,,,0,Matches
124,Adem Büyük,tr TUR,"FW,MF",Yeni Mal'spor,33,1987,18.3,6,0,0,26,68,8,12,7,24,,,0,Matches
125,Walter Bwalya,cd COD,FW,Yeni Mal'spor,26,1995,1.4,0,0,0,2,3,1,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Zymer Bytyqi,no NOR,"MF,FW",Konyaspor,24,1996,32.3,3,0,0,19,17,10,208,15,9,,,0,Matches
127,Torgeir Børven,no NOR,FW,Gaziantep FK,29,1991,2.0,1,0,0,2,2,3,1,1,2,,,0,Matches
128,Musa Çağıran,tr TUR,DF,Konyaspor,28,1992,5.5,2,0,0,4,2,1,4,6,3,,,1,Matches
129,Rahman Çağıran,tr TUR,MF,Yeni Mal'spor,26,1995,8.4,2,0,0,17,7,0,14,15,10,,,0,Matches
130,Oğulcan Çağlayan,tr TUR,"DF,MF",Galatasaray,25,1996,3.7,2,0,0,11,5,0,17,3,4,,,0,Matches
131,Júnior Caiçara,br BRA,DF,Başakşehir,32,1989,23.9,6,0,0,40,24,3,40,41,41,,,0,Matches
132,Uğurcan Çakır,tr TUR,GK,Trabzonspor,25,1996,35.9,6,1,1,1,3,0,0,1,0,,,0,Matches
133,Samba Camara,ml MLI,DF,Sivasspor,28,1992,13.7,1,0,0,9,6,0,2,28,12,,,1,Matches
134,Tarık Çamdal,tr TUR,DF,Adana Demirspor,30,1991,2.5,0,0,0,4,8,0,5,6,5,,,0,Matches
135,Burak Çamoğlu,tr TUR,DF,Hatayspor,24,1996,0.5,0,0,0,0,2,0,3,0,1,,,0,Matches
136,Gustavo Campanharo,br BRA,MF,Kayserispor,29,1992,14.6,7,0,0,27,24,0,23,28,40,,,0,Matches
137,Gastón Campi,ar ARG,DF,Yeni Mal'spor,30,1991,12.8,1,1,0,15,3,0,1,32,12,,,0,Matches
138,Erol Can Akdağ,,MF,Giresunspor,24,1996,0.5,1,0,0,2,1,0,0,3,0,,,0,Matches
139,İrfan Can Eğribayat,tr TUR,GK,Göztepe,23,1998,30.0,3,0,0,2,4,0,0,0,0,,,0,Matches
140,Efe Can Saçıkara,,MF,Göztepe,17,2004,1.4,0,0,0,1,1,0,6,1,1,,,0,Matches
141,Daniel Candeias,pt POR,"MF,FW",Alanyaspor,33,1988,17.1,1,0,0,21,10,5,118,11,26,,,0,Matches
142,Metin Caner Akbayrak,,MF,Giresunspor,17,2004,0.6,0,0,0,0,0,0,0,1,0,,,0,Matches
143,Atakan Çankaya,tr TUR,"DF,MF",Göztepe,23,1998,17.5,6,0,0,26,26,1,5,49,21,,,1,Matches
144,Erdem Canpolat,de GER,GK,Kasımpaşa,20,2001,3.0,0,0,0,0,0,0,0,0,0,,,0,Matches
145,Mahsun Çapkan,tr TUR,MF,Rizespor,21,1999,0.1,0,0,0,1,0,0,0,0,2,,,0,Matches
146,Miguel Filipe Nunes Cardoso,pt POR,"MF,DF",Kayserispor,27,1994,14.1,1,0,0,22,14,4,78,6,9,,,0,Matches
147,José Carlos Marafona,pt POR,GK,Alanyaspor,34,1987,16.0,0,0,0,0,5,0,0,0,0,,,0,Matches
148,Lionel Carole,fr FRA,DF,Kayserispor,30,1991,28.4,5,0,0,19,24,6,58,48,25,,,0,Matches
149,Lucas Castro,ar ARG,MF,Adana Demirspor,32,1989,4.4,1,0,0,12,6,1,10,5,5,,,0,Matches
150,Steven Caulker,sl SLE,DF,Gaziantep FK,29,1991,24.0,3,0,0,11,1,0,2,28,11,,,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Atalay Çayırlı,de GER,DF,Göztepe,15,2005,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
152,Endri Çekiçi,al ALB,"MF,FW",Konyaspor,24,1996,21.0,3,0,0,23,37,4,12,17,45,,,0,Matches
153,Erhan Çelenk,tr TUR,MF,Altay,32,1989,4.0,0,0,0,4,1,2,27,2,5,,,0,Matches
154,İzzet Çelik,tr TUR,MF,Adana Demirspor,17,2004,0.0,0,0,0,0,1,0,0,0,0,,,0,Matches
155,Murat Cem Akpınar,tr TUR,MF,Trabzonspor,22,1999,0.5,0,0,0,0,2,0,0,0,0,,,0,Matches
156,Tarık Çetin,tr TUR,GK,Rizespor,24,1997,9.5,1,0,0,2,2,0,0,0,0,,,0,Matches
157,Bülent Cevahir,tr TUR,DF,Hatayspor,29,1992,1.3,0,0,0,0,2,0,4,1,0,,,0,Matches
158,Oğuz Ceylan,tr TUR,"DF,MF",Gaziantep FK,30,1990,10.4,1,0,0,8,12,0,51,19,18,,,0,Matches
159,Nacer Chadli,be BEL,"MF,FW",Başakşehir,31,1989,14.5,2,0,0,13,6,6,17,5,10,,,0,Matches
160,Joe Champness,nz NZL,"FW,MF",Giresunspor,24,1997,1.5,0,0,0,3,0,1,1,1,1,,,0,Matches
161,Chiquinho,pt POR,MF,Giresunspor,26,1995,12.7,3,0,0,13,12,2,39,7,2,,,0,Matches
162,Mounir Chouiar,fr FRA,MF,Yeni Mal'spor,22,1999,22.7,2,0,0,39,22,2,50,16,24,,,0,Matches
163,Alexandru Cicâldău,ro ROU,MF,Galatasaray,24,1997,24.4,7,0,0,29,25,3,98,15,23,,,0,Matches
164,Atabey Çiçek,tr TUR,FW,Başakşehir,26,1995,1.1,0,0,0,4,0,0,1,1,1,,,0,Matches
165,Uğur Çiftçi,tr TUR,DF,Sivasspor,29,1992,29.4,6,2,1,44,13,6,100,41,47,,,0,Matches
166,Sadık Çiftpınar,tr TUR,DF,Yeni Mal'spor,28,1993,21.4,8,0,0,16,25,0,1,40,15,,,0,Matches
167,Tolga Ciğerci,tr TUR,MF,Başakşehir,29,1992,27.3,7,0,0,48,30,0,12,49,30,,,0,Matches
168,Mirza Cihan,,"FW,MF",Gaziantep FK,20,2000,2.9,0,0,0,7,3,2,1,3,3,,,0,Matches
169,Sokol Cikalleshi,al ALB,FW,Konyaspor,31,1990,24.1,4,0,0,46,20,20,14,4,19,,,0,Matches
170,Anıl Çınar,,DF,Giresunspor,18,2003,1.0,0,0,0,1,0,0,0,1,1,,,0,Matches
171,İsmail Çipe,tr TUR,GK,Galatasaray,26,1995,6.1,0,0,0,0,2,0,0,0,0,,,0,Matches
172,Papiss Cissé,sn SEN,FW,Rizespor,36,1985,7.2,1,0,0,7,2,6,6,0,1,,,0,Matches
173,Ramazan Civelek,tr TUR,"DF,MF",Kayserispor,25,1996,11.5,2,0,0,14,14,2,27,15,18,,,0,Matches
174,Isaac Cofie,gh GHA,MF,Sivasspor,29,1991,20.6,5,0,0,23,24,0,0,32,23,,,0,Matches
175,İsmail Çokçalış,tr TUR,DF,Adana Demirspor,21,2000,2.2,1,0,0,2,4,0,4,6,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Halit Çokyaşar,,FW,Sivasspor,19,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
177,Emre Çolak,tr TUR,MF,Hatayspor,30,1991,2.7,0,0,0,3,5,0,20,3,4,,,0,Matches
178,Emre Çolak,tr TUR,MF,Başakşehir,30,1991,1.2,0,0,0,2,4,0,4,2,2,,,0,Matches
179,Kamil Çörekçi,tr TUR,DF,Hatayspor,29,1992,28.0,4,0,0,26,19,0,85,41,47,,,0,Matches
180,Andreas Cornelius,dk DEN,FW,Trabzonspor,28,1993,26.9,1,0,0,49,45,16,4,4,4,,,0,Matches
181,Göktan Cörüt,,GK,Giresunspor,21,2000,0.4,0,0,0,0,1,0,0,0,0,,,0,Matches
182,Crespo,pt POR,MF,Fenerbahçe,24,1996,18.6,5,0,0,46,48,1,18,37,44,,,0,Matches
183,Enzo Crivelli,fr FRA,FW,Antalyaspor,26,1995,5.0,3,0,0,14,8,4,0,2,5,,,0,Matches
184,Bryan Dabo,bf BFA,"MF,FW",Rizespor,29,1992,9.6,3,0,0,22,27,0,6,10,7,,,0,Matches
185,Erdon Daci,mk MKD,FW,Konyaspor,23,1998,0.1,0,0,0,3,0,0,0,0,0,,,0,Matches
186,Abdulsamed Damlu,tr TUR,GK,Yeni Mal'spor,22,1999,7.9,0,0,0,0,2,0,0,1,1,,,0,Matches
187,Sergio Antonio De Luiz Junior,br BRA,MF,Giresunspor,26,1995,30.4,5,0,0,44,62,19,75,28,36,,,0,Matches
188,Simon Deli,ci CIV,DF,Adana Demirspor,29,1991,15.5,2,0,0,15,1,0,2,33,13,,,1,Matches
189,Emre Demir,tr TUR,MF,Kayserispor,17,2004,0.3,1,0,0,1,0,0,1,0,0,,,0,Matches
190,Muhammet Demir,tr TUR,FW,Gaziantep FK,29,1992,27.2,2,0,0,27,28,10,3,11,12,,,0,Matches
191,Muhammet Demir,tr TUR,FW,Başakşehir,29,1992,0.9,0,0,0,1,1,2,0,0,0,,,0,Matches
192,Adil Demirbağ,tr TUR,DF,Konyaspor,23,1997,18.0,5,0,0,26,17,1,1,18,20,,,0,Matches
193,Bahattin Demircan,,MF,Fatih Karagümrük,18,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
194,Uğur Demirok,tr TUR,DF,Kayserispor,33,1988,16.1,4,0,0,9,8,1,0,16,11,,,0,Matches
195,Kahraman Demirtapa,tr TUR,DF,Göztepe,27,1994,17.9,3,0,0,21,10,0,10,30,18,,,1,Matches
196,Stefano Denswil,sr SUR,DF,Trabzonspor,28,1993,21.6,3,0,0,27,8,0,7,24,15,,,0,Matches
197,Halil Dervişoğlu,tr TUR,"FW,MF",Galatasaray,21,1999,15.7,2,0,0,18,24,2,11,5,15,,,0,Matches
198,Ersin Destanoğlu,tr TUR,GK,Beşiktaş,20,2001,31.0,6,0,0,0,3,0,0,0,0,,,0,Matches
199,Franco Di Santo,ar ARG,FW,Göztepe,32,1989,11.0,3,0,0,24,11,6,14,2,2,,,0,Matches
200,Fousseni Diabaté,ml MLI,MF,Giresunspor,25,1995,28.6,2,0,0,16,36,7,41,7,9,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Mbaye Diagne,sn SEN,FW,Galatasaray,29,1991,7.4,1,0,0,10,10,6,1,0,1,,,0,Matches
202,Mamadou Diarra,sn SEN,DF,Giresunspor,23,1997,27.7,4,0,0,24,27,1,2,36,20,,,0,Matches
203,Pa Dibba,gm GAM,FW,Adana Demirspor,33,1987,0.2,0,0,0,0,0,0,2,0,0,,,0,Matches
204,Nouha Dicko,ml MLI,"FW,MF",Yeni Mal'spor,29,1992,14.6,1,0,0,22,23,12,15,8,8,,,0,Matches
205,Nouha Dicko,ml MLI,"FW,MF",Gaziantep FK,29,1992,8.7,2,0,0,17,13,9,16,3,8,,,0,Matches
206,Famara Diedhiou,sn SEN,FW,Alanyaspor,28,1992,17.7,7,1,1,18,32,9,3,0,5,,,1,Matches
207,Sahin Dik,tr TUR,DF,Giresunspor,17,2004,0.4,0,0,0,0,0,0,1,1,1,,,0,Matches
