rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,matches
16,İbrahim Akdağ,tr TUR,MF,Kayserispor,30,1991,32,28,2252,25.0,1,2,3,0,1,1,11,0,0.04,0.08,0.12,0.00,0.08,Matches
17,Yunus Akgün,tr TUR,MF,Adana Demirspor,21,2000,34,31,2594,28.8,8,9,17,8,0,0,5,0,0.28,0.31,0.59,0.28,0.59,Matches
18,Babajide Akintola,ng NGA,MF,Adana Demirspor,25,1996,26,12,1194,13.3,2,1,3,2,0,0,1,1,0.15,0.08,0.23,0.15,0.23,Matches
19,Gökhan Akkan,tr TUR,GK,Rizespor,26,1995,27,27,2386,26.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
20,Murat Akşit,tr TUR,GK,Yeni Mal'spor,19,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
21,Engin Aksoy,tr TUR,MF,Hatayspor,17,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
22,Fatih Aksoy,tr TUR,"DF,MF",Alanyaspor,23,1997,32,31,2617,29.1,1,1,2,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,Matches
23,Kerem Aktürkoğlu,tr TUR,"MF,FW",Galatasaray,22,1998,37,33,2862,31.8,10,5,15,10,0,0,5,0,0.31,0.16,0.47,0.31,0.47,Matches
24,Ufuk Akyol,de GER,MF,Antalyaspor,23,1997,7,2,228,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
25,Eren Albayrak,tr TUR,"DF,MF",Antalyaspor,30,1991,6,0,82,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Eren Albayrak,tr TUR,DF,Rizespor,30,1991,11,10,776,8.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
27,Mehmet Albayrak,tr TUR,DF,Sivasspor,17,2004,1,1,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
28,Danijel Aleksić,rs SRB,MF,Başakşehir,30,1991,32,16,1640,18.2,6,2,8,4,2,2,2,0,0.33,0.11,0.44,0.22,0.33,Matches
29,Doğan Alemdar,tr TUR,GK,Kayserispor,18,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
30,Hasan Ali Kaldırım,tr TUR,DF,Başakşehir,31,1989,19,18,1472,16.4,0,2,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches
31,Ömer Ali Şahiner,tr TUR,"DF,MF",Başakşehir,29,1992,22,14,1120,12.4,0,1,1,0,0,0,7,1,0.00,0.08,0.08,0.00,0.08,Matches
32,Kerim Alıcı,tr TUR,"DF,MF",Göztepe,24,1997,27,19,1790,19.9,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches
33,Barış Alper Yılmaz,tr TUR,"MF,FW",Galatasaray,21,2000,17,3,319,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
34,Koray Altınay,,"DF,MF",Sivasspor,29,1991,5,5,319,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
35,Kerem Altunisik,tr TUR,MF,Yeni Mal'spor,17,2004,1,1,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
36,Amilton,br BRA,MF,Konyaspor,31,1989,14,9,645,7.2,1,0,1,1,0,0,2,1,0.14,0.00,0.14,0.14,0.14,Matches
37,Amilton,br BRA,"MF,FW",Antalyaspor,31,1989,18,11,828,9.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
38,Wilker Ángel,ve VEN,DF,Göztepe,28,1993,15,13,1216,13.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
39,Marin Aničić,ba BIH,DF,Konyaspor,31,1989,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
40,Taylan Antalyalı,tr TUR,MF,Galatasaray,26,1995,30,25,2043,22.7,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
41,Aaron Appindangoyé,ga GAB,DF,Sivasspor,29,1992,4,3,254,2.8,0,1,1,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,Matches
42,Efe Arda Koyuncu,tr TUR,DF,Başakşehir,16,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
43,Firat Arslan,,DF,Göztepe,18,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
44,Hakan Arslan,tr TUR,MF,Sivasspor,33,1988,31,24,2160,24.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
45,Işık Arslan,tr TUR,DF,Galatasaray,20,2001,1,1,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Dino Arslanagic,be BEL,DF,Göztepe,28,1993,31,31,2612,29.0,2,0,2,2,0,0,11,1,0.07,0.00,0.07,0.07,0.07,Matches
47,Vato Arveladze,ge GEO,FW,Fatih Karagümrük,23,1998,6,0,151,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
48,Serkan Asan,tr TUR,DF,Trabzonspor,22,1999,10,3,281,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Britt Assombalonga,cd COD,FW,Adana Demirspor,28,1992,37,15,1738,19.3,10,2,12,8,2,4,4,0,0.52,0.10,0.62,0.41,0.52,Matches
50,Gustavo Assuncao,pt POR,MF,Galatasaray,21,2000,2,1,135,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Kerem Atakan Kesgin,tr TUR,MF,Sivasspor,20,2000,22,14,1203,13.4,2,1,3,2,0,0,5,0,0.15,0.07,0.22,0.15,0.22,Matches
52,Daniel Avramovski,mk MKD,MF,Kayserispor,26,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
53,Chidozie Awaziem,ng NGA,DF,Alanyaspor,24,1997,18,17,1523,16.9,1,0,1,1,0,0,9,0,0.06,0.00,0.06,0.06,0.06,Matches
54,Philip Awuku,tg TOG,DF,Yeni Mal'spor,21,2000,18,10,998,11.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
55,Selim Ay,tr TUR,DF,Rizespor,30,1991,23,21,1969,21.9,4,0,4,4,0,0,6,0,0.18,0.00,0.18,0.18,0.18,Matches
56,Oğuz Aydın,tr TUR,"MF,FW",Alanyaspor,20,2000,20,5,607,6.7,6,0,6,6,0,0,2,0,0.89,0.00,0.89,0.89,0.89,Matches
57,Emirhan Aydoğan,tr TUR,MF,Alanyaspor,24,1997,2,1,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
58,Soner Aydoğdu,tr TUR,MF,Göztepe,30,1991,32,27,2366,26.3,2,4,6,1,1,2,5,0,0.08,0.15,0.23,0.04,0.19,Matches
59,Sakıb Aytaç,tr TUR,DF,Kasımpaşa,29,1991,8,3,292,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
60,Serdar Aziz,tr TUR,DF,Fenerbahçe,30,1990,25,21,1794,19.9,2,1,3,2,0,0,9,0,0.10,0.05,0.15,0.10,0.15,Matches
61,Mame Baba Thiam,sn SEN,MF,Kayserispor,28,1992,24,23,2044,22.7,11,4,15,8,3,3,1,0,0.48,0.18,0.66,0.35,0.53,Matches
62,Atalay Babacan,tr TUR,MF,Galatasaray,21,2000,3,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
63,Volkan Babacan,tr TUR,GK,Başakşehir,32,1988,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
64,Khouma Babacar,sn SEN,"FW,MF",Alanyaspor,28,1993,16,5,528,5.9,3,0,3,3,0,0,1,0,0.51,0.00,0.51,0.51,0.51,Matches
65,Ryan Babel,nl NED,"MF,FW",Galatasaray,34,1986,30,15,1575,17.5,3,1,4,2,1,1,3,0,0.17,0.06,0.23,0.11,0.17,Matches
66,Fabrício Baiano,br BRA,"MF,DF",Rizespor,29,1992,28,26,2154,23.9,0,0,0,0,0,0,10,4,0.00,0.00,0.00,0.00,0.00,Matches
67,Anastasios Bakasetas,gr GRE,MF,Trabzonspor,28,1993,34,26,2272,25.2,8,4,12,5,3,5,5,0,0.32,0.16,0.48,0.20,0.36,Matches
68,Makana Baku,de GER,"MF,FW",Göztepe,23,1998,20,8,799,8.9,2,1,3,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34,Matches
69,Bünyamin Balcı,tr TUR,"DF,MF",Antalyaspor,21,2000,34,31,2740,30.4,2,3,5,2,0,0,2,0,0.07,0.10,0.16,0.07,0.16,Matches
70,Ethem Balcı,,MF,Kayserispor,18,2003,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
71,Ibrahima Baldé,sn SEN,FW,Giresunspor,32,1989,33,12,1244,13.8,3,0,3,3,0,1,1,0,0.22,0.00,0.22,0.22,0.22,Matches
72,Jure Balkovec,si SVN,DF,Fatih Karagümrük,26,1994,30,18,1842,20.5,1,2,3,1,0,0,4,0,0.05,0.10,0.15,0.05,0.15,Matches
73,Mario Balotelli,it ITA,FW,Adana Demirspor,30,1990,31,25,2092,23.2,18,4,22,14,4,4,10,1,0.77,0.17,0.95,0.60,0.77,Matches
74,Daouda Bamba,ci CIV,"FW,MF",Altay,26,1995,32,22,1988,22.1,7,1,8,5,2,2,2,0,0.32,0.05,0.36,0.23,0.27,Matches
75,Rayyan Baniya,,DF,Fatih Karagümrük,22,1999,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Abdülkerim Bardakcı,tr TUR,DF,Konyaspor,26,1994,33,33,2969,33.0,5,3,8,5,0,0,10,0,0.15,0.09,0.24,0.15,0.24,Matches
77,Sadık Baş,,"DF,MF",Hatayspor,27,1994,19,11,934,10.4,0,3,3,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,Matches
78,Barış Başdaş,tr TUR,DF,Yeni Mal'spor,31,1990,9,6,511,5.7,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
79,Emrah Başsan,tr TUR,MF,Kayserispor,29,1992,31,25,1940,21.6,5,5,10,5,0,0,1,0,0.23,0.23,0.46,0.23,0.46,Matches
80,Michy Batshuayi,be BEL,FW,Beşiktaş,27,1993,33,28,2413,26.8,14,3,17,10,4,6,6,0,0.52,0.11,0.63,0.37,0.48,Matches
81,Bilal Bayazit,nl NED,GK,Kayserispor,22,1999,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
82,Altay Bayındır,tr TUR,GK,Fenerbahçe,23,1998,24,24,2141,23.8,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
83,Furkan Bayır,tr TUR,DF,Alanyaspor,21,2000,15,13,1113,12.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
84,Emircan Bayrakdar,,DF,Yeni Mal'spor,18,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
85,Gökdeniz Bayrakdar,tr TUR,"MF,FW",Antalyaspor,19,2001,29,6,953,10.6,2,1,3,2,0,0,2,0,0.19,0.09,0.28,0.19,0.28,Matches
86,Ömer Bayram,tr TUR,DF,Galatasaray,30,1991,21,8,949,10.5,0,2,2,0,0,0,4,0,0.00,0.19,0.19,0.00,0.19,Matches
87,Aziz Behich,au AUS,DF,Giresunspor,30,1990,34,32,2785,30.9,0,2,2,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
88,Burak Bekaroğlu,,DF,Fatih Karagümrük,24,1997,30,24,2193,24.4,1,0,1,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,Matches
89,Efkan Bekiroğlu,,MF,Alanyaspor,25,1995,31,19,1502,16.7,3,2,5,3,0,0,4,0,0.18,0.12,0.30,0.18,0.30,Matches
90,Younès Belhanda,ma MAR,MF,Adana Demirspor,31,1990,22,14,1202,13.4,3,1,4,3,0,0,2,0,0.22,0.07,0.30,0.22,0.30,Matches
91,Mortadha Ben Ouanes,tn TUN,"MF,DF",Kasımpaşa,27,1994,23,18,1498,16.6,3,6,9,3,0,0,4,0,0.18,0.36,0.54,0.18,0.54,Matches
92,Medhi Benatia,ma MAR,DF,Fatih Karagümrük,34,1987,6,5,325,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
93,Yassine Benzia,dz ALG,MF,Hatayspor,26,1994,12,9,756,8.4,2,1,3,2,0,0,1,0,0.24,0.12,0.36,0.24,0.36,Matches
94,Mergim Berisha,de GER,"FW,MF",Fenerbahçe,23,1998,22,10,1002,11.1,4,1,5,4,0,0,2,0,0.36,0.09,0.45,0.36,0.45,Matches
95,Andrea Bertolacci,it ITA,"MF,FW",Kayserispor,30,1991,10,7,623,6.9,1,0,1,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14,Matches
96,Andrea Bertolacci,it ITA,MF,Fatih Karagümrük,30,1991,15,14,1004,11.2,7,1,8,7,0,0,2,0,0.63,0.09,0.72,0.63,0.72,Matches
97,Lucas Biglia,ar ARG,MF,Fatih Karagümrük,35,1986,33,33,2795,31.1,1,4,5,1,0,0,9,1,0.03,0.13,0.16,0.03,0.16,Matches
98,Hayrullah Bilazer,,DF,Giresunspor,26,1995,23,16,1384,15.4,1,3,4,1,0,0,2,0,0.07,0.20,0.26,0.07,0.26,Matches
99,Emre Bilgin,tr TUR,GK,Beşiktaş,17,2004,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
100,Tayfur Bingöl,tr TUR,"DF,MF",Alanyaspor,28,1993,30,14,1582,17.6,3,10,13,3,0,0,7,1,0.17,0.57,0.74,0.17,0.74,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Mame Biram Diouf,sn SEN,FW,Hatayspor,33,1987,35,34,3005,33.4,12,3,15,9,3,4,8,0,0.36,0.09,0.45,0.27,0.36,Matches
102,Davide Biraschi,it ITA,DF,Fatih Karagümrük,27,1994,14,13,1171,13.0,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
103,Kristijan Bistrović,hr CRO,MF,Fatih Karagümrük,23,1998,18,13,1119,12.4,1,1,2,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,Matches
104,André Biyogo Poko,ga GAB,MF,Altay,28,1993,30,26,2376,26.4,2,1,3,2,0,0,5,0,0.08,0.04,0.11,0.08,0.11,Matches
105,Birkir Bjarnason,is ISL,"MF,FW",Adana Demirspor,33,1988,32,22,1842,20.5,5,1,6,5,0,0,2,0,0.24,0.05,0.29,0.24,0.29,Matches
106,Eric Björkander,se SWE,DF,Altay,25,1996,24,21,1920,21.3,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches
107,Sacha Boey,fr FRA,DF,Galatasaray,20,2000,13,12,1068,11.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
108,Ruud Boffin,be BEL,GK,Antalyaspor,33,1987,37,37,3330,37.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
109,Yannick Bolasie,cd COD,MF,Rizespor,32,1989,27,14,1352,15.0,2,1,3,2,0,0,6,0,0.13,0.07,0.20,0.13,0.20,Matches
110,Fernando Boldrin,br BRA,MF,Rizespor,32,1989,26,24,1938,21.5,1,5,6,1,0,1,4,0,0.05,0.23,0.28,0.05,0.28,Matches
111,Fabio Borini,it ITA,"MF,FW",Fatih Karagümrük,30,1991,21,15,1468,16.3,3,3,6,2,1,1,4,0,0.18,0.18,0.37,0.12,0.31,Matches
112,Cristian Borja,co COL,"DF,MF",Alanyaspor,28,1993,28,24,2160,24.0,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matches
113,Mehdi Boudjemaa,dz ALG,MF,Hatayspor,23,1998,29,19,1766,19.6,0,1,1,0,0,0,9,1,0.00,0.05,0.05,0.00,0.05,Matches
114,Hijran Boyaci,,MF,Adana Demirspor,16,2005,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
115,Tyler Boyd,us USA,MF,Rizespor,26,1994,29,23,1770,19.7,2,2,4,2,0,0,2,1,0.10,0.10,0.20,0.10,0.20,Matches
116,Can Bozdogan,de GER,MF,Beşiktaş,20,2001,23,12,1129,12.5,1,1,2,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,Matches
117,Umut Bozok,tr TUR,"FW,MF",Kasımpaşa,24,1996,38,27,2538,28.2,20,7,27,15,5,6,3,0,0.71,0.25,0.96,0.53,0.78,Matches
118,Tomáš Břečka,cz CZE,DF,Kasımpaşa,27,1994,20,13,1073,11.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
119,Jeffrey Bruma,nl NED,DF,Kasımpaşa,29,1991,15,15,1326,14.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Buluthan Bulut,,MF,Alanyaspor,19,2002,2,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Onur Bulut,tr TUR,DF,Kayserispor,27,1994,34,31,2739,30.4,1,8,9,1,0,0,6,1,0.03,0.26,0.30,0.03,0.30,Matches
122,Mustafa Burak Bozan,,GK,Gaziantep FK,20,2000,4,3,279,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
123,Dženan Bureković,ba BIH,MF,Göztepe,26,1995,9,3,245,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Adem Büyük,tr TUR,"FW,MF",Yeni Mal'spor,33,1987,21,18,1649,18.3,5,2,7,3,2,2,6,0,0.27,0.11,0.38,0.16,0.27,Matches
125,Walter Bwalya,cd COD,FW,Yeni Mal'spor,26,1995,8,0,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Zymer Bytyqi,no NOR,"MF,FW",Konyaspor,24,1996,37,35,2907,32.3,8,7,15,8,0,0,3,0,0.25,0.22,0.46,0.25,0.46,Matches
127,Torgeir Børven,no NOR,FW,Gaziantep FK,29,1991,14,0,177,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Musa Çağıran,tr TUR,DF,Konyaspor,28,1992,12,4,497,5.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Rahman Çağıran,tr TUR,MF,Yeni Mal'spor,26,1995,13,11,755,8.4,2,0,2,2,0,0,2,0,0.24,0.00,0.24,0.24,0.24,Matches
130,Oğulcan Çağlayan,tr TUR,"DF,MF",Galatasaray,25,1996,8,3,334,3.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Júnior Caiçara,br BRA,DF,Başakşehir,32,1989,27,23,2147,23.9,2,0,2,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,Matches
132,Uğurcan Çakır,tr TUR,GK,Trabzonspor,25,1996,36,36,3227,35.9,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
133,Samba Camara,ml MLI,DF,Sivasspor,28,1992,19,14,1234,13.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Tarık Çamdal,tr TUR,DF,Adana Demirspor,30,1991,12,2,228,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Burak Çamoğlu,tr TUR,DF,Hatayspor,24,1996,3,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
136,Gustavo Campanharo,br BRA,MF,Kayserispor,29,1992,22,14,1313,14.6,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
137,Gastón Campi,ar ARG,DF,Yeni Mal'spor,30,1991,14,14,1152,12.8,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
138,Erol Can Akdağ,,MF,Giresunspor,24,1996,5,0,45,0.5,0,1,1,0,0,0,1,0,0.00,2.00,2.00,0.00,2.00,Matches
139,İrfan Can Eğribayat,tr TUR,GK,Göztepe,23,1998,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Efe Can Saçıkara,,MF,Göztepe,17,2004,4,1,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
141,Daniel Candeias,pt POR,"MF,FW",Alanyaspor,33,1988,35,18,1540,17.1,4,4,8,4,0,0,1,0,0.23,0.23,0.47,0.23,0.47,Matches
142,Metin Caner Akbayrak,,MF,Giresunspor,17,2004,1,1,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Atakan Çankaya,tr TUR,"DF,MF",Göztepe,23,1998,24,17,1571,17.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Erdem Canpolat,de GER,GK,Kasımpaşa,20,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
145,Mahsun Çapkan,tr TUR,MF,Rizespor,21,1999,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
146,Miguel Filipe Nunes Cardoso,pt POR,"MF,DF",Kayserispor,27,1994,28,15,1267,14.1,4,2,6,4,0,0,1,0,0.28,0.14,0.43,0.28,0.43,Matches
147,José Carlos Marafona,pt POR,GK,Alanyaspor,34,1987,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Lionel Carole,fr FRA,DF,Kayserispor,30,1991,30,30,2555,28.4,0,2,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches
149,Lucas Castro,ar ARG,MF,Adana Demirspor,32,1989,11,4,394,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
150,Steven Caulker,sl SLE,DF,Gaziantep FK,29,1991,25,25,2160,24.0,2,0,2,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Atalay Çayırlı,de GER,DF,Göztepe,15,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
152,Endri Çekiçi,al ALB,"MF,FW",Konyaspor,24,1996,35,23,1890,21.0,6,3,9,6,0,0,3,0,0.29,0.14,0.43,0.29,0.43,Matches
153,Erhan Çelenk,tr TUR,MF,Altay,32,1989,10,3,358,4.0,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
154,İzzet Çelik,tr TUR,MF,Adana Demirspor,17,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
155,Murat Cem Akpınar,tr TUR,MF,Trabzonspor,22,1999,2,1,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
156,Tarık Çetin,tr TUR,GK,Rizespor,24,1997,11,9,854,9.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
