wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
21,Sun,2021-02-28,20:30 (18:30),Al-Nassr,2–2,Abha,13,Mrsool Park,Mohammed Khaled Al Hoish,Match Report,
21,Mon,2021-03-01,16:05 (14:05),Damac,1–2,Al-Shabab,13,Prince Sultan bin Abdul Aziz Stadium,Turki Mohammed Al Khudayr,Match Report,
22,Thu,2021-03-04,18:45 (16:45),Al-Taawoun,2–2,Al-Batin,8,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Abdulrahman Al Baridi,Match Report,
22,Fri,2021-03-05,16:10 (14:10),Abha,2–1,Al-Fateh,15,Prince Sultan bin Abdul Aziz Stadium,Sami Ahmed Al Jurays,Match Report,
22,Fri,2021-03-05,16:15 (14:15),Al-Ain,1–1,Al-Faisaly,8,King Saud Sport City Stadium,Shukri Hussein Al Hunfush,Match Report,
22,Fri,2021-03-05,18:20 (16:20),Al-Ettifaq,1–1,Al-Nassr,15,Prince Mohamed bin Fahd Stadium,Majed Mohammed Al Shamrani,Match Report,
22,Fri,2021-03-05,18:35 (16:35),Al-Shabab,1–1,Al-Qadsiah,11,Prince Khalid bin Sultan Stadium,Mohammed Zafar Al Qarni,Match Report,
22,Fri,2021-03-05,20:35 (18:35),Al-Hilal,2–1,Al-Raed,10,Prince Faisal bin Fahd Stadium,Ovidiu Hațegan,Match Report,
22,Fri,2021-03-05,20:35 (18:35),Al-Ittihad,4–2,Al-Wehda,15,King Abdullah Sports City,Ahmed Mohammed Al Rumaikhani,Match Report,
22,Sat,2021-03-06,20:35 (18:35),Al-Ahli,1–3,Damac,13,King Abdul Aziz Stadium,Faisal Suleiman Al Balawi,Match Report,
23,Wed,2021-03-10,15:50 (13:50),Al-Batin,0–2,Al-Fateh,12,Al-Batin FC Stadium,Raed Ali Al Zahrani,Match Report,
23,Wed,2021-03-10,18:25 (16:25),Al-Qadsiah,3–3,Al-Ain,13,Prince Mohamed bin Fahd Stadium,Khalid Al Jahly,Match Report,
23,Wed,2021-03-10,18:50 (16:50),Al-Taawoun,1–0,Abha,13,Prince Abdullah bin Abdul Aziz Stadium,Majed Mohammed Al Shamrani,Match Report,
23,Wed,2021-03-10,20:15 (18:15),Al-Faisaly,0–1,Al-Raed,13,Al Majma'ah Sport City,Mohammed Khaled Al Hoish,Match Report,
23,Wed,2021-03-10,20:45 (18:45),Al-Ittihad,2–1,Al-Shabab,13,King Abdul Aziz Stadium,Khalid Ahmed Sahlawi,Match Report,
23,Thu,2021-03-11,16:10 (14:10),Damac,1–1,Al-Ettifaq,15,Prince Sultan bin Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
23,Thu,2021-03-11,19:05 (17:05),Al-Wehda,2–4,Al-Hilal,11,King Abdul Aziz Stadium,Turki Mohammed Al Khudayr,Match Report,
23,Thu,2021-03-11,20:45 (18:45),Al-Ahli,1–2,Al-Nassr,15,Reserve Stadium in King Abdullah Sports ...,Khalid Saleh Al Turais,Match Report,
25,Mon,2021-03-15,19:10 (17:10),Al-Wehda,1–4,Abha,10,King Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
24,Sat,2021-03-20,16:15 (14:15),Al-Raed,1–1,Al-Ittihad,12,Prince Abdullah bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
24,Sat,2021-03-20,18:30 (16:30),Al-Fateh,4–1,Al-Ahli,17,Prince Abdullah bin Jalawi Stadium,Turki Mohammed Al Khudayr,Match Report,
24,Sat,2021-03-20,18:30 (16:30),Al-Ettifaq,1–0,Al-Faisaly,17,Prince Mohamed bin Fahd Stadium,Abdullah Al-Shehri,Match Report,
24,Sat,2021-03-20,18:40 (16:40),Al-Shabab,1–3,Al-Taawoun,15,Prince Khalid bin Sultan Stadium,Majed Mohammed Al Shamrani,Match Report,
24,Sat,2021-03-20,20:45 (18:45),Al-Hilal,1–0,Al-Qadsiah,15,Prince Faisal bin Fahd Stadium,Janny Sikazwe,Match Report,
24,Sat,2021-03-20,20:45 (18:45),Al-Nassr,7–0,Al-Batin,13,Mrsool Park,Mohammed Saif Al Harbi,Match Report,
24,Sun,2021-03-21,16:05 (14:05),Abha,3–4,Damac,15,Prince Sultan bin Abdul Aziz Stadium,Mohammed Khaled Al Hoish,Match Report,
24,Sun,2021-03-21,16:10 (14:10),Al-Ain,4–0,Al-Wehda,12,King Saud Sport City Stadium,Sultan Sanat Al Harbi,Match Report,
25,Thu,2021-04-08,20:50 (19:50),Al-Ahli,2–3,Al-Raed,12,King Abdullah Sports City,Shukri Hussein Al Hunfush,Match Report,
25,Fri,2021-04-09,19:00 (18:00),Al-Taawoun,3–0,Al-Ain,12,Prince Abdullah bin Abdul Aziz Stadium,Khalid Ahmed Sahlawi,Match Report,
25,Fri,2021-04-09,19:05 (18:05),Damac,3–2,Al-Nassr,11,Prince Sultan bin Abdul Aziz Stadium,Abdullah Saleh Al Harbi,Match Report,
25,Fri,2021-04-09,20:50 (19:50),Al-Ittihad,2–0,Al-Hilal,12,King Abdul Aziz Stadium,Redouane Jiyed,Match Report,
25,Sat,2021-04-10,18:55 (17:55),Al-Faisaly,2–3,Al-Fateh,15,Al Majma'ah Sport City,Khalid Saleh Al Turais,Match Report,
25,Sat,2021-04-10,18:55 (17:55),Al-Batin,1–4,Al-Shabab,11,Al-Batin FC Stadium,Alexis Herrera,Match Report,
25,Sat,2021-04-10,20:15 (19:15),Al-Ettifaq,1–3,Al-Qadsiah,15,Prince Mohamed bin Fahd Stadium,Turki Mohammed Al Khudayr,Match Report,
26,Thu,2021-04-15,21:50 (20:50),Abha,1–0,Al-Ain,13,Prince Sultan bin Abdul Aziz Stadium,Ahmed Mohammed Al Rumaikhani,Match Report,
26,Fri,2021-04-16,21:35 (20:35),Al-Qadsiah,0–1,Al-Raed,10,Prince Saud bin Jalawi Stadium,Majed Mohammed Al Shamrani,Match Report,
26,Fri,2021-04-16,22:10 (21:10),Al-Ittihad,0–0,Al-Batin,8,King Abdullah Sports City,Sami Ahmed Al Jurays,Match Report,
26,Sat,2021-04-17,21:35 (20:35),Al-Fateh,1–1,Damac,14,Prince Abdullah bin Jalawi Stadium,Mohammed Abdulrahman Al Baridi,Match Report,
26,Sat,2021-04-17,22:10 (21:10),Al-Wehda,0–1,Al-Ettifaq,10,King Abdul Aziz Stadium,Mohammed Sami Al Ismail,Match Report,
28,Sun,2021-04-25,22:00 (21:00),Al-Taawoun,3–4,Al-Fateh,13,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Zafer Al Qarni,Match Report,
28,Thu,2021-04-29,21:35 (20:35),Al-Qadsiah,1–2,Al-Faisaly,15,Prince Saud bin Jalawi Stadium,Redouane Jiyed,Match Report,
26,Wed,2021-05-05,21:40 (20:40),Al-Nassr,4–3,Al-Faisaly,15,Mrsool Park,Ahmed Mohammed Al Rumaikhani,Match Report,
26,Fri,2021-05-07,21:40 (20:40),Al-Shabab,1–5,Al-Hilal,15,Prince Khalid bin Sultan Stadium,István Kovács,Match Report,
26,Fri,2021-05-07,21:50 (20:50),Al-Taawoun,4–2,Al-Ahli,8,Prince Abdullah bin Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
27,Fri,2021-05-14,18:50 (17:50),Al-Ettifaq,4–3,Al-Shabab,15,Prince Mohamed bin Fahd Stadium,Szymon Marciniak,Match Report,
27,Fri,2021-05-14,19:15 (18:15),Al-Faisaly,2–1,Abha,15,Al Majma'ah Sport City,Raed Ali Al Zahrani,Match Report,
27,Fri,2021-05-14,19:20 (18:20),Al-Ain,0–2,Al-Nassr,13,King Saud Sport City Stadium,Abdullah Al-Shehri,Match Report,
27,Fri,2021-05-14,21:00 (20:00),Al-Hilal,1–1,Al-Batin,15,Prince Faisal bin Fahd Stadium,Mustapha Ghorbal,Match Report,
27,Fri,2021-05-14,21:00 (20:00),Al-Ahli,1–0,Al-Qadsiah,14,Reserve Stadium in King Abdullah Sports ...,Turki Mohammed Al Khudayr,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
27,Sat,2021-05-15,18:55 (17:55),Al-Fateh,2–3,Al-Wehda,12,Prince Abdullah bin Jalawi Stadium,Majed Mohammed Al Shamrani,Match Report,
27,Sat,2021-05-15,19:20 (18:20),Al-Raed,1–2,Al-Taawoun,11,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Khaled Al Hoish,Match Report,
27,Sat,2021-05-15,21:00 (20:00),Damac,1–1,Al-Ittihad,15,Prince Sultan bin Abdul Aziz Stadium,Mohammed Zafer Al Qarni,Match Report,
28,Wed,2021-05-19,19:10 (18:10),Al-Shabab,5–1,Al-Ain,1085,Prince Khalid bin Sultan Stadium,Sami Ahmed Al Jurays,Match Report,
28,Wed,2021-05-19,19:20 (18:20),Al-Batin,3–2,Al-Ettifaq,342,Al-Batin FC Stadium,Khaled Suleiman Al Juhani,Match Report,
28,Wed,2021-05-19,21:00 (20:00),Al-Hilal,5–1,Al-Ahli,220,Prince Faisal bin Fahd Stadium,Szymon Marciniak,Match Report,
28,Thu,2021-05-20,19:15 (18:15),Abha,1–2,Al-Ittihad,1117,Prince Sultan bin Abdul Aziz Stadium,Khalid Ahmed Sahlawi,Match Report,
28,Thu,2021-05-20,19:30 (18:30),Al-Wehda,1–1,Damac,603,King Abdul Aziz Stadium,Faisal Suleiman Al Balawi,Match Report,
28,Thu,2021-05-20,21:00 (20:00),Al-Nassr,3–1,Al-Raed,7525,Mrsool Park,Mohammed Sami Al Ismail,Match Report,
29,Sun,2021-05-23,21:00 (20:00),Al-Taawoun,0–1,Al-Hilal,5760,Prince Abdullah bin Abdul Aziz Stadium,Faisal Suleiman Al Balawi,Match Report,
29,Sun,2021-05-23,21:00 (20:00),Al-Faisaly,1–5,Al-Shabab,696,Al Majma'ah Sport City,Jean-Jacques Ndala,Match Report,
29,Tue,2021-05-25,21:00 (20:00),Al-Ettifaq,3–1,Al-Raed,866,Prince Mohamed bin Fahd Stadium,Shukri Hussein Al Hunfush,Match Report,
29,Tue,2021-05-25,21:00 (20:00),Al-Ittihad,1–0,Al-Ain,211,Reserve Stadium in King Abdullah Sports ...,Khalid Saleh Al Turais,Match Report,
29,Tue,2021-05-25,21:00 (20:00),Al-Wehda,1–1,Al-Nassr,2596,King Abdul Aziz Stadium,Abdullah Saleh Al Harbi,Match Report,
29,Tue,2021-05-25,21:00 (20:00),Al-Fateh,3–0,Al-Qadsiah,1573,Prince Abdullah bin Jalawi Stadium,Sultan Sanat Al Harbi,Match Report,
29,Tue,2021-05-25,21:00 (20:00),Abha,1–1,Al-Ahli,468,Prince Sultan bin Abdul Aziz Stadium,Majed Mohammed Al Shamrani,Match Report,
29,Wed,2021-05-26,21:00 (20:00),Al-Batin,0–2,Damac,968,Al-Batin FC Stadium,Turki Mohammed Al Khudayr,Match Report,
30,Sun,2021-05-30,21:00 (20:00),Al-Nassr,1–2,Al-Ittihad,7960,Mrsool Park,Turki Mohammed Al Khudayr,Match Report,
30,Sun,2021-05-30,21:00 (20:00),Al-Ain,3–4,Al-Batin,250,King Saud Sport City Stadium,Abdullah Saleh Al Harbi,Match Report,
30,Sun,2021-05-30,21:00 (20:00),Al-Hilal,3–2,Al-Faisaly,15245,Prince Faisal bin Fahd Stadium,Khalid Ahmed Sahlawi,Match Report,
30,Sun,2021-05-30,21:00 (20:00),Al-Ahli,1–2,Al-Ettifaq,196,Reserve Stadium in King Abdullah Sports ...,Sultan Mohammed Saghir,Match Report,
30,Sun,2021-05-30,21:00 (20:00),Al-Raed,2–2,Al-Fateh,947,Prince Abdullah bin Abdul Aziz Stadium,Abdullah Al-Shehri,Match Report,
30,Sun,2021-05-30,21:00 (20:00),Al-Qadsiah,1–1,Abha,1273,Prince Saud bin Jalawi Stadium,Mohammed Khaled Al Hoish,Match Report,
30,Sun,2021-05-30,21:00 (20:00),Damac,2–0,Al-Taawoun,2241,Prince Sultan bin Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
30,Sun,2021-05-30,21:00 (20:00),Al-Shabab,3–0,Al-Wehda,883,Prince Khalid bin Sultan Stadium,Majid Hudaires Al-Shammari,Match Report,
