rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,matches
76,Abdulaziz Al-Bishi,sa KSA,MF,Al-Ittihad,26,1994,27,21,1820,20.2,1,5,6,1,0,0,4,0,0.05,0.25,0.30,0.05,0.30,Matches
77,Abdullah Al-Bladi,sa KSA,FW,Al-Fateh,26,1993,5,0,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
78,Rayan Al Bloushi,sa KSA,FW,Al-Ettifaq,19,2001,2,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Ameen Bokhari,sa KSA,GK,Al-Ain,23,1997,21,21,1774,19.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Mihai Bordeianu,ro ROU,MF,Al-Qadsiah,28,1991,14,12,1016,11.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
81,Alberto Botía,es ESP,DF,Al-Wehda,31,1989,19,19,1679,18.7,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches
82,Nawaf Boushal,sa KSA,DF,Al-Fateh,20,1999,29,27,2435,27.1,2,0,2,2,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches
83,Filip Bradarić,hr CRO,MF,Al-Ain,28,1992,25,23,2044,22.7,1,5,6,1,0,0,6,0,0.04,0.22,0.26,0.04,0.26,Matches
84,Mohammed Al-Breik,sa KSA,DF,Al-Hilal,27,1992,26,25,2142,23.8,0,2,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches
85,Tawfiq Bu Haymid,sa KSA,DF,Al-Fateh,32,1987,29,26,2274,25.3,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches
86,Constantin Budescu,ro ROU,"MF,FW",Damac,31,1989,12,10,840,9.3,0,4,4,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,Matches
87,Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,30,1989,16,16,1374,15.3,2,0,2,2,0,0,4,1,0.13,0.00,0.13,0.13,0.13,Matches
88,Firas Al-Buraikan,sa KSA,FW,Al-Nassr,20,2000,14,2,461,5.1,2,0,2,2,0,0,2,0,0.39,0.00,0.39,0.39,0.39,Matches
89,Abdulelah Al Burayh,sa KSA,MF,Damac,23,1997,2,0,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
90,Haroune Camara,sa KSA,FW,Al-Ittihad,22,1998,22,3,437,4.9,2,2,4,2,0,0,2,0,0.41,0.41,0.82,0.41,0.82,Matches
91,Martín Campaña,uy URU,GK,Al-Batin,31,1989,27,27,2428,27.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
92,André Carrillo,pe PER,MF,Al-Hilal,29,1991,29,24,2057,22.9,7,6,13,7,0,0,3,0,0.31,0.26,0.57,0.31,0.57,Matches
93,Cássio,pt POR,GK,Al-Taawoun,39,1980,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
94,Farouk Chafaï,dz ALG,DF,Damac,30,1990,29,29,2610,29.0,6,0,6,6,0,0,5,0,0.21,0.00,0.21,0.21,0.21,Matches
95,Renato Chaves,br BRA,DF,Al-Batin,30,1990,23,23,2070,23.0,1,1,2,1,0,0,8,0,0.04,0.04,0.09,0.04,0.09,Matches
96,Ibrahim Chenihi,dz ALG,MF,Damac,30,1990,9,9,623,6.9,2,0,2,2,0,0,0,1,0.29,0.00,0.29,0.29,0.29,Matches
97,Gustavo Cuellar,co COL,MF,Al-Hilal,27,1992,25,23,2012,22.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
98,Christian Cueva,pe PER,MF,Al-Fateh,28,1991,15,11,1052,11.7,8,7,15,6,2,2,2,0,0.68,0.60,1.28,0.51,1.11,Matches
99,Ammar Al-Daheem,sa KSA,DF,Al-Fateh,26,1993,26,24,2063,22.9,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches
100,Abdulaziz Damdam,sa KSA,MF,Al-Batin,25,1995,16,2,211,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Jalal Daoudi,ma MAR,MF,Al-Raed,31,1988,12,10,877,9.7,2,1,3,1,1,1,4,0,0.21,0.10,0.31,0.10,0.21,Matches
102,Faisel Darwish,sa KSA,"MF,DF",Al-Taawoun,29,1991,13,5,388,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
103,Abdullaziz Al-Dawsari,sa KSA,MF,Al-Nassr,31,1988,5,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
104,Khalifah Al Dawsari,sa KSA,DF,Al-Qadsiah,21,1999,27,22,2053,22.8,1,0,1,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,Matches
105,Nasser Al-Dawsari,sa KSA,MF,Al-Hilal,21,1998,16,6,606,6.7,1,0,1,1,0,0,6,0,0.15,0.00,0.15,0.15,0.15,Matches
106,Salem Al-Dawsari,sa KSA,MF,Al-Hilal,28,1991,24,20,1823,20.3,9,3,12,8,1,1,3,0,0.44,0.15,0.59,0.39,0.54,Matches
107,Mohammed Al-Dhafiri,sa KSA,FW,Al-Batin,,,4,0,36,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
108,Mohammed Sayed Al-Dhaw,sa KSA,"FW,MF",Al-Fateh,26,1993,4,0,38,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
109,Khalid Dighriri,sa KSA,DF,Al-Faisaly,18,2001,9,7,604,6.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
110,Makhete Diop,sn SEN,FW,Al-Shabab,33,1987,12,7,624,6.9,2,2,4,2,0,0,2,0,0.29,0.29,0.58,0.29,0.58,Matches
111,Arnaud Djoum,cm CMR,MF,Al-Raed,31,1989,25,25,2145,23.8,3,3,6,2,1,1,10,1,0.13,0.13,0.25,0.08,0.21,Matches
112,Abdurahman Al-Dossari,sa KSA,MF,Al-Nassr,22,1997,5,0,109,1.2,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
113,Fahad Al Dossari,sa KSA,MF,Al-Ettifaq,18,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
114,Mohammed Al Dossary,sa KSA,"MF,DF",Al-Raed,21,1999,26,12,1196,13.3,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
115,Souleymane Doukara,mr MTN,"FW,MF",Al-Ettifaq,28,1991,27,24,2088,23.2,2,5,7,2,0,0,2,0,0.09,0.22,0.30,0.09,0.30,Matches
116,Azzedine Doukha,dz ALG,GK,Al-Raed,33,1986,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
117,Khalid Dubaysh,sa KSA,DF,Al-Shabab,21,1998,2,1,96,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
118,Mitchell Duke,au AUS,"MF,FW",Al-Taawoun,29,1991,12,8,780,8.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
119,Edson,br BRA,MF,Al-Qadsiah,29,1991,21,21,1873,20.8,1,1,2,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,Matches
120,Hussain Al Essa,sa KSA,MF,Al-Wehda,19,2000,26,15,1379,15.3,2,5,7,2,0,0,3,0,0.13,0.33,0.46,0.13,0.46,Matches
121,Jaber Essa,sa KSA,MF,Al-Raed,23,1997,9,2,326,3.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
122,Abdullah Al-Fahad,sa KSA,DF,Al-Raed,26,1994,28,28,2511,27.9,0,3,3,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,Matches
123,Sultan Fahran,sa KSA,MF,Al-Raed,23,1996,28,28,2393,26.6,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches
124,Hicham Faik,nl NED,MF,Al-Faisaly,28,1992,28,27,2383,26.5,3,4,7,3,0,0,3,0,0.11,0.15,0.26,0.11,0.26,Matches
125,Hamed Falatah,sa KSA,MF,Al-Faisaly,27,1992,2,0,49,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Abdulmohsen Fallatah,sa KSA,DF,Al-Ittihad,26,1994,2,1,170,1.9,1,0,1,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,Matches
127,Fawaz Fallatah,sa KSA,DF,Al-Raed,31,1989,3,1,62,0.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
128,Muhannad Fallatah,sa KSA,MF,Damac,24,1996,4,2,215,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Salman Al-Faraj,sa KSA,MF,Al-Hilal,30,1989,17,14,1227,13.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Nawaf Al Farshan,sa KSA,"DF,MF",Al-Ain,22,1998,7,3,187,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Mohammed Al Fatil,sa KSA,DF,Al-Ahli,28,1992,21,20,1797,20.0,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches
132,Ljubomir Fejsa,rs SRB,MF,Al-Ahli,31,1988,22,18,1644,18.3,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,Matches
133,Ronnie Fernández,cl CHI,FW,Al-Raed,29,1991,15,5,727,8.1,3,2,5,2,1,3,2,0,0.37,0.25,0.62,0.25,0.50,Matches
134,Driss Fettouhi,ma MAR,MF,Al-Ahli,30,1989,20,18,1456,16.2,2,0,2,1,1,1,5,0,0.12,0.00,0.12,0.06,0.06,Matches
135,Ahmed Al Fiqi,sa KSA,MF,Al-Hilal,27,1992,2,2,150,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
136,Ahmed Al Fiqi,sa KSA,"MF,FW",Al-Faisaly,27,1992,20,18,1386,15.4,1,1,2,1,0,0,1,0,0.06,0.06,0.13,0.06,0.13,Matches
137,Hernâni Fortes,pt POR,"MF,FW",Al-Wehda,28,1991,27,20,1874,20.8,5,1,6,5,0,0,2,0,0.24,0.05,0.29,0.24,0.29,Matches
138,Mohammed Fouad,eg EGY,"MF,FW",Al-Ain,30,1989,26,17,1579,17.5,2,2,4,2,0,0,4,0,0.11,0.11,0.23,0.11,0.23,Matches
139,Mohamed Fouzair,ma MAR,MF,Al-Raed,28,1991,16,12,1158,12.9,2,1,3,2,0,0,5,2,0.16,0.08,0.23,0.16,0.23,Matches
140,Ahmed Al-Fraidi,sa KSA,MF,Al-Qadsiah,32,1988,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
141,Mazyad Freeh,sa KSA,GK,Al-Batin,31,1989,4,3,272,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Abraham Frimpong,gh GHA,DF,Al-Ain,27,1993,9,6,515,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Ali Fuad,sa KSA,DF,Al-Ettifaq,18,2001,5,5,374,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Mohammed Al-Fuhaid,sa KSA,MF,Al-Fateh,30,1990,28,27,2052,22.8,0,2,2,0,0,0,7,1,0.00,0.09,0.09,0.00,0.09,Matches
145,Getterson,br BRA,"FW,MF",Al-Ain,29,1991,28,25,2222,24.7,4,4,8,3,1,2,3,0,0.16,0.16,0.32,0.12,0.28,Matches
146,Abdulrahman Al-Ghamdi,sa KSA,FW,Al-Raed,25,1994,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Ahmed Al Ghamdi,sa KSA,MF,Al-Ettifaq,18,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Hamed Al-Ghamdi,sa KSA,"MF,FW",Al-Ettifaq,21,1999,21,2,321,3.6,2,0,2,2,0,0,2,0,0.56,0.00,0.56,0.56,0.56,Matches
149,Hazzaa Al Ghamdi,sa KSA,MF,Al-Wehda,19,2001,11,6,446,5.0,2,0,2,2,0,0,1,0,0.40,0.00,0.40,0.40,0.40,Matches
150,Khalid Al-Ghamdi,sa KSA,DF,Al-Shabab,32,1988,2,2,165,1.8,0,1,1,0,0,0,0,0,0.00,0.55,0.55,0.00,0.55,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Mohammed Al Ghamdi,sa KSA,DF,Al-Taawoun,28,1992,12,10,870,9.7,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
152,Raed Al-Ghamdi,sa KSA,"FW,MF",Al-Nassr,26,1994,19,7,630,7.0,2,2,4,2,0,0,3,0,0.29,0.29,0.57,0.29,0.57,Matches
153,Sultan Al-Ghanam,sa KSA,DF,Al-Nassr,26,1994,25,24,2136,23.7,1,1,2,1,0,1,4,0,0.04,0.04,0.08,0.04,0.08,Matches
