rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,pk,pkatt,matches
184,Amer Haroon,sa KSA,DF,Al-Ain,27,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
185,Nawaf Al Harthi,sa KSA,MF,Al-Ain,21,1998,5.5,0,3,0,0.0,0.54,0.00,0.00,,,0,0,Matches
186,Abbas Al Hassan,sa KSA,MF,Al-Fateh,16,2004,3.4,0,0,0,,0.00,0.00,,,,0,0,Matches
187,Ali Al Hassan,sa KSA,MF,Al-Nassr,23,1997,17.6,0,8,2,25.0,0.46,0.11,0.00,0.00,,0,0,Matches
188,Abdullah Hassun,sa KSA,DF,Al-Ahli,23,1997,21.7,1,7,1,14.3,0.32,0.05,0.14,1.00,,0,0,Matches
189,Motaz Hawsawi,sa KSA,DF,Al-Ahli,28,1992,20.4,1,9,2,22.2,0.44,0.10,0.11,0.50,,0,0,Matches
190,Omar Hawsawi,sa KSA,DF,Al-Ittihad,34,1985,9.9,0,3,2,66.7,0.30,0.20,0.00,0.00,,0,0,Matches
191,Sanousi Al Hawsawi,sa KSA,DF,Al-Ettifaq,21,1998,14.0,0,7,0,0.0,0.50,0.00,0.00,,,0,0,Matches
192,Talal Hawsawi,sa KSA,DF,Al-Qadsiah,21,1998,0.3,0,1,0,0.0,3.46,0.00,0.00,,,0,0,Matches
193,Arif Al Haydar,sa KSA,DF,Damac,23,1997,9.6,0,5,0,0.0,0.52,0.00,0.00,,,0,0,Matches
194,Hazaa Al-Hazaa,sa KSA,"FW,MF",Al-Ettifaq,28,1991,6.1,3,22,8,36.4,3.60,1.31,0.14,0.38,,0,0,Matches
195,Ali Hazazi,sa KSA,MF,Al-Ettifaq,26,1994,19.1,2,24,6,25.0,1.26,0.31,0.08,0.33,,0,0,Matches
196,Naif Hazazi,sa KSA,MF,Al-Qadsiah,27,1992,17.7,0,11,1,9.1,0.62,0.06,0.00,0.00,,0,0,Matches
197,Sulaiman Hazazi,sa KSA,DF,Al-Wehda,17,2003,8.5,0,0,0,,0.00,0.00,,,,0,0,Matches
198,Waleed Hazem,sa KSA,MF,Damac,25,1994,4.6,0,1,0,0.0,0.22,0.00,0.00,,,0,0,Matches
199,Abdullah Al Hazzan,sa KSA,DF,Al-Faisaly,21,1999,14.0,0,4,0,0.0,0.29,0.00,0.00,,,0,0,Matches
200,Ahmed Hegazi,eg EGY,DF,Al-Ittihad,29,1991,24.4,2,20,6,30.0,0.82,0.25,0.10,0.33,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
201,Ayman Al Hejaili,sa KSA,MF,Damac,22,1998,3.3,0,6,3,50.0,1.84,0.92,0.00,0.00,,0,0,Matches
202,Alaa Al Hejji,sa KSA,MF,Al-Wehda,24,1995,12.5,0,9,2,22.2,0.72,0.16,0.00,0.00,,0,0,Matches
203,Bruno Henrique,br BRA,MF,Al-Ittihad,30,1989,14.6,1,19,4,21.1,1.31,0.27,0.05,0.25,,0,0,Matches
204,Abdulbasit Hindi,sa KSA,DF,Al-Ahli,23,1997,8.5,0,4,2,50.0,0.47,0.24,0.00,0.00,,0,0,Matches
205,Bassam Al Hurayji,sa KSA,MF,Al-Batin,20,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
206,Jehad Al-Hussain,sy SYR,MF,Al-Raed,38,1982,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
207,Saif Hussain,sa KSA,DF,Al-Ain,27,1993,18.0,0,7,2,28.6,0.39,0.11,0.00,0.00,,0,0,Matches
208,Khaleem Hyland,tt TRI,MF,Al-Batin,31,1989,16.9,0,12,2,16.7,0.71,0.12,0.00,0.00,,0,0,Matches
209,Jang Hyun-soo,kr KOR,DF,Al-Hilal,28,1991,24.1,0,6,2,33.3,0.25,0.08,0.00,0.00,,0,0,Matches
210,Ammar Al-Ibrahim,,MF,Al-Ain,23,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
211,Odion Ighalo,ng NGA,FW,Al-Shabab,31,1989,9.4,9,38,23,60.5,4.06,2.46,0.21,0.35,,1,1,Matches
212,Abdullah Al Jadani,sa KSA,GK,Al-Hilal,28,1991,3.0,0,0,0,,0.00,0.00,,,,0,0,Matches
213,Mohammed Jahfali,sa KSA,DF,Al-Hilal,29,1990,12.8,0,4,1,25.0,0.31,0.08,0.00,0.00,,0,0,Matches
214,Faisel Al-Jamaan,sa KSA,FW,Al-Ain,34,1986,8.0,2,19,7,36.8,2.38,0.88,0.11,0.29,,0,0,Matches
215,Leke James,ng NGA,FW,Al-Qadsiah,27,1992,10.0,2,18,6,33.3,1.80,0.60,0.11,0.33,,0,0,Matches
216,Youssef El Jebli,nl NED,MF,Al-Batin,27,1992,23.8,5,47,14,29.8,1.98,0.59,0.09,0.29,,1,1,Matches
217,Abdulaziz Al-Jebreen,sa KSA,MF,Al-Ittihad,30,1990,2.7,0,5,1,20.0,1.84,0.37,0.00,0.00,,0,0,Matches
218,Kim Jin-su,kr KOR,DF,Al-Nassr,28,1992,6.6,0,5,0,0.0,0.76,0.00,0.00,,,0,0,Matches
219,Hamad Al-Jizani,sa KSA,DF,Al-Wehda,27,1993,22.4,0,3,2,66.7,0.13,0.09,0.00,0.00,,0,0,Matches
220,Ziyad Al Johani,sa KSA,MF,Al-Ahli,18,2001,0.3,0,1,0,0.0,3.10,0.00,0.00,,,0,0,Matches
221,Brad Jones,au AUS,GK,Al-Nassr,38,1982,24.0,0,0,0,,0.00,0.00,,,,0,0,Matches
222,Abdullah Al-Jouei,sa KSA,MF,Al-Taawoun,25,1995,16.8,3,28,8,28.6,1.66,0.48,0.11,0.38,,0,0,Matches
223,Haythem Jouini,tn TUN,FW,Al-Ain,27,1993,0.1,0,1,0,0.0,9.00,0.00,0.00,,,0,0,Matches
224,Saša Jovanović,rs SRB,FW,Al-Fateh,28,1991,3.8,1,8,4,50.0,2.10,1.05,0.13,0.25,,0,0,Matches
225,Juanpi,ve VEN,"MF,FW",Al-Ain,26,1994,15.5,6,44,19,43.2,2.84,1.23,0.14,0.32,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
226,Khalid Kaabi,sa KSA,"MF,FW",Al-Faisaly,28,1992,7.6,0,19,4,21.1,2.49,0.52,0.00,0.00,,0,0,Matches
227,Yahya Kabi,sa KSA,"DF,MF",Al-Ain,33,1987,18.1,0,6,0,0.0,0.33,0.00,0.00,,,0,0,Matches
228,Hassan Kadesh,sa KSA,DF,Al-Taawoun,27,1992,20.8,0,5,2,40.0,0.24,0.10,0.00,0.00,,0,0,Matches
229,Kaku,py PAR,MF,Al-Taawoun,25,1995,9.6,7,18,10,55.6,1.87,1.04,0.22,0.40,,3,3,Matches
230,Majed Kanabah,sa KSA,MF,Al-Fateh,27,1993,5.7,0,1,0,0.0,0.18,0.00,0.00,,,0,0,Matches
231,Mohamed Kanno,sa KSA,MF,Al-Hilal,25,1994,11.6,3,25,14,56.0,2.16,1.21,0.12,0.21,,0,0,Matches
232,Ahmed Al-Kassar,sa KSA,GK,Al-Faisaly,29,1991,3.0,0,0,0,,0.00,0.00,,,,0,0,Matches
233,Mohammed Al-Khabrani,sa KSA,DF,Al-Ahli,26,1993,12.8,0,6,2,33.3,0.47,0.16,0.00,0.00,,0,0,Matches
234,Abdullah Al-Khaibari,sa KSA,MF,Al-Nassr,23,1996,9.5,0,4,0,0.0,0.42,0.00,0.00,,,0,0,Matches
235,Ali Al Khaibari,sa KSA,DF,Al-Ain,31,1989,6.5,0,2,0,0.0,0.31,0.00,0.00,,,0,0,Matches
236,Abdulmalek Al-Khaibri,sa KSA,MF,Al-Shabab,34,1986,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
237,Saad Al Khairi,sa KSA,DF,Al-Batin,25,1995,22.3,0,7,2,28.6,0.31,0.09,0.00,0.00,,0,0,Matches
238,Osama Al-Khalaf,sa KSA,"DF,MF",Al-Nassr,23,1996,8.2,0,7,2,28.6,0.86,0.24,0.00,0.00,,0,0,Matches
239,Ibrahim Khalil Eissa,,FW,Al-Qadsiah,,,0.1,0,1,0,0.0,10.00,0.00,0.00,,,0,0,Matches
240,Awadh Khames,sa KSA,MF,Al-Raed,32,1988,2.1,1,2,1,50.0,0.97,0.49,0.50,1.00,,0,0,Matches
241,Omar Kharbin,sy SYR,"MF,FW",Al-Hilal,26,1994,3.9,1,15,5,33.3,3.82,1.27,0.07,0.20,,0,0,Matches
242,Abdullah Khateeb,sa KSA,DF,Al-Ettifaq,25,1995,7.5,0,1,0,0.0,0.13,0.00,0.00,,,0,0,Matches
243,Khalid Al-Khathlan,sa KSA,"DF,MF",Al-Raed,23,1996,16.1,0,4,0,0.0,0.25,0.00,0.00,,,0,0,Matches
244,Awadh Khrees,sa KSA,DF,Al-Faisaly,29,1991,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
245,Ayman Al-Khulaif,sa KSA,"FW,MF",Al-Wehda,23,1997,4.8,1,8,1,12.5,1.66,0.21,0.13,1.00,,0,0,Matches
246,Naif Kireiri,sa KSA,DF,Al-Wehda,22,1998,11.5,0,4,1,25.0,0.35,0.09,0.00,0.00,,0,0,Matches
247,Filip Kiss,sk SVK,"DF,MF",Al-Ettifaq,29,1990,28.0,8,33,18,54.5,1.18,0.64,0.00,0.00,,8,8,Matches
248,Maksym Koval,ua UKR,GK,Al-Fateh,27,1992,29.0,0,0,0,,0.00,0.00,,,,0,0,Matches
249,Amiri Kurdi,sa KSA,"DF,MF",Al-Hilal,28,1991,4.8,0,2,0,0.0,0.42,0.00,0.00,,,0,0,Matches
250,Mohammed Al-Kwikbi,sa KSA,MF,Al-Ettifaq,25,1994,24.0,8,51,24,47.1,2.12,1.00,0.16,0.33,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
251,Ali Lajami,sa KSA,DF,Al-Nassr,24,1996,9.7,1,4,2,50.0,0.41,0.21,0.25,0.50,,0,0,Matches
252,Qassem Lajami,sa KSA,DF,Al-Fateh,24,1996,4.6,1,1,1,100.0,0.22,0.22,1.00,1.00,,0,0,Matches
253,Cristian Lema,ar ARG,DF,Damac,30,1990,10.2,0,7,5,71.4,0.68,0.49,0.00,0.00,,0,0,Matches
254,Igor Lichnovsky,cl CHI,DF,Al-Shabab,26,1994,26.0,3,13,4,30.8,0.50,0.15,0.23,0.75,,0,0,Matches
255,Lucas Lima,br BRA,DF,Al-Ahli,28,1991,25.8,0,12,5,41.7,0.47,0.19,0.00,0.00,,0,0,Matches
256,Raïs M'Bolhi,dz ALG,GK,Al-Ettifaq,34,1986,18.0,0,0,0,,0.00,0.00,,,,0,0,Matches
257,Abdullah Madu,sa KSA,DF,Al-Nassr,27,1993,16.7,0,15,3,20.0,0.90,0.18,0.00,0.00,,0,0,Matches
258,Ali Maedi,ee EST,DF,Abha,29,1991,4.0,0,0,0,,0.00,0.00,,,,0,0,Matches
259,Abdullah Magrashi,sa KSA,MF,Al-Raed,22,1997,4.7,0,4,1,25.0,0.85,0.21,0.00,0.00,,0,0,Matches
260,Ibrahim Mahnashi,sa KSA,MF,Al-Ettifaq,20,1999,4.0,1,3,1,33.3,0.75,0.25,0.33,1.00,,0,0,Matches
261,Maicon,br BRA,DF,Al-Nassr,31,1988,16.0,0,8,1,12.5,0.50,0.06,0.00,0.00,,0,0,Matches
262,Mohammed Al Majhad,sa KSA,MF,Al-Ahli,22,1998,3.1,1,3,1,33.3,0.96,0.32,0.33,1.00,,0,0,Matches
263,Abdulaziz Majrashi,sa KSA,MF,Damac,29,1991,9.0,0,9,4,44.4,1.00,0.44,0.00,0.00,,0,0,Matches
264,Ali Majrashi,sa KSA,DF,Al-Shabab,20,1999,0.6,0,1,0,0.0,1.64,0.00,0.00,,,0,0,Matches
265,Ali Majrashi,sa KSA,DF,Al-Faisaly,20,1999,8.0,0,4,2,50.0,0.50,0.25,0.00,0.00,,0,0,Matches
266,Mohammed Majrashi,sa KSA,"MF,FW",Al-Fateh,29,1991,5.9,3,10,5,50.0,1.70,0.85,0.30,0.60,,0,0,Matches
267,Mustafa Malayekah,sa KSA,GK,Al-Faisaly,34,1986,27.0,0,0,0,,0.00,0.00,,,,0,0,Matches
268,Abdulellah Al-Malki,sa KSA,MF,Al-Ittihad,25,1994,21.0,1,16,3,18.8,0.76,0.14,0.06,0.33,,0,0,Matches
269,Sandro Manoel,br BRA,MF,Al-Taawoun,32,1988,14.4,1,15,4,26.7,1.04,0.28,0.07,0.25,,0,0,Matches
270,Hamad Al Mansour,sa KSA,DF,Al-Ittihad,27,1993,4.6,0,8,0,0.0,1.75,0.00,0.00,,,0,0,Matches
271,Marko Marin,de GER,MF,Al-Raed,31,1989,9.0,0,15,6,40.0,1.67,0.67,0.00,0.00,,0,0,Matches
272,Marko Marin,de GER,MF,Al-Ahli,31,1989,6.0,1,9,5,55.6,1.50,0.83,0.11,0.20,,0,0,Matches
273,Mohammed Marran,sa KSA,FW,Al-Nassr,19,2001,1.0,0,2,0,0.0,1.96,0.00,0.00,,,0,0,Matches
274,Fábio Martins,pt POR,MF,Al-Shabab,27,1993,23.0,9,56,26,46.4,2.43,1.13,0.16,0.35,,0,0,Matches
275,Naif Al Mas,sa KSA,DF,Al-Batin,20,2000,9.7,0,1,0,0.0,0.10,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
276,Faisel Masrahi,sa KSA,GK,Al-Qadsiah,27,1993,27.5,0,0,0,,0.00,0.00,,,,0,0,Matches
277,Abdullah Al-Mayouf,sa KSA,GK,Al-Hilal,33,1987,19.0,0,1,0,0.0,0.05,0.00,0.00,,,0,0,Matches
278,Sultan Mendash,sa KSA,MF,Al-Ahli,25,1994,6.2,2,15,4,26.7,2.41,0.64,0.13,0.50,,0,0,Matches
279,Alexander Merkel,kz KAZ,MF,Al-Faisaly,28,1992,22.9,1,36,8,22.2,1.57,0.35,0.03,0.13,,0,0,Matches
280,Karol Mets,ee EST,DF,Al-Ettifaq,27,1993,20.4,0,6,0,0.0,0.29,0.00,0.00,,,0,0,Matches
281,Abdelali Mhamdi,ma MAR,GK,Abha,28,1991,30.0,0,1,0,0.0,0.03,0.00,0.00,,,0,0,Matches
282,Nemanja Miletić,rs SRB,DF,Al-Raed,29,1991,29.0,0,10,3,30.0,0.34,0.10,0.00,0.00,,0,0,Matches
283,Alexandru Mitriță,ro ROU,"MF,FW",Al-Ahli,25,1995,16.2,4,41,17,41.5,2.53,1.05,0.10,0.24,,0,0,Matches
284,Salman Al-Moasher,sa KSA,"MF,FW",Al-Ahli,31,1988,18.7,5,15,6,40.0,0.80,0.32,0.20,0.50,,2,2,Matches
285,Tariq Mohammed,sa KSA,"DF,MF",Damac,24,1995,21.3,0,3,0,0.0,0.14,0.00,0.00,,,0,0,Matches
286,Mohammed Mohsen Harzan,sa KSA,MF,Damac,31,1989,13.0,0,11,4,36.4,0.85,0.31,0.00,0.00,,0,0,Matches
287,Bader Monshi,sa KSA,MF,Damac,21,1999,8.4,0,6,2,33.3,0.71,0.24,0.00,0.00,,0,0,Matches
288,Hussain Al Moqahwi,sa KSA,MF,Al-Ahli,32,1988,11.3,2,21,7,33.3,1.86,0.62,0.10,0.29,,0,0,Matches
289,Anselmo de Moraes,br BRA,MF,Al-Wehda,31,1989,25.5,4,40,13,32.5,1.57,0.51,0.10,0.31,,0,0,Matches
290,Danilo Moreno Asprilla,co COL,"FW,MF",Al-Qadsiah,31,1989,14.8,8,36,15,41.7,2.43,1.01,0.08,0.20,,5,5,Matches
291,Yasser Al Mosailem,sa KSA,GK,Al-Ahli,36,1984,3.2,0,0,0,,0.00,0.00,,,,0,0,Matches
292,Nooh Al-Mousa,sa KSA,MF,Al-Ahli,29,1991,19.2,0,4,0,0.0,0.21,0.00,0.00,,,0,0,Matches
293,Ryan Al-Mousa,sa KSA,MF,Al-Taawoun,26,1994,11.1,0,10,1,10.0,0.90,0.09,0.00,0.00,,0,0,Matches
294,Amadou Moutari,ne NIG,"MF,FW",Al-Ain,26,1994,23.7,7,53,21,39.6,2.24,0.89,0.13,0.33,,0,0,Matches
295,Hassan Muath Fallatah,sa KSA,"DF,MF",Al-Ain,34,1986,9.3,0,10,3,30.0,1.07,0.32,0.00,0.00,,0,0,Matches
296,Muteb Al Mufarrij,sa KSA,DF,Al-Hilal,23,1996,5.5,0,4,1,25.0,0.72,0.18,0.00,0.00,,0,0,Matches
297,Abdullah Al Mugren,sa KSA,"MF,FW",Al-Raed,23,1996,20.2,5,36,13,36.1,1.78,0.64,0.14,0.38,,0,0,Matches
298,Ahmed Musa,ng NGA,FW,Al-Nassr,27,1992,1.2,0,6,2,33.3,4.86,1.62,0.00,0.00,,0,0,Matches
299,Adel Al Muwallad,sa KSA,DF,Al-Qadsiah,23,1997,1.8,0,3,1,33.3,1.65,0.55,0.00,0.00,,0,0,Matches
300,Fahad Al Muwallad,sa KSA,"MF,FW",Al-Ittihad,25,1994,16.6,4,49,17,34.7,2.96,1.03,0.04,0.12,,2,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
301,Mansour Al Muwallad,sa KSA,FW,Damac,23,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
302,Alfred N'Diaye,sn SEN,MF,Al-Shabab,30,1990,25.3,1,9,2,22.2,0.36,0.08,0.11,0.50,,0,0,Matches
303,Sumaihan Al-Nabet,sa KSA,MF,Al-Taawoun,24,1996,18.8,4,30,7,23.3,1.60,0.37,0.13,0.57,,0,1,Matches
304,Mohamed Nahiri,ma MAR,"MF,DF",Al-Ain,28,1991,11.5,0,28,10,35.7,2.44,0.87,0.00,0.00,,0,0,Matches
305,Ammar Al-Najar,sa KSA,MF,Al-Shabab,23,1997,0.4,0,4,1,25.0,11.25,2.81,0.00,0.00,,0,0,Matches
306,Ammar Al-Najar,sa KSA,MF,Abha,23,1997,1.3,0,6,2,33.3,4.46,1.49,0.00,0.00,,0,0,Matches
307,Mansour Al Najar,sa KSA,MF,Al-Qadsiah,,,1.9,0,3,2,66.7,1.59,1.06,0.00,0.00,,0,0,Matches
308,Muhannad Al Najei,sa KSA,MF,Damac,26,1994,10.1,0,6,2,33.3,0.59,0.20,0.00,0.00,,0,0,Matches
309,Sami Al-Najei,sa KSA,MF,Al-Nassr,23,1997,15.3,6,27,14,51.9,1.76,0.91,0.22,0.43,,0,0,Matches
310,Mohammed Naji,sa KSA,DF,Al-Fateh,26,1993,8.0,0,3,1,33.3,0.37,0.12,0.00,0.00,,0,0,Matches
311,Raghid Najjar,sa KSA,GK,Al-Wehda,23,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,Matches
312,Ibrahim Al Nakhli,sa KSA,"DF,MF",Damac,23,1997,8.2,0,2,1,50.0,0.24,0.12,0.00,0.00,,0,0,Matches
313,Saleh Al Nashmi,sa KSA,DF,Al-Fateh,24,1995,3.2,0,1,0,0.0,0.31,0.00,0.00,,,0,0,Matches
314,Awad Al Nashri,sa KSA,MF,Al-Ittihad,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
315,Hussain Al Nattar,sa KSA,"MF,FW",Al-Qadsiah,20,2000,5.5,0,9,2,22.2,1.64,0.37,0.00,0.00,,0,0,Matches
316,Badou Ndiaye,sn SEN,MF,Al-Ain,29,1990,12.6,2,10,6,60.0,0.79,0.47,0.20,0.33,,0,0,Matches
317,Ali Al Nemer,sa KSA,MF,Al-Taawoun,28,1991,4.7,1,7,4,57.1,1.49,0.85,0.14,0.25,,0,0,Matches
318,Youssouf Niakaté,ml MLI,FW,Al-Wehda,27,1992,20.3,11,64,32,50.0,3.15,1.57,0.13,0.25,,3,3,Matches
319,M'Baye Niang,sn SEN,FW,Al-Ahli,25,1994,1.4,0,3,0,0.0,2.21,0.00,0.00,,,0,0,Matches
320,Gonzalo Nicolás Martínez,ar ARG,MF,Al-Nassr,27,1993,15.7,3,60,20,33.3,3.82,1.27,0.05,0.15,,0,0,Matches
321,Nemanja Nikolić,me MNE,FW,Al-Raed,27,1992,10.5,3,19,6,31.6,1.81,0.57,0.11,0.33,,1,2,Matches
322,Peter Nworah,ng NGA,MF,Al-Ain,29,1990,0.9,0,3,0,0.0,3.38,0.00,0.00,,,0,0,Matches
323,Abdulmajeed Obaid,sa KSA,MF,Al-Batin,24,1995,2.6,1,5,2,40.0,1.91,0.76,0.20,0.50,,0,0,Matches
324,Abdurahman Al-Obaid,sa KSA,DF,Al-Nassr,27,1993,16.4,1,10,1,10.0,0.61,0.06,0.10,1.00,,0,0,Matches
325,Stanley Ohawuchi,ng NGA,"MF,FW",Al-Qadsiah,30,1990,27.9,4,34,14,41.2,1.22,0.50,0.12,0.29,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
326,Saleh Al Ohaymid,sa KSA,GK,Al-Ain,22,1998,2.8,0,0,0,,0.00,0.00,,,,0,0,Matches
327,Madallah Al-Olayan,sa KSA,DF,Al-Hilal,25,1994,5.1,0,1,1,100.0,0.20,0.20,0.00,0.00,,0,0,Matches
328,Ismail Omar,sa KSA,"MF,FW",Al-Faisaly,28,1992,6.0,0,7,1,14.3,1.17,0.17,0.00,0.00,,0,0,Matches
329,Nasser Al Omran,sa KSA,MF,Al-Shabab,23,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,Matches
330,Thaar Al Otaibi,sa KSA,FW,Abha,20,1999,0.7,0,1,0,0.0,1.41,0.00,0.00,,,0,0,Matches
331,Saqer Otaif,sa KSA,MF,Al-Fateh,29,1990,2.0,0,1,0,0.0,0.50,0.00,0.00,,,0,0,Matches
332,Abdullah Otayf,sa KSA,MF,Al-Hilal,27,1992,7.5,0,1,0,0.0,0.13,0.00,0.00,,,0,0,Matches
333,Othman Al Othman,sa KSA,MF,Al-Fateh,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
334,Omar Al Oudah,sa KSA,DF,Al-Batin,21,1998,15.3,0,0,0,,0.00,0.00,,,,0,0,Matches
335,Mohammed Al Oufi,sa KSA,DF,Al-Ittihad,17,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
336,Mohammed Al-Owais,sa KSA,GK,Al-Ahli,28,1991,20.0,0,0,0,,0.00,0.00,,,,0,0,Matches
337,Abdullah Al-Owaishir,sa KSA,GK,Al-Wehda,29,1991,27.0,0,0,0,,0.00,0.00,,,,0,0,Matches
338,Samuel Owusu,gh GHA,"MF,FW",Al-Ahli,24,1996,7.6,3,25,10,40.0,3.31,1.32,0.12,0.30,,0,0,Matches
339,Pedrão,br BRA,DF,Al-Wehda,27,1992,16.0,0,13,4,30.8,0.81,0.25,0.00,0.00,,0,0,Matches
340,Amahl Pellegrino,no NOR,MF,Damac,30,1990,6.3,2,21,7,33.3,3.32,1.11,0.10,0.29,,0,0,Matches
341,Dimitri Petratos,au AUS,MF,Al-Wehda,27,1992,17.4,9,40,20,50.0,2.30,1.15,0.13,0.25,,4,4,Matches
342,Petros,br BRA,MF,Al-Nassr,31,1989,25.7,6,28,14,50.0,1.09,0.54,0.18,0.36,,1,2,Matches
343,Aleksandar Prijović,rs SRB,FW,Al-Ittihad,30,1990,17.7,7,47,18,38.3,2.66,1.02,0.15,0.39,,0,1,Matches
344,Abdulkareem Al-Qahtani,sa KSA,MF,Al-Wehda,27,1993,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
345,Abdullah Al Qahtani,sa KSA,"MF,FW",Abha,21,1999,2.6,0,2,0,0.0,0.77,0.00,0.00,,,0,0,Matches
346,Abdullah Al Qahtani,sa KSA,MF,Al-Faisaly,21,1999,1.7,1,3,1,33.3,1.81,0.60,0.33,1.00,,0,0,Matches
347,Abdulmohsen Al-Qahtani,sa KSA,MF,Al-Qadsiah,21,1999,1.3,0,0,0,,0.00,0.00,,,,0,0,Matches
348,Eid Al Qahtani,sa KSA,MF,Al-Ain,19,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
349,Husain Al Qahtani,sa KSA,MF,Al-Shabab,25,1994,13.4,0,8,2,25.0,0.60,0.15,0.00,0.00,,0,0,Matches
350,Meshari Al Qahtani,sa KSA,MF,Al-Wehda,23,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
351,Dhaifallah Al-Qarni,sa KSA,MF,Al-Batin,31,1988,22.5,0,10,2,20.0,0.44,0.09,0.00,0.00,,0,0,Matches
352,Fawaz Al-Qarni,sa KSA,GK,Al-Ittihad,28,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
353,Mohammed Al-Qarni,sa KSA,MF,Al-Wehda,30,1989,11.7,0,7,1,14.3,0.60,0.09,0.00,0.00,,0,0,Matches
354,Saeed Al Qarni,sa KSA,MF,Al-Ain,31,1989,9.0,0,2,0,0.0,0.22,0.00,0.00,,,0,0,Matches
355,Hussain Qassem,sa KSA,DF,Al-Faisaly,22,1997,2.7,0,1,0,0.0,0.37,0.00,0.00,,,0,0,Matches
356,Mohammed Qassem,sa KSA,DF,Al-Faisaly,25,1995,26.3,0,8,1,12.5,0.30,0.04,0.00,0.00,,0,0,Matches
357,Hassan Al-Qeed,sa KSA,MF,Al-Ahli,22,1998,1.3,0,3,0,0.0,2.35,0.00,0.00,,,0,0,Matches
358,Saleh Al-Qumaizi,sa KSA,DF,Al-Ettifaq,28,1991,22.4,0,8,1,12.5,0.36,0.04,0.00,0.00,,0,0,Matches
359,Hassan Raghfawi,sa KSA,DF,Al-Batin,24,1995,9.7,0,3,1,33.3,0.31,0.10,0.00,0.00,,0,0,Matches
360,Raphael,br BRA,DF,Al-Faisaly,28,1992,26.0,2,17,7,41.2,0.65,0.27,0.12,0.29,,0,0,Matches
361,Abdullah Al-Rashidi,sa KSA,MF,Al-Ain,,,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
362,Fahad Al Rashidi,sa KSA,MF,Al-Taawoun,23,1997,2.4,0,7,2,28.6,2.97,0.85,0.00,0.00,,0,0,Matches
363,Noor Al Rashidi,sa KSA,DF,Al-Wehda,25,1995,3.5,0,0,0,,0.00,0.00,,,,0,0,Matches
364,Mohamed Rayhi,nl NED,"MF,FW",Al-Batin,26,1994,22.0,6,57,20,35.1,2.59,0.91,0.09,0.25,,1,1,Matches
365,Ahmed Al-Rehaili,sa KSA,GK,Al-Raed,25,1994,5.0,0,0,0,,0.00,0.00,,,,0,0,Matches
366,Abdulrahman Al-Rio,sa KSA,DF,Damac,26,1994,4.6,0,6,2,33.3,1.31,0.44,0.00,0.00,,0,0,Matches
367,Garry Rodrigues,cv CPV,MF,Al-Ittihad,29,1990,11.5,4,26,14,53.8,2.25,1.21,0.15,0.29,,0,0,Matches
368,Romarinho,br BRA,"MF,FW",Al-Ittihad,29,1990,28.2,16,68,30,44.1,2.41,1.06,0.19,0.43,,3,4,Matches
