rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,matches
203,Bruno Henrique,br BRA,MF,Al-Ittihad,30,1989,14.6,0,0,0,26,10,0,89,11,14,,,0,Matches
204,Abdulbasit Hindi,sa KSA,DF,Al-Ahli,23,1997,8.5,2,0,0,11,4,0,5,9,13,,,0,Matches
205,Bassam Al Hurayji,sa KSA,MF,Al-Batin,20,2000,1.0,1,0,0,3,6,0,1,2,1,,,0,Matches
206,Jehad Al-Hussain,sy SYR,MF,Al-Raed,38,1982,0.3,1,0,0,0,0,0,0,0,0,,,0,Matches
207,Saif Hussain,sa KSA,DF,Al-Ain,27,1993,18.0,5,0,0,34,14,2,14,42,18,,,0,Matches
208,Khaleem Hyland,tt TRI,MF,Al-Batin,31,1989,16.9,5,0,0,27,24,0,12,14,14,,,0,Matches
209,Jang Hyun-soo,kr KOR,DF,Al-Hilal,28,1991,24.1,2,0,0,16,12,0,3,19,14,,,0,Matches
210,Ammar Al-Ibrahim,,MF,Al-Ain,23,1997,0.2,0,0,0,0,0,0,0,1,1,,,0,Matches
211,Odion Ighalo,ng NGA,FW,Al-Shabab,31,1989,9.4,0,0,0,4,6,7,0,0,1,,,0,Matches
212,Abdullah Al Jadani,sa KSA,GK,Al-Hilal,28,1991,3.0,0,0,0,0,1,0,0,0,0,,,0,Matches
213,Mohammed Jahfali,sa KSA,DF,Al-Hilal,29,1990,12.8,3,0,0,8,12,0,0,22,12,,,0,Matches
214,Faisel Al-Jamaan,sa KSA,FW,Al-Ain,34,1986,8.0,2,0,0,15,12,1,2,1,1,,,0,Matches
215,Leke James,ng NGA,FW,Al-Qadsiah,27,1992,10.0,0,0,0,22,16,3,0,5,3,,,0,Matches
216,Youssef El Jebli,nl NED,MF,Al-Batin,27,1992,23.8,3,1,0,37,34,3,184,11,18,,,0,Matches
217,Abdulaziz Al-Jebreen,sa KSA,MF,Al-Ittihad,30,1990,2.7,2,0,0,5,4,0,0,6,4,,,0,Matches
218,Kim Jin-su,kr KOR,DF,Al-Nassr,28,1992,6.6,2,0,0,13,11,1,26,12,7,,,0,Matches
219,Hamad Al-Jizani,sa KSA,DF,Al-Wehda,27,1993,22.4,4,1,0,43,12,4,52,28,33,,,0,Matches
220,Ziyad Al Johani,sa KSA,MF,Al-Ahli,18,2001,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
221,Brad Jones,au AUS,GK,Al-Nassr,38,1982,24.0,1,0,0,0,2,0,0,0,0,,,0,Matches
222,Abdullah Al-Jouei,sa KSA,MF,Al-Taawoun,25,1995,16.8,4,0,0,29,23,6,53,12,22,,,0,Matches
223,Haythem Jouini,tn TUN,FW,Al-Ain,27,1993,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
224,Saša Jovanović,rs SRB,FW,Al-Fateh,28,1991,3.8,0,0,0,9,0,5,8,0,1,,,0,Matches
225,Juanpi,ve VEN,"MF,FW",Al-Ain,26,1994,15.5,4,0,0,13,37,1,88,12,8,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
226,Khalid Kaabi,sa KSA,"MF,FW",Al-Faisaly,28,1992,7.6,2,1,1,12,12,1,12,7,7,,,0,Matches
227,Yahya Kabi,sa KSA,"DF,MF",Al-Ain,33,1987,18.1,4,1,0,23,17,2,74,31,20,,,0,Matches
228,Hassan Kadesh,sa KSA,DF,Al-Taawoun,27,1992,20.8,4,0,0,30,15,2,63,44,25,,,0,Matches
229,Kaku,py PAR,MF,Al-Taawoun,25,1995,9.6,0,0,0,3,8,2,76,4,4,,,0,Matches
230,Majed Kanabah,sa KSA,MF,Al-Fateh,27,1993,5.7,2,0,0,9,12,0,5,7,2,,,0,Matches
231,Mohamed Kanno,sa KSA,MF,Al-Hilal,25,1994,11.6,3,0,0,18,13,3,6,21,20,,,0,Matches
232,Ahmed Al-Kassar,sa KSA,GK,Al-Faisaly,29,1991,3.0,0,0,0,0,2,0,0,0,0,,,0,Matches
233,Mohammed Al-Khabrani,sa KSA,DF,Al-Ahli,26,1993,12.8,1,0,0,13,10,0,0,18,10,,,0,Matches
234,Abdullah Al-Khaibari,sa KSA,MF,Al-Nassr,23,1996,9.5,2,0,0,11,6,0,0,13,7,,,0,Matches
235,Ali Al Khaibari,sa KSA,DF,Al-Ain,31,1989,6.5,0,0,0,12,5,0,0,7,3,,,0,Matches
236,Abdulmalek Al-Khaibri,sa KSA,MF,Al-Shabab,34,1986,0.0,0,0,0,1,0,0,0,1,0,,,0,Matches
237,Saad Al Khairi,sa KSA,DF,Al-Batin,25,1995,22.3,4,1,0,29,30,1,73,42,46,,,0,Matches
238,Osama Al-Khalaf,sa KSA,"DF,MF",Al-Nassr,23,1996,8.2,2,0,0,12,26,1,40,19,15,,,0,Matches
239,Ibrahim Khalil Eissa,,FW,Al-Qadsiah,,,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
240,Awadh Khames,sa KSA,MF,Al-Raed,32,1988,2.1,0,0,0,1,8,0,1,0,0,,,0,Matches
241,Omar Kharbin,sy SYR,"MF,FW",Al-Hilal,26,1994,3.9,2,0,0,6,7,3,5,2,2,,,0,Matches
242,Abdullah Khateeb,sa KSA,DF,Al-Ettifaq,25,1995,7.5,3,0,0,11,5,0,4,14,9,,,0,Matches
243,Khalid Al-Khathlan,sa KSA,"DF,MF",Al-Raed,23,1996,16.1,2,0,0,23,15,0,19,37,27,,,0,Matches
244,Awadh Khrees,sa KSA,DF,Al-Faisaly,29,1991,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
245,Ayman Al-Khulaif,sa KSA,"FW,MF",Al-Wehda,23,1997,4.8,2,0,0,12,11,0,13,2,5,,,0,Matches
246,Naif Kireiri,sa KSA,DF,Al-Wehda,22,1998,11.5,3,1,0,14,9,0,37,15,9,,,0,Matches
247,Filip Kiss,sk SVK,"DF,MF",Al-Ettifaq,29,1990,28.0,9,0,0,54,26,1,13,44,28,,,0,Matches
248,Maksym Koval,ua UKR,GK,Al-Fateh,27,1992,29.0,3,0,0,2,4,0,0,4,0,,,0,Matches
249,Amiri Kurdi,sa KSA,"DF,MF",Al-Hilal,28,1991,4.8,1,0,0,15,8,0,16,2,6,,,0,Matches
250,Mohammed Al-Kwikbi,sa KSA,MF,Al-Ettifaq,25,1994,24.0,2,0,0,12,42,1,124,22,18,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
251,Ali Lajami,sa KSA,DF,Al-Nassr,24,1996,9.7,2,0,0,12,5,0,4,17,7,,,0,Matches
252,Qassem Lajami,sa KSA,DF,Al-Fateh,24,1996,4.6,1,0,0,9,6,1,0,12,4,,,0,Matches
253,Cristian Lema,ar ARG,DF,Damac,30,1990,10.2,4,1,0,18,8,0,1,21,8,,,0,Matches
254,Igor Lichnovsky,cl CHI,DF,Al-Shabab,26,1994,26.0,3,1,0,26,21,0,1,50,21,,,0,Matches
255,Lucas Lima,br BRA,DF,Al-Ahli,28,1991,25.8,5,0,0,47,28,3,114,38,25,,,0,Matches
256,Raïs M'Bolhi,dz ALG,GK,Al-Ettifaq,34,1986,18.0,3,0,0,1,3,0,0,1,0,,,0,Matches
257,Abdullah Madu,sa KSA,DF,Al-Nassr,27,1993,16.7,4,0,0,21,10,0,1,12,7,,,0,Matches
258,Ali Maedi,ee EST,DF,Abha,29,1991,4.0,2,1,1,5,6,1,7,12,7,,,0,Matches
259,Abdullah Magrashi,sa KSA,MF,Al-Raed,22,1997,4.7,1,0,0,10,5,0,1,4,5,,,0,Matches
260,Ibrahim Mahnashi,sa KSA,MF,Al-Ettifaq,20,1999,4.0,3,0,0,11,10,0,4,7,10,,,0,Matches
261,Maicon,br BRA,DF,Al-Nassr,31,1988,16.0,4,0,0,14,6,3,4,26,13,,,1,Matches
262,Mohammed Al Majhad,sa KSA,MF,Al-Ahli,22,1998,3.1,0,0,0,7,3,0,2,6,4,,,0,Matches
263,Abdulaziz Majrashi,sa KSA,MF,Damac,29,1991,9.0,3,1,0,11,14,1,15,6,7,,,0,Matches
264,Ali Majrashi,sa KSA,DF,Al-Shabab,20,1999,0.6,0,0,0,3,2,0,3,2,4,,,0,Matches
265,Ali Majrashi,sa KSA,DF,Al-Faisaly,20,1999,8.0,3,0,0,9,34,0,27,13,17,,,0,Matches
266,Mohammed Majrashi,sa KSA,"MF,FW",Al-Fateh,29,1991,5.9,1,0,0,15,5,2,1,2,1,,,0,Matches
267,Mustafa Malayekah,sa KSA,GK,Al-Faisaly,34,1986,27.0,4,0,0,3,5,0,0,1,1,,,0,Matches
268,Abdulellah Al-Malki,sa KSA,MF,Al-Ittihad,25,1994,21.0,7,0,0,41,29,2,13,26,23,,,0,Matches
269,Sandro Manoel,br BRA,MF,Al-Taawoun,32,1988,14.4,2,0,0,28,11,0,61,18,16,,,0,Matches
270,Hamad Al Mansour,sa KSA,DF,Al-Ittihad,27,1993,4.6,2,0,0,11,4,0,34,6,5,,,1,Matches
271,Marko Marin,de GER,MF,Al-Raed,31,1989,9.0,1,0,0,9,8,0,51,6,4,,,0,Matches
272,Marko Marin,de GER,MF,Al-Ahli,31,1989,6.0,0,0,0,1,6,1,23,2,2,,,0,Matches
273,Mohammed Marran,sa KSA,FW,Al-Nassr,19,2001,1.0,3,1,1,6,4,1,2,0,0,,,0,Matches
274,Fábio Martins,pt POR,MF,Al-Shabab,27,1993,23.0,7,0,0,52,76,7,65,24,29,,,0,Matches
275,Naif Al Mas,sa KSA,DF,Al-Batin,20,2000,9.7,1,0,0,9,2,0,1,12,14,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
276,Faisel Masrahi,sa KSA,GK,Al-Qadsiah,27,1993,27.5,2,0,0,0,7,0,1,1,0,,,0,Matches
277,Abdullah Al-Mayouf,sa KSA,GK,Al-Hilal,33,1987,19.0,1,0,0,0,3,0,1,1,0,,,0,Matches
278,Sultan Mendash,sa KSA,MF,Al-Ahli,25,1994,6.2,1,0,0,18,12,3,23,5,12,,,0,Matches
279,Alexander Merkel,kz KAZ,MF,Al-Faisaly,28,1992,22.9,9,0,0,42,21,0,21,27,23,,,0,Matches
280,Karol Mets,ee EST,DF,Al-Ettifaq,27,1993,20.4,2,0,0,16,3,1,3,25,12,,,0,Matches
281,Abdelali Mhamdi,ma MAR,GK,Abha,28,1991,30.0,4,0,0,0,4,0,0,3,3,,,0,Matches
282,Nemanja Miletić,rs SRB,DF,Al-Raed,29,1991,29.0,3,1,1,18,15,0,14,43,20,,,0,Matches
283,Alexandru Mitriță,ro ROU,"MF,FW",Al-Ahli,25,1995,16.2,1,0,0,17,37,4,21,4,9,,,0,Matches
284,Salman Al-Moasher,sa KSA,"MF,FW",Al-Ahli,31,1988,18.7,3,0,0,26,46,5,37,15,15,,,0,Matches
285,Tariq Mohammed,sa KSA,"DF,MF",Damac,24,1995,21.3,4,0,0,24,20,0,82,36,26,,,0,Matches
286,Mohammed Mohsen Harzan,sa KSA,MF,Damac,31,1989,13.0,3,0,0,7,33,2,30,10,12,,,0,Matches
287,Bader Monshi,sa KSA,MF,Damac,21,1999,8.4,6,1,1,26,6,0,2,11,16,,,0,Matches
288,Hussain Al Moqahwi,sa KSA,MF,Al-Ahli,32,1988,11.3,1,0,0,18,39,6,24,4,11,,,0,Matches
289,Anselmo de Moraes,br BRA,MF,Al-Wehda,31,1989,25.5,12,0,0,48,67,3,9,26,45,,,0,Matches
290,Danilo Moreno Asprilla,co COL,"FW,MF",Al-Qadsiah,31,1989,14.8,7,1,1,19,36,6,26,3,6,,,0,Matches
291,Yasser Al Mosailem,sa KSA,GK,Al-Ahli,36,1984,3.2,0,0,0,0,0,0,0,0,0,,,0,Matches
292,Nooh Al-Mousa,sa KSA,MF,Al-Ahli,29,1991,19.2,2,0,0,33,22,0,11,22,29,,,0,Matches
293,Ryan Al-Mousa,sa KSA,MF,Al-Taawoun,26,1994,11.1,6,1,0,35,8,0,4,15,18,,,0,Matches
294,Amadou Moutari,ne NIG,"MF,FW",Al-Ain,26,1994,23.7,5,0,0,45,42,18,48,12,29,,,0,Matches
295,Hassan Muath Fallatah,sa KSA,"DF,MF",Al-Ain,34,1986,9.3,0,0,0,7,11,0,48,9,9,,,0,Matches
296,Muteb Al Mufarrij,sa KSA,DF,Al-Hilal,23,1996,5.5,1,0,0,10,5,0,0,8,7,,,0,Matches
297,Abdullah Al Mugren,sa KSA,"MF,FW",Al-Raed,23,1996,20.2,3,0,0,46,41,3,32,15,27,,,0,Matches
298,Ahmed Musa,ng NGA,FW,Al-Nassr,27,1992,1.2,0,0,0,1,0,1,8,0,0,,,0,Matches
299,Adel Al Muwallad,sa KSA,DF,Al-Qadsiah,23,1997,1.8,2,0,0,4,3,0,0,3,1,,,0,Matches
300,Fahad Al Muwallad,sa KSA,"MF,FW",Al-Ittihad,25,1994,16.6,1,0,0,21,40,2,25,12,10,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
301,Mansour Al Muwallad,sa KSA,FW,Damac,23,1997,0.0,0,0,0,1,0,0,0,0,0,,,0,Matches
302,Alfred N'Diaye,sn SEN,MF,Al-Shabab,30,1990,25.3,4,0,0,40,22,0,4,27,18,,,0,Matches
303,Sumaihan Al-Nabet,sa KSA,MF,Al-Taawoun,24,1996,18.8,6,0,0,46,59,6,84,30,21,,,0,Matches
304,Mohamed Nahiri,ma MAR,"MF,DF",Al-Ain,28,1991,11.5,1,0,0,21,11,4,21,13,15,,,0,Matches
305,Ammar Al-Najar,sa KSA,MF,Al-Shabab,23,1997,0.4,0,0,0,1,1,2,4,0,2,,,0,Matches
306,Ammar Al-Najar,sa KSA,MF,Abha,23,1997,1.3,0,0,0,1,0,0,5,1,3,,,0,Matches
307,Mansour Al Najar,sa KSA,MF,Al-Qadsiah,,,1.9,0,1,0,8,5,0,0,2,2,,,0,Matches
308,Muhannad Al Najei,sa KSA,MF,Damac,26,1994,10.1,4,0,0,11,5,0,1,13,8,,,0,Matches
309,Sami Al-Najei,sa KSA,MF,Al-Nassr,23,1997,15.3,2,0,0,33,30,3,26,10,8,,,0,Matches
310,Mohammed Naji,sa KSA,DF,Al-Fateh,26,1993,8.0,2,0,0,13,9,0,1,17,4,,,0,Matches
311,Raghid Najjar,sa KSA,GK,Al-Wehda,23,1996,3.0,0,0,0,0,1,0,0,0,0,,,0,Matches
312,Ibrahim Al Nakhli,sa KSA,"DF,MF",Damac,23,1997,8.2,3,1,1,11,7,0,3,27,10,,,0,Matches
313,Saleh Al Nashmi,sa KSA,DF,Al-Fateh,24,1995,3.2,1,0,0,6,0,0,6,5,4,,,0,Matches
314,Awad Al Nashri,sa KSA,MF,Al-Ittihad,18,2002,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
315,Hussain Al Nattar,sa KSA,"MF,FW",Al-Qadsiah,20,2000,5.5,4,0,0,14,14,0,10,5,7,,,0,Matches
316,Badou Ndiaye,sn SEN,MF,Al-Ain,29,1990,12.6,4,0,0,21,41,1,3,10,18,,,0,Matches
317,Ali Al Nemer,sa KSA,MF,Al-Taawoun,28,1991,4.7,2,0,0,10,17,2,15,3,6,,,0,Matches
318,Youssouf Niakaté,ml MLI,FW,Al-Wehda,27,1992,20.3,4,0,0,35,25,19,17,9,8,,,0,Matches
319,M'Baye Niang,sn SEN,FW,Al-Ahli,25,1994,1.4,0,0,0,2,2,0,0,0,0,,,0,Matches
320,Gonzalo Nicolás Martínez,ar ARG,MF,Al-Nassr,27,1993,15.7,4,0,0,18,33,2,95,8,9,,,0,Matches
321,Nemanja Nikolić,me MNE,FW,Al-Raed,27,1992,10.5,2,0,0,23,15,3,5,5,3,,,0,Matches
322,Peter Nworah,ng NGA,MF,Al-Ain,29,1990,0.9,1,0,0,4,2,0,2,1,4,,,0,Matches
323,Abdulmajeed Obaid,sa KSA,MF,Al-Batin,24,1995,2.6,0,0,0,7,10,1,9,3,2,,,0,Matches
324,Abdurahman Al-Obaid,sa KSA,DF,Al-Nassr,27,1993,16.4,4,0,0,32,16,1,74,27,30,,,0,Matches
325,Stanley Ohawuchi,ng NGA,"MF,FW",Al-Qadsiah,30,1990,27.9,4,1,0,54,72,6,45,20,14,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
326,Saleh Al Ohaymid,sa KSA,GK,Al-Ain,22,1998,2.8,0,0,0,0,1,0,0,0,0,,,0,Matches
327,Madallah Al-Olayan,sa KSA,DF,Al-Hilal,25,1994,5.1,1,0,0,6,9,0,15,5,9,,,0,Matches
328,Ismail Omar,sa KSA,"MF,FW",Al-Faisaly,28,1992,6.0,1,0,0,11,14,1,11,5,9,,,0,Matches
329,Nasser Al Omran,sa KSA,MF,Al-Shabab,23,1997,0.9,0,0,0,6,1,0,1,0,3,,,0,Matches
330,Thaar Al Otaibi,sa KSA,FW,Abha,20,1999,0.7,0,0,0,1,0,0,2,3,1,,,0,Matches
331,Saqer Otaif,sa KSA,MF,Al-Fateh,29,1990,2.0,1,0,0,5,7,0,2,6,7,,,0,Matches
332,Abdullah Otayf,sa KSA,MF,Al-Hilal,27,1992,7.5,0,0,0,5,13,0,2,10,6,,,0,Matches
333,Othman Al Othman,sa KSA,MF,Al-Fateh,17,2003,0.0,1,0,0,1,0,0,0,0,0,,,0,Matches
334,Omar Al Oudah,sa KSA,DF,Al-Batin,21,1998,15.3,3,0,0,9,14,2,36,26,13,,,0,Matches
335,Mohammed Al Oufi,sa KSA,DF,Al-Ittihad,17,2002,0.2,0,0,0,0,1,0,6,1,1,,,0,Matches
336,Mohammed Al-Owais,sa KSA,GK,Al-Ahli,28,1991,20.0,2,0,0,2,7,0,0,0,1,,,0,Matches
337,Abdullah Al-Owaishir,sa KSA,GK,Al-Wehda,29,1991,27.0,3,0,0,1,13,0,0,0,1,,,0,Matches
338,Samuel Owusu,gh GHA,"MF,FW",Al-Ahli,24,1996,7.6,1,0,0,7,8,5,11,10,5,,,0,Matches
339,Pedrão,br BRA,DF,Al-Wehda,27,1992,16.0,3,0,0,15,4,0,4,13,10,,,0,Matches
340,Amahl Pellegrino,no NOR,MF,Damac,30,1990,6.3,0,0,0,5,8,1,4,7,3,,,0,Matches
341,Dimitri Petratos,au AUS,MF,Al-Wehda,27,1992,17.4,0,0,0,24,7,3,128,5,4,,,0,Matches
342,Petros,br BRA,MF,Al-Nassr,31,1989,25.7,8,0,0,35,69,3,3,24,36,,,0,Matches
343,Aleksandar Prijović,rs SRB,FW,Al-Ittihad,30,1990,17.7,1,0,0,26,7,7,13,7,0,,,0,Matches
344,Abdulkareem Al-Qahtani,sa KSA,MF,Al-Wehda,27,1993,0.4,0,0,0,0,1,0,1,0,1,,,0,Matches
345,Abdullah Al Qahtani,sa KSA,"MF,FW",Abha,21,1999,2.6,0,0,0,2,6,1,3,0,3,,,0,Matches
346,Abdullah Al Qahtani,sa KSA,MF,Al-Faisaly,21,1999,1.7,0,0,0,6,2,1,3,2,3,,,0,Matches
347,Abdulmohsen Al-Qahtani,sa KSA,MF,Al-Qadsiah,21,1999,1.3,0,0,0,0,3,1,2,1,2,,,0,Matches
348,Eid Al Qahtani,sa KSA,MF,Al-Ain,19,2000,0.0,0,0,0,0,0,0,0,0,1,,,0,Matches
349,Husain Al Qahtani,sa KSA,MF,Al-Shabab,25,1994,13.4,3,1,0,33,8,0,2,15,18,,,0,Matches
350,Meshari Al Qahtani,sa KSA,MF,Al-Wehda,23,1997,0.5,0,0,0,2,1,0,4,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
351,Dhaifallah Al-Qarni,sa KSA,MF,Al-Batin,31,1988,22.5,2,0,0,33,17,1,53,25,20,,,1,Matches
352,Fawaz Al-Qarni,sa KSA,GK,Al-Ittihad,28,1992,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
353,Mohammed Al-Qarni,sa KSA,MF,Al-Wehda,30,1989,11.7,4,0,0,15,15,1,2,19,17,,,0,Matches
354,Saeed Al Qarni,sa KSA,MF,Al-Ain,31,1989,9.0,4,0,0,6,11,0,0,15,5,,,0,Matches
355,Hussain Qassem,sa KSA,DF,Al-Faisaly,22,1997,2.7,2,0,0,3,2,0,3,11,6,,,0,Matches
356,Mohammed Qassem,sa KSA,DF,Al-Faisaly,25,1995,26.3,5,0,0,29,39,3,150,33,15,,,0,Matches
357,Hassan Al-Qeed,sa KSA,MF,Al-Ahli,22,1998,1.3,1,0,0,3,5,0,4,1,2,,,0,Matches
358,Saleh Al-Qumaizi,sa KSA,DF,Al-Ettifaq,28,1991,22.4,2,1,0,38,17,1,76,45,21,,,0,Matches
359,Hassan Raghfawi,sa KSA,DF,Al-Batin,24,1995,9.7,3,1,1,17,11,0,21,18,9,,,0,Matches
360,Raphael,br BRA,DF,Al-Faisaly,28,1992,26.0,7,0,0,36,26,0,6,39,24,,,0,Matches
361,Abdullah Al-Rashidi,sa KSA,MF,Al-Ain,,,0.3,0,0,0,0,0,0,2,0,1,,,0,Matches
362,Fahad Al Rashidi,sa KSA,MF,Al-Taawoun,23,1997,2.4,0,0,0,4,2,0,8,2,0,,,0,Matches
363,Noor Al Rashidi,sa KSA,DF,Al-Wehda,25,1995,3.5,0,0,0,3,6,1,3,10,4,,,0,Matches
364,Mohamed Rayhi,nl NED,"MF,FW",Al-Batin,26,1994,22.0,0,0,0,45,52,7,61,19,28,,,0,Matches
365,Ahmed Al-Rehaili,sa KSA,GK,Al-Raed,25,1994,5.0,2,0,0,1,0,0,0,0,0,,,0,Matches
366,Abdulrahman Al-Rio,sa KSA,DF,Damac,26,1994,4.6,3,0,0,2,7,0,18,14,8,,,0,Matches
367,Garry Rodrigues,cv CPV,MF,Al-Ittihad,29,1990,11.5,0,0,0,8,19,3,20,2,6,,,0,Matches
368,Romarinho,br BRA,"MF,FW",Al-Ittihad,29,1990,28.2,1,0,0,19,52,11,54,12,7,,,0,Matches
369,Igor Rossi Branco,br BRA,DF,Al-Faisaly,31,1989,24.2,8,0,0,33,20,1,0,34,14,,,0,Matches
370,Masoud Al Rubaie,sa KSA,DF,Al-Batin,24,1995,3.8,1,0,0,3,4,0,0,9,3,,,0,Matches
371,Saeed Al Rubaie,sa KSA,DF,Al-Ettifaq,26,1994,15.4,1,0,0,34,7,0,4,19,14,,,1,Matches
372,Omar Al Ruwaili,sa KSA,FW,Abha,24,1996,0.4,1,0,0,0,2,0,0,0,0,,,0,Matches
373,Marwane Saâdane,ma MAR,"DF,MF",Al-Fateh,28,1992,24.8,7,0,0,37,11,1,1,57,26,,,1,Matches
374,Mohammed Al-Saeed,sa KSA,"MF,FW",Al-Fateh,23,1996,12.0,2,0,0,13,11,2,92,6,6,,,0,Matches
375,Abdulrahman Al Safari,sa KSA,MF,Al-Qadsiah,27,1993,8.4,3,0,0,24,8,0,5,12,9,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
376,Mubarak Al Sagoor,sa KSA,DF,Al-Wehda,26,1994,0.6,1,0,0,2,0,0,0,3,1,,,1,Matches
377,Ziyad Al-Sahafi,sa KSA,DF,Al-Ittihad,25,1994,20.0,4,0,0,16,8,0,1,15,4,,,0,Matches
378,Mohammed Al Sahlawi,sa KSA,FW,Al-Taawoun,33,1987,2.3,0,0,0,0,1,2,3,0,2,,,0,Matches
379,Mohammed Al Sahli,sa KSA,"FW,MF",Al-Raed,28,1992,9.3,4,0,0,17,16,0,20,5,7,,,0,Matches
380,Mohammed Al-Saiari,sa KSA,"MF,FW",Al-Faisaly,27,1993,7.5,6,0,0,18,23,1,4,3,7,,,0,Matches
381,Bilel Saidani,tn TUN,MF,Damac,27,1993,12.2,4,0,0,20,8,2,27,6,18,,,0,Matches
382,Abdulla Al Salem,sa KSA,FW,Al-Ettifaq,27,1992,9.5,0,0,0,11,11,4,6,4,13,,,0,Matches
383,Mohammed Salem,sa KSA,DF,Al-Shabab,34,1985,18.9,6,0,0,20,12,2,33,21,13,,,0,Matches
384,Zakaria Sami,sa KSA,MF,Al-Batin,28,1992,24.1,7,0,0,30,33,2,13,31,40,,,0,Matches
385,Abdullah Al-Samtai,sa KSA,MF,Damac,,,0.5,0,0,0,0,0,0,0,0,1,,,0,Matches
386,Abdoulaye Sané,sn SEN,"MF,FW",Al-Taawoun,27,1992,14.9,0,0,0,22,20,4,21,6,6,,,0,Matches
387,Iago Santos,br BRA,DF,Al-Taawoun,28,1992,25.0,8,0,0,33,25,2,2,32,26,,,1,Matches
388,Sultan Al-Sawadi,sa KSA,MF,Al-Wehda,27,1992,0.6,0,0,0,1,0,1,4,0,0,,,0,Matches
389,Abdulmajeed Al-Sawat,sa KSA,MF,Al-Ittihad,25,1995,1.7,3,0,0,3,8,0,1,2,3,,,0,Matches
390,Ramzi Sawlan,sa KSA,DF,Damac,22,1998,0.9,0,0,0,2,5,0,6,0,0,,,0,Matches
391,Hamad Al Sayyaf,sa KSA,DF,Al-Ettifaq,18,2002,1.7,0,0,0,0,1,0,0,4,3,,,0,Matches
392,Xandro Schenk,nl NED,DF,Al-Batin,27,1993,24.0,3,0,0,15,3,1,5,30,9,,,0,Matches
393,Sebá,br BRA,"MF,FW",Al-Shabab,28,1992,14.3,0,0,0,15,23,7,22,10,14,,,0,Matches
394,Saad Al-Selouli,sa KSA,"MF,DF",Al-Ettifaq,22,1998,4.9,0,0,0,4,12,0,16,3,4,,,0,Matches
395,Hussain Shae'an,sa KSA,GK,Al-Taawoun,31,1989,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches
396,Abdulaziz Al Shahrani,sa KSA,MF,Damac,25,1994,1.7,0,0,0,4,3,0,3,3,1,,,0,Matches
397,Yasser Al-Shahrani,sa KSA,DF,Al-Hilal,28,1992,26.1,3,0,0,32,22,6,88,33,29,,,0,Matches
398,Abdullah Al-Shamekh,sa KSA,"MF,DF",Al-Shabab,27,1993,5.4,2,0,0,4,8,0,25,11,6,,,0,Matches
399,Mohammed Al Shammari,sa KSA,GK,Al-Ain,28,1991,7.5,0,0,0,2,5,0,0,0,0,,,0,Matches
400,Yousef Al Shammari,sa KSA,MF,Al-Batin,22,1997,6.0,1,0,0,9,15,2,13,9,8,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
401,Abdulmalek Al-Shammeri,sa KSA,"DF,MF",Al-Batin,24,1995,18.5,4,0,0,24,17,0,51,28,23,,,0,Matches
402,Fahad Al Shammeri,sa KSA,FW,Al-Batin,,,3.8,2,0,0,6,3,2,38,5,8,,,0,Matches
403,Sajar Al Shammeri,,FW,Al-Ain,,,0.2,0,0,0,0,0,0,1,0,0,,,0,Matches
404,Hamdan Al-Shamrani,sa KSA,DF,Al-Ittihad,23,1996,12.6,2,0,0,19,16,0,26,29,23,,,0,Matches
405,Ahmed Sharahili,sa KSA,DF,Al-Shabab,26,1994,20.7,4,0,0,16,10,0,1,31,15,,,0,Matches
