rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Dirk Abels,nl NED,DF,Sparta R'dam,23,1997,27.9,1082,1471,73.6,19438,9992,489,560,465,610,112,235,3,2.2,2.2,+0.8,30,137,23,11,140,Matches
2,Nassim El Ablak,nl NED,"MF,FW",Fortuna Sittard,20,2000,0.2,8,15,53.3,149,107,2,3,5,7,1,4,0,0.1,0.1,-0.1,1,2,1,0,4,Matches
3,Zakaria Aboukhlal,ma MAR,"FW,MF",AZ Alkmaar,20,2000,8.2,117,165,70.9,1488,324,79,97,28,40,4,11,0,0.7,0.3,-0.7,7,5,5,0,14,Matches
4,Paulos Abraham,se SWE,"FW,MF",Groningen,18,2002,4.0,51,84,60.7,600,173,30,44,14,23,0,2,0,0.2,0.1,-0.2,4,4,0,0,4,Matches
5,Bobby Adekanye,nl NED,"FW,MF",ADO Den Haag,21,1999,8.2,124,159,78.0,1711,374,81,92,33,45,6,11,0,0.3,0.5,-0.3,2,8,5,0,12,Matches
6,Shawn Adewoye,be BEL,DF,RKC Waalwijk,20,2000,1.4,47,50,94.0,992,227,12,12,30,31,5,7,0,0.0,0.0,0.0,0,2,1,0,3,Matches
7,Luka Adžić,rs SRB,FW,Emmen,21,1998,9.0,193,250,77.2,2744,460,114,129,60,74,10,20,0,0.3,0.6,-0.3,4,9,4,3,10,Matches
8,Rohat Agca,nl NED,MF,Heracles Almelo,18,2001,0.6,23,27,85.2,372,39,11,14,10,11,1,1,0,0.0,0.0,0.0,0,0,0,0,2,Matches
9,Hamdi Akujobi,nl NED,"DF,MF",Heerenveen,20,2000,3.8,162,198,81.8,2829,694,70,74,70,83,15,31,0,0.1,0.4,-0.1,2,8,3,3,11,Matches
10,Edson Álvarez,mx MEX,"MF,DF",Ajax,22,1997,17.2,1008,1182,85.3,16822,5690,480,536,440,488,66,96,2,1.2,1.8,+0.8,9,136,13,1,142,Matches
11,Ben Aissa Ben Amar,ma MAR,DF,Utrecht,23,1997,2.0,106,123,86.2,1742,649,51,53,47,52,7,16,1,0.0,0.0,+1.0,1,1,0,0,6,Matches
12,Gregoire Amiot,fr FRA,DF,Fortuna Sittard,25,1995,1.0,29,32,90.6,527,182,12,12,14,15,2,4,0,0.0,0.0,0.0,0,0,0,0,1,Matches
13,Mohamed Amissi,bi BDI,FW,Heracles Almelo,19,2000,0.7,12,15,80.0,167,7,4,6,7,7,0,1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
14,Jamal Amofa,nl NED,DF,ADO Den Haag,21,1998,5.1,174,208,83.7,3573,1414,44,52,108,116,20,34,0,0.0,0.0,0.0,0,9,0,0,14,Matches
15,Martin Angha,ch SUI,DF,Fortuna Sittard,26,1994,30.7,1105,1436,76.9,23160,8619,321,384,622,700,151,311,0,0.5,1.0,-0.5,4,61,7,1,64,Matches
16,Vurnon Anita,cw CUW,MF,RKC Waalwijk,31,1989,28.4,949,1184,80.2,17239,6381,392,444,445,520,95,175,2,1.9,1.3,+0.1,18,129,12,1,151,Matches
17,Jeremy Antonisse,cw CUW,FW,PSV Eindhoven,18,2002,0.0,1,1,100.0,11,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
18,Antony,br BRA,FW,Ajax,20,2000,19.6,728,963,75.6,10726,2378,419,489,227,289,50,86,8,5.7,7.3,+2.3,35,27,52,20,79,Matches
19,Miguel Araujo,pe PER,DF,Emmen,25,1994,32.9,1800,2125,84.7,38587,14404,508,556,998,1069,280,449,1,0.9,0.8,+0.1,12,103,5,1,111,Matches
20,Jafar Arias,cw CUW,FW,VVV-Venlo,25,1995,14.3,348,461,75.5,4825,612,201,250,102,127,19,26,0,2.2,1.7,-2.2,11,22,4,1,23,Matches
21,Jonas Arweiler,de GER,FW,ADO Den Haag,23,1997,12.5,134,253,53.0,2051,456,64,112,46,82,11,15,2,0.7,0.8,+1.3,11,14,4,0,15,Matches
22,Daniel Arzani,au AUS,"FW,MF",Utrecht,21,1999,0.7,23,36,63.9,291,99,15,21,5,7,1,3,1,0.2,0.2,+0.8,2,1,1,0,2,Matches
23,Adil Auassar,nl NED,MF,Sparta R'dam,33,1986,26.8,691,1058,65.3,14042,5172,236,323,332,442,110,248,1,1.0,1.4,0.0,19,108,22,1,115,Matches
24,Sebbe Augustijns,be BEL,MF,RKC Waalwijk,20,1999,1.7,35,50,70.0,473,200,26,30,6,8,2,4,0,0.0,0.0,0.0,0,3,0,0,6,Matches
25,Donis Avdijaj,xk KVX,"FW,MF",Emmen,23,1996,2.8,36,59,61.0,470,55,24,28,9,19,1,4,0,0.0,0.1,0.0,1,1,0,0,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Marouan Azarkan,nl NED,MF,Feyenoord,18,2001,0.1,6,8,75.0,82,39,3,3,1,2,1,2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
27,Ayman Azhil,ma MAR,MF,RKC Waalwijk,19,2001,11.7,401,501,80.0,6601,2009,191,225,172,202,24,47,1,0.1,0.3,+0.9,2,31,4,0,63,Matches
28,Ismail Azzaoui,be BEL,"FW,MF",Heracles Almelo,22,1998,11.9,239,350,68.3,3583,885,131,164,84,121,14,23,2,1.6,1.5,+0.4,11,14,9,0,21,Matches
29,Aliou Badara Baldé,gn GUI,FW,Feyenoord,17,2002,0.5,9,14,64.3,112,53,4,6,3,5,0,1,1,0.4,0.0,+0.6,1,1,0,0,1,Matches
30,Destan Bajselmani,xk KVX,"DF,MF",Zwolle,21,1999,3.9,141,188,75.0,2679,744,49,57,68,89,19,29,0,0.4,0.5,-0.4,2,8,1,1,7,Matches
31,Saïd Bakari,km COM,DF,RKC Waalwijk,25,1994,29.1,1337,1780,75.1,22189,8888,660,771,525,653,111,235,1,2.9,2.2,-1.9,25,97,29,9,133,Matches
32,Sinan Bakış,tr TUR,FW,Heracles Almelo,26,1994,18.1,304,427,71.2,4220,656,173,228,91,127,13,20,0,0.8,0.4,-0.8,12,15,6,0,27,Matches
33,Nick Bakker,nl NED,DF,Emmen,28,1992,24.3,1161,1376,84.4,23650,8621,343,382,686,741,127,234,0,0.6,0.6,-0.6,5,56,4,0,59,Matches
34,Remco Balk,nl NED,"FW,MF",Utrecht,19,2001,0.2,1,7,14.3,24,10,0,2,1,3,0,1,0,0.0,0.1,0.0,0,0,1,0,1,Matches
35,Remco Balk,nl NED,"FW,MF",Groningen,19,2001,3.2,28,43,65.1,503,96,11,20,16,20,1,1,0,0.5,0.1,-0.5,3,1,3,0,6,Matches
36,Naoufal Bannis,nl NED,FW,Feyenoord,18,2002,0.9,17,23,73.9,162,26,13,18,1,1,0,0,0,0.1,0.0,-0.1,2,1,0,0,0,Matches
37,Aaron Bastiaans,nl NED,FW,VVV-Venlo,18,2002,0.3,4,7,57.1,27,10,3,5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
38,Oliver Batista-Meier,de GER,"MF,FW",Heerenveen,19,2001,7.7,144,192,75.0,2002,400,83,102,47,60,6,13,1,0.9,0.3,+0.1,7,10,6,0,12,Matches
39,Timo Baumgartl,de GER,DF,PSV Eindhoven,24,1996,6.1,336,398,84.4,5944,2503,144,154,153,178,34,57,0,0.1,0.2,-0.1,3,29,3,0,35,Matches
40,Riechedly Bazoer,cw CUW,DF,Vitesse,23,1996,27.2,1505,1760,85.5,31624,11408,532,570,674,727,274,405,1,2.4,2.4,-1.4,31,129,19,4,159,Matches
41,Sven van Beek,nl NED,DF,Willem II,26,1994,12.7,481,614,78.3,10797,4104,121,151,256,286,98,164,0,0.1,0.2,-0.1,2,31,2,1,41,Matches
42,Mike van Beijnen,nl NED,"MF,FW",Fortuna Sittard,21,1999,0.3,8,10,80.0,139,19,3,5,4,4,1,1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
43,Hilal Ben Moussa,nl NED,MF,Emmen,28,1992,14.0,632,756,83.6,10085,2315,324,366,252,285,40,67,0,0.5,0.3,-0.5,6,47,2,1,44,Matches
44,Mitchell van Bergen,nl NED,"FW,MF",Heerenveen,20,1999,30.2,673,933,72.1,10318,2125,368,437,232,307,46,101,1,4.9,4.8,-3.9,47,26,46,25,50,Matches
45,Steven Berghuis,nl NED,FW,Feyenoord,28,1991,29.4,1387,1844,75.2,26750,8790,608,702,504,642,231,388,12,9.2,11.1,+2.8,91,173,111,26,273,Matches
46,Emil Bergström,se SWE,DF,Utrecht,27,1993,4.6,229,262,87.4,4412,1607,74,83,130,140,24,34,0,0.1,0.1,-0.1,2,9,2,0,16,Matches
47,Jorn Berkhout,nl NED,DF,AZ Alkmaar,18,2002,0.1,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
48,Lucas Bernadou,fr FRA,MF,Emmen,19,2000,13.0,629,729,86.3,10310,2177,299,330,251,271,52,74,0,0.4,0.6,-0.4,8,34,1,0,44,Matches
49,Matúš Bero,sk SVK,MF,Vitesse,24,1995,25.4,840,1049,80.1,12581,2804,477,553,291,338,43,77,5,4.6,3.1,+0.4,41,58,22,1,96,Matches
50,Vicente Besuijen,nl NED,"FW,MF",ADO Den Haag,19,2001,22.6,342,451,75.8,5347,785,178,202,123,154,23,46,3,2.0,1.4,+1.0,20,8,13,4,24,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
51,Tom Beugelsdijk,nl NED,DF,Sparta R'dam,29,1990,22.4,612,797,76.8,12779,5049,182,209,328,396,93,165,0,0.4,0.3,-0.4,4,38,1,0,38,Matches
52,Peet Bijen,nl NED,DF,ADO Den Haag,25,1995,6.0,255,303,84.2,5632,1989,53,60,160,176,38,58,0,0.0,0.1,0.0,1,19,2,0,23,Matches
53,Glenn Bijl,nl NED,DF,Emmen,25,1995,28.2,1576,2045,77.1,26123,8591,800,911,575,719,150,279,2,3.3,3.2,-1.3,26,88,32,11,127,Matches
54,Teun Bijleveld,nl NED,MF,Heracles Almelo,22,1998,11.9,387,501,77.2,7039,1932,160,191,174,205,45,79,1,1.3,1.1,-0.3,15,29,6,1,49,Matches
55,Justin Bijlow,nl NED,GK,Feyenoord,22,1998,14.0,372,513,72.5,10396,8012,63,63,199,202,109,244,0,0.0,0.0,0.0,1,7,0,0,0,Matches
56,Marco Bizot,nl NED,GK,AZ Alkmaar,29,1991,32.9,964,1260,76.5,23627,16190,238,240,491,494,232,518,0,0.0,0.0,0.0,0,7,0,0,0,Matches
