rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Dirk Abels,nl NED,DF,Sparta R'dam,23,1997,27.9,65,34,40,19,6,46,82,36,35,12,23,55,120,82,0,Matches
2,Nassim El Ablak,nl NED,"MF,FW",Fortuna Sittard,20,2000,0.2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,Matches
3,Zakaria Aboukhlal,ma MAR,"FW,MF",AZ Alkmaar,20,2000,8.2,9,6,6,2,1,2,12,10,10,0,10,3,12,4,0,Matches
4,Paulos Abraham,se SWE,"FW,MF",Groningen,18,2002,4.0,10,5,2,4,4,4,9,5,4,0,4,0,10,3,0,Matches
5,Bobby Adekanye,nl NED,"FW,MF",ADO Den Haag,21,1999,8.2,9,5,5,3,1,4,10,6,7,0,7,2,11,7,0,Matches
6,Shawn Adewoye,be BEL,DF,RKC Waalwijk,20,2000,1.4,0,0,0,0,0,0,1,1,1,0,1,2,2,6,0,Matches
7,Luka Adžić,rs SRB,FW,Emmen,21,1998,9.0,11,6,5,5,1,5,19,14,7,0,7,6,17,6,0,Matches
8,Rohat Agca,nl NED,MF,Heracles Almelo,18,2001,0.6,2,2,1,0,1,0,1,1,3,1,2,0,2,0,0,Matches
9,Hamdi Akujobi,nl NED,"DF,MF",Heerenveen,20,2000,3.8,11,8,5,5,1,5,5,0,11,5,6,7,18,10,0,Matches
10,Edson Álvarez,mx MEX,"MF,DF",Ajax,22,1997,17.2,42,26,18,19,5,14,42,28,24,5,19,34,76,35,0,Matches
11,Ben Aissa Ben Amar,ma MAR,DF,Utrecht,23,1997,2.0,0,0,0,0,0,0,2,2,1,1,0,1,1,4,1,Matches
12,Gregoire Amiot,fr FRA,DF,Fortuna Sittard,25,1995,1.0,3,0,3,0,0,3,4,1,3,2,1,1,4,4,0,Matches
13,Mohamed Amissi,bi BDI,FW,Heracles Almelo,19,2000,0.7,2,1,2,0,0,0,0,0,0,0,0,0,2,1,0,Matches
14,Jamal Amofa,nl NED,DF,ADO Den Haag,21,1998,5.1,16,8,15,1,0,10,17,7,7,5,2,10,26,16,1,Matches
15,Martin Angha,ch SUI,DF,Fortuna Sittard,26,1994,30.7,44,27,28,15,1,27,61,34,33,18,15,44,88,125,1,Matches
16,Vurnon Anita,cw CUW,MF,RKC Waalwijk,31,1989,28.4,54,32,25,26,3,23,45,22,41,6,35,46,100,22,0,Matches
17,Jeremy Antonisse,cw CUW,FW,PSV Eindhoven,18,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
18,Antony,br BRA,FW,Ajax,20,2000,19.6,23,13,6,8,9,9,29,20,17,0,17,7,30,6,0,Matches
19,Miguel Araujo,pe PER,DF,Emmen,25,1994,32.9,58,34,47,11,0,25,42,17,52,35,17,59,117,140,3,Matches
20,Jafar Arias,cw CUW,FW,VVV-Venlo,25,1995,14.3,10,8,1,7,2,5,10,5,7,2,5,2,12,6,0,Matches
21,Jonas Arweiler,de GER,FW,ADO Den Haag,23,1997,12.5,1,1,0,1,0,1,3,2,7,3,4,0,1,23,0,Matches
22,Daniel Arzani,au AUS,"FW,MF",Utrecht,21,1999,0.7,2,2,1,1,0,1,3,2,1,0,1,1,3,0,0,Matches
23,Adil Auassar,nl NED,MF,Sparta R'dam,33,1986,26.8,68,39,26,36,6,23,50,27,46,12,34,48,116,51,2,Matches
24,Sebbe Augustijns,be BEL,MF,RKC Waalwijk,20,1999,1.7,3,2,0,3,0,2,4,2,5,2,3,5,8,7,0,Matches
25,Donis Avdijaj,xk KVX,"FW,MF",Emmen,23,1996,2.8,6,2,4,1,1,1,4,3,3,0,3,2,8,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Marouan Azarkan,nl NED,MF,Feyenoord,18,2001,0.1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,Matches
27,Ayman Azhil,ma MAR,MF,RKC Waalwijk,19,2001,11.7,21,11,13,8,0,11,35,24,15,2,13,6,27,19,0,Matches
28,Ismail Azzaoui,be BEL,"FW,MF",Heracles Almelo,22,1998,11.9,32,19,12,17,3,10,33,23,12,1,11,10,42,11,0,Matches
29,Aliou Badara Baldé,gn GUI,FW,Feyenoord,17,2002,0.5,2,1,0,2,0,1,1,0,4,0,4,1,3,0,0,Matches
30,Destan Bajselmani,xk KVX,"DF,MF",Zwolle,21,1999,3.9,5,1,3,2,0,3,9,6,6,1,5,10,15,10,0,Matches
31,Saïd Bakari,km COM,DF,RKC Waalwijk,25,1994,29.1,79,43,51,24,4,45,90,45,37,8,29,71,150,64,3,Matches
32,Sinan Bakış,tr TUR,FW,Heracles Almelo,26,1994,18.1,14,7,3,8,3,5,16,11,10,0,10,6,20,7,0,Matches
33,Nick Bakker,nl NED,DF,Emmen,28,1992,24.3,15,10,13,2,0,6,14,8,30,20,10,28,43,89,1,Matches
34,Remco Balk,nl NED,"FW,MF",Utrecht,19,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
