rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Dirk Abels,nl NED,DF,Sparta R'dam,23,1997,31,28,2507,27.9,1,3,4,1,0,0,3,0,0.2,0.2,2.2,2.4,22,140,83,0.04,0.11,0.14,0.04,0.14,0.01,0.08,0.09,0.01,0.09,Matches
2,Nassim El Ablak,nl NED,"MF,FW",Fortuna Sittard,20,2000,3,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.54,0.00,0.54,Matches
3,Zakaria Aboukhlal,ma MAR,"FW,MF",AZ Alkmaar,20,2000,24,6,742,8.2,4,0,4,4,0,0,2,0,3.3,3.3,0.7,4.0,23,14,70,0.49,0.00,0.49,0.49,0.49,0.40,0.08,0.48,0.40,0.48,Matches
4,Paulos Abraham,se SWE,"FW,MF",Groningen,18,2002,13,2,360,4.0,2,0,2,2,0,0,0,0,2.1,2.1,0.2,2.2,3,4,35,0.50,0.00,0.50,0.50,0.50,0.51,0.04,0.55,0.51,0.55,Matches
5,Bobby Adekanye,nl NED,"FW,MF",ADO Den Haag,21,1999,14,11,741,8.2,2,0,2,2,0,0,1,0,1.2,1.2,0.3,1.5,21,12,49,0.24,0.00,0.24,0.24,0.24,0.15,0.04,0.19,0.15,0.19,Matches
6,Shawn Adewoye,be BEL,DF,RKC Waalwijk,20,2000,3,1,125,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
7,Luka Adžić,rs SRB,FW,Emmen,21,1998,12,12,807,9.0,3,0,3,3,0,0,0,0,4.0,4.0,0.3,4.3,26,10,69,0.33,0.00,0.33,0.33,0.33,0.45,0.03,0.48,0.45,0.48,Matches
8,Rohat Agca,nl NED,MF,Heracles Almelo,18,2001,4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
9,Hamdi Akujobi,nl NED,"DF,MF",Heerenveen,20,2000,6,3,339,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,11,6,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
10,Edson Álvarez,mx MEX,"MF,DF",Ajax,22,1997,24,18,1551,17.2,2,2,4,2,0,0,4,2,4.4,4.4,1.2,5.6,31,142,21,0.12,0.12,0.23,0.12,0.23,0.25,0.07,0.33,0.25,0.33,Matches
