rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,Dirk Abels,nl NED,DF,Sparta R'dam,23,1997,27.9,1471,1157,308,25,0,12,39,283,0,0,0,0,1082,6,25,Matches
2,Nassim El Ablak,nl NED,"MF,FW",Fortuna Sittard,20,2000,0.2,15,15,0,0,0,0,0,0,0,0,0,0,8,0,1,Matches
3,Zakaria Aboukhlal,ma MAR,"FW,MF",AZ Alkmaar,20,2000,8.2,165,161,2,1,0,1,7,1,0,0,0,0,117,2,3,Matches
4,Paulos Abraham,se SWE,"FW,MF",Groningen,18,2002,4.0,84,84,0,0,0,0,1,0,0,0,0,0,51,0,3,Matches
5,Bobby Adekanye,nl NED,"FW,MF",ADO Den Haag,21,1999,8.2,159,156,3,0,0,0,7,3,0,0,0,0,124,0,6,Matches
6,Shawn Adewoye,be BEL,DF,RKC Waalwijk,20,2000,1.4,50,50,0,0,0,0,0,0,0,0,0,0,47,0,0,Matches
7,Luka Adžić,rs SRB,FW,Emmen,21,1998,9.0,250,239,8,2,0,2,20,3,3,2,1,0,193,3,9,Matches
8,Rohat Agca,nl NED,MF,Heracles Almelo,18,2001,0.6,27,27,0,0,0,0,0,0,0,0,0,0,23,0,0,Matches
9,Hamdi Akujobi,nl NED,"DF,MF",Heerenveen,20,2000,3.8,198,166,32,1,0,2,7,31,0,0,0,0,162,0,1,Matches
10,Edson Álvarez,mx MEX,"MF,DF",Ajax,22,1997,17.2,1182,1163,16,11,1,11,3,5,0,0,0,0,1008,3,18,Matches
11,Ben Aissa Ben Amar,ma MAR,DF,Utrecht,23,1997,2.0,123,115,7,7,0,0,0,0,0,0,0,0,106,1,0,Matches
12,Gregoire Amiot,fr FRA,DF,Fortuna Sittard,25,1995,1.0,32,30,2,2,0,0,0,0,0,0,0,0,29,0,0,Matches
13,Mohamed Amissi,bi BDI,FW,Heracles Almelo,19,2000,0.7,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
14,Jamal Amofa,nl NED,DF,ADO Den Haag,21,1998,5.1,208,199,8,8,0,1,1,0,0,0,0,0,174,1,1,Matches
15,Martin Angha,ch SUI,DF,Fortuna Sittard,26,1994,30.7,1436,1348,84,50,1,11,17,32,0,0,0,0,1105,4,13,Matches
16,Vurnon Anita,cw CUW,MF,RKC Waalwijk,31,1989,28.4,1184,1147,33,24,0,3,5,8,0,0,0,0,949,4,18,Matches
17,Jeremy Antonisse,cw CUW,FW,PSV Eindhoven,18,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
18,Antony,br BRA,FW,Ajax,20,2000,19.6,963,926,33,10,0,7,87,14,9,2,0,0,728,4,31,Matches
19,Miguel Araujo,pe PER,DF,Emmen,25,1994,32.9,2125,2049,73,65,1,26,5,8,0,0,0,0,1800,3,18,Matches
20,Jafar Arias,cw CUW,FW,VVV-Venlo,25,1995,14.3,461,430,28,0,2,0,2,1,0,0,0,0,348,3,8,Matches
21,Jonas Arweiler,de GER,FW,ADO Den Haag,23,1997,12.5,253,229,23,1,0,1,1,2,0,0,0,0,134,1,13,Matches
