rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Filip Bednarek,pl POL,GK,Heerenveen,26,1992,6.0,14,3,0,1,2,13.2,0.37,+1.2,+0.20,34,95,35.8,151,36,37.7,33.0,56,67.9,46.4,100,1,1.0,1,0.17,10.1,Matches
2,Justin Bijlow,nl NED,GK,Feyenoord,21,1998,7.0,8,2,0,2,0,8.2,0.27,+0.2,+0.03,25,105,23.8,186,42,37.1,34.3,48,75.0,53.0,80,8,10.0,4,0.57,12.3,Matches
3,Marco Bizot,nl NED,GK,AZ Alkmaar,28,1991,23.0,11,1,1,2,1,15.3,0.21,+5.3,+0.23,76,247,30.8,588,135,32.3,32.4,174,32.8,33.4,251,14,5.6,12,0.52,13.4,Matches
4,Janis Blaswich,de GER,GK,Heracles Almelo,28,1991,26.0,34,3,2,1,0,33.3,0.24,-0.7,-0.03,127,336,37.8,700,145,34.0,32.6,203,48.3,40.7,326,19,5.8,21,0.81,12.6,Matches
5,Rody de Boer,nl NED,GK,AZ Alkmaar,21,1997,1.9,6,1,0,0,0,5.1,0.35,-0.9,-0.46,6,13,46.2,48,11,18.8,24.9,13,30.8,32.0,13,0,0.0,2,1.04,19.2,Matches
6,Jorn Brondeel,be BEL,GK,Twente,25,1993,1.8,4,0,0,2,0,3.5,0.25,-0.5,-0.30,9,28,32.1,50,9,36.0,32.7,22,45.5,37.5,33,1,3.0,0,0.00,8.2,Matches
7,Tim Coremans,nl NED,GK,Sparta R'dam,28,1991,10.0,17,2,1,2,0,16.6,0.34,-0.4,-0.04,77,191,40.3,233,60,46.4,38.8,101,82.2,60.3,173,5,2.9,11,1.10,12.9,Matches
8,Joel Drommel,nl NED,GK,Twente,22,1996,24.2,42,0,0,5,2,41.9,0.30,+1.9,+0.08,135,384,35.2,774,145,40.7,35.8,179,38.5,36.0,350,19,5.4,32,1.32,16.3,Matches
9,Warner Hahn,sr SUR,GK,Heerenveen,27,1992,20.0,27,3,1,5,0,27.0,0.24,0.0,0.00,88,266,33.1,557,118,36.8,34.1,138,44.2,39.8,265,9,3.4,12,0.60,12.7,Matches
10,Ariel Harush,il ISR,GK,Sparta R'dam,31,1988,16.0,27,4,0,3,0,24.0,0.30,-3.0,-0.19,120,308,39.0,328,47,53.0,42.1,153,87.6,60.4,256,8,3.1,17,1.06,14.2,Matches
11,Mike Havekotte,nl NED,GK,ADO Den Haag,23,1995,1.0,3,2,0,0,0,4.1,0.23,+1.1,+1.06,8,19,42.1,33,8,48.5,37.4,7,42.9,38.4,7,1,14.3,4,4.00,14.8,Matches
12,Kees Heemskerk,nl NED,GK,RKC Waalwijk,28,1991,2.5,7,1,0,1,0,4.9,0.25,-2.1,-0.84,25,51,49.0,101,18,38.6,32.2,22,54.5,43.2,31,0,0.0,2,0.79,11.6,Matches
13,Thorsten Kirschbaum,de GER,GK,VVV-Venlo,32,1987,26.0,51,4,2,2,0,45.1,0.27,-5.9,-0.23,243,587,41.4,719,85,53.4,41.0,273,74.4,52.2,394,10,2.5,11,0.42,11.7,Matches
14,Luuk Koopmans,nl NED,GK,ADO Den Haag,25,1993,20.0,42,3,1,5,1,38.5,0.31,-2.5,-0.12,180,414,43.5,528,77,53.2,41.0,191,69.6,51.3,314,6,1.9,17,0.85,14.5,Matches
15,Alexei Koșelev,md MDA,GK,Fortuna Sittard,25,1993,26.0,52,9,1,6,1,50.3,0.29,-0.7,-0.03,201,564,35.6,617,83,57.5,42.8,256,81.6,56.4,484,31,6.4,23,0.88,12.8,Matches
16,Nick Marsman,nl NED,GK,Feyenoord,28,1990,2.0,0,0,0,0,0,3.0,0.19,+3.0,+1.50,9,16,56.3,31,10,25.8,32.4,21,38.1,39.0,29,1,3.4,3,1.50,18.0,Matches
17,Xavier Mous,nl NED,GK,Zwolle,23,1995,13.0,32,2,0,4,1,29.1,0.30,-1.9,-0.14,74,196,37.8,365,62,38.1,34.6,110,51.8,44.2,190,7,3.7,7,0.54,11.5,Matches
18,André Onana,cm CMR,GK,Ajax,23,1996,24.0,21,2,0,1,0,26.4,0.34,+5.4,+0.23,98,216,45.4,612,126,27.5,28.8,152,31.6,33.8,185,17,9.2,41,1.71,17.3,Matches
19,Sergio Padt,nl NED,GK,Groningen,29,1990,26.0,26,3,1,2,0,27.3,0.26,+1.3,+0.05,178,501,35.5,886,108,42.8,36.1,225,54.2,45.4,317,15,4.7,46,1.77,16.2,Matches
20,Maarten Paes,id IDN,GK,Utrecht,21,1998,18.0,25,2,3,3,0,22.5,0.26,-2.5,-0.14,82,186,44.1,317,64,32.8,31.2,136,60.3,45.6,221,11,5.0,8,0.44,12.5,Matches
