rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Dirk Abels,nl NED,DF,Sparta R'dam,22,1997,25,19,1847,20.5,0,2,2,0,0,0,1,0,0.4,0.4,1.7,2.0,14,70,67,0.00,0.10,0.10,0.00,0.10,0.02,0.08,0.10,0.02,0.10,Matches
2,Abdallah Aberkane,nl NED,DF,Sparta R'dam,19,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3,Nassim El Ablak,nl NED,MF,Fortuna Sittard,19,2000,3,0,59,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,4,4,0.00,0.00,0.00,0.00,0.00,0.14,0.09,0.23,0.14,0.23,Matches
4,Zakaria Aboukhlal,ma MAR,"FW,MF",AZ Alkmaar,19,2000,12,0,200,2.2,0,0,0,0,0,0,0,0,1.5,1.5,0.0,1.5,10,2,37,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.66,0.66,0.66,Matches
5,Zakaria Aboukhlal,ma MAR,FW,PSV Eindhoven,19,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
6,Amir Absalem,nl NED,DF,Groningen,22,1997,5,4,352,3.9,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.4,6,24,19,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
7,Giorgi Aburjania,ge GEO,MF,Twente,24,1995,17,5,654,7.3,2,0,2,2,0,0,2,0,0.8,0.8,0.7,1.6,15,40,13,0.28,0.00,0.28,0.28,0.28,0.11,0.10,0.22,0.11,0.22,Matches
8,Ragnar Ache,de GER,FW,Sparta R'dam,21,1998,19,18,1471,16.3,5,3,8,5,0,0,0,0,6.0,6.0,1.8,7.8,26,40,106,0.31,0.18,0.49,0.31,0.49,0.37,0.11,0.48,0.37,0.48,Matches
9,Luka Adžić,rs SRB,FW,Emmen,20,1998,3,1,160,1.8,1,0,1,1,0,0,0,0,0.9,0.9,0.5,1.5,12,4,17,0.56,0.00,0.56,0.56,0.56,0.53,0.29,0.83,0.53,0.83,Matches
10,Ibrahim Afellay,nl NED,MF,PSV Eindhoven,33,1986,3,1,107,1.2,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.2,1,6,3,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.16,0.13,0.16,Matches
11,Hamdi Akujobi,nl NED,"FW,MF",Heerenveen,19,2000,3,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,2,1,0.00,0.00,0.00,0.00,0.00,0.20,0.19,0.38,0.20,0.38,Matches
12,Edson Álvarez,mx MEX,"MF,DF",Ajax,21,1997,12,6,561,6.2,0,0,0,0,0,0,1,0,1.1,1.1,0.2,1.4,13,39,12,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.22,0.18,0.22,Matches
13,Gregoire Amiot,fr FRA,DF,Fortuna Sittard,24,1995,9,7,581,6.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,4,11,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Matches
14,Martin Angha,ch SUI,DF,Fortuna Sittard,25,1994,16,15,1237,13.7,1,3,4,1,0,0,2,0,0.6,0.6,0.5,1.1,10,33,11,0.07,0.22,0.29,0.07,0.29,0.04,0.03,0.08,0.04,0.08,Matches
15,Miguel Araujo,pe PER,DF,Emmen,24,1994,12,12,1080,12.0,1,0,1,1,0,0,0,0,0.9,0.9,0.0,1.0,9,31,1,0.08,0.00,0.08,0.08,0.08,0.08,0.00,0.08,0.08,0.08,Matches
16,Jafar Arias,cw CUW,FW,Emmen,24,1995,17,6,811,9.0,0,1,1,0,0,0,1,0,2.1,2.1,1.3,3.4,10,28,77,0.00,0.11,0.11,0.00,0.11,0.23,0.15,0.38,0.23,0.38,Matches
