rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Francesco Acerbi,it ITA,DF,Lazio,31,1988,35.1,1844,2073,89.0,38047,14343,636,686,903,970,279,371,2,1.7,1.7,+0.3,8,149,15,5,150,Matches
2,Bobby Adekanye,nl NED,FW,Lazio,20,1999,2.1,38,43,88.4,500,64,20,24,12,12,2,2,0,0.2,0.1,-0.2,3,0,1,1,2,Matches
3,Claud Adjapong,it ITA,DF,Hellas Verona,21,1998,2.6,58,83,69.9,852,314,35,42,16,25,3,7,0,0.0,0.0,0.0,0,3,0,0,5,Matches
4,Lucien Agoume,fr FRA,MF,Inter,17,2002,0.8,35,38,92.1,619,208,14,14,17,19,4,4,0,0.1,0.1,-0.1,1,5,2,1,7,Matches
5,Kevin Agudelo,co COL,"MF,FW",Fiorentina,20,1998,0.7,29,37,78.4,403,135,18,23,8,9,2,3,0,0.1,0.1,-0.1,2,2,1,0,4,Matches
6,Kevin Agudelo,co COL,"MF,FW",Genoa,20,1998,7.4,239,293,81.6,3277,893,143,161,70,80,12,18,1,1.6,1.3,-0.6,12,21,5,0,41,Matches
7,Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,28,1990,2.6,90,104,86.5,1561,243,41,45,40,46,8,10,0,0.0,0.1,0.0,1,5,1,0,7,Matches
8,Ola Aina,ng NGA,DF,Torino,22,1996,23.1,862,1185,72.7,13825,5497,488,564,282,379,77,175,2,2.5,1.9,-0.5,22,57,17,13,80,Matches
9,Luis Alberto,es ESP,MF,Lazio,26,1992,34.6,1793,2296,78.1,30192,10809,843,950,685,810,196,364,15,11.4,8.9,+3.6,106,303,90,7,371,Matches
10,Enrico Alfonso,it ITA,GK,Brescia,31,1988,3.1,58,80,72.5,1478,1039,11,11,31,32,16,37,0,0.0,0.0,0.0,0,0,0,0,0,Matches
11,Allan,br BRA,MF,Napoli,28,1991,14.2,726,842,86.2,11883,3216,367,401,272,299,65,85,1,1.1,0.8,-0.1,15,74,10,2,82,Matches
12,Bruno Alves,pt POR,DF,Parma,37,1981,29.7,1107,1347,82.2,28167,11376,181,224,602,673,314,420,0,0.5,0.5,-0.5,7,74,4,1,99,Matches
13,Sofyan Amrabat,ma MAR,MF,Hellas Verona,22,1996,32.4,1510,1738,86.9,28019,6557,578,645,713,774,170,223,1,2.4,2.0,-1.4,29,153,29,9,199,Matches
14,Djavan Anderson,sr SUR,"FW,DF",Lazio,24,1995,1.9,58,66,87.9,921,139,25,26,26,31,4,4,0,0.0,0.1,0.0,0,1,1,1,0,Matches
15,Lorenzo Andrenacci,it ITA,GK,Brescia,24,1995,5.9,124,162,76.5,3635,2659,18,18,61,61,45,83,0,0.0,0.0,0.0,0,0,0,0,0,Matches
16,Peter Ankersen,dk DEN,DF,Genoa,28,1990,11.8,495,607,81.5,6880,2455,296,328,160,203,17,35,1,0.6,0.7,+0.4,6,16,11,6,36,Matches
17,Cristian Ansaldi,ar ARG,"DF,MF",Torino,32,1986,19.6,571,819,69.7,11582,4418,249,278,198,279,111,216,4,3.3,3.8,+0.7,33,57,49,39,66,Matches
18,Mirko Antonucci,it ITA,"FW,MF",Roma,20,1999,0.9,16,21,76.2,210,27,11,14,5,5,0,1,0,0.0,0.1,0.0,1,1,0,0,1,Matches
19,Guilherme Arana,br BRA,DF,Atalanta,22,1997,0.9,42,56,75.0,548,183,30,34,11,12,1,4,0,0.0,0.0,0.0,1,2,3,1,4,Matches
20,Nicolò Armini,it ITA,DF,Lazio,18,2001,0.0,3,3,100.0,43,28,0,0,2,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
21,Kwadwo Asamoah,gh GHA,"DF,FW",Inter,30,1988,7.1,298,372,80.1,4447,1301,159,170,117,149,12,27,1,0.4,0.3,+0.6,11,15,3,1,26,Matches
22,Kristoffer Askildsen,no NOR,MF,Sampdoria,18,2001,0.8,28,32,87.5,418,115,18,19,6,7,3,5,0,0.1,0.0,-0.1,2,2,1,0,2,Matches
23,Emil Audero,id IDN,GK,Sampdoria,22,1997,36.0,674,1039,64.9,20825,16299,97,98,299,307,276,626,0,0.0,0.0,0.0,0,8,0,0,0,Matches
24,Tommaso Augello,it ITA,DF,Sampdoria,24,1994,12.6,632,823,76.8,9953,4332,345,389,242,317,38,81,2,1.2,0.9,+0.8,18,54,25,14,77,Matches
25,Florian Ayé,fr FRA,"FW,MF",Brescia,22,1997,15.3,207,310,66.8,2554,464,122,157,48,72,10,22,0,1.1,0.6,-1.1,9,10,8,2,16,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Khouma Babacar,sn SEN,FW,Lecce,26,1993,15.8,213,292,72.9,3064,584,132,170,58,73,14,19,0,1.6,0.6,-1.6,16,13,10,0,28,Matches
27,Milan Badelj,hr CRO,MF,Fiorentina,30,1989,17.6,768,945,81.3,14028,4481,332,379,334,387,86,130,0,0.7,1.1,-0.7,20,115,9,0,103,Matches
28,Marco Ballarini,it ITA,MF,Udinese,18,2001,0.0,5,5,100.0,82,43,2,2,3,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
29,Mario Balotelli,it ITA,FW,Brescia,28,1990,15.6,231,360,64.2,4266,1071,112,156,75,109,39,65,0,0.6,1.2,-0.6,9,22,10,1,42,Matches
30,Mattia Bani,it ITA,DF,Bologna,25,1993,24.5,936,1169,80.1,18633,7303,308,358,501,581,116,197,0,0.1,0.2,-0.1,2,46,1,1,72,Matches
31,Antonín Barák,cz CZE,"MF,FW",Udinese,24,1994,2.2,75,101,74.3,1074,299,41,46,25,31,4,9,0,0.2,0.1,-0.2,4,6,2,0,11,Matches
32,Antonín Barák,cz CZE,MF,Lecce,24,1994,15.2,552,679,81.3,8524,2503,301,335,193,231,38,65,1,1.6,1.5,-0.6,17,57,13,1,81,Matches
33,Nicolò Barella,it ITA,MF,Inter,22,1997,22.4,1007,1237,81.4,17609,5724,460,518,381,446,124,166,4,1.7,2.3,+2.3,23,124,30,6,183,Matches
34,Antonino Barillà,it ITA,MF,Parma,31,1988,18.8,399,523,76.3,6384,1825,206,236,143,177,32,66,2,2.0,1.5,0.0,15,29,7,6,44,Matches
35,Antonio Barreca,it ITA,"DF,FW",Genoa,24,1995,12.2,260,396,65.7,4205,1707,133,161,97,141,21,57,1,0.7,0.4,+0.3,4,13,11,7,25,Matches
36,Édgar Barreto,py PAR,MF,Sampdoria,35,1984,1.0,27,31,87.1,469,84,14,14,11,12,2,4,0,0.0,0.0,0.0,0,3,0,0,2,Matches
37,Musa Barrow,gm GAM,"FW,MF",Bologna,20,1998,15.0,427,596,71.6,6571,1855,266,310,103,143,39,96,2,3.1,2.0,-1.1,34,36,15,3,62,Matches
