rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Francesco Acerbi,it ITA,DF,Lazio,31,1988,35.1,59,29,42,12,5,14,20,6,40,27,13,42,101,109,1,Matches
2,Bobby Adekanye,nl NED,FW,Lazio,20,1999,2.1,3,2,0,3,0,0,5,5,0,0,0,2,5,1,0,Matches
3,Claud Adjapong,it ITA,DF,Hellas Verona,21,1998,2.6,5,3,4,1,0,2,3,1,4,3,1,3,8,7,0,Matches
4,Lucien Agoume,fr FRA,MF,Inter,17,2002,0.8,3,2,0,2,1,0,0,0,3,1,2,0,3,0,0,Matches
5,Kevin Agudelo,co COL,"MF,FW",Fiorentina,20,1998,0.7,2,1,0,1,1,0,1,1,1,0,1,1,3,0,0,Matches
6,Kevin Agudelo,co COL,"MF,FW",Genoa,20,1998,7.4,23,14,9,12,2,10,20,10,12,1,11,6,29,2,0,Matches
7,Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,28,1990,2.6,1,1,0,1,0,1,2,1,2,2,0,1,2,6,0,Matches
8,Ola Aina,ng NGA,DF,Torino,22,1996,23.1,45,24,23,18,4,17,37,20,24,6,18,41,86,61,0,Matches
9,Luis Alberto,es ESP,MF,Lazio,26,1992,34.6,50,30,21,19,10,27,82,55,32,1,31,21,71,9,1,Matches
10,Enrico Alfonso,it ITA,GK,Brescia,31,1988,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches
11,Allan,br BRA,MF,Napoli,28,1991,14.2,50,27,20,21,9,18,54,36,19,3,16,16,66,11,1,Matches
12,Bruno Alves,pt POR,DF,Parma,37,1981,29.7,17,11,12,5,0,8,13,5,30,21,9,25,42,150,2,Matches
13,Sofyan Amrabat,ma MAR,MF,Hellas Verona,22,1996,32.4,58,36,26,21,11,26,55,29,29,10,19,31,89,15,1,Matches
14,Djavan Anderson,sr SUR,"FW,DF",Lazio,24,1995,1.9,0,0,0,0,0,0,0,0,1,0,1,3,3,3,0,Matches
15,Lorenzo Andrenacci,it ITA,GK,Brescia,24,1995,5.9,1,0,1,0,0,1,3,2,0,0,0,0,1,0,0,Matches
16,Peter Ankersen,dk DEN,DF,Genoa,28,1990,11.8,16,4,7,7,2,4,13,9,19,5,14,9,25,25,1,Matches
17,Cristian Ansaldi,ar ARG,"DF,MF",Torino,32,1986,19.6,37,25,24,7,6,19,34,15,23,3,20,14,51,20,4,Matches
18,Mirko Antonucci,it ITA,"FW,MF",Roma,20,1999,0.9,4,3,1,0,3,3,3,0,2,0,2,2,6,1,0,Matches
19,Guilherme Arana,br BRA,DF,Atalanta,22,1997,0.9,4,4,1,3,0,3,5,2,0,0,0,2,6,0,0,Matches
20,Nicolò Armini,it ITA,DF,Lazio,18,2001,0.0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,Matches
21,Kwadwo Asamoah,gh GHA,"DF,FW",Inter,30,1988,7.1,10,8,4,5,1,6,14,8,8,1,7,9,19,13,0,Matches
22,Kristoffer Askildsen,no NOR,MF,Sampdoria,18,2001,0.8,1,1,1,0,0,0,0,0,1,0,1,1,2,0,0,Matches
23,Emil Audero,id IDN,GK,Sampdoria,22,1997,36.0,1,1,1,0,0,1,3,2,0,0,0,0,1,21,1,Matches
24,Tommaso Augello,it ITA,DF,Sampdoria,24,1994,12.6,14,9,6,3,5,5,7,2,8,0,8,15,29,21,1,Matches
25,Florian Ayé,fr FRA,"FW,MF",Brescia,22,1997,15.3,17,9,9,5,3,6,13,7,17,2,15,4,21,18,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Khouma Babacar,sn SEN,FW,Lecce,26,1993,15.8,12,8,2,6,4,1,7,6,12,3,9,3,15,34,0,Matches
27,Milan Badelj,hr CRO,MF,Fiorentina,30,1989,17.6,29,17,10,16,3,15,50,35,21,3,18,45,74,34,1,Matches
28,Marco Ballarini,it ITA,MF,Udinese,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
29,Mario Balotelli,it ITA,FW,Brescia,28,1990,15.6,2,2,0,2,0,0,2,2,1,1,0,8,10,22,0,Matches
30,Mattia Bani,it ITA,DF,Bologna,25,1993,24.5,47,28,27,19,1,25,36,11,29,15,14,52,99,92,2,Matches
31,Antonín Barák,cz CZE,"MF,FW",Udinese,24,1994,2.2,5,4,3,0,2,1,5,4,6,1,5,0,5,4,0,Matches
32,Antonín Barák,cz CZE,MF,Lecce,24,1994,15.2,19,10,9,10,0,6,24,18,18,1,17,9,28,20,2,Matches
33,Nicolò Barella,it ITA,MF,Inter,22,1997,22.4,36,21,14,15,7,8,37,29,20,5,15,14,50,14,0,Matches
34,Antonino Barillà,it ITA,MF,Parma,31,1988,18.8,43,31,22,19,2,16,45,29,26,8,18,17,60,32,0,Matches
35,Antonio Barreca,it ITA,"DF,FW",Genoa,24,1995,12.2,10,7,5,3,2,4,5,1,12,7,5,1,11,22,0,Matches
36,Édgar Barreto,py PAR,MF,Sampdoria,35,1984,1.0,4,3,0,1,3,2,3,1,1,0,1,0,4,0,0,Matches
37,Musa Barrow,gm GAM,"FW,MF",Bologna,20,1998,15.0,20,13,11,7,2,6,20,14,15,0,15,5,25,11,0,Matches
38,Musa Barrow,gm GAM,"FW,MF",Atalanta,20,1998,2.1,1,1,0,0,1,1,4,3,4,0,4,0,1,1,0,Matches
39,Daniele Baselli,it ITA,MF,Torino,27,1992,14.2,43,23,17,19,7,13,40,27,20,4,16,25,68,25,0,Matches
40,Alessandro Bastoni,it ITA,DF,Inter,20,1999,21.3,32,17,14,11,7,15,24,9,18,9,9,26,58,54,0,Matches
41,Bastos,ao ANG,DF,Lazio,28,1991,8.5,9,5,6,3,0,4,11,7,13,8,5,13,22,26,0,Matches
42,Rodrigo Becão,br BRA,DF,Udinese,23,1996,24.6,56,25,34,19,3,26,46,20,40,20,20,45,101,77,0,Matches
43,Asmir Begović,ba BIH,GK,Milan,32,1987,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
44,Valon Behrami,ch SUI,MF,Genoa,34,1985,12.3,34,26,13,17,4,8,32,24,25,10,15,9,43,16,0,Matches
45,Raoul Bellanova,it ITA,DF,Atalanta,19,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
46,Andrea Belotti,it ITA,FW,Torino,25,1993,33.4,29,16,7,17,5,5,31,26,23,5,18,5,34,20,1,Matches
47,Marco Benassi,it ITA,MF,Fiorentina,24,1994,10.9,18,12,9,5,4,10,24,14,11,1,10,4,22,9,0,Matches
48,Ismaël Bennacer,dz ALG,MF,Milan,21,1997,27.6,67,47,21,34,12,29,73,44,25,7,18,54,121,15,2,Matches
49,Rodrigo Bentancur,uy URU,MF,Juventus,22,1997,24.4,58,32,27,18,13,31,66,35,44,9,35,32,90,34,1,Matches
50,Romario Benzar,ro ROU,DF,Lecce,27,1992,1.1,2,2,1,1,0,2,3,1,1,0,1,0,2,2,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
51,Domenico Berardi,it ITA,FW,Sassuolo,24,1994,27.7,32,16,19,8,5,13,59,46,31,3,28,33,65,27,0,Matches
52,Álex Berenguer,es ESP,"MF,DF",Torino,24,1995,20.3,20,6,6,13,1,8,33,25,17,1,16,18,38,17,0,Matches
53,Bartosz Bereszyński,pl POL,DF,Sampdoria,27,1992,26.7,53,35,25,23,5,26,52,26,38,16,22,35,88,88,1,Matches
54,Etrit Berisha,al ALB,GK,SPAL,30,1989,26.0,3,2,3,0,0,2,3,1,0,0,0,1,4,9,0,Matches
55,Valon Berisha,xk KVX,MF,Lazio,26,1993,0.4,1,1,0,1,0,1,2,1,0,0,0,0,1,1,0,Matches
56,Federico Bernardeschi,it ITA,"MF,FW",Juventus,25,1994,17.5,13,5,4,5,4,5,25,20,11,0,11,13,26,12,1,Matches
57,Andrea Bertolacci,it ITA,MF,Sampdoria,28,1991,5.9,7,4,2,3,2,1,8,7,4,1,3,2,9,13,0,Matches
58,Lucas Biglia,ar ARG,MF,Milan,33,1986,7.6,13,7,7,6,0,4,15,11,12,4,8,7,20,10,1,Matches
59,Cristiano Biraghi,it ITA,DF,Inter,26,1992,17.5,22,6,10,8,4,10,24,14,21,7,14,13,35,41,0,Matches
60,Davide Biraschi,it ITA,DF,Genoa,25,1994,21.9,32,17,17,13,2,15,26,11,22,12,10,34,66,69,0,Matches
61,Valter Birsa,si SVN,"MF,FW",Cagliari,32,1986,4.8,10,6,3,6,1,7,21,14,6,1,5,4,14,3,0,Matches
62,Dimitri Bisoli,it ITA,MF,Brescia,25,1994,23.9,64,35,34,20,10,30,49,19,41,7,34,25,89,49,0,Matches
63,Birkir Bjarnason,is ISL,"MF,FW",Brescia,31,1988,8.9,5,3,1,3,1,2,13,11,9,4,5,5,10,4,0,Matches
64,Kevin-Prince Boateng,gh GHA,FW,Fiorentina,32,1987,6.7,3,1,0,2,1,2,8,6,3,0,3,1,4,7,0,Matches
65,Salvatore Bocchetti,it ITA,DF,Hellas Verona,32,1986,3.4,5,3,3,2,0,2,3,1,2,2,0,17,22,23,0,Matches
66,Jeremie Boga,ci CIV,FW,Sassuolo,22,1997,27.9,12,7,3,8,1,6,20,14,24,0,24,3,15,4,0,Matches
67,Giacomo Bonaventura,it ITA,"MF,FW",Milan,29,1989,14.9,16,9,5,6,5,5,17,12,8,3,5,7,23,10,0,Matches
68,Federico Bonazzoli,it ITA,FW,Sampdoria,22,1997,8.3,7,5,1,4,2,0,7,7,3,0,3,5,12,2,0,Matches
69,Kevin Bonifazi,it ITA,DF,Torino,23,1996,2.7,9,8,6,3,0,5,6,1,3,2,1,5,14,10,0,Matches
70,Kevin Bonifazi,it ITA,DF,SPAL,23,1996,13.2,16,9,15,1,0,9,18,9,20,12,8,35,51,50,2,Matches
71,Federico Bonini,it ITA,DF,Bologna,17,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
72,Leonardo Bonucci,it ITA,DF,Juventus,32,1987,34.2,28,17,18,8,2,12,17,5,32,29,3,31,59,94,2,Matches
73,Fabio Borini,it ITA,"MF,FW",Hellas Verona,28,1991,9.0,2,1,2,0,0,0,4,4,3,0,3,13,15,6,0,Matches
74,Fabio Borini,it ITA,MF,Milan,28,1991,0.8,2,2,0,0,2,0,2,2,1,0,1,0,2,3,0,Matches
75,Mehdi Bourabia,ma MAR,MF,Sassuolo,27,1991,10.3,19,9,8,10,1,9,22,13,12,2,10,22,41,23,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
76,Federico Brancolini,it ITA,GK,Fiorentina,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
77,Gleison Bremer,br BRA,DF,Torino,22,1997,25.2,63,36,37,20,6,20,34,14,48,22,26,74,137,118,1,Matches
78,Marco Brescianini,it ITA,MF,Milan,19,2000,0.3,1,1,1,0,0,0,0,0,0,0,0,2,3,0,0,Matches
79,Marcelo Brozović,hr CRO,MF,Inter,26,1992,30.0,67,35,26,31,10,19,71,52,26,9,17,46,113,46,2,Matches
80,Gastón Brugman,uy URU,MF,Parma,26,1992,16.2,47,24,25,15,7,19,46,27,33,15,18,27,74,19,2,Matches
81,Gianluigi Buffon,it ITA,GK,Juventus,41,1978,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Matches
82,Fabrizio Cacciatore,it ITA,DF,Cagliari,32,1986,12.8,14,4,9,4,1,6,9,3,10,6,4,16,30,44,0,Matches
83,Martín Cáceres,uy URU,DF,Fiorentina,32,1987,26.2,47,31,34,11,2,16,34,18,29,13,16,31,78,74,2,Matches
84,Felipe Caicedo,ec ECU,FW,Lazio,30,1988,15.6,17,10,4,7,6,2,11,9,9,1,8,4,21,2,0,Matches
85,Davide Calabria,it ITA,DF,Milan,22,1996,18.0,52,33,28,22,2,17,41,24,23,5,18,21,73,47,1,Matches
86,Riccardo Calafiori,it ITA,DF,Roma,17,2002,0.7,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,Matches
87,Mattia Caldara,it ITA,DF,Atalanta,25,1994,10.7,21,11,12,8,1,5,11,6,9,5,4,30,51,22,1,Matches
88,Marco Calderoni,it ITA,DF,Lecce,30,1989,22.9,38,25,22,13,3,20,39,19,27,10,17,37,75,54,1,Matches
89,Hakan Çalhanoğlu,tr TUR,"MF,FW",Milan,25,1994,30.0,42,21,15,21,6,12,35,23,26,2,24,26,68,26,1,Matches
90,José Callejón,es ESP,"FW,MF",Napoli,32,1987,24.1,13,9,3,7,3,9,25,16,15,3,12,10,23,14,1,Matches
91,Emre Can,de GER,MF,Juventus,25,1994,3.2,10,7,5,3,2,3,10,7,4,0,4,2,12,3,0,Matches
92,Antonio Candreva,it ITA,DF,Inter,32,1987,22.1,11,6,9,1,1,7,29,22,26,10,16,14,25,33,1,Matches
93,Gianmarco Cangiano,it ITA,"FW,MF",Bologna,17,2001,0.2,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,Matches
94,Gianluca Caprari,it ITA,"FW,MF",Sampdoria,26,1993,7.4,9,7,1,6,2,4,13,9,5,0,5,7,16,1,0,Matches
95,Gianluca Caprari,it ITA,"FW,MF",Parma,26,1993,6.5,1,1,0,1,0,0,5,5,7,2,5,4,5,2,0,Matches
96,Francesco Caputo,it ITA,FW,Sassuolo,31,1987,32.6,7,4,3,2,2,3,11,8,15,0,15,1,8,8,0,Matches
97,Andrea Carboni,it ITA,DF,Cagliari,18,2001,4.1,8,4,3,5,0,3,4,1,6,6,0,7,15,20,0,Matches
98,Francesco Cassata,it ITA,MF,Genoa,22,1997,16.2,20,10,12,5,3,9,30,21,12,2,10,11,31,11,0,Matches
99,Timothy Castagne,be BEL,DF,Atalanta,23,1995,19.7,31,20,9,16,6,13,25,12,34,5,29,17,48,23,0,Matches
100,Samu Castillejo,es ESP,"FW,MF",Milan,24,1995,13.4,24,15,10,11,3,9,42,33,17,2,15,24,48,5,0,Matches
