rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,fk,pk,pkatt,xg,npxg,npxg_sh,g_xg,np_g_xg,matches
1,Sabit Abdulai,gh GHA,MF,Getafe,21,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2,Marcos Acuña,ar ARG,DF,Sevilla,28,1991,25.9,1,18,2,11.1,0.70,0.08,0.06,0.50,20.5,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
3,Bobby Adekanye,nl NED,"FW,MF",Cádiz,21,1999,0.4,0,1,0,0.0,2.50,0.00,0.00,,17.1,0,0,0,0.3,0.3,0.34,-0.3,-0.3,Matches
4,Martin Agirregabiria,es ESP,"DF,MF",Alavés,24,1996,17.3,0,2,0,0.0,0.12,0.00,0.00,,15.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
5,Joseph Aidoo,gh GHA,DF,Celta Vigo,24,1995,14.3,0,9,0,0.0,0.63,0.00,0.00,,14.9,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
6,Carlos Akapo,gq EQG,DF,Cádiz,27,1993,9.6,1,2,1,50.0,0.21,0.10,0.50,1.00,23.4,0,0,0,0.3,0.3,0.17,+0.7,+0.7,Matches
7,Paul Akouokou,ci CIV,MF,Betis,22,1997,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
8,Jony Álamo,es ESP,MF,Elche,18,2001,0.8,0,1,0,0.0,1.23,0.00,0.00,,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
9,Jordi Alba,es ESP,"DF,FW",Barcelona,31,1989,33.6,3,27,10,37.0,0.80,0.30,0.11,0.30,20.2,1,0,0,1.9,1.9,0.07,+1.1,+1.1,Matches
10,Raúl Albiol,es ESP,DF,Villarreal,34,1985,34.6,0,8,1,12.5,0.23,0.03,0.00,0.00,14.6,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
11,Paco Alcácer,es ESP,FW,Villarreal,26,1993,17.2,6,35,16,45.7,2.04,0.93,0.14,0.31,14.0,3,1,2,9.0,7.5,0.21,-3.0,-2.5,Matches
12,Pedro Alcalá,es ESP,DF,Cádiz,31,1989,10.1,0,2,0,0.0,0.20,0.00,0.00,,14.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
13,Rubén Alcaraz,es ESP,MF,Valladolid,29,1991,24.1,1,28,3,10.7,1.16,0.12,0.04,0.33,25.1,7,0,0,1.8,1.8,0.06,-0.8,-0.8,Matches
14,Iván Alejo,es ESP,"MF,FW",Cádiz,25,1995,9.2,1,13,4,30.8,1.41,0.44,0.08,0.25,17.9,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
15,Carles Aleñá,es ESP,MF,Barcelona,22,1998,0.5,0,1,0,0.0,1.87,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
16,Carles Aleñá,es ESP,"MF,FW",Getafe,22,1998,15.2,2,30,8,26.7,1.98,0.53,0.07,0.25,22.0,0,0,0,1.7,1.7,0.06,+0.3,+0.3,Matches
17,Alfon,es ESP,MF,Celta Vigo,21,1999,0.4,0,1,1,100.0,2.65,2.65,0.00,0.00,15.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
18,Sergio Álvarez,es ESP,"MF,DF",Eibar,28,1992,17.4,0,6,2,33.3,0.34,0.11,0.00,0.00,17.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
19,Yeray Álvarez,es ESP,DF,Athletic Club,25,1995,21.6,1,10,1,10.0,0.46,0.05,0.10,1.00,14.4,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
20,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,18,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
21,Jon Ander Garrido,es ESP,MF,Cádiz,30,1989,8.9,0,5,1,20.0,0.56,0.11,0.00,0.00,14.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
22,Marcos André,br BRA,FW,Valladolid,23,1996,13.1,4,32,12,37.5,2.45,0.92,0.13,0.33,13.3,0,0,0,4.9,4.9,0.15,-0.9,-0.9,Matches
23,Ángel,es ESP,GK,Granada,18,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
24,José Ángel,es ESP,DF,Eibar,30,1989,10.0,0,2,0,0.0,0.20,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
25,Miguel Ángel Rubio,es ESP,DF,Valladolid,22,1998,1.5,0,1,0,0.0,0.67,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
26,José Antonio Miranda,gq EQG,"MF,DF",Getafe,22,1998,0.3,0,1,0,0.0,3.46,0.00,0.00,,7.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
27,Aritz Arambarri,es ESP,DF,Real Sociedad,22,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
28,Mauro Arambarri,uy URU,MF,Getafe,24,1995,33.1,3,46,9,19.6,1.39,0.27,0.07,0.33,26.5,6,0,0,2.1,2.1,0.05,+0.9,+0.9,Matches
29,Néstor Araujo,mx MEX,DF,Celta Vigo,28,1991,27.0,0,6,0,0.0,0.22,0.00,0.00,,11.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
30,Ronald Araújo,uy URU,DF,Barcelona,21,1999,16.8,2,12,4,33.3,0.72,0.24,0.17,0.50,11.7,0,0,0,1.8,1.8,0.15,+0.2,+0.2,Matches
31,Anaitz Arbilla,es ESP,DF,Eibar,33,1987,31.2,0,27,2,7.4,0.87,0.06,0.00,0.00,27.1,5,0,0,1.8,1.8,0.07,-1.8,-1.8,Matches
32,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,21,1999,0.5,0,1,0,0.0,1.91,0.00,0.00,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
33,Sergio Arribas,es ESP,"MF,FW",Real Madrid,18,2001,1.5,0,1,1,100.0,0.67,0.67,0.00,0.00,26.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
34,Sergio Asenjo,es ESP,GK,Villarreal,31,1989,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
35,Marco Asensio,es ESP,"FW,MF",Real Madrid,24,1996,20.8,5,39,11,28.2,1.88,0.53,0.13,0.45,19.7,3,0,0,3.8,3.8,0.10,+1.2,+1.2,Matches
36,Iago Aspas,es ESP,FW,Celta Vigo,32,1987,31.8,14,45,21,46.7,1.41,0.66,0.20,0.43,15.9,6,5,5,12.4,8.5,0.19,+1.6,+0.5,Matches
37,Miguel Atienza,es ESP,MF,Eibar,21,1999,9.3,0,5,0,0.0,0.54,0.00,0.00,,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
38,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,26,1994,2.2,0,8,2,25.0,3.56,0.89,0.00,0.00,22.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
39,Ramon Azeez,ng NGA,MF,Granada,27,1992,1.1,0,2,0,0.0,1.78,0.00,0.00,,14.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
40,Carlos Bacca,co COL,FW,Villarreal,33,1986,8.7,5,20,12,60.0,2.29,1.37,0.25,0.42,15.8,0,0,0,3.2,3.2,0.16,+1.8,+1.8,Matches
41,Édgar Badía,es ESP,GK,Elche,28,1992,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
42,Alex Baena,es ESP,MF,Villarreal,19,2001,1.5,0,2,1,50.0,1.31,0.66,0.00,0.00,26.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
43,Miguel Baeza,es ESP,"MF,FW",Celta Vigo,20,2000,6.0,1,11,2,18.2,1.82,0.33,0.09,0.50,13.9,0,0,0,1.6,1.6,0.18,-0.6,-0.6,Matches
44,Mikel Balenziaga,es ESP,DF,Athletic Club,32,1988,18.8,0,3,1,33.3,0.16,0.05,0.00,0.00,30.3,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
45,Barcia,es ESP,DF,Granada,19,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
46,Enis Bardhi,mk MKD,MF,Levante,25,1995,18.7,1,36,13,36.1,1.93,0.70,0.03,0.08,20.9,5,0,0,2.7,2.7,0.08,-1.7,-1.7,Matches
47,Kike Barja,es ESP,"MF,FW",Osasuna,23,1997,15.9,2,22,12,54.5,1.38,0.75,0.09,0.17,17.2,0,0,0,2.6,2.6,0.12,-0.6,-0.6,Matches
48,Marc Baró,es ESP,DF,Cádiz,20,1999,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,22.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
