rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Abner,br BRA,DF,Betis,22,2000,6.7,252,351,71.8,3886,1578,130,149,94,134,16,42,0,0.1,0.5,-0.1,2,18,3,1,16,Matches
2,Álvaro Aceves,es ESP,GK,Valladolid,19,2003,0.1,7,8,87.5,151,113,2,2,4,4,1,2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
3,Marcos Acuña,ar ARG,DF,Sevilla,30,1991,21.2,970,1307,74.2,18018,6997,446,499,380,491,128,260,2,4.3,5.7,-2.3,38,71,38,19,102,Matches
4,Julen Agirrezabala,es ESP,GK,Athletic Club,21,2000,7.5,171,241,71.0,4890,3600,29,29,91,94,51,118,0,0.0,0.0,0.0,0,2,0,0,0,Matches
5,Álvaro Aguado,es ESP,MF,Valladolid,26,1996,21.0,930,1142,81.4,18906,5096,359,404,371,429,174,246,2,2.2,2.0,-0.2,35,111,11,2,139,Matches
6,Joseph Aidoo,gh GHA,DF,Celta Vigo,26,1995,34.7,1525,1766,86.4,31337,9650,383,439,974,1050,163,244,0,0.1,0.3,-0.1,2,83,4,0,95,Matches
7,Sergio Akieme,es ESP,DF,Almería,24,1997,25.5,821,1061,77.4,13314,5012,430,485,315,386,52,128,0,2.0,2.2,-2.0,21,43,22,17,58,Matches
8,Babatunde Akinsola,ng NGA,FW,Valladolid,19,2003,0.1,2,2,100.0,41,0,0,0,2,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
9,Paul Akouokou,ci CIV,"MF,DF",Betis,24,1997,5.0,160,174,92.0,2670,645,71,73,66,69,14,18,0,0.0,0.1,0.0,0,13,1,0,10,Matches
10,David Alaba,at AUT,DF,Real Madrid,30,1992,20.4,1042,1189,87.6,15258,5475,601,626,340,388,53,99,3,1.1,1.3,+1.9,16,68,9,4,67,Matches
11,Ángel Alarcón,es ESP,"FW,MF",Barcelona,18,2004,0.3,5,8,62.5,49,13,5,7,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,1,Matches
12,Tomás Alarcón,cl CHI,MF,Cádiz,23,1999,2.5,78,95,82.1,1688,582,28,32,27,34,20,25,0,0.1,0.1,-0.1,2,11,1,0,9,Matches
13,Jordi Alba,es ESP,DF,Barcelona,33,1989,15.8,1217,1460,83.4,19141,5490,668,728,441,521,78,139,3,6.2,6.7,-3.2,38,120,43,15,141,Matches
14,Raúl Albiol,es ESP,DF,Villarreal,36,1985,23.5,1303,1472,88.5,28074,10667,321,349,757,811,215,287,0,0.0,0.5,0.0,2,98,5,0,100,Matches
15,Rubén Alcaraz,es ESP,MF,Cádiz,31,1991,22.7,827,1046,79.1,16517,4831,331,386,340,388,138,219,0,1.3,1.2,-1.3,20,93,16,8,105,Matches
16,Omar Alderete,py PAR,DF,Getafe,25,1996,22.7,509,877,58.0,11252,5744,153,218,260,351,94,268,1,0.8,1.0,+0.2,5,69,12,0,96,Matches
17,Iván Alejo,es ESP,"MF,FW",Cádiz,27,1995,14.6,219,392,55.9,3409,1108,128,173,55,111,24,61,1,2.4,1.6,-1.4,21,10,24,20,16,Matches
18,Carles Aleñá,es ESP,"MF,FW",Getafe,24,1998,23.5,607,809,75.0,10256,2596,291,346,211,270,69,120,2,1.6,1.8,+0.4,15,71,20,6,87,Matches
19,Alejandro Alfaro,es ESP,MF,Elche,20,2002,0.2,1,1,100.0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
20,Ángel Algobia,es ESP,MF,Getafe,23,1999,12.6,420,521,80.6,7479,1575,179,211,173,197,52,82,0,0.6,0.3,-0.6,5,35,4,4,42,Matches
21,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,18,2004,6.5,108,165,65.5,1506,407,72,82,27,53,5,17,2,1.7,1.6,+0.3,7,6,10,7,8,Matches
22,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,22,2000,28.2,1110,1402,79.2,18396,6030,561,624,396,485,110,213,4,3.4,4.0,+0.6,43,143,43,13,197,Matches
23,Marcos Alonso,es ESP,DF,Barcelona,31,1990,13.0,896,1005,89.2,16393,5539,360,386,442,475,81,117,0,0.3,0.9,-0.3,6,70,9,4,71,Matches
24,Carlos Álvarez,es ESP,MF,Sevilla,18,2003,0.1,4,4,100.0,47,0,2,2,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
25,Gastón Álvarez,uy URU,DF,Getafe,22,2000,16.7,350,579,60.4,5840,3078,176,209,136,228,30,103,0,0.2,0.4,-0.2,4,27,4,3,38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Yeray Álvarez,es ESP,DF,Athletic Club,27,1995,25.9,1123,1392,80.7,23716,9040,357,404,596,671,163,287,1,1.1,0.8,-0.1,14,137,11,4,152,Matches
27,Selim Amallah,ma MAR,"MF,FW",Valladolid,25,1996,3.0,63,83,75.9,1030,268,30,38,23,30,6,8,1,0.3,0.2,+0.7,3,7,2,0,10,Matches
28,Amath,sn SEN,"MF,FW",Mallorca,26,1996,13.6,215,299,71.9,2692,708,147,174,41,64,9,19,0,0.8,0.6,-0.8,2,13,5,3,16,Matches
29,Jordan Amavi,fr FRA,DF,Getafe,28,1994,2.2,51,96,53.1,779,372,28,39,18,36,3,11,0,0.0,0.0,0.0,0,2,0,0,5,Matches
30,Marcos André,br BRA,"FW,MF",Valencia,25,1996,5.0,43,64,67.2,631,160,21,32,18,23,1,4,0,0.4,0.2,-0.4,4,4,1,0,7,Matches
31,Fabrizio Angileri,ar ARG,DF,Getafe,28,1994,6.5,153,260,58.8,2800,936,67,87,65,109,17,42,0,0.0,0.1,0.0,0,13,1,0,16,Matches
32,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,22,2000,1.1,6,7,85.7,96,34,3,3,3,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
33,José Antonio,es ESP,"MF,DF",Cádiz,18,2004,0.5,8,10,80.0,98,50,6,6,2,2,0,1,1,0.0,0.0,+1.0,1,2,1,0,3,Matches
34,Anuar,ma MAR,"MF,FW",Valladolid,27,1995,2.3,30,40,75.0,363,114,18,23,9,10,0,0,0,0.5,0.0,-0.5,4,3,0,0,3,Matches
35,Mauro Arambarri,uy URU,MF,Getafe,26,1995,11.0,326,421,77.4,6549,2050,112,128,150,177,58,99,1,1.5,1.6,-0.5,15,32,4,2,33,Matches
36,Ronald Araújo,uy URU,DF,Barcelona,23,1999,20.0,1139,1287,88.5,21762,7324,406,433,609,652,110,174,2,0.8,0.7,+1.2,6,95,3,1,79,Matches
37,Adu Ares,es ESP,"FW,MF",Athletic Club,20,2001,0.9,42,51,82.4,744,137,23,27,10,12,7,8,0,0.2,0.2,-0.2,3,4,3,3,4,Matches
38,Sergio Arribas,es ESP,"MF,FW",Real Madrid,20,2001,0.2,9,11,81.8,131,35,6,6,3,5,0,0,0,0.0,0.0,0.0,1,1,1,0,2,Matches
39,Roberto Arroyo,es ESP,MF,Valladolid,18,2003,0.2,0,5,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
40,Ricard Artero,es ESP,"MF,FW",Girona,19,2003,1.5,37,47,78.7,431,85,28,32,5,6,1,2,0,0.0,0.1,0.0,0,2,0,0,3,Matches
41,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,24,1998,5.4,150,226,66.4,2442,1025,80,94,54,73,11,36,0,0.5,0.2,-0.5,6,14,3,0,17,Matches
42,Sergio Asenjo,es ESP,GK,Valladolid,33,1989,10.0,233,353,66.0,7218,5138,33,33,107,112,91,203,0,0.0,0.0,0.0,0,4,0,0,0,Matches
43,Marco Asensio,es ESP,"FW,MF",Real Madrid,26,1996,16.0,650,802,81.0,9900,2248,378,415,187,222,56,102,6,4.9,4.2,+1.1,41,60,26,6,70,Matches
44,Iago Aspas,es ESP,FW,Celta Vigo,34,1987,31.9,936,1227,76.3,14650,3382,517,625,275,353,91,131,3,5.6,5.4,-2.6,83,90,47,2,162,Matches
45,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,33,1989,0.1,3,3,100.0,59,26,0,0,3,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
46,Ludwig Augustinsson,se SWE,DF,Mallorca,28,1994,1.5,49,70,70.0,727,274,32,35,13,23,2,10,0,0.0,0.1,0.0,1,1,2,2,5,Matches
47,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,28,1994,19.0,287,526,54.6,5983,1501,131,185,87,151,62,139,2,1.8,2.1,+0.2,18,24,25,14,39,Matches
48,Iddrisu Baba,gh GHA,"MF,DF",Mallorca,26,1996,18.9,476,584,81.5,8907,2460,190,212,221,252,57,93,0,0.2,0.3,-0.2,5,42,2,0,47,Matches
49,Srđan Babić,rs SRB,DF,Almería,26,1996,33.3,1172,1373,85.4,23290,8365,382,420,637,700,142,223,0,0.3,0.4,-0.3,7,55,3,1,63,Matches
50,Loïc Bade,fr FRA,DF,Sevilla,22,2000,16.1,735,847,86.8,13873,4762,253,273,409,445,64,105,0,0.1,0.1,-0.1,2,40,0,0,42,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
51,Édgar Badía,es ESP,GK,Elche,30,1992,36.0,791,1072,73.8,24081,17998,102,103,381,393,306,570,0,0.0,0.0,0.0,0,10,0,0,0,Matches
52,Alex Baena,es ESP,"MF,FW",Villarreal,21,2001,21.6,681,859,79.3,11154,3034,340,380,257,301,59,100,2,5.2,3.8,-3.2,31,75,43,3,124,Matches
53,Alejandro Balde,es ESP,DF,Barcelona,18,2003,27.5,1482,1670,88.7,21525,4340,892,951,486,536,71,106,6,4.9,5.4,+1.1,22,74,22,16,79,Matches
54,Mikel Balenziaga,es ESP,DF,Athletic Club,34,1988,1.3,49,69,71.0,819,242,25,29,19,26,5,9,0,0.0,0.1,0.0,0,4,2,1,7,Matches
55,Iván Balliu,al ALB,DF,Rayo Vallecano,30,1992,35.9,1422,1850,76.9,23328,9525,718,792,551,707,118,235,0,2.8,2.6,-2.8,32,95,34,18,131,Matches
56,Léo Baptistão,br BRA,"FW,MF",Almería,29,1992,19.2,359,540,66.5,5742,1514,179,229,124,178,30,66,1,1.2,0.9,-0.2,18,30,13,3,51,Matches
57,Keidi Bare,al ALB,MF,Espanyol,24,1997,5.6,221,267,82.8,3777,1040,106,122,93,104,20,31,1,0.2,0.2,+0.8,3,25,1,0,28,Matches
58,Kike Barja,es ESP,"FW,MF",Osasuna,25,1997,14.6,316,487,64.9,5033,1204,174,216,96,153,30,65,6,3.9,3.6,+2.1,28,13,25,18,35,Matches
59,Ander Barrenetxea,es ESP,"FW,DF",Real Sociedad,20,2001,9.8,288,376,76.6,4302,1117,162,187,95,113,19,33,1,1.2,1.1,-0.2,9,14,9,1,27,Matches
60,Pablo Barrios,es ESP,MF,Atlético Madrid,19,2003,8.0,368,450,81.8,5684,1671,198,217,134,161,22,38,1,0.7,0.5,+0.3,4,46,3,0,51,Matches
61,Rodrigo Battaglia,ar ARG,MF,Mallorca,31,1991,7.6,185,232,79.7,2885,894,93,106,78,93,11,20,0,0.0,0.1,0.0,1,24,1,0,19,Matches
62,Bebé,cv CPV,FW,Rayo Vallecano,32,1990,0.7,21,38,55.3,411,101,8,9,9,17,4,7,0,0.1,0.1,-0.1,2,2,1,1,1,Matches
63,Héctor Bellerín,es ESP,DF,Barcelona,27,1995,1.6,77,96,80.2,1146,419,48,52,21,25,5,8,0,0.1,0.5,-0.1,1,10,4,0,13,Matches
64,Fran Beltrán,es ESP,MF,Celta Vigo,23,1999,31.7,1604,1816,88.3,28935,6589,658,716,743,808,164,221,2,1.7,2.5,+0.3,24,136,12,4,138,Matches
65,Iker Benito,es ESP,"FW,MF",Osasuna,19,2002,2.0,31,42,73.8,501,92,24,29,3,7,4,5,0,0.3,0.2,-0.3,3,0,1,1,3,Matches
66,Karim Benzema,fr FRA,FW,Real Madrid,34,1987,22.6,924,1070,86.4,10990,2417,624,695,193,210,24,32,3,5.8,5.5,-2.8,48,71,51,0,138,Matches
67,Yuri Berchiche,es ESP,DF,Athletic Club,32,1990,26.7,1304,1580,82.5,22195,8668,640,703,537,634,105,153,1,1.4,1.7,-0.4,21,146,31,14,179,Matches
68,Álex Berenguer,es ESP,FW,Athletic Club,27,1995,25.5,630,955,66.0,9379,2766,372,441,163,266,62,152,1,4.6,5.2,-3.6,52,25,41,16,77,Matches
69,Pedro Bigas,es ESP,DF,Elche,31,1990,22.4,843,1053,80.1,16786,7505,284,314,449,500,100,200,0,0.0,0.3,0.0,0,63,1,1,83,Matches
70,El Bilal Touré,ml MLI,FW,Almería,20,2001,14.0,183,258,70.9,2226,311,130,158,44,65,2,2,2,1.3,0.7,+0.7,14,7,3,1,14,Matches
71,Antonio Blanco,es ESP,MF,Cádiz,22,2000,1.8,57,61,93.4,818,137,31,33,22,24,1,1,0,0.0,0.1,0.0,1,3,1,0,2,Matches
72,Lautaro Blanco,ar ARG,"DF,MF",Elche,23,1999,9.7,235,416,56.5,4363,2284,117,141,85,139,32,107,2,1.5,1.3,+0.5,12,19,17,10,28,Matches
73,Theo Bongonda,cd COD,"MF,FW",Cádiz,26,1995,21.5,329,489,67.3,4564,1295,207,254,87,123,20,70,3,3.0,2.4,0.0,20,20,11,4,39,Matches
