rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Ismael Aaneba,fr FRA,DF,Strasbourg,21,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Matches
2,Yunis Abdelhamid,ma MAR,DF,Reims,32,1987,32.1,59,37,36,23,0,26,42,16,34,15,19,61,120,132,0,Matches
3,Mehdi Abeid,dz ALG,MF,Nantes,27,1992,14.7,34,19,16,14,4,15,30,15,9,2,7,20,54,10,0,Matches
4,Laurent Abergel,fr FRA,MF,Lorient,27,1993,32.9,145,84,64,69,12,54,162,108,64,6,58,46,191,12,0,Matches
5,Charles Abi,fr FRA,"FW,MF",Saint-Étienne,20,2000,10.1,8,2,5,0,3,3,12,9,6,2,4,4,12,5,0,Matches
6,Matthis Abline,fr FRA,FW,Rennes,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
7,Pape Abou Cissé,sn SEN,DF,Saint-Étienne,24,1995,14.0,15,13,10,5,0,6,10,4,7,4,3,27,42,87,0,Matches
8,Yacine Adli,fr FRA,MF,Bordeaux,20,2000,26.9,74,37,30,33,11,35,92,57,27,2,25,39,113,17,2,Matches
9,Nayef Aguerd,ma MAR,DF,Rennes,24,1996,35.0,37,30,28,9,0,21,33,12,34,22,12,47,84,102,0,Matches
10,Ruben Aguilar,fr FRA,"DF,MF",Monaco,27,1993,24.7,63,37,32,21,10,32,52,20,30,3,27,47,110,43,1,Matches
11,Matteo Ahlinvi,bj BEN,MF,Nîmes,21,1999,10.0,26,20,10,14,2,11,39,28,6,0,6,2,28,8,0,Matches
12,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,26,1994,23.8,46,25,18,25,3,19,48,29,17,5,12,53,99,32,0,Matches
13,Jean-Eudes Aholou,ci CIV,MF,Monaco,26,1994,0.4,1,0,0,1,0,1,3,2,0,0,0,1,2,1,0,Matches
14,Rayan Aït-Nouri,dz ALG,DF,Angers,19,2001,2.1,3,2,1,2,0,3,5,2,2,1,1,4,7,1,0,Matches
15,Ludovic Ajorque,fr FRA,FW,Strasbourg,26,1994,33.0,30,18,6,18,6,7,31,24,14,5,9,11,41,54,0,Matches
16,Marley Aké,fr FRA,FW,Marseille,19,2001,1.6,3,3,1,0,2,0,1,1,2,0,2,0,3,1,0,Matches
17,Sofiane Alakouch,ma MAR,DF,Nîmes,22,1998,16.7,53,33,30,16,7,29,45,16,17,2,15,21,74,38,0,Matches
18,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,16,2004,3.9,9,7,2,6,1,4,9,5,4,0,4,3,12,0,0,Matches
19,Rachid Alioui,ma MAR,FW,Angers,28,1992,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches
20,Saturnin Allagbé,bj BEN,GK,Dijon,26,1993,12.0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,3,Matches
21,Ibrahim Amadou,fr FRA,MF,Angers,27,1993,16.7,39,26,18,19,2,15,38,23,14,4,10,23,62,25,0,Matches
22,Romain Amalfitano,fr FRA,"FW,DF",Dijon,30,1989,1.3,4,2,3,1,0,1,3,2,2,1,1,1,5,1,0,Matches
23,Jordan Amavi,fr FRA,DF,Marseille,26,1994,9.0,11,9,9,1,1,9,12,3,12,2,10,27,38,33,1,Matches
24,Thierry Ambrose,gp GLP,FW,Metz,23,1997,8.4,7,4,1,1,5,2,12,10,2,0,2,2,9,4,0,Matches
25,Joachim Andersen,dk DEN,DF,Lyon,24,1996,2.1,2,1,1,1,0,2,2,0,1,1,0,2,4,6,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Benjamin André,fr FRA,MF,Lille,29,1990,32.1,114,68,47,61,6,53,122,69,39,10,29,76,190,49,0,Matches
27,Victorien Angban,ci CIV,MF,Metz,23,1996,18.6,36,24,17,15,4,17,42,25,17,4,13,19,55,9,1,Matches
28,Houssem Aouar,dz ALG,"MF,FW",Lyon,22,1998,19.8,17,12,0,13,4,8,25,17,17,1,16,17,34,4,0,Matches
29,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,18,2002,19.2,38,20,12,17,9,13,49,36,15,1,14,10,48,6,0,Matches
30,Dennis Appiah,fr FRA,DF,Nantes,28,1992,17.3,55,34,33,15,7,32,59,27,23,6,17,25,80,44,0,Matches
31,Luiz Araújo,br BRA,MF,Lille,24,1996,16.6,38,25,12,18,8,8,28,20,23,1,22,11,49,3,0,Matches
32,Karim Aribi,dz ALG,FW,Nîmes,26,1994,3.3,2,2,0,1,1,0,5,5,1,0,1,0,2,3,0,Matches
33,Roger Assalé,ci CIV,"FW,MF",Dijon,26,1993,9.2,10,8,3,5,2,4,12,8,7,3,4,2,12,2,0,Matches
34,Youcef Atal,dz ALG,"DF,FW",Nice,24,1996,10.6,25,12,11,14,0,13,26,13,10,2,8,26,51,12,0,Matches
35,Jean-Kévin Augustin,fr FRA,FW,Nantes,23,1997,0.4,2,0,0,2,0,2,2,0,0,0,0,0,2,0,0,Matches
36,Ludovic Baal,gf GUF,"DF,MF",Brest,34,1986,3.3,6,5,4,1,1,2,5,3,4,1,3,5,11,5,0,Matches
37,Loïc Bade,fr FRA,DF,Lens,20,2000,29.0,57,34,47,10,0,30,55,25,43,17,26,74,131,135,2,Matches
38,Benoît Badiashile,fr FRA,DF,Monaco,19,2001,31.9,24,17,15,9,0,13,28,15,21,12,9,58,82,102,4,Matches
39,Stéphane Bahoken,cm CMR,FW,Angers,28,1992,18.0,9,6,1,7,1,4,12,8,9,0,9,9,18,9,0,Matches
40,Stefan Bajic,fr FRA,GK,Saint-Étienne,18,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
41,Mitchel Bakker,nl NED,DF,Paris S-G,20,2000,18.8,38,30,15,14,9,17,26,9,22,2,20,22,60,20,0,Matches
42,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,17,2002,0.6,2,2,1,1,0,0,1,1,2,0,2,1,3,0,0,Matches
43,Leonardo Balerdi,ar ARG,DF,Marseille,21,1999,18.2,29,18,19,7,3,14,31,17,17,9,8,28,57,65,3,Matches
44,Fodé Ballo-Touré,sn SEN,DF,Monaco,23,1997,7.4,21,17,9,11,1,6,13,7,7,0,7,6,27,11,1,Matches
45,Abdoulaye Bamba,ci CIV,DF,Angers,30,1990,15.0,27,17,19,7,1,19,28,9,7,1,6,19,46,34,0,Matches
46,Jonathan Bamba,ci CIV,MF,Lille,24,1996,33.2,45,23,15,19,11,24,84,60,24,2,22,24,69,15,0,Matches
47,Robson Bambu,br BRA,DF,Nice,22,1997,11.6,16,11,14,2,0,11,14,3,8,7,1,10,26,57,0,Matches
48,Simon Banza,cd COD,FW,Lens,23,1996,15.2,13,6,0,4,9,1,14,13,16,1,15,7,20,15,0,Matches
49,Danilo Barbosa,br BRA,DF,Nice,24,1996,2.8,6,3,5,1,0,4,6,2,2,1,1,2,8,11,2,Matches
50,Melvin Bard,fr FRA,DF,Lyon,19,2000,4.8,12,8,7,4,1,6,11,5,10,2,8,6,18,14,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
51,Toma Bašić,hr CRO,MF,Bordeaux,23,1996,28.9,33,22,15,16,2,16,58,42,21,5,16,32,65,42,1,Matches
52,Cristian Battocchio,it ITA,MF,Brest,28,1992,3.9,5,2,1,4,0,2,9,7,0,0,0,4,9,5,0,Matches
53,Paul Baysse,fr FRA,DF,Bordeaux,32,1988,29.0,35,18,21,13,1,16,21,5,33,24,9,52,87,123,1,Matches
54,Erwan Belhadji,fr FRA,MF,Dijon,19,2001,0.3,3,0,3,0,0,3,5,2,1,0,1,0,3,0,0,Matches
55,Haris Belkebla,dz ALG,MF,Brest,26,1994,30.3,69,39,32,28,9,31,66,35,26,5,21,57,126,34,0,Matches
56,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Strasbourg,22,1998,23.2,56,39,22,25,9,14,23,9,20,2,18,19,75,16,0,Matches
57,Sami Ben Amar,ma MAR,MF,Nîmes,22,1998,0.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Matches
58,Hatem Ben Arfa,fr FRA,"MF,FW",Bordeaux,33,1987,18.9,11,7,1,7,3,2,9,7,3,0,3,2,13,0,0,Matches
59,Salim Ben Seghir,fr FRA,DF,Nice,17,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
60,Wissam Ben Yedder,fr FRA,FW,Monaco,29,1990,29.0,18,9,2,10,6,3,13,10,16,0,16,13,31,3,0,Matches
61,Samy Benchamma,fr FRA,"DF,MF",Montpellier,20,2000,0.5,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,Matches
62,Darío Benedetto,ar ARG,FW,Marseille,30,1990,17.5,6,4,1,4,1,5,13,8,9,2,7,3,9,17,0,Matches
63,Walter Benítez,ar ARG,GK,Nice,27,1993,38.0,1,1,1,0,0,1,3,2,1,0,1,1,2,7,2,Matches
64,Loris Benito,ch SUI,DF,Bordeaux,28,1992,29.5,42,26,27,12,3,22,48,26,33,10,23,42,84,70,0,Matches
65,Bilal Benkhedim,fr FRA,FW,Saint-Étienne,19,2001,0.8,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Matches
66,Djamel Benlamri,dz ALG,DF,Lyon,30,1989,1.7,5,3,5,0,0,3,6,3,3,2,1,6,11,11,0,Matches
67,Yassine Benrahou,fr FRA,MF,Nîmes,21,1999,13.8,16,9,8,6,2,7,25,18,9,0,9,4,20,5,1,Matches
68,Yassine Benzia,dz ALG,"MF,FW",Dijon,25,1994,4.5,10,5,5,3,2,2,10,8,3,0,3,6,16,2,0,Matches
