rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,José Abella,mx MEX,DF,Atlas,27,1994,11.6,541,26,131,261,153,11,541,9,3,33.3,6,66.7,241,843,368,7,6,2,12,6,259,36,Matches
2,Diego Abitia,mx MEX,FW,Toluca,18,2003,0.0,4,0,0,3,1,0,4,0,0,,0,,1,0,0,0,0,0,1,0,2,1,Matches
3,Clifford Aboagye,gh GHA,MF,Puebla,26,1995,0.2,12,1,2,8,2,0,12,1,0,0.0,1,100.0,10,35,17,0,0,0,0,0,9,1,Matches
4,Luis Abram,pe PER,DF,Cruz Azul,25,1996,8.4,384,40,205,167,13,6,384,0,0,,0,,225,1320,824,3,1,0,2,2,255,1,Matches
5,Carlos Acevedo,mx MEX,GK,Santos,25,1996,26.0,720,614,714,7,0,0,720,0,0,,0,,314,1956,1350,0,0,0,0,0,148,0,Matches
6,Alonso Aceves,mx MEX,DF,Pachuca,20,2001,15.5,854,38,262,417,183,5,854,18,6,33.3,12,66.7,384,2018,1010,27,17,1,24,9,377,37,Matches
7,Sergio Adrián Flores,mx MEX,MF,Guadalajara,26,1995,23.5,1525,102,561,903,76,8,1525,6,3,50.0,3,50.0,808,3171,1517,4,6,0,14,6,895,4,Matches
8,Juan Agüayo,mx MEX,MF,Guadalajara,24,1997,1.5,68,5,14,43,11,0,68,0,0,,0,,24,77,46,1,0,0,0,0,33,4,Matches
9,Juan Agüayo,mx MEX,DF,UNAM,24,1997,0.5,32,3,16,14,2,0,32,0,0,,0,,14,43,20,0,0,0,1,0,13,1,Matches
10,Washington Aguerre,uy URU,GK,Querétaro,28,1993,31.9,1001,862,991,9,1,1,1001,0,0,,0,,484,2922,1997,0,0,0,1,0,269,0,Matches
11,Daniel Aguilar,mx MEX,MF,Puebla,23,1998,2.0,91,2,18,61,12,0,91,1,1,100.0,0,0.0,52,340,207,4,1,0,3,1,62,1,Matches
12,Paul Aguilar,mx MEX,"DF,MF",FC Juárez,35,1986,4.6,226,6,55,121,50,5,226,6,1,16.7,5,83.3,115,455,146,2,2,1,8,3,134,6,Matches
13,Emanuel Aguilera,ar ARG,DF,América,32,1989,10.0,597,40,268,324,12,8,596,1,0,0.0,1,100.0,380,1868,1028,2,2,0,8,0,384,0,Matches
14,Emanuel Aguilera,ar ARG,DF,Atlas,32,1989,7.0,360,28,135,210,17,0,360,2,2,100.0,0,0.0,189,870,465,4,4,0,1,3,183,1,Matches
15,Eduardo Aguirre,mx MEX,FW,Santos,22,1998,20.4,618,10,37,219,371,113,618,40,21,52.5,19,47.5,368,1814,715,28,21,14,61,35,430,107,Matches
16,Érick Aguirre,mx MEX,"DF,MF",Monterrey,24,1997,17.3,930,32,293,408,239,20,930,14,7,50.0,7,50.0,460,2299,1114,27,22,8,15,6,497,62,Matches
17,Gaddi Aguirre,mx MEX,DF,Atlas,25,1996,10.9,599,32,206,343,53,9,599,1,1,100.0,0,0.0,311,1277,611,5,3,0,4,0,319,5,Matches
18,Rodrigo Aguirre,uy URU,FW,Necaxa,26,1994,24.0,830,30,72,316,452,118,829,57,22,38.6,35,61.4,483,2924,1041,46,27,22,91,37,575,142,Matches
19,Oswaldo Alanís,mx MEX,DF,Mazatlán,32,1989,9.0,538,57,292,217,34,9,538,5,4,80.0,1,20.0,273,1524,803,2,6,1,4,2,322,1,Matches
20,Ricardo Alba,mx MEX,FW,Atlético,19,2002,0.2,4,0,0,0,4,3,4,0,0,,0,,4,12,2,0,0,0,2,0,5,0,Matches
21,Jesús Alberto Angulo,mx MEX,DF,Atlas,23,1998,11.9,722,32,220,433,80,4,722,9,4,44.4,5,55.6,375,2323,1409,23,15,0,9,7,365,5,Matches
22,Jesús Alberto Angulo,mx MEX,DF,UANL,23,1998,16.1,934,85,424,476,47,4,934,8,7,87.5,1,12.5,539,3436,2281,21,15,0,7,2,577,5,Matches
23,Gil Alcalá,mx MEX,GK,Tijuana,29,1992,6.0,168,147,167,1,0,0,168,0,0,,0,,72,390,253,0,0,0,1,0,54,0,Matches
24,Jesús Alcantar,mx MEX,DF,Necaxa,18,2003,0.3,21,2,15,6,0,0,21,0,0,,0,,9,54,36,0,0,0,0,0,8,0,Matches
25,Adrián Aldrete,mx MEX,DF,Cruz Azul,33,1988,15.2,839,42,307,405,131,13,839,4,1,25.0,3,75.0,392,2030,1044,16,9,1,7,4,465,29,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
26,Daniel Alexis Parra,mx MEX,DF,Monterrey,22,1999,4.3,220,5,68,103,53,6,220,2,2,100.0,0,0.0,102,558,286,7,6,1,12,4,98,11,Matches
27,Luis Alfonso Rodríguez,mx MEX,"DF,MF",UANL,30,1991,14.9,1030,38,266,554,225,8,1030,29,21,72.4,8,27.6,602,3674,1868,50,31,6,27,9,618,67,Matches
28,David Alfredo Andrade,mx MEX,DF,Santos,28,1993,7.6,382,11,93,200,98,4,382,18,12,66.7,6,33.3,204,1160,520,15,13,1,7,7,215,27,Matches
29,Carlos Alonso Vargas,mx MEX,"DF,MF",Mazatlán,22,1999,21.8,1069,102,545,418,117,6,1069,20,12,60.0,8,40.0,528,2536,1266,12,18,2,17,0,498,22,Matches
30,Alfonso Alvarado,mx MEX,"FW,MF",Monterrey,21,2000,5.3,152,3,13,66,79,22,152,6,4,66.7,2,33.3,113,580,242,11,9,2,12,9,125,20,Matches
31,Roberto Alvarado,mx MEX,"DF,MF",Cruz Azul,22,1998,10.1,617,13,110,315,199,12,617,20,10,50.0,10,50.0,373,2040,979,23,30,1,17,11,415,45,Matches
32,Roberto Alvarado,mx MEX,"FW,MF",Guadalajara,22,1998,14.2,746,23,117,368,282,37,746,54,27,50.0,27,50.0,519,3211,1465,49,41,16,34,24,529,75,Matches
33,Ventura Alvarado,us USA,DF,FC Juárez,28,1992,8.7,381,38,204,156,23,6,381,1,0,0.0,1,100.0,190,773,400,1,1,0,6,4,190,1,Matches
34,Alek Álvarez,mx MEX,"MF,FW",UNAM,18,2003,2.3,107,3,13,61,39,2,107,10,8,80.0,2,20.0,71,583,251,8,8,2,3,4,74,18,Matches
35,Daniel Álvarez,mx MEX,"FW,MF",Toluca,27,1994,7.1,278,3,34,136,111,16,278,16,8,50.0,8,50.0,185,1117,661,21,11,6,14,9,210,46,Matches
36,Daniel Álvarez,mx MEX,"FW,MF",Puebla,27,1994,8.7,327,4,32,167,131,21,327,26,14,53.8,12,46.2,207,1456,718,26,18,6,20,14,223,48,Matches
