rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,José Abella,mx MEX,DF,Atlas,27,1994,11.6,444,350,94,4,0,7,34,90,0,0,0,0,314,0,12,Matches
2,Diego Abitia,mx MEX,FW,Toluca,18,2003,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Matches
3,Clifford Aboagye,gh GHA,MF,Puebla,26,1995,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
4,Luis Abram,pe PER,DF,Cruz Azul,25,1996,8.4,323,305,18,10,0,7,2,7,1,0,1,0,264,0,1,Matches
5,Carlos Acevedo,mx MEX,GK,Santos,25,1996,26.0,665,342,321,70,0,0,0,0,0,0,0,0,398,2,0,Matches
6,Alonso Aceves,mx MEX,DF,Pachuca,20,2001,15.5,677,488,186,12,0,4,44,174,0,0,0,0,515,3,18,Matches
7,Sergio Adrián Flores,mx MEX,MF,Guadalajara,26,1995,23.5,1292,1229,59,51,0,8,3,8,0,0,0,0,1057,4,14,Matches
8,Juan Agüayo,mx MEX,MF,Guadalajara,24,1997,1.5,57,49,8,0,0,0,3,8,0,0,0,0,38,0,3,Matches
9,Juan Agüayo,mx MEX,DF,UNAM,24,1997,0.5,27,23,4,2,0,0,1,2,0,0,0,0,18,0,0,Matches
10,Washington Aguerre,uy URU,GK,Querétaro,28,1993,31.9,907,546,359,73,0,3,0,0,0,0,0,0,549,2,0,Matches
11,Daniel Aguilar,mx MEX,MF,Puebla,23,1998,2.0,77,74,3,1,0,2,0,2,0,0,0,0,62,0,1,Matches
12,Paul Aguilar,mx MEX,"DF,MF",FC Juárez,35,1986,4.6,172,146,25,2,1,0,4,23,0,0,0,0,133,1,5,Matches
13,Emanuel Aguilera,ar ARG,DF,América,32,1989,10.0,525,485,40,32,1,10,0,8,0,0,0,0,454,0,3,Matches
14,Emanuel Aguilera,ar ARG,DF,Atlas,32,1989,7.0,312,241,69,13,0,9,1,56,0,0,0,0,236,2,2,Matches
15,Eduardo Aguirre,mx MEX,FW,Santos,22,1998,20.4,376,351,21,0,1,0,8,5,0,0,0,0,264,4,17,Matches
16,Érick Aguirre,mx MEX,"DF,MF",Monterrey,24,1997,17.3,770,644,123,7,0,7,34,116,0,0,0,0,599,3,17,Matches
17,Gaddi Aguirre,mx MEX,DF,Atlas,25,1996,10.9,506,422,82,12,1,8,2,70,0,0,0,0,403,2,4,Matches
18,Rodrigo Aguirre,uy URU,FW,Necaxa,26,1994,24.0,456,418,35,0,0,2,31,3,0,0,0,0,283,3,14,Matches
19,Oswaldo Alanís,mx MEX,DF,Mazatlán,32,1989,9.0,456,424,31,20,0,5,4,7,1,1,0,0,357,1,5,Matches
