rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,fk,pk,pkatt,xg,npxg,npxg_sh,g_xg,np_g_xg,matches
1,Charlie Adam,sct SCO,MF,Reading,33,1985,8.7,2,23,6,26.1,2.65,0.69,0.04,0.17,27.8,2,1,1,2.4,1.6,0.07,-0.4,-0.6,Matches
2,Tosin Adarabioyo,eng ENG,DF,Blackburn,21,1997,33.0,3,18,8,44.4,0.55,0.24,0.17,0.38,12.4,0,0,0,1.4,1.4,0.08,+1.6,+1.6,Matches
3,Albert Adomah,gh GHA,FW,Cardiff City,31,1987,8.1,0,11,5,45.5,1.35,0.61,0.00,0.00,16.7,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
4,Albert Adomah,gh GHA,"FW,MF",Nott'ham Forest,31,1987,6.8,2,11,2,18.2,1.62,0.29,0.18,1.00,16.3,0,0,0,1.4,1.4,0.12,+0.6,+0.6,Matches
5,Benik Afobe,cd COD,FW,Stoke City,26,1993,0.8,0,1,0,0.0,1.29,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
6,Benik Afobe,cd COD,FW,Bristol City,26,1993,8.2,3,18,10,55.6,2.19,1.22,0.11,0.20,13.1,0,1,1,4.2,3.4,0.19,-1.2,-1.4,Matches
7,Semi Ajayi,ng NGA,DF,West Brom,25,1993,42.0,5,25,7,28.0,0.59,0.17,0.20,0.71,10.0,0,0,0,4.1,4.1,0.16,+0.9,+0.9,Matches
8,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,27,1992,25.1,5,59,15,25.4,2.35,0.60,0.08,0.33,17.8,2,0,0,6.7,6.7,0.11,-1.7,-1.7,Matches
9,Joe Allen,wls WAL,MF,Stoke City,29,1990,32.6,4,33,9,27.3,1.01,0.28,0.12,0.44,17.8,0,0,0,3.9,3.9,0.12,+0.1,+0.1,Matches
10,Sone Aluko,ng NGA,"FW,MF",Reading,30,1989,0.5,0,3,0,0.0,6.59,0.00,0.00,,16.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
11,Sammy Ameobi,eng ENG,"FW,MF",Nott'ham Forest,27,1992,34.4,5,74,23,31.1,2.15,0.67,0.07,0.22,20.8,3,0,0,5.0,5.0,0.07,0.0,0.0,Matches
12,Luke Amos,eng ENG,MF,QPR,22,1997,23.5,2,16,5,31.3,0.68,0.21,0.13,0.40,16.5,0,0,0,2.3,2.3,0.14,-0.3,-0.3,Matches
13,Chuks Aneke,eng ENG,"FW,MF",Charlton Ath,26,1993,6.5,1,21,6,28.6,3.21,0.92,0.05,0.17,13.1,0,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches
14,Felipe Araruna,br BRA,"MF,DF",Reading,23,1996,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
15,Adam Armstrong,eng ENG,"FW,MF",Blackburn,22,1997,38.6,16,101,45,44.6,2.62,1.17,0.14,0.31,19.7,4,2,2,11.2,9.7,0.10,+4.8,+4.3,Matches
16,Harry Arter,ie IRL,MF,Fulham,29,1989,19.2,2,24,3,12.5,1.25,0.16,0.08,0.67,25.0,0,0,0,1.0,1.0,0.04,+1.0,+1.0,Matches
17,Britt Assombalonga,cd COD,FW,Middlesbrough,26,1992,27.9,11,59,21,35.6,2.11,0.75,0.17,0.48,13.9,3,1,2,11.8,10.2,0.17,-0.8,-0.2,Matches
18,Jean-Kévin Augustin,fr FRA,FW,Leeds United,22,1997,0.6,0,3,0,0.0,5.29,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
19,Charlie Austin,eng ENG,FW,West Brom,30,1989,16.8,10,50,20,40.0,2.98,1.19,0.12,0.30,13.7,0,4,4,12.9,9.7,0.20,-2.9,-3.7,Matches
20,Daniel Ayala,es ESP,DF,Middlesbrough,28,1990,23.1,2,23,7,30.4,0.99,0.30,0.09,0.29,8.6,0,0,0,3.6,3.6,0.16,-1.6,-1.6,Matches
21,André Ayew,gh GHA,FW,Swansea City,29,1989,43.4,15,110,39,35.5,2.54,0.90,0.09,0.26,14.9,1,5,5,18.7,14.8,0.14,-3.7,-4.8,Matches
22,Floyd Ayité,tg TOG,MF,Fulham,30,1988,0.2,0,1,0,0.0,5.29,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
23,Luke Ayling,eng ENG,DF,Leeds United,27,1991,35.3,4,35,12,34.3,0.99,0.34,0.11,0.33,17.5,0,0,0,2.1,2.1,0.06,+1.9,+1.9,Matches
