rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Charlie Adam,sct SCO,MF,Reading,33,1985,8.7,368,572,64.3,9067,2940,101,115,155,218,109,214,1,1.8,1.5,-0.8,15,54,9,3,74,Matches
2,Tosin Adarabioyo,eng ENG,DF,Blackburn,21,1997,33.0,1363,1705,79.9,30161,12763,352,420,747,847,252,393,1,0.2,0.4,+0.8,7,65,0,0,69,Matches
3,Albert Adomah,gh GHA,FW,Cardiff City,31,1987,8.1,145,223,65.0,1883,602,98,119,31,53,9,26,2,0.9,0.9,+1.1,7,6,14,6,15,Matches
4,Albert Adomah,gh GHA,"FW,MF",Nott'ham Forest,31,1987,6.8,113,170,66.5,1635,563,68,80,39,58,5,24,1,1.1,0.7,-0.1,14,10,10,5,18,Matches
5,Benik Afobe,cd COD,FW,Stoke City,26,1993,0.8,4,10,40.0,109,1,2,4,1,4,1,1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
6,Benik Afobe,cd COD,FW,Bristol City,26,1993,8.2,106,152,69.7,1701,305,65,90,29,43,9,10,0,0.3,0.2,-0.3,5,9,2,0,10,Matches
7,Semi Ajayi,ng NGA,DF,West Brom,25,1993,42.0,1473,1810,81.4,30963,11513,377,462,880,981,202,324,0,0.3,0.6,-0.3,6,110,7,4,125,Matches
8,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,27,1992,25.1,1080,1410,76.6,16556,6766,640,722,361,459,62,149,3,4.9,3.9,-1.9,44,69,46,14,130,Matches
9,Joe Allen,wls WAL,MF,Stoke City,29,1990,32.6,1046,1284,81.5,17039,3902,526,619,408,466,83,117,2,1.5,1.6,+0.5,24,96,26,2,146,Matches
10,Sone Aluko,ng NGA,"FW,MF",Reading,30,1989,0.5,11,16,68.8,178,55,5,7,5,8,1,1,0,0.0,0.0,0.0,1,0,1,0,4,Matches
11,Sammy Ameobi,eng ENG,"FW,MF",Nott'ham Forest,27,1992,34.4,674,1023,65.9,9679,2526,434,542,174,283,48,107,7,5.6,4.0,+1.4,39,59,26,5,92,Matches
